"year","disposition","offense_type","age","defendant_count"
"2016","Finding Guilty","Aggravated Assault Police Officer","18","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","18","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","19","2"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","20","2"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","21","4"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","22","2"
"2016","FNPC","Aggravated Assault Police Officer","23","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","23","3"
"2016","Finding Guilty","Aggravated Assault Police Officer","24","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","24","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","25","1"
"2016","Verdict-Not Guilty","Aggravated Assault Police Officer","25","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","26","3"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","27","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","28","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","29","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","30","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","31","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","36","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","37","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","39","2"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","41","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","43","1"
"2016","Death Suggested-Cause Abated","Aggravated Assault Police Officer","46","1"
"2016","FNPC","Aggravated Assault Police Officer","48","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","48","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","49","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","50","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","17","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","18","2"
"2016","Finding Guilty","Aggravated Assault Police Officer Firearm","20","2"
"2016","Nolle Prosecution","Aggravated Assault Police Officer Firearm","21","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","21","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","22","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","23","1"
"2016","FNG","Aggravated Assault Police Officer Firearm","26","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","26","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","29","1"
"2016","Nolle Prosecution","Aggravated Assault Police Officer Firearm","35","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","39","1"
"2016","Finding Guilty","Aggravated Battery","17","2"
"2016","FNG","Aggravated Battery","17","1"
"2016","Finding Guilty","Aggravated Battery","18","2"
"2016","FNG","Aggravated Battery","18","2"
"2016","Nolle Prosecution","Aggravated Battery","18","1"
"2016","Plea Of Guilty","Aggravated Battery","18","30"
"2016","BFW","Aggravated Battery","19","1"
"2016","Finding Guilty","Aggravated Battery","19","1"
"2016","Nolle Prosecution","Aggravated Battery","19","2"
"2016","Plea Of Guilty","Aggravated Battery","19","21"
"2016","FNG","Aggravated Battery","20","2"
"2016","Plea Of Guilty","Aggravated Battery","20","21"
"2016","Verdict Guilty","Aggravated Battery","20","1"
"2016","Verdict-Not Guilty","Aggravated Battery","20","1"
"2016","Finding Guilty","Aggravated Battery","21","4"
"2016","FNG","Aggravated Battery","21","1"
"2016","Plea Of Guilty","Aggravated Battery","21","14"
"2016","Finding Guilty","Aggravated Battery","22","2"
"2016","Nolle Prosecution","Aggravated Battery","22","3"
"2016","Plea Of Guilty","Aggravated Battery","22","17"
"2016","Verdict-Not Guilty","Aggravated Battery","22","1"
"2016","Finding Guilty","Aggravated Battery","23","1"
"2016","FNG","Aggravated Battery","23","2"
"2016","Nolle Prosecution","Aggravated Battery","23","1"
"2016","Plea Of Guilty","Aggravated Battery","23","13"
"2016","Verdict-Not Guilty","Aggravated Battery","23","1"
"2016","Finding Guilty","Aggravated Battery","24","2"
"2016","Nolle Prosecution","Aggravated Battery","24","3"
"2016","Plea Of Guilty","Aggravated Battery","24","17"
"2016","Finding Guilty","Aggravated Battery","25","3"
"2016","FNPC","Aggravated Battery","25","1"
"2016","Nolle Prosecution","Aggravated Battery","25","1"
"2016","Plea Of Guilty","Aggravated Battery","25","15"
"2016","Death Suggested-Cause Abated","Aggravated Battery","26","1"
"2016","Finding Guilty","Aggravated Battery","26","3"
"2016","FNG","Aggravated Battery","26","1"
"2016","Nolle Prosecution","Aggravated Battery","26","1"
"2016","Plea Of Guilty","Aggravated Battery","26","17"
"2016","Plea of Guilty - Amended Charge","Aggravated Battery","26","1"
"2016","Finding Guilty","Aggravated Battery","27","2"
"2016","FNG","Aggravated Battery","27","1"
"2016","Nolle Prosecution","Aggravated Battery","27","1"
"2016","Plea Of Guilty","Aggravated Battery","27","11"
"2016","Finding Guilty","Aggravated Battery","28","2"
"2016","FNG","Aggravated Battery","28","1"
"2016","Plea Of Guilty","Aggravated Battery","28","12"
"2016","Finding Guilty","Aggravated Battery","29","4"
"2016","FNG","Aggravated Battery","29","1"
"2016","Plea Of Guilty","Aggravated Battery","29","7"
"2016","Death Suggested-Cause Abated","Aggravated Battery","30","1"
"2016","Finding Guilty","Aggravated Battery","30","1"
"2016","FNG","Aggravated Battery","30","1"
