"bid_opening_date","procurement_type","contract_number","project_name","procurement_contact","no_responses","company_name","city","state","bid_amount","notes"
"2022-09-07T00:00:00.000","Bid-Formal > $25K","2245-03101","WATTS PLUMBING SUPPLIES","DAN GIZZI","false","COLUMBIA PIPE","ROCKDALE","IL","145000",
"2022-08-31T00:00:00.000","RFP/RFQ/RFI","2045-18246R","INTERACTIVE TOUCHSCREEN DIRECTORY AT VARIOUS COUNTY LOCATIONS","YANETH LOPEZ","true",,,,,
"2022-08-31T00:00:00.000","Bid-Formal > $25K","2223-01072","FURNISH AND INSTALL CABLE TV AND VIDEO PRODUCTION EQUIPMENT","ED RENDON","false","AVI SYSTEMS","ARLINGTON HEIGHTS","IL","177478",
"2022-08-24T00:00:00.000","Bid-Formal > $25K","2238-05310","ELECTRICAL AND MECHANICAL MAINTENANCE","MICHAEL SCHIEVE","false","MEADE, INC.","WILLOWBROOK","IL","17675007.96","BID BOND RECEIVED"
"2022-08-17T00:00:00.000","Bid-Formal > $25K","2250-04111","MEAT PRODUCTS","HALYNA SHURUK","false","BLACK DOG FOODS LLC","LYONS","IL","2170112.5",
"2022-08-17T00:00:00.000","Bid-Formal > $25K","2250-04111","MEAT PRODUCTS","HALYNA SHURUK","false","CRISTINA FOODS, INC.","CHICAGO","IL","1790849.5",
"2022-08-17T00:00:00.000","Bid-Formal > $25K","2250-04111","MEAT PRODUCTS","HALYNA SHURUK","false","KINGDOM FARMS WHOLESALE MEAT, INC.","CHICAGO","IL","1461723.5",
"2022-08-10T00:00:00.000","Bid-Formal > $25K","2245-02084","POWER TOOLS & ACCESSORIES","DAN GIZZI","false","HILTI, INC.","TULSA","OK","12000",
"2022-08-10T00:00:00.000","Bid-Formal > $25K","2245-02084","POWER TOOLS & ACCESSORIES","DAN GIZZI","false","JP SIMONS AND COMPANY","GLENDALE HEIGHTS","IL","56000",
"2022-08-10T00:00:00.000","Bid-Formal > $25K","2245-02084","POWER TOOLS & ACCESSORIES","DAN GIZZI","false","MSC INDUSTRIAL SUPPLY CO.","DAVIDSON","NC","28500",
"2022-08-03T00:00:00.000","Bid-Formal > $25K","2202-03232","ROCK SALT AND DEICING SALT","ANGELIQUE RANDLE","false","ATLAS & ASSOCIATES, INC.","COUNTRY CLUB HILLS","IL","7856750",
"2022-08-03T00:00:00.000","Bid-Formal > $25K","2202-03232","ROCK SALT AND DEICING SALT","ANGELIQUE RANDLE","false","RUSSO POWER EQUIPMENT","SCHILLER PARK","IL","69670",
"2022-08-03T00:00:00.000","Bid-Formal > $25K","2202-03232","ROCK SALT AND DEICING SALT","ANGELIQUE RANDLE","false","VALDES, LLC","WHEELING","IL","77975",
"2022-08-03T00:00:00.000","Bid-Formal > $25K","2217-04081","LINENS","COLLEEN CHAMBERS","false","BOB BARKER COMPANY, INC.","FUQUAY VARINA","NC","1071300",
"2022-08-03T00:00:00.000","Bid-Formal > $25K","2217-04081","LINENS","COLLEEN CHAMBERS","false","TABB TEXTILES CO., INC.","OPELIKA","AL","603660",
"2022-08-03T00:00:00.000","Bid-Formal > $25K","2217-05260","INSTITUTIONAL GRADE LAUNDY CHEMICALS","COLLEEN CHAMBERS","false","ATLAS & ASSOCIATES, INC.","COUNTRY CLUB HILLS","IL","1909500",
"2022-08-03T00:00:00.000","Bid-Formal > $25K","2217-05260","INSTITUTIONAL GRADE LAUNDY CHEMICALS","COLLEEN CHAMBERS","false","ECONOMY COMPOUNDS, INC.","CRESTWOOD","IL","407199.9",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05133","LEASING OF LARGE FORMAT PRINTERS","KIMBERLEI AARON","false","CANON SOLUTIONS AMERICA","ITASCA","IL","49997.88",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05133","LEASING OF LARGE FORMAT PRINTERS","KIMBERLEI AARON","false","EASTER ENGINEERING SUPPLY, INC.","CHAMPAIGN","IL","65052",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05133","LEASING OF LARGE FORMAT PRINTERS","KIMBERLEI AARON","false","EASTERN ENGINEERING SUPPLY, INC.","CHAMPAIGN","IL","40860",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05133","LEASING OF LARGE FORMAT PRINTERS","KIMBERLEI AARON","false","IMAGING ESSENTIALS","ROLLING MEADOWS","IL","52020",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05133","LEASING OF LARGE FORMAT PRINTERS","KIMBERLEI AARON","false","KIP AMERICA","NOVI","MI","33300",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05133","LEASING OF LARGE FORMAT PRINTERS","KIMBERLEI AARON","false","KONICA MINOLTA BUSINESS SOLUTIONS",,,"84612.96",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05133","LEASING OF LARGE FORMAT PRINTERS","KIMBERLEI AARON","false","MASTERGRAPHICS","FITCHBURG","WI","35370",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05250","PAVEMENT PRESERVATION 2022 - CRACK SEALING","KIMBERLEI AARON","false","DENIER, INC.","JOLIET","IL","1279521.35",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2211-05250","PAVEMENT PRESERVATION 2022 - CRACK SEALING","KIMBERLEI AARON","false","SKC CONSTRUCTION, INC.","DUNDEE","IL","2249010.49",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2217-05270","BODY SCANNERS","COLLEEN CHAMBERS","false","ADANI SYSTEMS, INC.","CONROE","TX","389500",
"2022-07-27T00:00:00.000","Bid-Formal > $25K","2217-05270","BODY SCANNERS","COLLEEN CHAMBERS","false","COMMAND SOURCING, INC.","LOOMIS","CA","679600",
"2022-07-20T00:00:00.000","Bid-Formal > $25K","2245-12016R","COUNTYWIDE CAR WASH","DAN GIZZI","false","EVANSTON CAR WASH","EVANSTON","IL","4147200",
"2022-07-20T00:00:00.000","Bid-Formal > $25K","2245-12016R","COUNTYWIDE CAR WASH","DAN GIZZI","false","LOGAN  SQUARE HAND CAR WASH","CHICAGO","IL","2232000",
"2022-07-20T00:00:00.000","Bid-Formal > $25K","2245-12016R","COUNTYWIDE CAR WASH","DAN GIZZI","false","PLATINUM CAR WASH","MORTON GROVE","IL","766500",
"2022-07-20T00:00:00.000","Bid-Formal > $25K","2245-12016R","COUNTYWIDE CAR WASH","DAN GIZZI","false","RACEWAY CAR WASH","ARLINGTON HEIGHTS","IL","4147200",
"2022-07-20T00:00:00.000","Bid-Formal > $25K","2245-12016R","COUNTYWIDE CAR WASH","DAN GIZZI","false","R & R EQUIPMENT PLUS, INC.","CHICAGO","IL","1818000",
"2022-07-20T00:00:00.000","Bid-Formal > $25K","2245-12016R","COUNTYWIDE CAR WASH","DAN GIZZI","false","TIDAL WAVE WASH, INC.","WORTH","IL","627300",
"2022-07-13T00:00:00.000","Bid-Formal > $25K","2115-10272R","PAVEMENT PRESERVATION  AND  REHABILITATION NORTH - 2021","ADRIAAN BROWN","false","ARROW ROAD CONSTRUCTION CO.","ELK GROVE VILLAGE","IL","16262116.02",
"2022-07-13T00:00:00.000","Bid-Formal > $25K","2115-10272R","PAVEMENT PRESERVATION  AND  REHABILITATION NORTH - 2021","ADRIAAN BROWN","false","BUILDERS PAVING LLC","HILLSIDE","IL","16987808",","
"2022-07-13T00:00:00.000","Bid-Formal > $25K","2115-10272R","PAVEMENT PRESERVATION  AND  REHABILITATION NORTH - 2021","ADRIAAN BROWN","false","PLOTE CONSTRUCTION, INC.","HOFFMAN ESTATES","IL","16891623.63",
"2022-07-13T00:00:00.000","Bid-Formal > $25K","2115-10272R","PAVEMENT PRESERVATION  AND  REHABILITATION NORTH - 2021","ADRIAAN BROWN","false","R.W. DUNTEMAN COMPANY","ADDISON","IL","17482888.6",
"2022-07-13T00:00:00.000","Bid-Formal > $25K","2211-04252","RENTAL OF STREET SWEEPERS","KIMBERLEI AARON","false","STANDARD EQUIPMENT COMPANY","ELMHURST","IL","1236400",
"2022-07-13T00:00:00.000","Bid-Formal > $25K","2211-05052","TREE REMOVAL SERVICES","KIMBERLEI AARON","false","TREES R US, INC.","WAUCONDA","IL","377800",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2102-07233R","GLASS SUPPLIES","ANGELIQUE RANDLE","true",,,,,
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2185-18584R","MOVING SERVICES","ED RENDON","false","ARMSTRONG RELOCATION","LIBERTYVILLE","IL","98253.5",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2185-18584R","MOVING SERVICES","ED RENDON","false","MIDWAY MOVING AND STORAGE","CHICAGO","IL","98237.5",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2185-18584R","MOVING SERVICES","ED RENDON","false","MID-WEST MOVING & STORAGE, INC.","ELK GROVE VILLAGE","IL","95601",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2205-01073","PUBLICATION OF LEGAL NOTICES","COMAKIYA BASKIN SMITH","false","CHICAGO TRIBUNE COMPANY, LLC","CHICAGO","IL","648000",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","ALPHAPROMED LLC",,,"8800",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","A NEW WAY TO GO DME SUPPLY, INC.","CALUMET","IL","16500",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","BOB BARKER COMPANY, INC.","FUQUAY VARINA","NC","19670.75",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","DIGITAL ALLY, INC.","LENEXA","KS","11058.3",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","HEL-GIE, LLC",,,"137.5",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","MID AMERICA SAFETY CORP.","ELK GROVE VILLAGE","IL","11000",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","MINI WING USA","PALOS VERDES ESTATES","CA","8800",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","M & K IMPORTS LLC","MILLBROOK","NY","8690",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05111R","3-PLY SURGICAL GRADE MASKS","COLLEEN CHAMBERS","false","SIDRA MEDICAL SUPPLY, INC.","ELMONT","NY","3850",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05161","TAYLOR DUNN CARTS","COLLEEN CHAMBERS","false","FRANK H. GILL COMPANY","LANSING","IL","65862",
"2022-07-06T00:00:00.000","Bid-Formal > $25K","2217-05161","TAYLOR DUNN CARTS","COLLEEN CHAMBERS","false","R & R EQUIPMENT PLUS, INC.","CHICAGO","IL","99500.04",
"2022-06-29T00:00:00.000","Bid-Formal > $25K","2150-09172","LINEN SUPPLIES","HALYNA SHURUK","true",,,,,
"2022-06-29T00:00:00.000","Bid-Formal > $25K","2245-01263","FIRE ALARM TESTING AND BATTERY REPLACEMENT - OUTLYING FACILITIES","DAN GIZZI","false","ENGINEERED SECURITY & SOUNDS","CHICAGO","IL","118065.53",
"2022-06-29T00:00:00.000","Bid-Formal > $25K","2245-01263","FIRE ALARM TESTING AND BATTERY REPLACEMENT - OUTLYING FACILITIES","DAN GIZZI","false","ESSCOE LLC","ZURICH","IL","398798.159",
"2022-06-22T00:00:00.000","Bid-Formal > $25K","2085-02097","SPOIL REMOVAL SERVICES","LILLIAN LEE","false","INDEPENDENT RECYCLING SERVICES, INC.","CHICAGO","IL","555000",
"2022-06-22T00:00:00.000","Bid-Formal > $25K","2123-07151R","AIR MONITORINGSUPPORT SERVICES","ED RENDON","false","MONTROSE AIR QUALITY SERVICES LLC","PINE BROOK","NJ","659286",
"2022-06-22T00:00:00.000","Bid-Formal > $25K","2211-04251","TILT BED TRAILERS","KIMBERLEI AARON","false","JC ENTERPRISES","BAKERSFIELD","CA","63144",
"2022-06-22T00:00:00.000","Bid-Formal > $25K","2211-04251","TILT BED TRAILERS","KIMBERLEI AARON","false","MIDWAY TRAILER SALES & SERVICE, INC.","BRIDGEVIEW","IL","66896",
"2022-06-22T00:00:00.000","Bid-Formal > $25K","2245-02281R","COUNTYWIDE PARKING SPACES FOR RESERVED AND SELF-PARK OF COUNTY OWNED VEHICLES","DAN GIZZI","false","INTERPARK","CHICAGO","IL","262260",
"2022-06-15T00:00:00.000","Bid-Formal > $25K","2203-02244","ROLL IN HEATED HOLDING CABINETS","YANETH LOPEZ","false","DOUGLAS FOOD STORES INC DBA DOUGLAS EQUIPMENT","BLUEFIELD","WV","58095.6",
"2022-06-15T00:00:00.000","Bid-Formal > $25K","2203-02244","ROLL IN HEATED HOLDING CABINETS","YANETH LOPEZ","false","TAZA SUPPLIES","SOUTH HOLLAND","IL","55786",
"2022-06-15T00:00:00.000","Bid-Formal > $25K","2203-02244","ROLL IN HEATED HOLDING CABINETS","YANETH LOPEZ","false","TECHNOLOGY INTERNATIONAL INC","LAKE MARY","FL","44200",
"2022-06-15T00:00:00.000","Bid-Formal > $25K","2203-02244","ROLL IN HEATED HOLDING CABINETS","YANETH LOPEZ","false","WISECOM TECHNOLOGIES","LANDHAM","MD","23812.28",
"2022-06-15T00:00:00.000","Bid-Formal > $25K","2211-04082","GUARDRAIL & TRAFFIC BARRIER TERMINALS REPLACEMENT & REPAIR","KIMBERLEI AARON","false","MIDWEST FENCE CORPORATION","CHICAGO","IL","1412250",
"2022-06-15T00:00:00.000","Bid-Formal > $25K","2245-01261R","SCRAP METAL RECYCLING","DAN GIZZI","false","UNITED SCRAP METAL","CICERO","IL","109375",
"2022-06-15T00:00:00.000","Bid-Formal > $25K","2245-01262R","SCRAP METAL RECYCLING","DAN GIZZI","false","UNITED SCRAP METAL","CICERO","IL","109375",
"2022-06-01T00:00:00.000","Bid-Formal > $25K","2211-04083","2021 BRIDGE REPAIR PROJECT SECTION 21-BRREP-00-BR","KIMBERLEI AARON","false","ERA- VALDIVIA CONTRACTORS INC","CHICAGO","IL","1849755.05","REVISED BID TAB"
"2022-06-01T00:00:00.000","Bid-Formal > $25K","2211-04083","2021 BRIDGE REPAIR PROJECT SECTION 21-BRREP-00-BR","KIMBERLEI AARON","false","PATH CONSTRUCTION COMPANY","ARLINGTON HEIGHTS","IL","2957988.68","REVISED BID TAB"
"2022-06-01T00:00:00.000","Bid-Formal > $25K","2250-02242","MILK PRODUCTS","HALYNA SHURUK","false","BLACK DOG","LYONS","IL","2300565",
"2022-05-25T00:00:00.000","Bid-Formal > $25K","2109-10152","JUROR COURIER SERVICES","SERGIO REYES","false","DELIVERY & DISTRIBUTION SOLUTIONS LLC","BURR RIDGE","IL","53687.5",
"2022-05-25T00:00:00.000","Bid-Formal > $25K","2109-10152","JUROR COURIER SERVICES","SERGIO REYES","false","OSHEAY TRANSPORTATION, INC.","MAYWOOD","IL","217500",
"2022-05-25T00:00:00.000","Bid-Formal > $25K","2211-04041","GERMAN CHURCH ROAD OVER FLAG CREEK","KIMBERLEI AARON","false","AREATHA CONSTRUCTION CO., INC.","STREAMWOOD","IL","571176",
"2022-05-25T00:00:00.000","Bid-Formal > $25K","2211-04041","GERMAN CHURCH ROAD OVER FLAG CREEK","KIMBERLEI AARON","false","VIXEN CONSTRUCTION, INC.","BRIDGEVIEW","IL","576657.25",
