"tax_sale_year","pin","classification","township_name","sold_at_sale","tax_amount_offered","penalty_amount_offered","total_tax_and_penalty_amount_offered","cost","total_amount_paid","total_amount_forfeited","winning_bid_percent","buyer_name","location_1"
"2014","01-01-118-011-0000","211","BARRINGTON","true","16445.35","3362.98","19808.33","200","20008.33",,"0","MTAG Cust MGD-ILL, LLC","(42.1507815555305, -88.131874676736)"
"2014","01-01-118-012-0000","211","BARRINGTON","true","13909.84","2295.15","16204.99","200","16404.99",,"0","UMB Bank Cust for FRHL","(42.1507194933131, -88.1315755148987)"
"2014","01-01-119-012-0000","203","BARRINGTON","true","944.17","155.76","1099.93","200","1299.93",,"0","Christiana TR Custodian","(42.1499682217688, -88.1401705953968)"
"2014","01-01-311-007-0000","203","BARRINGTON","true","5722.96","1170.19","6893.15","200","7093.15",,"0","West Town Buyers Grp LLC","(42.1415348298249, -88.1324548519309)"
"2014","01-01-314-010-0000","100","BARRINGTON","false","1595.83","326.34","1922.17","10",,"1932.17",,,"(42.1401299295717, -88.1317938043166)"
"2014","01-01-314-012-0000","100","BARRINGTON","false","1659.96","339.45","1999.41","10",,"2009.41",,,"(42.1396006484423, -88.1318003406879)"
"2014","01-01-401-005-0000","203","BARRINGTON","true","2927.52","483.01","3410.53","200","3610.53",,"0","Interstate Funding Corp.","(42.1464062974946, -88.1289669749605)"
"2014","01-01-406-011-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.1424641258752, -88.1285642331117)"
"2014","01-01-406-017-0000","100","BARRINGTON","false","292.9","59.84","352.74","10",,"362.74",,,"(42.1427696920739, -88.1285588064544)"
"2014","01-01-407-006-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.1418801427085, -88.1276543220675)"
"2014","01-01-407-007-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.1416742754859, -88.1276573506418)"
"2014","01-01-407-008-0000","100","BARRINGTON","false","143.79","29.46","173.25","10",,"183.25",,,"(42.141468479082, -88.1276602179622)"
"2014","01-01-407-011-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.1425170121287, -88.1269725557357)"
"2014","01-01-407-012-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.1423109061774, -88.1269745282504)"
"2014","01-01-407-013-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.1421054294056, -88.1269778407058)"
"2014","01-01-407-014-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.1419012293557, -88.126980329817)"
"2014","01-01-407-015-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.141696083556, -88.1269819493028)"
"2014","01-01-407-016-0000","100","BARRINGTON","false","148.96","30.54","179.5","10",,"189.5",,,"(42.1414893046947, -88.1269834332974)"
"2014","01-10-200-008-0000","204","BARRINGTON","true","9536.38","1573.55","11109.93","200","11309.93",,"0","WHEELER  FINANCIAL","(42.1355022062361, -88.1676609556699)"
"2014","01-11-104-004-0000","100","BARRINGTON","false","539.35","110.34","649.69","10",,"659.69",,,"(42.1322968541494, -88.1535591805991)"
"2014","01-11-201-007-0000","278","BARRINGTON","true","25908.56","5301.48","31210.04","200","31410.04",,"0","WHEELER  FINANCIAL","(42.1334553985634, -88.1471660006455)"
"2014","01-12-102-003-0000","100","BARRINGTON","false","1021.27","208.82","1230.09","10",,"1240.09",,,"(42.1383164884901, -88.1340821079273)"
"2014","01-12-102-004-0000","100","BARRINGTON","false","1015.9","207.74","1223.64","10",,"1233.64",,,"(42.1380016297205, -88.1340848122212)"
"2014","01-12-103-001-0000","100","BARRINGTON","false","204.31","41.71","246.02","10",,"256.02",,,"(42.1389817391253, -88.1324595367096)"
"2014","01-12-103-002-0000","100","BARRINGTON","false","203.75","41.71","245.46","10",,"255.46",,,"(42.1386702719218, -88.1324580861875)"
"2014","01-12-103-003-0000","100","BARRINGTON","false","206.4","42.25","248.65","10",,"258.65",,,"(42.1383569763923, -88.1324579762923)"
"2014","01-12-103-004-0000","100","BARRINGTON","false","206.4","42.25","248.65","10",,"258.65",,,"(42.1380413707976, -88.1324574931432)"
"2014","01-12-104-005-0000","100","BARRINGTON","false","1030.96","210.71","1241.67","10",,"1251.67",,,"(42.1358537630311, -88.1356743401133)"
"2014","01-12-202-003-0000","100","BARRINGTON","false","1016.11","207.74","1223.85","10",,"1233.85",,,"(42.1385481878023, -88.1276157877159)"
"2014","01-13-200-029-0000","100","BARRINGTON","false","394","80.61","474.61","10",,"484.61",,,"(42.119329064208, -88.124144092596)"
"2014","01-13-402-014-0000","100","BARRINGTON","false","148.37","30.27","178.64","10",,"188.64",,,"(42.1141777797546, -88.1273563148878)"
"2014","01-15-102-014-0000","278","BARRINGTON","true","218.9","29.52","248.42","200","448.42",,"0","Elm Limited, LLC","(42.1188993387432, -88.1715333458381)"
"2014","01-18-101-003-0000","100","BARRINGTON","true","2479.53","507.34","2986.87","200","3186.87",,"0","PhoenixBon d&IndemnityC","(42.1216036737859, -88.2296381249211)"
"2014","01-18-101-014-0000","100","BARRINGTON","false","2487.33","508.96","2996.29","10",,"3006.29",,,"(42.1193135713531, -88.2322893531592)"
"2014","01-19-301-038-0000","100","BARRINGTON","false","323.75","66.31","390.06","10",,"400.06",,,"(42.0959434424935, -88.2362035607565)"
"2014","01-21-300-015-0000","278","BARRINGTON","true","7436.32","1228.89","8665.21","200","8865.21",,"0","WHEELER  FINANCIAL","(42.1023619806946, -88.1918176183348)"
"2014","01-22-302-013-0000","209","BARRINGTON","true","10925.68","1802.79","12728.47","200","12928.47",,"0","Christiana TR Custodian","(42.0997082543419, -88.1777992869691)"
"2014","01-23-305-022-0000","100","BARRINGTON","false","397.99","65.67","463.66","10",,"473.66",,,"(42.0966256048114, -88.1575293805364)"
"2014","01-23-305-023-0000","100","BARRINGTON","true","2103.41","346.53","2449.94","200","2649.94",,"0","Integrity Investment Fnd","(42.1031708161022, -88.158922321219)"
"2014","01-23-305-024-0000","100","BARRINGTON","true","2828.5","465.97","3294.47","200","3494.47",,"0","PhoenixBon d&IndemnityC","(42.1029076407319, -88.1578121176233)"
"2014","01-23-306-011-0000","100","BARRINGTON","false","539.53","88.99","628.52","10",,"638.52",,,"(42.0967988103374, -88.1579567367665)"
"2014","01-23-402-015-0000","100","BARRINGTON","true","3994.42","659.12","4653.54","200","4853.54",,"0","Elm Limited, LLC","(42.0990290157544, -88.1503809080375)"
"2014","01-24-100-062-0000","100","BARRINGTON","false","108139.58","22118.24","130257.82","10",,"130267.82",,,"(42.1056062108472, -88.1362349400932)"
"2014","01-24-100-067-1041","299","BARRINGTON","true","9288.21","1532.52","10820.73","200","11020.73",,"0","Real Tax Acquisitions","(42.105460331975, -88.1393933934573)"
"2014","01-24-100-067-1059","299","BARRINGTON","true","10615.93","1751.64","12367.57","200","12567.57",,"0","cliftor  properties, ll","(42.105460331975, -88.1393933934573)"
"2014","01-24-206-051-0000","234","BARRINGTON","true","250","11.25","261.25","200","461.25",,"0","MTAG cust ATCF II IL LLC","(42.1056687338305, -88.1234306815465)"
"2014","01-25-201-056-0000","203","BARRINGTON","true","360.4","16.23","376.63","200","576.63",,"0","Equity One Investment Fun","(42.0890041311064, -88.1251608566052)"
"2014","01-26-207-016-0000","241","BARRINGTON","false","2827.62","577.91","3405.53","10",,"3415.53",,,"(42.0944590004096, -88.1490231824326)"
"2014","01-28-102-018-0000","206","BARRINGTON","true","8848.54","1460.03","10308.57","200","10508.57",,"0","RDG Fund-5 LNS LLC","(42.0892857392228, -88.1931884722123)"
"2014","01-32-400-010-0000","100","BARRINGTON","false","6726.08","1372.04","8098.12","10",,"8108.12",,,"(42.0747522347049, -88.2050636808795)"
"2014","01-33-100-001-0000","100","BARRINGTON","false","4209.18","857.84","5067.02","10",,"5077.02",,,"(42.0796432164543, -88.1992689815525)"
"2014","02-01-100-015-1069","299","PALATINE","true","1634.02","334.56","1968.58","200","2168.58",,"0","Integrity Investment Fnd","(42.1516796746992, -88.0216435239562)"
"2014","02-01-100-015-1136","299","PALATINE","true","1750.85","358.62","2109.47","200","2309.47",,"0","Longstreet Capital Fundin","(42.1516796746992, -88.0216435239562)"
"2014","02-01-101-003-1014","299","PALATINE","true","464.7","76.67","541.37","200","741.37",,"0","Scribe Funding","(42.1509344370803, -88.0158030081516)"
"2014","02-01-101-003-1033","299","PALATINE","true","1399.06","230.89","1629.95","200","1829.95",,"0","Empathy Financial LLC","(42.1509344370803, -88.0158030081516)"
"2014","02-01-101-013-1125","299","PALATINE","true","2413.72","494.61","2908.33","200","3108.33",,"0","MTAG Cust MGD-ILL, LLC","(42.1516108992572, -88.0178476287971)"
"2014","02-01-102-053-1023","299","PALATINE","true","1026.73","169.4","1196.13","200","1396.13",,"0","Interstate Funding Corp.","(42.1482108656553, -88.0166416911629)"
"2014","02-01-200-079-0000","100","PALATINE","false","254.84","52.22","307.06","10",,"317.06",,,"(42.150072353673, -88.0121792541797)"
"2014","02-01-200-081-0000","100","PALATINE","false","148.46","30.37","178.83","10",,"188.83",,,"(42.1501659098773, -88.0141172858252)"
"2014","02-01-200-083-1217","299","PALATINE","true","1030.81","211.36","1242.17","200","1442.17",,"0","PineValley OneRealEstate","(42.1518309719618, -88.0130903483469)"
"2014","02-01-200-083-1218","299","PALATINE","true","1262.04","258.83","1520.87","200","1720.87",,"0","Scribe Funding","(42.1518309719618, -88.0130903483469)"
"2014","02-01-200-083-1219","299","PALATINE","true","1262.04","258.83","1520.87","200","1720.87",,"0","S2S Invest ment Group, Lt","(42.1518309719618, -88.0130903483469)"
"2014","02-01-200-083-1220","299","PALATINE","true","1262.04","258.83","1520.87","200","1720.87",,"0","gan c gan c llc","(42.1518309719618, -88.0130903483469)"
"2014","02-01-200-083-1221","299","PALATINE","true","1262.04","258.83","1520.87","200","1720.87",,"0","Belmont  Realty Corp.","(42.1518309719618, -88.0130903483469)"
"2014","02-01-200-083-1222","299","PALATINE","true","1262.04","258.83","1520.87","200","1720.87",,"0","PineValley OneRealEstate","(42.1518309719618, -88.0130903483469)"
"2014","02-01-200-084-0000","100","PALATINE","false","296.79","60.85","357.64","10",,"367.64",,,"(42.1517198164559, -88.014151875907)"
"2014","02-01-201-023-1024","299","PALATINE","true","3412.71","700.29","4113","200","4313",,"0","US Bnk Cst PC6SterlingNat","(42.1479188349153, -88.0123739719271)"
"2014","02-01-201-023-1049","299","PALATINE","true","2410.38","493.71","2904.09","200","3104.09",,"0","WHEELER  FINANCIAL","(42.1479188349153, -88.0123739719271)"
"2014","02-01-201-023-1150","299","PALATINE","true","2633.12","539.6","3172.72","200","3372.72",,"0","Scribe Funding","(42.1479188349153, -88.0123739719271)"
"2014","02-01-302-077-1063","299","PALATINE","true","943.3","110.21","1053.51","200","1253.51",,"0","Fair Deal  of Illinois In","(42.1419858744149, -88.0156630231501)"
"2014","02-01-302-077-1314","299","PALATINE","true","436.57","88.85","525.42","200","725.42",,"0","Sabre Inve stments LLC","(42.1419858744149, -88.0156630231501)"
"2014","02-01-302-077-1336","299","PALATINE","true","436.57","88.85","525.42","200","725.42",,"0","PineValley OneRealEstate","(42.1419858744149, -88.0156630231501)"
"2014","02-01-400-017-1289","299","PALATINE","true","3083.39","632.7","3716.09","200","3916.09",,"0","Interstate Funding Corp.","(42.1438976641848, -88.0111562516393)"
"2014","02-01-400-018-1102","299","PALATINE","true","1573.31","259.6","1832.91","200","2032.91",,"0","Sabre Inve stments LLC","(42.1441043104817, -88.0115861842225)"
"2014","02-01-400-102-1009","299","PALATINE","true","1229.97","251.65","1481.62","200","1681.62",,"0","TTLBL, LLC .","(42.1413343297575, -88.0114601967084)"
"2014","02-01-401-013-1065","299","PALATINE","true","950.16","156.75","1106.91","200","1306.91",,"0","Interstate Funding Corp.","(42.1426667837485, -88.0081488295092)"
"2014","02-02-205-015-1004","299","PALATINE","true","1712.54","350.69","2063.23","200","2263.23",,"0","Elm Limited, LLC","(42.1492147876939, -88.0246439817045)"
"2014","02-02-206-018-0000","100","PALATINE","false","341.25","56.32","397.57","10",,"407.57",,,"(42.1529161555904, -88.0435587912959)"
"2014","02-02-301-111-0000","295","PALATINE","true","4757.62","980.87","5738.49","200","5938.49",,"0","WHEELER  FINANCIAL","(42.1454362473536, -88.0341346684659)"
"2014","02-02-400-074-0000","100","PALATINE","false","4866.53","998.49","5865.02","10",,"5875.02",,,"(42.1404111947243, -88.0321185478042)"
"2014","02-03-104-069-0000","241","PALATINE","false","764","156.76","920.76","10",,"930.76",,,"(42.1513007438825, -88.0572650817435)"
"2014","02-03-105-049-0000","278","PALATINE","true","6978.57","1151.48","8130.05","200","8330.05",,"0","NEWLINE  HOLDINGS LLC","(42.1489030195639, -88.0582611077892)"
"2014","02-03-207-009-0000","203","PALATINE","true","8021.31","1645.81","9667.12","200","9867.12",,"0","PhoenixBon d&IndemnityC","(42.1521504894891, -88.0493879497551)"
"2014","02-07-203-016-0000","278","PALATINE","true","11681.16","2389.37","14070.53","200","14270.53",,"0","Integrity Investment Fnd","(42.1345768543547, -88.1109782054379)"
"2014","02-07-300-003-0000","100","PALATINE","false","262.83","53.74","316.57","10",,"326.57",,,"(42.1323033025719, -88.1160963635996)"
