"registration_account","company","tax_type","address_line_1","address_line_2","city","state","zip_code","location"
"21002007","1101 WABASH DEVELOPMENT LLC","AMUSEMENT TAX / NON-EXEMPT","55 E 11TH ST",,"CHICAGO","IL","60605 - 2313","POINT (-87.62547 41.869283)"
"11108922","15TH AVENUE ADULT BOOKS","AMUSEMENT TAX / NON-EXEMPT","2125 N 15TH AVE",,"MELROSE PARK","IL","60160 - 1406","POINT (-87.852483 41.917309)"
"21001721","21C MANAGEMENT LLC","AMUSEMENT TAX / NON-EXEMPT","55 E ONTARIO ST",,"CHICAGO","IL","60611 - 2727","POINT (-87.62631 41.893324)"
"10794798","2251 RESTAURANT CORP.","AMUSEMENT TAX / NON-EXEMPT","2251 N LINCOLN AVE",,"CHICAGO","IL","60614 - 3717","POINT (-87.645058 41.922831)"
"21001558","5550 NORTH RIVER ROAD, ROSEMONT, LLC","AMUSEMENT TAX / NON-EXEMPT","5550 N RIVER RD",,"ROSEMONT","IL","60018 - 5231","POINT (-87.862117 41.979707)"
"21001592","6415 DEMPSTER ST., INC.","AMUSEMENT TAX / NON-EXEMPT","6415 DEMPSTER ST",,"MORTON GROVE","IL","60053 - 2603","POINT (-87.7866 42.040827)"
"11104795","8 FIFTY 8","AMUSEMENT TAX / NON-EXEMPT","858 W LAKE ST",,"CHICAGO","IL","60607 - 1720","POINT (-87.649604 41.885651)"
"21001600","9519 W. HIGGINS ROAD INC.","AMUSEMENT TAX / NON-EXEMPT","9519 W HIGGINS RD",,"ROSEMONT","IL","60018 - 4905","POINT (-87.864058 41.992708)"
"11112746","AAA TICKETS INC","AMUSEMENT TAX / NON-EXEMPT","1139 W WEBSTER AVE",,"CHICAGO","IL","60614 - 3529","POINT (-87.657446 41.921692)"
"11112832","ACTIVE TICKET CO LP","AMUSEMENT TAX / NON-EXEMPT","111 N CANAL ST STE 177",,"CHICAGO","IL","60606 - 7203","POINT (-87.639798 41.883783)"
