"registration_account","company","tax_type","address_line_1","address_line_2","city","state","zip_code","location"
"21001965","1000 EAST GRAND LLC","HOTEL TAX","1000 EAST GRAND STREET",,"CHICAGO","IL","60611","POINT (-87.601052 41.89226)"
"21002007","1101 WABASH DEVELOPMENT LLC","HOTEL TAX","55 E 11TH ST",,"CHICAGO","IL","60605 - 2313","POINT (-87.62547 41.869283)"
"21002577","11 E WALTON HOTEL OWNER LLC","HOTEL TAX","11 E WALTON ST",,"CHICAGO","IL","60611 - 5442","POINT (-87.627507 41.899957)"
"21004174","1200 AMERICAN HOTEL LLC","HOTEL TAX","1200 AMERICAN LN",,"SCHAUMBURG","IL","60173 - 4944","POINT (-88.049082 42.047465)"
"21002476","140 E WALTON BUILDING LLC","HOTEL TAX","755 CROSSOVER LN",,"MEMPHIS","TN","38117 - 4906","POINT (-89.904858 35.110689)"
"20000070","1515 CHICAGO AVE LLC","HOTEL TAX","1515 CHICAGO AVE",,"EVANSTON","IL","60201","POINT (-87.679946 42.045697)"
"21002384","1535 GLENVIEW INC","HOTEL TAX","1535 MILWAUKEE AVE",,"GLENVIEW","IL","60025 - 1437","POINT (-87.867374 42.084138)"
"21000001","1600 N MILWAUKEE VENTURES","HOTEL TAX","2018 W NORTH AVE",,"CHICAGO","IL","60647 - 5414","POINT (-87.67826 41.910479)"
"20000175","1631 WINONA LLC","HOTEL TAX","1631 W WINONA ST",,"CHICAGO","IL","60640","POINT (-87.670999 41.975224)"
"20000607","1659 W. DIVISION LLC","HOTEL TAX",,,,,,
"21003746","166 SUPERIOR HOTEL LLC","HOTEL TAX","166 E SUPERIOR ST",,"CHICAGO","IL","60611 - 2924","POINT (-87.623402 41.895754)"
"21004219","1710 ORR HOTEL LLC","HOTEL TAX","1710 ORRINGTON AVE",,"EVANSTON","IL","60201 - 3828","POINT (-87.680575 42.048744)"
"21001922","200 GREEN DEVELOPER LLC","HOTEL TAX","200 N GREEN ST",,"CHICAGO","IL","60607 - 1702","POINT (-87.648659 41.885666)"
"20000312","2033 W JARVIS DEVELOPMENT","HOTEL TAX","1913 S WRIGHT BLVD",,"SCHAUMBURG","IL","60193","POINT (-88.101829 41.992517)"
"21001721","21C MANAGEMENT LLC","HOTEL TAX","55 E ONTARIO ST",,"CHICAGO","IL","60611 - 2727","POINT (-87.62631 41.893324)"
"21001913","233 E ONTARIO HOTEL PROPCO LLC","HOTEL TAX","233 E ONTARIO ST",,"CHICAGO","IL","60611 - 3214","POINT (-87.621606 41.893387)"
"20000130","2600 WEST BRYN MAWR INC","HOTEL TAX","2600 W BRYN MAWR AVE",,"CHICAGO","IL","60659","POINT (-87.694491 41.983142)"
"21000072","3322 MORGAN LLC","HOTEL TAX","3322 S MORGAN ST",,"CHICAGO","IL","60608 - 6727","POINT (-87.651041 41.833591)"
"20000698","3617-3619 SHEFFIELD HOLDINGS, LLC","HOTEL TAX","1101 W WAVELAND AVE",,"CHICAGO","IL","60613 - 3827","POINT (-87.657058 41.949018)"
"20000617","3LA HOSPITALITY INC","HOTEL TAX","2075 BARRINGTON RD",,"HOFFMAN ESTATES","IL","60169 - 2086","POINT (-88.14445 42.062112)"
"10799965","401 N WABASH AVE HOTEL CONDO ASSOCIATION","HOTEL TAX","401 N WABASH AVE",,"CHICAGO","IL","60611","POINT (-87.626749 41.889108)"
"20000145","401 N WABASH VENTURE LLC","HOTEL TAX","401 N WABASH AVE",,"CHICAGO","IL","60611","POINT (-87.626749 41.889108)"
"21001080","440 S. LASALLE ST. HOTEL TRS, LLC","HOTEL TAX","440 S. LASALLE ST","FL 3","CHICAGO","IL","60605",
"21002377","441 ARLINGTON INC","HOTEL TAX","441 W ALGONQUIN RD",,"ARLINGTON HEIGHTS","IL","60005 - 4409","POINT (-87.98771 42.046505)"
"11106046","4858-70 N CLARK ST LLC","HOTEL TAX","4872 N CLARK ST",,"CHICAGO","IL","60640","POINT (-87.667757 41.971037)"
"21003482","510 CALUMET CITY INC","HOTEL TAX","510 E END AVE",,"CALUMET CITY","IL","60409 - 2804","POINT (-87.575947 41.621692)"
"21001558","5550 NORTH RIVER ROAD, ROSEMONT, LLC","HOTEL TAX","5550 N RIVER RD",,"ROSEMONT","IL","60018 - 5231","POINT (-87.862117 41.979707)"
"21000011","600 N LASALLE LLC","HOTEL TAX","600 N LASALLE",,"CHICAGO","IL","60654",
