"year","initiation_result","offense_type","age","defendant_count"
"2016","Approved","Aggravated Assault Police Officer","18","1"
"2016","Approved","Aggravated Assault Police Officer","19","1"
"2016","Continued Investigation","Aggravated Assault Police Officer","19","1"
"2016","Approved","Aggravated Assault Police Officer","20","5"
"2016","Continued Investigation","Aggravated Assault Police Officer","20","1"
"2016","Approved","Aggravated Assault Police Officer","21","5"
"2016","Approved","Aggravated Assault Police Officer","22","2"
"2016","Continued Investigation","Aggravated Assault Police Officer","22","1"
"2016","Continued Investigation","Aggravated Assault Police Officer","23","1"
"2016","True Bill","Aggravated Assault Police Officer","23","1"
"2016","Approved","Aggravated Assault Police Officer","24","2"
"2016","Rejected","Aggravated Assault Police Officer","24","1"
"2016","Approved","Aggravated Assault Police Officer","25","4"
"2016","Rejected","Aggravated Assault Police Officer","25","1"
"2016","Approved","Aggravated Assault Police Officer","26","2"
"2016","Approved","Aggravated Assault Police Officer","27","2"
"2016","Approved","Aggravated Assault Police Officer","28","2"
"2016","Approved","Aggravated Assault Police Officer","29","1"
"2016","Approved","Aggravated Assault Police Officer","30","1"
"2016","Approved","Aggravated Assault Police Officer","31","1"
"2016","Approved","Aggravated Assault Police Officer","34","1"
"2016","True Bill","Aggravated Assault Police Officer","34","1"
"2016","Approved","Aggravated Assault Police Officer","35","2"
"2016","True Bill","Aggravated Assault Police Officer","35","1"
"2016","Approved","Aggravated Assault Police Officer","36","2"
"2016","Approved","Aggravated Assault Police Officer","37","1"
"2016","Rejected","Aggravated Assault Police Officer","37","1"
"2016","Approved","Aggravated Assault Police Officer","38","1"
"2016","Approved","Aggravated Assault Police Officer","39","1"
"2016","True Bill","Aggravated Assault Police Officer","40","1"
"2016","Approved","Aggravated Assault Police Officer","45","1"
"2016","Approved","Aggravated Assault Police Officer","46","1"
"2016","Approved","Aggravated Assault Police Officer","48","2"
"2016","Approved","Aggravated Assault Police Officer","52","1"
"2016","Continued Investigation","Aggravated Assault Police Officer","52","1"
"2016","Rejected","Aggravated Assault Police Officer","52","1"
"2016","Approved","Aggravated Assault Police Officer","55","1"
"2016","Rejected","Aggravated Assault Police Officer","70","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","18","2"
"2016","Approved","Aggravated Assault Police Officer Firearm","19","1"
"2016","Continued Investigation","Aggravated Assault Police Officer Firearm","19","1"
"2016","Continued Investigation","Aggravated Assault Police Officer Firearm","21","1"
"2016","Continued Investigation","Aggravated Assault Police Officer Firearm","22","1"
"2016","Continued Investigation","Aggravated Assault Police Officer Firearm","23","2"
"2016","Approved","Aggravated Assault Police Officer Firearm","25","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","26","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","27","1"
"2016","True Bill","Aggravated Assault Police Officer Firearm","27","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","29","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","31","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","32","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","36","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","37","1"
"2016","Approved","Aggravated Assault Police Officer Firearm","45","1"
"2016","Advice","Aggravated Battery","13","1"
"2016","Advice","Aggravated Battery","14","1"
"2016","Rejected","Aggravated Battery","15","1"
"2016","Approved","Aggravated Battery","16","1"
"2016","Continued Investigation","Aggravated Battery","16","1"
"2016","Rejected","Aggravated Battery","16","1"
"2016","Approved","Aggravated Battery","17","1"
"2016","Rejected","Aggravated Battery","17","1"
"2016","Approved","Aggravated Battery","18","18"
"2016","Continued Investigation","Aggravated Battery","18","6"
"2016","Rejected","Aggravated Battery","18","6"
"2016","True Bill","Aggravated Battery","18","4"
"2016","Approved","Aggravated Battery","19","18"
"2016","Continued Investigation","Aggravated Battery","19","1"
"2016","Rejected","Aggravated Battery","19","7"
"2016","True Bill","Aggravated Battery","19","5"
"2016","Approved","Aggravated Battery","20","16"
"2016","Continued Investigation","Aggravated Battery","20","2"
"2016","Rejected","Aggravated Battery","20","2"
"2016","True Bill","Aggravated Battery","20","2"
"2016","Approved","Aggravated Battery","21","14"
