"registration_account","company","tax_type","address_line_1","address_line_2","city","state","zip_code","location"
"10793706","10TH WARD AUTO SALES","DEALER USE TAX","13428 S HOUSTON ST",,"CHICAGO","IL","60633","POINT (-87.548399 41.650912)"
"11126979","1808 HOLSTE MOTORSPORTS LLC","DEALER USE TAX","1850 HOLSTE ROAD",,"NORTHBROOK","IL","60062","POINT (-87.826681 42.100914)"
"10793710","18 WHEELER DIESEL SERVICE, INC","DEALER USE TAX","5144 W 26TH ST",,"CICERO","IL","60804","POINT (-87.753313 41.843842)"
"11101264","1ST MICHOACON MOTORS INC.","DEALER USE TAX","4137 S. KEDZIE",,"CHICAGO","IL","60632","POINT (-87.704365 41.817927)"
"10793711","2001 BOUTIQUE & SALES","DEALER USE TAX","2301 OAKTON ROAD UNIT 1",,"ARLINGTON HEIGHTS","IL","60005",
"11128045","3 J AUTO SALES, INC.","DEALER USE TAX","2301 E. OAKTON ST, UNIT 6",,"ARLINGTON HEIGHTS","IL","60005","POINT (-87.953529 42.022491)"
"10838743","5 STAR AUTO SERVICE & SALES, INC.","DEALER USE TAX","7446 N. CLARK STREET",,"CHICAGO","IL","60626","POINT (-87.675494 42.017169)"
"11118438","6 STARS AUTO SALES INC.","DEALER USE TAX","6100 N CLARK ST",,"CHICAGO","IL","60660 - 2410","POINT (-87.670259 41.992941)"
"10794628","83 RV, INC.","DEALER USE TAX","25514 N HWY. 83",,"MUNDELEIN","IL","60060","POINT (-87.99421 42.234148)"
"11128258","A-1 AUTO BODY REPAIRS INC","DEALER USE TAX","1212 S MITCHELL BLVD",,"SCHAUMBURG","IL","60193","POINT (-88.091629 42.003984)"
"10793787","A 1 M AUTO SALES","DEALER USE TAX","2446-48 N CICERO AVE",,"CHICAGO","IL","60639","POINT (-87.746415 41.925414)"
"10835655","A 1 MOTORS, INC.","DEALER USE TAX","5758 S. WESTERN AVE",,"CHICAGO","IL","60636","POINT (-87.683967 41.788415)"
"10793765","A-ACTION AUTO BODY, INC.","DEALER USE TAX","6645 W IRVING PARK RD",,"CHICAGO","IL","60634","POINT (-87.793312 41.952804)"
"10815356","AA TEMPO AUTO, INC.","DEALER USE TAX","3429-31 N. PULASKI ROAD",,"CHICAGO","IL","60641","POINT (-87.727315 41.943721)"
"10793712","ABC AUTO PARTS SALES","DEALER USE TAX","13741 S ASHLAND AVE",,"RIVERDALE","IL","60827 - 3298","POINT (-87.660149 41.644682)"
"10793719","ABCO TRUCK & EQUIPMENT","DEALER USE TAX","4427 MIDLOTHIAN TURNPIKE",,"CRESTWOOD","IL","60445","POINT (-87.729783 41.639668)"
"21003483","ABUZIR AUTO SALES AND REPAIR INC","DEALER USE TAX","381 BLACKHAWK DR",,"PARK FOREST","IL","60466 - 1958","POINT (-87.701524 41.483679)"
"11128041","ACE AUTO MOTORS INC","DEALER USE TAX","875 RAND RD",,"DES PLAINES","IL","60016 - 2336","POINT (-87.901897 42.056159)"
"11127158","ACIA CH AUTO LLC","DEALER USE TAX","6600 N. WESTERN AVE",,"CHICAGO","IL","60645","POINT (-87.690058 42.002032)"
"11127426","ACIA HN AUTO LLC","DEALER USE TAX","6747 N. LINCOLN AVE",,"LINCOLNWOOD","IL","60712","POINT (-87.728594 42.003502)"
"11127426","ACIA HN AUTO LLC","DEALER USE TAX","6747 N. LINCOLN AVE",,"LINCOLNWOOD","IL","60712","POINT (-87.728594 42.003502)"
"11127425","ACIA KL AUTO LLC","DEALER USE TAX","6750 N. LINCOLN AVE",,"LINOLNWOOD","IL","60712","POINT (-87.729183 42.003715)"
"11127160","ACIA PG AUTO LLC","DEALER USE TAX","151 E. LAKE COOK ROAD",,"PALATINE","IL","60074","POINT (-88.039645 42.153709)"
"11127159","ACIA PH AUTO LLC","DEALER USE TAX","221 E. LAKE COOK ROAD",,"PALATINE","IL","60067","POINT (-88.037115 42.153704)"
"11127165","ACIA TC AUTO LLC","DEALER USE TAX","1561 N. FREMONT STREET",,"CHICAGO","IL","60642","POINT (-87.651076 41.910104)"
"11127424","ACIA TN AUTO LLC","DEALER USE TAX","7226 N. CICERO AVE",,"LINOLNWOOD","IL","60712","POINT (-87.748007 42.012588)"
"11120346","ACOMPETE AUTO SERVICE INC.","DEALER USE TAX","DBA CAR FIX AUTO CENTER","3555 W FOSTER AVE.","CHICAGO","IL","60625",
"11127948","ACTION AUTO SERVICES INC","DEALER USE TAX","648 E. NORTHWEST HWY",,"PALATINE","IL","60074","POINT (-88.027278 42.103836)"
"11128263","ACTION MOTORS INC.","DEALER USE TAX","7449 W. MADISON ST REAR",,"FOREST PARK","IL","60130","POINT (-87.811897 41.879535)"
"11113576","ADAM AUTO GROUP INC","DEALER USE TAX","13901 CICERO AVE",,"CRESTWOOD","IL","60445","POINT (-87.737759 41.640399)"
"11114487","ADAM REPAIR INC","DEALER USE TAX","3911 W. 159TH PL",,"MARKHAM","IL","60428","POINT (-87.714633 41.60103)"
