"workorder_number_cityworks","service_request_number","work_order_category","description","priority","priority_status","status","asset_group","shop","initiate_by","initiated_date","projected_start_date","projected_finish_date","on_time_indicator","actual_start_date","actual_finish_date","apply_to_entity","cancel","contractors_id","unattached","submit_to","date_submit_to","submit_to_open_by","date_submit_to_open","work_completed_by","date_work_order_closed","work_order_closed_by","work_total_order_cost","work_order_equipment_cost","work_order_labor_cost","work_order_material_cost","work_order_permit_cost","work_order_address","latitude","longitude","location","open_days","council_district"
"256721",,"SAN","Cleaning / Grease","3","Medium","CLOSED","Sanitary Sewer",,"LOCKHART, HOLLY M","2022-08-25T00:00:00.000","2022-08-23T00:00:00.000","2022-08-23T00:00:00.000","Yes","2022-08-23T00:00:00.000","2022-08-23T00:00:00.000","SSGRAVITYMAIN","false",,"false","CREW 60, WR","2022-08-25T00:00:00.000",,,"CREW 60, WR","2022-08-25T00:00:00.000","LOCKHART, HOLLY M","277.86","200","77.86","0","0","2025 East 29th street","35.010832116285755","-85.28712995398577","POINT (-85.287129953986 35.010832116286)","0","7"
"256709",,"STREET","CWS - Roadway Rpr/Construction","3","Medium","TRANSCWS","Streets",,"MADEWELL, TONY E","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-27T00:00:00.000","N/A",,,"STREETS","false",,"true","FRANKLIN, KRISTIN D","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","900 Garnett Ave, Chattanooga, 37405",,,,,
"256682",,"CM","Corrective Maintenance - Facilities","3","Medium","WAITSCHD","Facilities",,"WILSON, REGINA V","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"FACILITYWORKTYPES","false",,"false","TATE, BRIAN E","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","101 E 11th St","35.04353701188695","-85.30742900005598","POINT (-85.307429000056 35.043537011887)",,"8"
"256699",,"SAN","CCTV Inspection","3","Medium","NEW","Sanitary Sewer",,"LOCKHART, HOLLY M","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"SSGRAVITYMAIN","false",,"false","CREW 46, WR","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","395 SOuth Lovell avenue","35.00798179575381","-85.22956532227249","POINT (-85.229565322272 35.007981795754)",,"6"
"256667",,"CM","Corrective Maintenance - Contractor","3","Medium","OPEN","Facilities",,"WILSON, REGINA V","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"FACILITYWORKTYPES","false","10536","false","GURROLA, MARIO A","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","2124 Shepherd Rd","35.04266547020144","-85.18515637765358","POINT (-85.185156377654 35.042665470201)",,"6"
"256669",,"STREET","CWS - Roadway Rpr/Construction","3","Medium","TRANSCWS","Streets",,"FRANKLIN, KRISTIN D","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-27T00:00:00.000","N/A",,,"STREETS","false",,"true","FRANKLIN, KRISTIN D","2022-08-25T00:00:00.000","FRANKLIN, KRISTIN D","2022-08-25T00:00:00.000",,,,"0","0","0","0","0","1030 E Elmwood Dr",,,,,
"256723",,"SAN","CCTV Inspection","3","Medium","CLOSED","Sanitary Sewer",,"LOCKHART, HOLLY M","2022-08-25T00:00:00.000","2022-08-24T00:00:00.000","2022-08-24T00:00:00.000","Yes","2022-08-24T00:00:00.000","2022-08-24T00:00:00.000","SSGRAVITYMAIN","false",,"false","CREW 50, WR","2022-08-25T00:00:00.000",,,"CREW 50, WR","2022-08-25T00:00:00.000","LOCKHART, HOLLY M","966.9","600","366.9","0","0","1135 Carter drive","35.100725899543605","-85.27213757422587","POINT (-85.272137574226 35.100725899544)","0","2"
"256694",,"CM","Corrective Maintenance - Facilities","3","Medium","OPEN","Facilities",,"WILSON, REGINA V","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"FACILITYWORKTYPES","false",,"false","TATE, BRIAN E","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","1250 Market St","35.04070500970213","-85.30789598123513","POINT (-85.307895981235 35.040705009702)",,"8"
"256720",,"SAN","Cleaning / Grease","3","Medium","CLOSED","Sanitary Sewer",,"LOCKHART, HOLLY M","2022-08-25T00:00:00.000","2022-08-23T00:00:00.000","2022-08-23T00:00:00.000","Yes","2022-08-23T00:00:00.000","2022-08-23T00:00:00.000","SSGRAVITYMAIN","false",,"false","CREW 60, WR","2022-08-25T00:00:00.000",,,"CREW 60, WR","2022-08-25T00:00:00.000","LOCKHART, HOLLY M","277.86","200","77.86","0","0","1600 Lynnbrook","35.02549348406991","-85.28143474559839","POINT (-85.281434745598 35.02549348407)","0","8"
"256678",,"SAN","Easement Clearing","3","Medium","NEW","Sanitary Sewer",,"KING, CAMELIA I","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"SSGRAVITYMAIN","false",,"true",,,,,,,,"0","0","0","0","0","3101 Westside Drive",,,,,
"256656",,"TREE","UF - Brace Tree(s)","2","MediumHigh","NEW","Trees",,"STEWART, PETER W","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-27T00:00:00.000","N/A",,,"TREES","false",,"true",,,,,,,,"0","0","0","0","0","W 7th St & Chestnut St","35.04833658006713","-85.31165683167697","POINT (-85.311656831677 35.048336580067)",,"7"
"256677",,"SAN","CCTV Inspection","3","Medium","NEW","Sanitary Sewer",,"LOCKHART, HOLLY M","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"SSGRAVITYMAIN","false",,"false","CREW 46, WR","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","3101 westside drive","35.00046296455594","-85.27423600089959","POINT (-85.2742360009 35.000462964556)",,"9"
"256685",,"CM","Corrective Maintenance - Contractor","3","Medium","OPEN","Facilities",,"WILSON, REGINA V","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"FACILITYWORKTYPES","false","15029","false","TATE, BRIAN E","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","1250 Market St","35.04070500970213","-85.30789598123513","POINT (-85.307895981235 35.040705009702)",,"8"
"256714",,"STORM","CWS - Ditch Repair/Cleaning","3","Medium","TRANSCWS","Storm Sewer",,"PERRY, MICKEY V","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2023-08-25T00:00:00.000","N/A",,,"DGRAVITYMAIN","false",,"true","FRANKLIN, KRISTIN D","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","3340 Center St","35.02554696767853","-85.37102761878431","POINT (-85.371027618784 35.025546967679)",,"1"
"256670",,"STREET","CWS - Berm Repair/Construction","3","Medium","TRANSCWS","Streets",,"CURTIS, RICKY L","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-27T00:00:00.000","N/A",,,"STREETS","false",,"false","FRANKLIN, KRISTIN D","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","4008 Harbor Hills Rd","35.09453613874307","-85.18767995701612","POINT (-85.187679957016 35.094536138743)",,"3"
"256674",,"CM","Corrective Maintenance - Facilities","3","Medium","WAITSCHD","Facilities",,"WILSON, REGINA V","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"FACILITYWORKTYPES","false",,"false","GURROLA, MARIO A","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","5600 Brainerd Rd","35.00681200128841","-85.21398494954805","POINT (-85.213984949548 35.006812001288)",,"6"
"256696",,"SAN","CCTV Inspection","3","Medium","NEW","Sanitary Sewer",,"LOCKHART, HOLLY M","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"SSGRAVITYMAIN","false",,"false",,,,,,,,"0","0","0","0","0",,"35.008425581023374","-85.23567698957864","POINT (-85.235676989579 35.008425581023)",,"6"
"256679",,"SAN","CCTV Inspection","3","Medium","NEW","Sanitary Sewer",,"LOCKHART, HOLLY M","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","No",,,"SSGRAVITYMAIN","false",,"false","CREW 46, WR","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","553 South Crest road","34.99661111151774","-85.27450950773256","POINT (-85.274509507733 34.996611111518)",,"9"
"256725",,"PARKS","PK – Electrical Repair","3","Medium","NEW","Parks",,"BOWLING, JENNIFER","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-09-04T00:00:00.000","N/A",,,"PARKSRESTROOMS","false",,"false","SMITH, ROLSTON U","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","Hixson REC Bathrooms & Pavilion","35.14446301868028","-85.23677095804813","POINT (-85.236770958048 35.14446301868)",,"3"
"256704",,,"Recylcing Collections","3","Medium","NEW","Streets",,"GOWAN, JONATHAN","2022-08-25T00:00:00.000","2022-09-07T00:00:00.000","2022-09-09T00:00:00.000","N/A",,,"GC_SZS3","false",,"true",,,,,,,,"0","0","0","0","0","Moonriver 2022",,,,,
"256664",,"CM-WRD","CM - WRD","2","MediumHigh","NEW","Moccasin Bend","MECHLIQ","FAMIGLIETTA, AMY M","2022-08-25T00:00:00.000","2022-08-25T00:00:00.000","2022-08-29T00:00:00.000","N/A",,,"SYSTEMS","false",,"false","LAWSON, DAVID T","2022-08-25T00:00:00.000",,,,,,"0","0","0","0","0","BLEACH FARM",,,,,
"256712",,"PARKS","PK – Fencing Repair","3","Medium","NEW","Parks",,"BOWLING, JENNIFER","2022-08-25T00:00:00.000","2023-02-15T00:00:00.000","2023-02-25T00:00:00.000","N/A",,,"PARKS","false",,"false",,,,,,,,"0","0","0","0","0","Rivermont Park, Lakeside Ballfields  Hixson Ballfields , Tyner Park  & Lookout Valley","35.084769040506615","-85.24091293768636","POINT (-85.240912937686 35.084769040507)",,"5"
