"dataset_link","u_id","public","derived_view","parent_uid","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner","owner_uid","contactemail","license","publication_stage","published_version_name","published_version_uid","data_provided_by","source_link","api_endpoint","provenance","data_steward_name","dataset_sensitivity","how_often_are_data_values_updated","department","public_dataset_contact","results_area","data_steward_email"
"https://internal.chattadata.org/d/prhf-tcyj","prhf-tcyj","false","true","dswu-uwj7","internal.chattadata.org","filter","View based on Invoices with Payments",,"8","2020-11-09T19:52:00.000Z","2020-11-12T01:15:00.000Z","Finance",,"1","Andrew Sevigny","t226-dtne",,,"published",,,,,"https://internal.chattadata.org/resource/prhf-tcyj.json","official",,,,,,,
"https://internal.chattadata.org/d/did8-pdji","did8-pdji","true","true","dswu-uwj7","internal.chattadata.org","chart","Top 25 Vendor Non Compliance Volume","This data is all invoices with payments that have been processed in accounts payable. A single invoice may have separate payments under different checks, and this would show up as multiple rows in the data set. A single payment may have multiple invoices involved, and this would show up as multiple rows within the data set.","4","2020-11-09T14:26:00.000Z","2020-11-12T01:15:00.000Z","Finance",,"0","Andrew Sevigny","t226-dtne",,,"published",,,,,"https://internal.chattadata.org/resource/did8-pdji.json","official",,,"Daily","Finance","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/sefi-9i9d","sefi-9i9d","false","true","eys2-6kq8","internal.chattadata.org","filter","Sprinkler Acceptance Test","Parcels that have had a sprinkler acceptance test","6","2020-11-03T18:34:00.000Z","2020-11-12T18:53:00.000Z",,,"0","Ryan Wedell","76k4-ifet","",,"published",,,,,"https://internal.chattadata.org/resource/sefi-9i9d.json","official","socrata","Internal - Shared with all city employees","Daily","Fire","opendata@chattanooga.gov","Safer Streets","opendata@chattanooga.gov"
"https://internal.chattadata.org/d/m7nz-b552","m7nz-b552","true","true","3jq9-a5da","internal.chattadata.org","map","2017 ACS 5 Year Race & Ethnicity Map","5 year race and ethnicity data for tracts in Hamilton County. Data from ACS.","4","2020-10-30T18:14:00.000Z","2019-09-16T17:51:00.000Z",,,"0","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/m7nz-b552.json","official",,,"As Needed","Economic and Community Development","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/43te-3ss9","43te-3ss9","true","false",,"internal.chattadata.org","story","Race & Ethnicity by Census Tract",,"20","2020-10-30T18:19:00.000Z","2020-10-30T18:19:00.000Z",,,"0","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/43te-3ss9.json","official",,,,,,,
"https://internal.chattadata.org/d/4kk3-2nxi","4kk3-2nxi","true","true","3jq9-a5da","internal.chattadata.org","chart","Percent Hispanic by Census Tract","5 year race and ethnicity data for tracts in Hamilton County. Data from ACS.","3","2020-10-30T18:09:00.000Z","2019-09-16T17:51:00.000Z",,,"0","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/4kk3-2nxi.json","official",,,"As Needed","Economic and Community Development","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/b7fz-b3hp","b7fz-b3hp","true","true","3jq9-a5da","internal.chattadata.org","chart","Percent White by Census Tract","5 year race and ethnicity data for tracts in Hamilton County. Data from ACS.","4","2020-10-30T18:01:00.000Z","2019-09-16T17:51:00.000Z",,,"0","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/b7fz-b3hp.json","official",,,"As Needed","Economic and Community Development","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/b3sx-5f8k","b3sx-5f8k","true","true","3jq9-a5da","internal.chattadata.org","chart","Percent Black or African American by Census Tract","5 year race and ethnicity data for tracts in Hamilton County. Data from ACS.","4","2020-10-30T17:38:00.000Z","2019-09-16T17:51:00.000Z",,,"0","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/b3sx-5f8k.json","official",,,"As Needed","Economic and Community Development","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/xa4h-gxz6","xa4h-gxz6","false","true","eys2-6kq8","internal.chattadata.org","chart","6s and 8s","Fire risk score dataset","1","2020-10-27T20:06:00.000Z","2020-11-12T18:53:00.000Z",,,"0","Hays Shawn","xssj-xvf8",,,"unpublished",,,,,"https://internal.chattadata.org/resource/xa4h-gxz6.json","official",,,"As Needed","Fire","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/9ajj-2h3a","9ajj-2h3a","false","true","3uq3-wdfx","internal.chattadata.org","filter","View based on All Permit Data",,"1","2020-10-30T15:03:00.000Z","2020-11-12T13:55:00.000Z",,,"1","Joshua Calhoun","kvkg-3tjz",,,"unpublished",,,,,"https://internal.chattadata.org/resource/9ajj-2h3a.json","official",,,,,,,
"https://internal.chattadata.org/d/9e4d-87h4","9e4d-87h4","true","false",,"internal.chattadata.org","dataset","Fire Prevention Districts",,"3","2020-10-27T16:54:00.000Z","2020-10-27T16:55:00.000Z",,,"1","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/9e4d-87h4.json","official","socrata","Public - Ability to be shared with general public ","As Needed","Fire","opendata@chattanooga.gov","Safer Streets","opendata@chattanooga.gov"
"https://internal.chattadata.org/d/6gtc-azet","6gtc-azet","false","false",,"internal.chattadata.org","story","Fire Risk Score - Table & Map",,"161","2020-10-27T16:48:00.000Z","2020-10-27T16:48:00.000Z",,,"0","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/6gtc-azet.json","official",,,,,,,
"https://internal.chattadata.org/d/kdz8-zu53","kdz8-zu53","false","true","eys2-6kq8","internal.chattadata.org","map","Fire Risk Score Map","Fire risk score dataset","5","2020-10-27T16:45:00.000Z","2020-11-12T18:53:00.000Z",,,"0","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/kdz8-zu53.json","official",,,"As Needed","Fire","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/eys2-6kq8","eys2-6kq8","false","false",,"internal.chattadata.org","dataset","Fire Risk Score","Fire risk score dataset","15","2020-10-27T15:49:00.000Z","2020-11-12T18:53:00.000Z",,"fire,risk","1","Ryan Wedell","76k4-ifet",,,"published",,,,,"https://internal.chattadata.org/resource/eys2-6kq8.json","official","socrata","Internal - Shared with all city employees","As Needed","Fire","opendata@chattanooga.gov","High Performing Government","opendata@chattanooga.gov"
"https://internal.chattadata.org/d/py3e-xs7b","py3e-xs7b","false","true","99v2-xr5x","internal.chattadata.org","map","Chattanooga Railroad Crossings","Railroad crossings in Hamilton county. Data from https://safetydata.fra.dot.gov/OfficeofSafety/publicsite/DownloadCrossingInventoryData.aspx
Data dictionary: https://safetydata.fra.dot.gov/gcis/Help/ReferenceDocuments/GCIS_Data_Dictionary_External_Use_v2.10.1.0_Rel_04-30-2020.pdf","1","2020-10-26T19:18:00.000Z","2020-09-01T17:48:00.000Z",,,"0","Partap Regina","vwne-7ug4",,,"unpublished",,,,,"https://internal.chattadata.org/resource/py3e-xs7b.json","official",,,"As Needed","Other","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/3h57-aq4d","3h57-aq4d","true","true","764y-vxm2","internal.chattadata.org","filter","Street Cuts Since Oct 2020",,"7","2020-10-22T14:21:00.000Z","2020-11-12T13:55:00.000Z",,,"0","Ryan Wedell","76k4-ifet","",,"published",,,,,"https://internal.chattadata.org/resource/3h57-aq4d.json","official","socrata","Public - Ability to be shared with general public ","Daily","Public Works","opendata@chattanooga.gov","High Performing Government","opendata@chattanooga.gov"
"https://internal.chattadata.org/d/xh7g-dvf8","xh7g-dvf8","true","true","hr34-nqkq","internal.chattadata.org","chart","Outdoor Chattanooga Race/Ethnicity by Month","User list from CivicRec","8","2020-10-21T18:15:00.000Z","2020-11-12T23:31:00.000Z",,,"0","Sunshine","t97a-5swq",,,"published",,,,,"https://internal.chattadata.org/resource/xh7g-dvf8.json","official",,,"Daily","Economic and Community Development","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/vrmb-i82j","vrmb-i82j","true","true","hr34-nqkq","internal.chattadata.org","chart","Outdoor Chattanooga Race/Ethnicity","User list from CivicRec","11","2020-10-21T18:10:00.000Z","2020-11-12T23:31:00.000Z",,,"0","Sunshine","t97a-5swq",,,"published",,,,,"https://internal.chattadata.org/resource/vrmb-i82j.json","official",,,"Daily","Economic and Community Development","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/vf4r-hcbc","vf4r-hcbc","false","false",,"internal.chattadata.org","measure","TEST Measure","This is a test","0","2020-10-21T15:02:00.000Z","2020-10-21T15:02:00.000Z",,,"0","Gibbons Jonathan","rwjy-kp2y",,,"unpublished",,,,,"https://internal.chattadata.org/resource/vf4r-hcbc.json","official",,,,,,,
"https://internal.chattadata.org/d/jefn-yip7","jefn-yip7","false","false",,"internal.chattadata.org","story","TEST story","This is a test of the story function","8","2020-10-20T18:18:00.000Z","2020-10-20T18:18:00.000Z",,,"0","Gibbons Jonathan","rwjy-kp2y",,,"published",,,,,"https://internal.chattadata.org/resource/jefn-yip7.json","official",,,,,,,
"https://internal.chattadata.org/d/6u33-94za","6u33-94za","false","true","mpms-yy3n","internal.chattadata.org","map","Chattanooga Fire Dept. 554 (Assist invalid) locations","This dataset contains fire incident data from 2001 to the current date. For a more detailed view of the data containing information on all responding units check out this dataset: https://chattanooga-internal.data.socrata.com/Public-Safety/Fire-Incidents-Detailed/5dtg-25r9","1","2020-10-21T16:31:00.000Z","2020-11-12T09:25:00.000Z","Public Safety",,"0","Gibbons Jonathan","rwjy-kp2y",,,"unpublished",,,,,"https://internal.chattadata.org/resource/6u33-94za.json","official",,,"Daily","Fire","opendata@chattanooga.gov","Safer Streets",
"https://internal.chattadata.org/d/3tre-xfde","3tre-xfde","false","true","g2y5-spzt","internal.chattadata.org","chart","New Hire Starting Salary by Ethnicity/Race and EEO","This is a data set used to calculate turnover metrics for the Human Resources department. This data also contains pertinent demographic data as it pulls nightly from the active employees and updates this information in the most recent report month. When the month changes, the date set creates a new row for all active employees on the first of that month and begins capturing data.","6","2020-10-13T19:24:00.000Z","2020-11-12T00:45:00.000Z",,,"0","Andrew Sevigny","t226-dtne",,,"published",,,,,"https://internal.chattadata.org/resource/3tre-xfde.json","official",,,"Daily","Human Resources","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/xh29-h8yn","xh29-h8yn","false","true","g2y5-spzt","internal.chattadata.org","chart","New Hire Ethnicity/Race by EEO","This is a data set used to calculate turnover metrics for the Human Resources department. This data also contains pertinent demographic data as it pulls nightly from the active employees and updates this information in the most recent report month. When the month changes, the date set creates a new row for all active employees on the first of that month and begins capturing data.","4","2020-10-13T19:23:00.000Z","2020-11-12T00:45:00.000Z",,,"0","Andrew Sevigny","t226-dtne",,,"published",,,,,"https://internal.chattadata.org/resource/xh29-h8yn.json","official",,,"Daily","Human Resources","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/upwi-w97f","upwi-w97f","false","true","g2y5-spzt","internal.chattadata.org","chart","New Hire Ethnicity/Race by Year","This is a data set used to calculate turnover metrics for the Human Resources department. This data also contains pertinent demographic data as it pulls nightly from the active employees and updates this information in the most recent report month. When the month changes, the date set creates a new row for all active employees on the first of that month and begins capturing data.","5","2020-10-13T19:20:00.000Z","2020-11-12T00:45:00.000Z",,,"0","Andrew Sevigny","t226-dtne",,,"published",,,,,"https://internal.chattadata.org/resource/upwi-w97f.json","official",,,"Daily","Human Resources","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/e6b7-frkj","e6b7-frkj","false","true","g2y5-spzt","internal.chattadata.org","chart","New Hire Ethnicity/Race Distribution","This is a data set used to calculate turnover metrics for the Human Resources department. This data also contains pertinent demographic data as it pulls nightly from the active employees and updates this information in the most recent report month. When the month changes, the date set creates a new row for all active employees on the first of that month and begins capturing data.","4","2020-10-13T19:16:00.000Z","2020-11-12T00:45:00.000Z",,,"0","Andrew Sevigny","t226-dtne",,,"published",,,,,"https://internal.chattadata.org/resource/e6b7-frkj.json","official",,,"Daily","Human Resources","opendata@chattanooga.gov","High Performing Government",
"https://internal.chattadata.org/d/buuu-z4kd","buuu-z4kd","true","true","v7br-pci3","internal.chattadata.org","filter","Street Cut Permits",,"27","2020-10-12T12:50:00.000Z","2020-11-12T13:55:00.000Z",,,"0","ODEXTRACT","nfms-ud8q","",,"published",,,,,"https://internal.chattadata.org/resource/buuu-z4kd.json","official","Socrata","Public - Ability to be shared with general public ","Daily","Economic and Community Development","opendata@chattanooga.gov","Growing Economy","opendata@chattanooga.gov"
