"company_id","company_name","company_contact","company_email","company_phone","address","city","state","postcode","industry","industry_description","company_type","current_fulltime","job_create","job_retain","effective_date","total_sav","savings_from_begining_receiving_benefits","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"3410","139 ACA Realty, Inc.","Eitan Chandally","barbara@dial7.com","7187076123","43-23 35th Street","Long Island City","NY","11101","Commercial","Limousine Service","ICIP","125",,,"2008-04-07T00:00:00.000","8314.92","123975.24","QUEENS   ","40.745706","-73.929565","2","26","179","4003160","4002220017","Hunters Point-Sunnyside-West Maspeth                                       "
"3531","141 Lake Avenue Realty c/o JR Produce, Inc.","Josef Raz","jrproduce@gmail.com","7183708782","141 Lake Avenue","Staten Island","NY","10303","Wholesale/Warehouse/Distribution","Dist. of prepacked salads","ICIP","6",,,"2009-12-08T00:00:00.000","6010.71","47512.89","STATEN IS","40.633153","-74.150999","1","49","239","5146740","5011610020","Mariner's Harbor-Arlington-Port Ivory-Graniteville                         "
"3465","14-10 123rd Street LLC","Danica/Ivan Drazic","ddrazic@atjelectrical.com","7183210117","14-10 123rd Street","College Point","NY","11356","Commercial","Electrical Parts Mfg.","ICIP","35",,,"2011-03-04T00:00:00.000","2946.05","21322.89","QUEENS   ","40.785144","-73.844833","7","19","929","4098344","4040850036","College Point                                                              "
"3800","183 Lorriane Street LLC","Tom Sapienza","tsapienza@KLCNY.com","2128405588","183 Lorraine Street","Brooklyn","NY","11231","Wholesale/Warehouse/Distribution","Commercial Storage facility","ICIP","9",,,"2015-11-06T00:00:00.000","48981.51","105016.49","BROOKLYN ","40.673106","-74.0023","6","38","53","3336622","3005720001","Carroll Gardens-Columbia Street-Red Hook                                   "
"3482","21st Century Optics, Inc.","Ralph Woythaler","rwoythaler@21st centuryoptics.com","7183922310","47-00 33rd Street","Lond Island City","NY","11101","Manufacturing"," Eye glasses","Tenant","130",,,"2009-01-07T00:00:00.000","36400.37","215757.20","QUEENS   ","40.742386","-73.932148","2","26","199","4003447","4002520018","Hunters Point-Sunnyside-West Maspeth                                       "
"19","221 WEST 26TH STREET CORP.","Eric Duke","eduke@amvchelsea.com","2127271234","221 WEST 26TH STREET","New York","NY","10001","Manufacturing","FILM & VIDEO PRODUCTION","ICIP","120",,"240","2004-12-14T00:00:00.000","13582.13","964718.70","MANHATTAN","40.746364","-73.995088","5","3","95","1014235","1007760021","Midtown-Midtown South                                                      "
"20","24-60 47TH STREET, LLC","CHRISTINE MOONEY",,"2128222236","24.60 47TH STREET","Queens","NY","11103","Manufacturing","MFG RESTORER RESTORER","ICIP","44",,"44","2004-09-08T00:00:00.000","989.10","122798.92",,,,,,,,,
"3426","2840 Atlantic Avenue Realty Corp","Donald Marchese","Edgeinc@hotmail.com","7186477500","2840 Atlantic Avenue","Brooklyn","NY","11207","Commercial","Real estate holding company","ICIP","30",,,"2008-06-16T00:00:00.000","1428.61","105702.57","BROOKLYN ","40.676789","-73.889346","5","37","1198","3327100","3039640008","East New York                                                              "
"26","33RD STREET BAKERY INC. DBA PQ SOHO","Joseph Castellane","jcastellane@pqus.com","2123599000","43-32 33RD STREET","Long Island City","NY","11101","Manufacturing","WHSLR. BREADS & PASTRY","ICIP","59",,,"2009-04-08T00:00:00.000","-1396.18","14272.57","QUEENS   ","40.745811","-73.931466","2","26","179","4003432","4002440045","Hunters Point-Sunnyside-West Maspeth                                       "
"41","4C FOODS CORP.","Wayne Celauro","wayne@4c.com","7182724242","580 Fountain Ave.","Brooklyn","NY","11208","Manufacturing","Iced tea mic, brad crumbs, grated cheese, dehydrated soup mix and seasoned coating mix","ICIP","53","40","262","2005-03-19T00:00:00.000","21130.97","1079560.02","BROOKLYN ","40.665766","-73.871132","5","42","1116","3098855","3045040019","East New York                                                              "
"3422","4Over4.com","Anastasio Panagiotopolous","taso@4over4.com","7189322700","19-41 46th Street","Long Island City","NY","11105","Manufacturing","Printer","IDA","14",,,"2008-04-09T00:00:00.000","17614.47","169334.67","QUEENS   ","40.77494","-73.896804","1","22","12301","4441806","4007740017","Steinway                                                                   "
"3461","538-540 West 35 Corp","Richard Silver","tankman220@aol.com","2127366618","11-42 46th Road","Queens","NY","11101","Manufacturing","steel, wood & cement tanks","ICAP","16",,,"2010-06-07T00:00:00.000","7174.79","45147.44","QUEENS   ","40.74551","-73.949497","2","26","7","4436616","4000560047","Hunters Point-Sunnyside-West Maspeth                                       "
"3539","A & L Scientific Corp.","Anthony Vicari","service@alscientific.com","7187568100","88-05 76th Avenue","Queens","NY","11385","Manufacturing","fabricates and services biotech medical equipment","IDA","13",,,"2011-09-19T00:00:00.000","3276.87","26117.18","QUEENS   ","40.707402","-73.862139","5","30","637","4094396","4038560156","Glendale                                                                   "
"88","A TO Z BOHEMIAN GLASS, INC.","DAVID DRASH","sales@beadmasterusa.com","2127252033","12 REWE STREET","Brooklyn","NY","11211","Manufacturing","IMP AND DIST. FASH. BEADS","IDA","33","7","33","2005-10-05T00:00:00.000","-46.37","77363.83","BROOKLYN ","40.716031","-73.932208","1","34","449","3070499","3029270175","East Williamsburg                                                          "
"89","A TO Z KOSHER MEAT PRODUCT CO.","Edward Weinberg","GRANDKOSHER@AOL.COM","7183847400","123 GRAND STREET","Brooklyn","NY","11211","Manufacturing","MFG. MEAT PRODUCTS","ICIP","29","9","87","2004-07-02T00:00:00.000","14815.47","175014.92","BROOKLYN ","40.715227","-73.963076","1","34","555","3062593","3023790027","North Side-South Side                                                      "
