"created","bic_number","account_name","trade_name","address","city","state","postcode","phone","email","application_type","disposition_date","effective_date","expiration_date","renewal","export_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","boro"
"2022-08-25T15:33:09.000","BIC-397","JOSEPH LOCCISANO CORP.",,"1978 COYLE STREET","BROOKLYN","NY","11229","(718) 339-3837","teeree219@yahoo.com","CL1","2022-03-30","2021-06-01","2023-05-31","true","2022-08-25T00:00:00.000","40.603720","-73.937673","15","46"," 568  ","3197842","3073130024","Madison","BROOKLYN"
"2022-08-25T15:33:09.000","BIC-491025","PASACA CORPORATION","DBA BASSO LANDSCAPING","187 ROSE AVE","STATEN ISLAND","NY","10306","(718) 980-4804","dbabassolandscaping@gmail.com","CL1","2022-05-26","2020-11-01","2022-10-31","true","2022-08-25T00:00:00.000","40.572815","-74.116897","2","50"," 134  ","5057386","5042090015","New Dorp-Midland Beach","STATEN IS"
"2022-08-25T15:33:09.000","BIC-3605","JOSEPH P. LUKA","RICHMOND LANDSCAPING","46 DARCEY AVENUE","STATEN ISLAND","NY","10314","(718) 698-9425","joann.joseph@gmail.com","CL1","2022-06-07","2021-12-01","2023-11-30","true","2022-08-25T00:00:00.000","40.608195","-74.150391","2","50"," 27301","5035230","5020860036","New Springville-Bloomfield-Travis","STATEN IS"
"2022-08-25T15:33:09.000","BIC-354","JOSEPH L. IANDOLO","JOSEPH L. IANDOLO, LANDSCAPE GARDENER","391 FREEBORN ST.","STATEN ISLAND","NY","10306","(718) 614-1110","joedaddyo14@aol.com","CL1","2022-03-17","2021-04-01","2023-03-31","true","2022-08-25T00:00:00.000","40.570226","-74.096577","2","50"," 11202","5105560","5038860055","New Dorp-Midland Beach","STATEN IS"
"2022-08-25T15:33:09.000","BIC-3397","FITZROY STONE","NEIGHBORHOOD GARDENING SERVICE","131-01 218 STREET","LAURELTON","NY","11413","(917) 681-8469","marshag4u@aol.com","CL1","2022-08-08","2022-05-01","2024-04-30","true","2022-08-25T00:00:00.000","40.683030","-73.749404","13","31"," 626  ","4278367","4129260249","Laurelton","QUEENS"
"2022-08-25T15:33:09.000","BIC-2484","PASQUALE CETTA LANDSCAPING AND GARDENING INC.",,"35 HOLCOMB AVENUE","STATEN ISLAND","NY","10312","(718) 317-9616","lcetta@icloud.com","CL1","2022-06-10","2021-07-01","2023-06-30","true","2022-08-25T00:00:00.000","40.547168","-74.190324","3","51"," 17009","5080786","5062720001","Arden Heights","STATEN IS"
"2022-08-25T15:33:09.000","BIC-490946","PONCE LANDSCAPING INC",,"422 HUNTER AVENUE","STATEN ISLAND","NY","10306","(347) 517-8444","edgarponce86@hotmail.com","CL1","2022-03-23","2021-01-01","2022-12-31","true","2022-08-25T00:00:00.000","40.577199","-74.095532","2","50"," 11202","5054106","5037250009","New Dorp-Midland Beach","STATEN IS"
"2022-08-25T15:33:09.000","BIC-4613","FRANK ADESSO AND FAMILY LANDSCAPING AND GARDENING COMPANY",,"99 HOUSTON STREET","STATEN ISLAND","NY","10302","(718) 448-5646","radesso220@gmail.com","CL1","2022-05-20","2022-02-01","2024-01-31","true","2022-08-25T00:00:00.000","40.622000","-74.147148","1","50"," 251  ","5029296","5014780494","Port Richmond","STATEN IS"
"2022-08-25T15:33:09.000","BIC-2843","FORDHAM UNIVERSITY",,"441 E. FORDHAM ROAD","BRONX","NY","10458","(718) 817-3840","valera@fordham.edu","CL1","2022-08-08","2022-07-01","2024-06-30","true","2022-08-25T00:00:00.000","40.860733","-73.889535","6","15"," 397  ","2102025","2032730001","Belmont","BRONX"
"2022-08-25T15:33:09.000","BIC-4329","FRANCISCO SOSA","SOSA LANDSCAPING","P.O.BOX. 900642","FAR ROCKAWAY","NY","11690","(718) 316-1360","fransosaz@gmail.com","CL1","2022-06-29","2022-06-01","2024-05-31","true","2022-08-25T00:00:00.000",,,,,,,,,
