"evnt_key","violation_date","violation_time","chg_law_cd","violation_code","veh_category","city_nm","rpt_owning_cmd","x_coord_cd","y_coord_cd","latitude","longitude","location_point","juris_cd"
"240166869","2022-02-05T00:00:00.000","23:51:50","VTL","1180D","CAR/SUV","QUEENS","413","1019164","210169","40.7434812638841","-73.8740035373971","POINT (-73.8740035373971 40.7434812638841)","01"
"239311789","2022-01-18T00:00:00.000","15:50:00","VTL","37512A2","CAR/SUV","QUEENS","113","1045416","186500","40.67836481","-73.77947908","POINT (-73.77947908 40.67836481)","01"
"239308809","2022-01-18T00:00:00.000","16:52:34","VTL","5091","CAR/SUV","BRONX","042","1014492","242563","40.83240298","-73.8907166","POINT (-73.8907166 40.83240298)","01"
"240690586","2022-02-16T00:00:00.000","16:36:05","VTL","1225D","CAR/SUV","MANHATTAN","013","988886","207857","40.7372030985741","-73.9832725981497","POINT (-73.9832725981497 40.7372030985741)","01"
"238963688","2022-01-11T00:00:00.000","17:31:03","VTL","37512A2","CAR/SUV","BRONX","048","1011651","248133","40.84770027","-73.90096016","POINT (-73.90096016 40.84770027)","01"
"240146502","2022-02-05T00:00:00.000","13:01:31","VTL","1110A","CAR/SUV","BROOKLYN","084","988902","192641","40.6954388081238","-73.9832253756043","POINT (-73.9832253756043 40.6954388081238)","01"
"240530504","2022-02-13T00:00:00.000","13:08:27","VTL","4021B2","CAR/SUV","MANHATTAN","411","993369","229307","40.7960743128304","-73.9670667458109","POINT (-73.9670667458109 40.7960743128304)","01"
"238569093","2022-01-03T00:00:00.000","08:44:00","VTL","4011A","CAR/SUV","BRONX","411","1032327","250271","40.85348836","-73.8262138","POINT (-73.8262138 40.85348836)","01"
"240733861","2022-02-17T00:00:00.000","01:31:00","NYC","406A1","CAR/SUV","MANHATTAN","032","999433","236538","40.81591307653","-73.9451493066481","POINT (-73.9451493066481 40.81591307653)","01"
"240459856","2022-02-11T00:00:00.000","15:48:25","VTL","1163AT","CAR/SUV","MANHATTAN","007","988917","200245","40.7163099917327","-73.9831660136947","POINT (-73.9831660136947 40.7163099917327)","01"
"240180804","2022-02-06T00:00:00.000","11:11:28","VTL","4021B2","CAR/SUV","BROOKLYN","066","986764","167283","40.6258375452829","-73.9909448942322","POINT (-73.9909448942322 40.6258375452829)","01"
"240350980","2022-02-09T00:00:00.000","16:26:58","VTL","1225C2A","CAR/SUV","QUEENS","103","1041717","197008","40.7072398161698","-73.7927267255908","POINT (-73.7927267255908 40.7072398161698)","01"
"239073584","2022-01-13T00:00:00.000","10:59:21","VTL","37512A2","CAR/SUV","MANHATTAN","030","999270","239969","40.8253222","-73.94572906","POINT (-73.94572906 40.8253222)","01"
"238552607","2022-01-03T00:00:00.000","03:01:32","VTL","1180D","CAR/SUV","QUEENS","105","1050633","177078","40.652467","-73.76076","POINT (-73.76076 40.652467)","01"
"239547973","2022-01-23T00:00:00.000","00:23:52","VTL","306B","CAR/SUV","NEW YORK","411","982285","201681","40.72025484","-74.00708983","POINT (-74.00708983 40.72025484)","01"
"238578227","2022-01-03T00:00:00.000","17:56:05","NYC","403A1","CAR/SUV","BROOKLYN","061","997149","161757","40.61065255","-73.95354263","POINT (-73.95354263 40.61065255)","01"
"240696034","2022-02-16T00:00:00.000","18:12:16","VTL","1163AT","CAR/SUV","BRONX","040","1005028","234516","40.8103518634571","-73.924942325642","POINT (-73.924942325642 40.8103518634571)","01"
"238592363","2022-01-04T00:00:00.000","01:42:00","VTL","1225D","CAR/SUV","BRONX","041","1014509","238113","40.82018895","-73.89067524","POINT (-73.89067524 40.82018895)","01"
"241343153","2022-02-28T00:00:00.000","09:07:26","VTL","4011A","CAR/SUV","BRONX","048","1011751","246839","40.8441566000203","-73.9006054489734","POINT (-73.9006054489734 40.8441566000203)","01"
"238784712","2022-01-07T00:00:00.000","08:35:50","VTL","3752A1I","TRUCK/BUS","BROOKLYN","076","984274","191306","40.69176751","-73.99991345","POINT (-73.99991345 40.69176751)","01"
"239877570","2022-01-30T00:00:00.000","17:38:43","NYC","403A1","CAR/SUV","BRONX","049","1027239","247667","40.8463591","-73.84462103","POINT (-73.84462103 40.8463591)","01"
"239651116","2022-01-25T00:00:00.000","14:10:00","NYC","405B1","CAR/SUV","BROOKLYN","070","998468","170239","40.63393184","-73.94877422","POINT (-73.94877422 40.63393184)","01"
"239079569","2022-01-12T00:00:00.000","19:25:00","VTL","4011AG","CAR/SUV","MANHATTAN","019","996232","217904","40.764766","-73.956743","POINT (-73.956743 40.764766)","01"
"239200115","2022-01-15T00:00:00.000","21:30:09","VTL","1180D","CAR/SUV","NEW YORK","411","982285","201681","40.72025484","-74.00708983","POINT (-74.00708983 40.72025484)","01"
"239673598","2022-01-25T00:00:00.000","20:09:09","NYC","403A1","CAR/SUV","BROOKLYN","075","1018247","187048","40.68001498","-73.87742815","POINT (-73.87742815 40.68001498)","01"
"240413678","2022-02-10T00:00:00.000","17:12:27","NYC","403A1","CAR/SUV","QUEENS","103","1041717","197008","40.7072398161698","-73.7927267255908","POINT (-73.7927267255908 40.7072398161698)","01"
"240338103","2022-02-09T00:00:00.000","12:52:10","VTL","1225C2A","CAR/SUV","BRONX","046","1011755","250279","40.8535983673823","-73.9005768807295","POINT (-73.9005768807295 40.8535983673823)","01"
"240594656","2022-02-15T00:00:00.000","08:52:47","VTL","1229C3","TRUCK/BUS","MANHATTAN","025","1000558","231080","40.8009303727402","-73.9410982410066","POINT (-73.9410982410066 40.8009303727402)","01"
