"election","officecd","candid","canclass","candlast","candfirst","candmi","committee","filing","schedule","pageno","sequenceno","refno","inv_date","date","name","c_code","org_ind","strno","strname","apartment","city","state","postcode","pay_method","amnt","purposecd","purpose","explain","exemptcd","rr_ind","seg_ind"
"2013","5","1722","P","Similien","Jean","H","H","9","F",,,"R0000598","2013-05-25T00:00:00.000Z","2013-05-25T00:00:00.000Z",,,"Y",,,,,,,"Unknown","114.90","OFFCE","Office Expenses","INK&TONER","ALA","N","N"
"2013","5","716","P","King","Erlene","J","K","16","N",,,"R0000725",,"2013-11-04T00:00:00.000Z","$.99 USA","CORP","Y",,,,"Brooklyn","NY","11210",,"4.00","OFFCE","Office Expenses","Construction Paper",,"N","N"
"2013","1","1752","P","Laurel-Smith","Abiodun",,"H","13","F",,,"R0000257","2013-09-07T00:00:00.000Z","2013-09-07T00:00:00.000Z","07-Sam Ash-Main, NY, NY","CORP","Y",,,,"New York","NY","10001","Unknown","54.43","OFFCE","Office Expenses","iPad clamp",,"N","N"
"2013","5","353","P","Rodriguez","Ydanis","A","L","12","F",,,"R0003273","2013-09-11T00:00:00.000Z","2013-09-14T00:00:00.000Z","1 &1 INTERNET INC","CORP","Y",,,,"CHESTERBROOK","PA","19087","Unknown","20.97","OTHER","Other: explntion","Website",,"N","N"
"2013","5","353","P","Rodriguez","Ydanis","A","L","5","F",,,"R0001836","2012-03-12T00:00:00.000Z","2012-03-12T00:00:00.000Z","1 &1 INTERNET INC","CORP","Y",,,,"CHESTERBROOK","PA","19087","Full","29.45","OTHER","Other: explntion","Web page fee",,"N","N"
"2013","5","353","P","Rodriguez","Ydanis","A","L","5","F",,,"R0001921","2012-06-15T00:00:00.000Z","2012-06-15T00:00:00.000Z","1 &1 INTERNET INC","CORP","Y",,,,"CHESTERBROOK","PA","19087","Full","10.47","LITER","Campgn Lit.","Website rent",,"N","N"
"2013","5","353","P","Rodriguez","Ydanis","A","L","6","F",,,"R0001957","2012-09-11T00:00:00.000Z","2012-09-12T00:00:00.000Z","1 &1 INTERNET INC","CORP","Y",,,,"CHESTERBROOK","PA","19087","Unknown","10.47","OTHER","Other: explntion","Website",,"N","N"
"2013","5","353","P","Rodriguez","Ydanis","A","L","6","F",,,"R0001974","2012-12-11T00:00:00.000Z","2012-12-15T00:00:00.000Z","1 &1 INTERNET INC","CORP","Y",,,,"CHESTERBROOK","PA","19087","Unknown","26.45","PROFL","Prof. Srvcs.","Web rental",,"N","N"
"2013","5","353","P","Rodriguez","Ydanis","A","L","7","F",,,"R0002192","2013-03-10T00:00:00.000Z","2013-03-10T00:00:00.000Z","1 &1 INTERNET INC","CORP","Y",,,,"CHESTERBROOK","PA","19087","Unknown","40.95","PROFL","Prof. Srvcs.","Website",,"N","N"
"2013","5","353","P","Rodriguez","Ydanis","A","L","9","F",,,"R0002346","2013-06-11T00:00:00.000Z","2013-06-15T00:00:00.000Z","1 &1 INTERNET INC","CORP","Y",,,,"CHESTERBROOK","PA","19087","Unknown","20.97","CONSL","Campgn Consuls.","Web rental",,"N","N"
