"created","bic_number","account_name","trade_name","address","city","state","postcode","phone","email","application_type","disposition_date","effective_date","expiration_date","renewal","authorized_recycling_collection_type","organic_waste_services_provided","export_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","boro"
"2022-08-25T15:31:08.000","BIC-498788","APPROVED STORAGE & WASTE HAULING II, INC",,"110 EDISON AVE","MT. VERNON","NY","10550","(914) 664-4791","cd@approvedmedwaste.com","License",,"2020-10-01","2022-09-30","true","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:31:08.000","BIC-484087","GREEN MACHINE ENTERPRISES LLC",,"41 OREGON STREET","LONG BEACH","NY","11561","(516) 431-1637","gftmidland@hotmail.com","License",,"2022-01-01","2023-02-28","true","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:31:08.000","BIC-1140","FINOCCHIO BROTHERS INC.",,"49 LIBERTY PLACE","STAMFORD","CT","06902","(203) 869-9099","dperalta@finocchiobros.com","License",,"2022-05-01","2024-04-30","true","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:31:08.000","BIC-93","GAETA INTERIOR DEMOLITION, INC.",,"2955 VETERANS ROAD WEST SUITE 2A","STATEN ISLAND","NY","10309","(718) 720-7220","rachel@greenenvironyc.com","License",,"2022-04-01","2024-03-31","true","Single-stream collection and recycling","Yes","2022-08-25T00:00:00.000","40.527808","-74.232643","3","51"," 226  ","5150131","5075110001","Charleston-Richmond Valley-Tottenville","STATEN IS"
"2022-08-25T15:31:08.000","BIC-483594","REDISHRED ACQUISITION INC","PROSHRED SECURITY","6505 MISSISSAUGA ROAD UNIT A","MISSISSAUGA","NY","L5N1A6","(914) 417-4123","kasia.pawluk@proshred.com","License",,"2021-02-01","2023-01-31","true","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:31:08.000","BIC-289","ACCELERATED WASTE SYSTEMS, INC.",,"P. O. BOX 2615","SECAUCUS","NJ","07096","(201) 863-1063","memilio@allegrosanitation.com","License","2022-05-05","2022-03-01","2024-02-29","true","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:31:08.000","BIC-491170","G.T.O. SERVICES, INC.","G.T.O. GREASE TRAP SERVICES","7330 TULIP STREET","PHILADELPHIA","PA","19136","(215) 332-2100","csullivan@termac.com","License",,"2021-04-01","2023-03-31","true","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:31:08.000","BIC-506630","GREEN ISLAND GROUP CORP.",,"45-7 KNICKERBOCKER AVENUE","BOHEMIA","NY","11716","(631) 256-5711","gig@greenislandgroupny.com","License","2021-12-07","2022-01-01","2023-12-31","false","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:31:08.000","BIC-3113","R & C RUBBISH REMOVAL, INC.",,"10 MARCONI BLVD","COPIAGUE","NY","11726","(631) 608-9099","removemyjunk@aol.com","License",,"2021-05-01","2023-04-30","true","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:31:08.000","BIC-494570","ARMY CONSTRUCTION LLC",,"224 BROUGHTON AVENUE, 1ST FLOOR","BLOOMFIELD","NJ","07003","(973) 777-5577","duli@armyconstructionllc.com","License",,"2022-01-01","2023-12-31","true","Source-Separated recycling",,"2022-08-25T00:00:00.000",,,,,,,,,
