"oid","oversight_agency","operator_name","location_name","address","addrnum","addrdir","addrstr","addr_suffix","city","state","zip_code","lat","lon","wireline_dwn","wireline_up","wifi_dwn","wifi_up","wi_fi_available","workstation","staffed","mon_open","mon_close","mon_open_2","mon_close_2","tue_open","tue_close","tue_open_2","tue_close_2","wed_open","wed_close","wed_open_2","wed_close_2","thu_open","thu_close","thu_open_2","thu_close_2","fri_open","fri_close","fri_open_2","fri_close_2","sat_open","sat_close","sat_open_2","sat_close_2","sun_open","sun_close","language_access","wheelchair_accessible","wheelchair_access_notes","os_accessibility_features","open_lab_hrs_per_wk","training_hours_per_wk","supplementary_equipment","device_loaning","devices_loaned","access_requirements","access_notes","url","borocode","borough","nta_code","nta_name","council_distrcit","borocd","census_tract","bctcb2010","bin","bbl","geocoded_column"
"353","Department for the Aging","YOUNG ISRAEL PROGRAMS INC","QUEENS VALLEY NEIGHBORHOOD SENIOR CENTER","141-55 77th Avenue","141-55",,"77th","Avenue","Queens","NY","11367","40.721434","-73.819422","91","83","44","35","true","3","false","9:00 AM","4:00 PM",,,"9:00 AM","4:00 PM",,,"9:00 AM","4:00 PM",,,"9:00 AM","4:00 PM",,,"9:00 AM","4:00 PM",,,"Closed","Closed",,,"Closed","Closed","N/A","Y","N/A","false","35:00:00","7","Instructional Monitor","N/A","N/A","Must be 60+ years of age to access","N/A","https://www.youngisrael.org/seniorcenters.html","4","Queens","QN37","Kew Gardens Hills","24","408","77903","40779031000","4143547","4066280084","POINT (-73.819422 40.721434)"
"294","Department for the Aging","JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","COOP CITY NEIGHBORHOOD SENIOR CENTER","2049 Bartow Avenue","2049",,"Bartow","Avenue","Bronx","NY","10475","40.870509","-73.829062","82","62",,,"false","6","false","9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"Closed","Closed",,,"Closed","Closed","N/A","Y","N/A","true","40:00:00","2","N/A","N/A","N/A","Must be 60+ years of age to access","N/A","https://www.jasa.org/community/senior-centers","2","Bronx","BX13","Co-op City","12","210","46201","20462011022","2097466","2051410100","POINT (-73.829062 40.870509)"
"177","Queens Library","Queens Library","Flushing JBA","41-17 Main Street","41-17",,"Main","Street","Flushing","NY","11355","40.75777407","-73.82888469","200","200","200","200","true","22","true","9:00 AM","6:00 PM",,,"9:00 AM","6:00 PM",,,"9:00 AM","6:00 PM",,,"9:00 AM","6:00 PM",,,"9:00 AM","6:00 PM",,,"Closed","Closed",,,"Closed","Closed","Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Spanish, Korean, Russian, Bengali, Gujarati, Hindi, Punjabi, Urdu.  Computer classes in Spanish and Mandarin.","Y","N/A","true","45:00:00","5.6","Printer, Scanner","N/A","N/A","All ages; library card required for use of public computers and WiFi","N/A","http://www.queenslibrary.org/branch/Flushing","4","Queens","QN22","Flushing","20","407","85300","40853002000","4114282","4050430011","POINT (-73.82888469 40.75777407)"
"379","Department for the Aging","SAMUEL FIELD YM & YWHA INC","SAMUEL FIELD NEIGHBORHOOD SENIOR CENTER","58-20 Little Neck Parkway","58-20",,"Little Neck","Parkway","Queens","NY","11362","40.760948","-73.723273","320","299","61","22","true","2","false","9:00 AM","4:00 PM",,,"9:00 AM","4:00 PM",,,"9:00 AM","4:00 PM",,,"9:00 AM","4:00 PM",,,"9:00 AM","4:00 PM",,,"Closed","Closed",,,"Closed","Closed","N/A","Y","N/A","false","35:00:00","3","Smart Board","N/A","N/A","Must be 60+ years of age to access","N/A","https://www.sfy.org/the-sfy-neighborhood-senior-center","4","Queens","QN45","Douglas Manor-Douglaston-Little Neck","23","411","152902","41529023014","4173029","4083520051","POINT (-73.723273 40.760948)"
"392","Department for the Aging","SENIOR CITIZENS LEAGUE OF FLATBUSH INC","SR CITIZENS LEAGUE OF FLATBUSH NBH SR CT","870 Ocean Parkway","870",,"Ocean","Parkway","Brooklyn","NY","11230","40.627218","-73.971057","68","26","68","26","true","10","false","8:30 AM","4:00 PM",,,"8:30 AM","4:00 PM",,,"8:30 AM","4:00 PM",,,"8:30 AM","4:00 PM",,,"8:30 AM","4:00 PM",,,"Closed","Closed",,,"Closed","Closed","N/A","Y","N/A","true","37:30:00","1","N/A","N/A","N/A","Must be 60+ years of age to access","N/A","https://www.theseniorleague.com","3","Brooklyn","BK42","Flatbush","44","312","46201","30462012000","3170453","3065080006","POINT (-73.971057 40.627218000000006)"
"362","Department for the Aging","REGIONAL AID FOR INTERIM NEEDS INC","RAIN PARKCHESTER NEIGHBORHOOD SENIOR CTR","1380 Metropolitan Avenue","1380",,"Metropolitan","Avenue","Bronx","NY","10462","40.835141","-73.861061","28","5","28","5","true","12","false","8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"Closed","Closed",,,"Closed","Closed","Bilingual staff, offering assistance in: Spanish, Mandarin, Cantonese, Bengali, Russian; programming available in Spanish","Y","N/A","true","40:00:00","8","Instructional Monitor","N/A","N/A","Must be 60+ years of age to access","N/A","https://www.raininc.org/your-neighborhood-center","2","Bronx","BX46","Parkchester","18","209","21200","20212004001","2096674","2039387501","POINT (-73.861061 40.835141)"
"412","Department for the Aging","Goddard-Riverside Community Center","West 65th Street Center","250 West 65th Street","250","West","65th","Street","Manhattan","NY","10023","40.774856","-73.987268","10","9","10","9","true","15","false","9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"Closed","Closed",,,"Closed","Closed","N/A","Y","N/A","true","40:00:00","6","N/A","N/A","N/A","Must be 60+ years of age to access","N/A","https://www.goddard.org/grcc/programs/olderadults/seniorcenter","1","Manhattan","MN14","Lincoln Square","6","107","15100","10151003001","1030340","1011560020","POINT (-73.987268 40.774856)"
"261","Department for the Aging","FORT GREENE COUNCIL","ALBANY NEIGHBORHOOD SENIOR CENTER","196 Albany Avenue","196",,"Albany","Avenue","Brooklyn","NY","11213","40.67388","-73.938974","95","36","95","36","true","12","false","9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"9:00 AM","5:00 PM",,,"Closed","Closed",,,"Closed","Closed","N/A","Y","N/A","false","40:00:00","6","Printer","N/A","N/A","Must be 60+ years of age to access","N/A","https://www.fortgreenecouncil.org/fgc-nsc","3","Brooklyn","BK61","Crown Heights North","36","308","34300","30343003000","3031082","3012300044","POINT (-73.938974 40.673880000000004)"
"276","Department for the Aging","BRONXWORKS INC","BRONXWORKS INNOVATIVE SENIOR CENTER","80 East 181st Street","80","East","181st","Street","Bronx","NY","10453","40.855076","-73.904199","33","5","33","5","true","10","false","8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"8:00 AM","4:00 PM",,,"Closed","Closed","Bilingual staff, offering assistance in:  Spanish, Mandarin, Cantonese, Bengali, Russian; programming available in Spanish","Y","N/A","true","48:00:00","12","Instructional Monitor","N/A","N/A","Must be 60+ years of age to access","N/A","http://www.bronxworks.org/senior-centers","2","Bronx","BX41","Mount Hope","14","205","24100","20241003000","2013953","2031780032","POINT (-73.904199 40.855076)"
"237","Department of Parks and Recreation","Department of Parks and Recreation","Hansborough","35 W 134th Street","35","W","134th","Street","New York","NY","10037","40.812794","-73.939251","120","6","215","22","true","19","true","9:00 AM","5:30 PM",,,"11:00 AM","7:00 PM",,,"11:00 AM","7:00 PM",,,"11:00 AM","7:00 PM",,,"11:00 AM","7:00 PM",,,"8:30 AM","4:30 PM",,,"Closed","Closed","Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations.","N","N/A","true","48:30:00","14.4","Printer, Instructional Monitor, Cameras, Audio Production, Chromebooks","N/A","N/A","All ages; Recreation Center membership required","N/A","https://www.nycgovparks.org/facilities/media-labs","1","Manhattan","MN03","Central Harlem North-Polo Grounds","9","110","21200","10212004000","1081456","1017300055","POINT (-73.939251 40.812794)"
