"dataset_link","name","description","automation","agency","update_frequency","has_data_dictionary"
"https://data.cityofnewyork.us/d/cwy2-px8b","Local Law 8 of 2020 – Complaints of Illegal Parking of Vehicles Operated on Behalf of the City","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue.</b><br />
A row level daily report of illegal parking by City vehicle or permit 311 Service Requests starting from 1/30/20.","Yes","311","Daily","Yes"
"https://data.cityofnewyork.us/d/vwpc-kje2","311 Web Content - Services","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue. </b>","Yes","311","Daily","No"
"https://data.cityofnewyork.us/d/psqs-brte","Customer Service Module","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue. </b>

The DEP Customer Service dataset will contain information about the different types of complaints received /processed on a regular basis. The data set will include complaint information such as complaint type, location, status, or resolution code.","Yes","311","Daily","Yes"
"https://data.cityofnewyork.us/d/9y7k-h295","Local Law 8 of 2020 Report – Monthly Complaints of Illegal Parking of Vehicles Operated on Behalf of the City","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue.</b><br />
A monthly report of illegal parking by City vehicle or permit 311 Service Requests starting from 1/30/20.","Yes","311","Monthly","N/A"
"https://data.cityofnewyork.us/d/wewp-mm3p","311 Call Center Inquiry","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue. </b>

The 311 Call Center Inquiry dataset contains information on all agent-handled calls to the City’s 311 information line, including date, time and topic.

Click <a href=""https://data.cityofnewyork.us/api/views/wewp-mm3p/files/5ec79733-6c0b-4f84-b511-936142db396e?download=true&filename=Call%20Center%20Inquiry%20Data%20Dictionary.xlsx"">here </a>for the data dictionary.","Yes","311","Daily","Yes"
"https://data.cityofnewyork.us/d/erm2-nwe9","311 Service Requests from 2010 to Present","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue. </b>

All 311 Service Requests from 2010 to present. This information is automatically updated daily.","Yes","311","Daily","Yes"
"https://data.cityofnewyork.us/view/7ahn-ypff","311 Service Requests from 2010 to Present","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue. </b>

All 311 Service Requests from 2010 to present. This information is automatically updated daily.</p>","Yes","311","Daily","Yes"
"https://data.cityofnewyork.us/view/tdd6-3ysr","311 Call Center Inquiry","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue. </b>

<div>The 311 Call Center Inquiry dataset contains information on all agent-handled calls to the City’s 311 information line, including date, time and topic.<br></div><div><a target=""_blank"" rel=""nofollow noreferrer external"" href=""https://data.cityofnewyork.us/api/views/wewp-mm3p/files/3a563b1d-9e0b-4824-98c7-a308bbc5ce6e?download=true&amp;filename=Call%20Center%20Inquiry%20Data%20Dictionary.xlsx"">Click here for the data dictionary. </a><br></div>","Yes","311","Daily","Yes"
"https://data.cityofnewyork.us/d/cspg-yi7g","Construction Demolition Registrants","Companies listed as of the most recent export date have been issued registrations by the Business Integrity Commission authorizing them to collect, and remove only waste materials resulting from building demolition, construction, alteration or excavation.

This data is collected on the entities that apply with the commission to operate as Class 2 C&D Registrants 

Each record represents an entity that is approved to operate in the City of New York by the Commission. 

The  Application Type field denotes the class of application 'CL2-Exempt'  noting the type of applicant which is a C&D Registrant They are able to pickup only waste resulting from demolition, construction alteration or excavation processes throughout the city.

The BIC Number field is unique to every company that applies to the Commission.","Yes","Business Integrity Commission (BIC)","Daily","Yes"
"https://data.cityofnewyork.us/d/867j-5pgi","Trade Waste Hauler Licensees","Companies listed as of the most recent export date have been issued trade waste removal licenses by the Business Integrity Commission and, therefore, are authorized to collect and remove all types of trade waste covered by Local Law 42 of 1996.

This data is collected on the entities that apply with the commission to operate as Licensees. 

Each record represents an entity that is approved to operate in the City of New York by the Commission. 

The  Application Type field denotes the class of application 'License'  noting the type of applicant which is a Licensee. They are able to pickup all trade waste from various businesses throughout the city.

The BIC Number field is unique to every company that applies to the Commission.","Yes","Business Integrity Commission (BIC)","Daily","Yes"
"https://data.cityofnewyork.us/d/krx7-u82t","Trade Waste Broker Registrants","Companies listed as of the most recent export date have been issued trade waste broker's registrations by the Business Integrity Commission. They are authorized to broker agreements between business customers and trade waste removal
companies and/or to conduct evaluations of the customers' waste stream in order to recommend cost efficient means of waste disposal or other changes.

This data is collected on the entities that apply with the commission to operate as Class 2 Brokers 

Each record represents an entity that is approved to operate in the City of New York by the Commission. 

The  Application Type field denotes the class of application 'CL2-Broker'  noting the type of applicant which is a  Broker Registrant They are authorized to broker agreements between business customers and trade waste removal companies throughout the city.

The BIC Number field is unique to every company that applies to the Commission.","Yes","Business Integrity Commission (BIC)","Daily","Yes"
"https://data.cityofnewyork.us/d/87fx-28ei","Wholesale Markets","Dataset notating the approved wholesale market companies in the various markets BIC regulates. Companies as of the most recent export date are authorized to operate as a wholesale market company.

This data is collected on the entities that apply with the Commission to operate as wholesale market companies throughout the City of New York

Each record represents an entity that is approved to operate in the City of New York by the Commission. 

The BIC Number field is unique to every company that applies to the Commission. For wholesale market companies, the beginning letters indicate the market for which the company is located:

HPA - Hunts Point Adjacent Area
HPP - Hunts Point Product Market
HPM - Hunts Point Meat Market
FFM - Hunts Point Fulton Fish Market 
GMM - Gansevoort Meat Market","Yes","Business Integrity Commission (BIC)","Daily","Yes"
"https://data.cityofnewyork.us/d/a8wp-rerh","Self Hauler Registrants","Companies listed as of the most recent export date have been issued Class 1 self-hauler registrations by the Business Integrity Commission. They are authorized to remove, collect or dispose of trade waste that is generated in the course of operation of such person's business. (Companies removing, collecting or disposing of construction and demolition debris must apply for Exemption from Licensing Requirements, otherwise known as Class 2 Construction and Demolition Registration).

This data is collected on the entities that apply with the commission to operate as class 1 self hauler registrants. 

Each record represents an entity that is approved to operate in the City of New York by the Commission. 

The  Application Type field denotes the class of application 'CL1' noting the type of applicant which is Class 1 Self Hauler Registration

The BIC Number field is unique to every company that applies to the Commission.","Yes","Business Integrity Commission (BIC)","Daily","Yes"
"https://data.cityofnewyork.us/d/aabe-yfm9","NYC City Council Committee Membership","The Council has numerous standing committees that practice oversight of New York City functions, including human services, infrastructure, and government affairs. Each committee is headed by a Council Member (the Chair), includes at least five members, and meets at least once a month. In addition, the Council has several subcommittees, which are convened to review and make recommendations regarding topics of particular interest.

After proposed legislation is heard by its appropriate Committee, it may be voted on and approved at that Committee. If the legislation is passed by Committee, is then sent to be considered by the whole Council. Council Members are assigned to committees through a process that the entire Council votes on.

The NYC City Council Committee Membership dataset is drawn from the City Council's legislative API and updated weekly. Committee membership by City Council Members changes infrequently. This dataset includes committee membership starting Jan 1, 2018. 

Committee Descriptions: https://council.nyc.gov/committees/ 

Github: https://github.com/NewYorkCityCouncil/districts/tree/master/district_data/committees 

More info and API Key for Legislative API: https://council.nyc.gov/legislation/api/ 

Legislative API endpoints utilized for Committee Membership: 

1)http://webapi.legistar.com/Help/Api/GET-v1-Client-Bodies 
https://webapi.legistar.com/v1/nyc/bodies/?token={}&$filter=(BodyTypeName+eq+'Committee'+or+BodyTypeName+eq+'Subcommittee'+or+BodyTypeName+eq+'Land Use')+and+BodyActiveFlag+eq+1 

2)http://webapi.legistar.com/Help/Api/GET-v1-Client-Bodies-BodyId-OfficeRecords 
https://webapi.legistar.com/v1/nyc/bodies/{}/officerecords/?token={}&$filter=OfficeRecordStartDate+ge+datetime'{}'+and+OfficeRecordEndDate+eq+datetime'{}","Yes","City Council (NYCC)","Weekly","Yes"
"https://data.cityofnewyork.us/d/b9km-gdpy","NYC Council Constituent Services","The dataset comes from CouncilStat, which is used by many NYC Council district offices to enter and track constituent cases that can range from issues around affordable housing, to potholes and pedestrian safety. This dataset aggregates the information that individual staff have input. However, district staffs handle a wide range of complex issues. Each offices uses the program differently, and thus records cases, differently and so comparisons between accounts may be difficult. Not all offices use the program. For more info - http://labs.council.nyc/districts/data/","Yes","City Council (NYCC)","Daily","Yes"
