"mocs_id","fiscal_year","source","council_member","legal_name_of_organization","ein","status","amount","agency","program_name","address","address_2_optional","city","state","postcode","purpose_of_funds","fiscal_conduit_name","fc_ein","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"FY09 5052","2009","Transportation - Operating Costs",,"Community Agency for Senior Citizens, Inc.","133263537","Cleared","7481.3","DFTA","Case Assistance and Transportation",,,,,,,,,,,,,,,,,
"FY09 5053","2009","Transportation - Operating Costs",,"Community Agency for Senior Citizens, Inc.","133263537","Cleared","7481.3","DFTA","Case Assistance and Transportation",,,,,,,,,,,,,,,,,
"FY09 6008","2009","HIV/AIDS Communities of Color",,"AIDS Center of Queens County, Inc.","112837894","Cleared","42068","DOHMH",,,,,,,,,,,,,,,,,,
"FY09 2839","2009","Local","Mendez","A Gathering of the Tribes","133714232","Cleared","3000","DCA","Charlie Parker Festival","PO Box 20693",,"New York","NY","10009","Annual Charlie Parker Festival.",,,,,,,,,,,
"FY09 5023","2009","Transportation - Operating Costs",,"Catholic Charities Neighborhood Services, Inc.","112047151","Cleared","7481.3","DFTA","Woodside Senior Services",,,,,,,,,,,,,,,,,
"FY09 5188","2009","Transportation - Operating Costs",,"Meals on Wheels of Staten Island, Inc.","132894978","Cleared","7481.3","DFTA",,,,,,,,,,,,,,,,,,
"FY09 0716","2009","Cancer Initiative",,"American Cancer Society","160743902","Cleared","1250000","DOHMH",,"2 Lyon Place",,"White Plains","NY","10601",,,,,,,,,,,,
"FY09 3988","2009","Youth","Dickens","Abyssinian Baptist Church, Inc.","131635250","Cleared","5000","DYCD","Youth on the Move in Harlem, Inc.","4 West 125th Street",,"New York","NY","11432","Anti-gang youth engagement and development program.",,,,,,,,,,,
"FY09 1238","2009","FY2009 Partial PEG Restoration",,"Department of Cultural Affairs","136400434","Cleared","65264","DCA",,,,,,,,,,,,,,,,,,
"FY09 5054","2009","Transportation - Operating Costs",,"Community Agency for Senior Citizens, Inc.","133263537","Cleared","7481.3","DFTA","Frail Elderly Transportation",,,,,,,,,,,,,,,,,
"FY09 5024","2009","Transportation - Operating Costs",,"Catholic Charities Neighborhood Services, Inc.","112047151","Cleared","7481.3","DFTA","Woodside Senior Services",,,,,,,,,,,,,,,,,
"FY09 0880","2009","Cultural After School Adventure (CASA)","Sanders, Jr","Afrikan Poetry Theatre, Inc.","112515828","Cleared","19362.74","DYCD","Public School 38Q","176-03 Jamacia Avenue",,"Jamaica","NY","11432",,,,,,,,,,,,
"FY09 0881","2009","Cultural After School Adventure (CASA)","Sanders, Jr","Afrikan Poetry Theatre, Inc.","112515828","Cleared","19362.74","DYCD","Public School 231","176-03 Jamacia Avenue",,"Jamaica","NY","11432",,,,,,,,,,,,
"FY09 5798","2009","Discharge Planning/In-Detention Services",,"Afrikan Poetry Theatre, Inc.","112515828","Cleared","45000","DJJ",,"176-03 Jamacia Avenue",,"Jamaica","NY","11432",,,,,,,,,,,,
"FY09 5055","2009","Transportation - Operating Costs",,"Community Agency for Senior Citizens, Inc.","133263537","Cleared","7481.3","DFTA","Frail Elderly Transportation",,,,,,,,,,,,,,,,,
"FY09 0006","2009","After-Three Corporation",,"After School Corporation, The","134004600","Cleared","3800000","DYCD",,,,,,,,,,,,,,,,,,
"FY09 4953","2009","Transportation - Operating Costs",,"Aging in America Community Services, Inc.","134099045","Cleared","7481.3","DFTA","Meals on Wheels",,,,,,,,,,,,,,,,,
"FY09 4954","2009","Transportation - Operating Costs",,"Aging in America Community Services, Inc.","134099045","Cleared","7481.3","DFTA","Meals on Wheels",,,,,,,,,,,,,,,,,
"FY09 4955","2009","Transportation - Operating Costs",,"Aging in America Community Services, Inc.","134099045","Cleared","7481.3","DFTA","Meals on Wheels",,,,,,,,,,,,,,,,,
"FY09 5025","2009","Transportation - Operating Costs",,"Catholic Charities Neighborhood Services, Inc.","112047151","Cleared","7481.3","DFTA","Woodside Senior Services",,,,,,,,,,,,,,,,,
"FY09 4956","2009","Transportation - Operating Costs",,"Agudath Israel of America Community Services, Inc.","133975090","Cleared","7481.3","DFTA","Boro Park Senior Center",,,,,,,,,,,,,,,,,
"FY09 4957","2009","Transportation - Operating Costs",,"Agudath Israel of America Community Services, Inc.","133975090","Cleared","7481.3","DFTA","Boro Park Senior Center",,,,,,,,,,,,,,,,,
"FY09 4958","2009","Transportation - Operating Costs",,"Agudath Israel of America Community Services, Inc.","133975090","Cleared","7481.3","DFTA","Boro Park Senior Center",,,,,,,,,,,,,,,,,
"FY09 5509","2009","Adult Literacy","Brooklyn Delegation","Agudath Israel of America Community Services, Inc.","133975090","Cleared","30952.38","DYCD",,,,,,,,,,,,,,,,,,
"FY09 5417","2009","Immigrant Opportunity Initiative (IOI)","Brooklyn Delegation","Agudath Israel of America Community Services, Inc.","133975090","Cleared","45000","DYCD",,,,,,,"ESL/Civic",,,,,,,,,,,
"FY09 5998","2009","HIV/AIDS Communities of Color",,"AIDS Service Center of Lower Manhattan, Inc.","133562071","Cleared","36369.14","DOHMH",,,,,,,,,,,,,,,,,,
"FY09 1235","2009","FY2009 Partial PEG Restoration",,"Department of Cultural Affairs","136400434","Cleared","81044","DCA",,,,,,,,,,,,,,,,,,
"FY09 0937","2009","Children Under Five",,"Albert Einstein College of Medicine of Yeshiva University","131624225","Cleared","506665","DOHMH","Rose F. Kennedy Center for Research in Mental Retardation and Developmental Disabilities",,,,,,,,,,,,,,,,,
"FY09 5996","2009","HIV/AIDS Communities of Color",,"Ali Forney Center","300104507","Cleared","48540","DOHMH",,,,,,,,,,,,,,,,,,
"FY09 1106","2009","Elected Officials",,"Brooklyn Community Board #6 Restoration","136400434","Cleared","10000","BKCB",,,,"Brooklyn","NY",,,,,,,,,,,,,
"FY09 5394","2009","Immigrant Opportunity Initiative (IOI)","Bronx Delegation","Alianza Dominicana, Inc.","133402057","Cleared","25000","DYCD",,,,,,,"ESL/Civic",,,,,,,,,,,
"FY09 5521","2009","Adult Literacy","Manhattan Delegation","Alianza Dominicana, Inc.","133402057","Cleared","30952.38","DYCD",,,,,,,,,,,,,,,,,,
"FY09 1236","2009","FY2009 Partial PEG Restoration",,"Department of Cultural Affairs","136400434","Cleared","141860","DCA",,,,,,,,,,,,,,,,,,
"FY09 1107","2009","Elected Officials",,"Brooklyn Community Board #7 Restoration","136400434","Cleared","10000","BKCB",,,,"Brooklyn","NY",,,,,,,,,,,,,
"FY09 5438","2009","Immigrant Opportunity Initiative (IOI)","Brooklyn Delegation","Bedford Stuyvesant Community Legal Services Corporation","112149962","Cleared","61677","DYCD",,,,,,,"Immigrant Related Legal Services",,,,,,,,,,,
"FY09 5026","2009","Transportation - Operating Costs",,"Catholic Charities Neighborhood Services, Inc.","112047151","Cleared","7481.3","DFTA","Woodside Senior Services",,,,,,,,,,,,,,,,,
"FY09 0732","2009","Cultural After School Adventure (CASA)","Baez","American Museum of Natural History","136162659","Cleared","19362.74","DYCD","Public School 33X","Central Park West at West 79th Street",,"New York","NY","10024",,,,,,,,,,,,
"FY09 0792","2009","Cultural After School Adventure (CASA)","Gerson","American Museum of Natural History","136162659","Cleared","19362.74","DYCD","Corlears Educational Complex","Central Park West at West 79th Street",,"New York","NY","10024",,,,,,,,,,,,
"FY09 3209","2009","Local","Recchia","American Museum of Natural History","136162659","Cleared","20000","DCA","Moveable Museum","Central Park West at West 79th Street",,"New York","NY","10024","To provide funding support for the Moveable Museum.",,,,,,,,,,,
"FY09 1534","2009","Local","Baez","American Museum of Natural History","136162659","Cleared","62875","DCA",,"Central Park West at West 79th Street",,"New York","NY","10024","To provide funding for cultural prorgamming.",,,,,,,,,,,
"FY09 3785","2009","Urban Advantage-Science Education",,"American Museum of Natural History","136162659","Cleared","2000000","DOE",,"Central Park West at West 79th Street",,"New York","NY","10024",,,,,,,,,,,,
"FY09 1108","2009","Elected Officials",,"Brooklyn Community Board #8 Restoration","136400434","Cleared","10000","BKCB",,,,"Brooklyn","NY",,,,,,,,,,,,,
"FY09 5360","2009","Anti-Illegal Eviction and SRO Legal Services Contracts",,"Bedford Stuyvesant Community Legal Services Corporation","112149962","Cleared","84888","HPD",,,,,,,,,,,,,,,,,,
"FY09 1109","2009","Elected Officials",,"Brooklyn Community Board #9 Restoration","136400434","Cleared","10000","BKCB",,,,"Brooklyn","NY",,,,,,,,,,,,,
"FY09 5027","2009","Transportation - Operating Costs",,"Catholic Charities Neighborhood Services, Inc.","112047151","Cleared","7481.3","DFTA","Woodside Senior Services",,,,,,,,,,,,,,,,,
"FY09 6015","2009","HIV/AIDS Communities of Color",,"Arthur Ashe Institute for Urban Health","113185372","Cleared","16150.98","DOHMH",,,,,,,,,,,,,,,,,,
"FY09 5040","2009","Transportation - Operating Costs",,"Chinese American Planning Council, Inc.","136202692","Cleared","7481.3","DFTA","Queens Nan Shan Senior Center",,,,,,,,,,,,,,,,,
"FY09 6003","2009","HIV/AIDS Communities of Color",,"Asian & Pacific Islander Coalition on HIV/AIDS, Inc.","133706365","Cleared","36369.14","DOHMH",,,,,,,,,,,,,,,,,,
"FY09 4865","2009","NYA/Street Outreach",,"Asian American Consulting Services, Inc.","133652716","Cleared","15200.47","DYCD",,,,,,,,,,,,,,,,,,
"FY09 4927","2009","MWBE Leadership Associations",,"Asian Women in Business, Inc.","133842867","Cleared","75000","DSBS",,,,,,,,,,,,,,,,,,
"FY09 4866","2009","NYA/Street Outreach",,"Aspira of New York, Inc.","136204790","Cleared","15200.47","DYCD",,,,,,,,,,,,,,,,,,
"FY09 5056","2009","Transportation - Operating Costs",,"Community Agency for Senior Citizens, Inc.","133263537","Cleared","7481.3","DFTA","Frail Elderly Transportation",,,,,,,,,,,,,,,,,
"FY09 5825","2009","Neighborhood Preservation Consultants",,"Audubon Partnership for Economic Development LDC","133927797","Cleared","17083.33","HPD",,,,,,,,,,,,,,,,,,
"FY09 5882","2009","Local","Speaker","Audubon Partnership for Economic Development LDC","133927797","Cleared","85000","DSBS",,,,,,,"To fund small business programs.",,,,,,,,,,,
"FY09 5014","2009","Transportation - Operating Costs",,"Catholic Charities Neighborhood Services, Inc.","112047151","Cleared","7481.3","DFTA","Narrows Senior Center",,,,,,,,,,,,,,,,,
"FY09 5999","2009","HIV/AIDS Communities of Color",,"Bailey House, Inc.","133165181","Cleared","36369.14","DOHMH",,,,,,,,,,,,,,,,,,
"FY09 1649","2009","Local","Speaker","Bailey House, Inc.","133165181","Cleared","125000","DYCD",,"275 Seventh Avenue, 12floor",,"New York","NY","10001-6708","to preserve the comprehensive mental health and substance abuse services",,,,,,,,,,,
"FY09 2513","2009","Local","Jackson","Ballet Theatre Foundation, Inc.","131882106","Cleared","3000","DCA",,"890 Broadway, 3rd Floor",,"New York","NY","10003-1278","Operating expenses for ""ABT at School"" in Council District 7 schools, which involved in-school workshops with ABT Teaching Artists and tickets to the Young People's Ballet Workshop.",,,,,,,,,,,
"FY09 3623","2009","Local","Weprin","Ballet Theatre Foundation, Inc.","131882106","Cleared","5000","DCA",,"890 Broadway, 3rd Floor",,"New York","NY","10003-1278","To underwrite American Ballet Theatre's ABT at School arts through in-school, hands-on workshops. Teaching Artists conduct movement exercises to build coordination and strength and also teach the basics of audience behavior, and arts appreciation.",,,,,,,,,,,
"FY09 1079","2009","Elected Officials",,"Borough President-Staten Island","136400434","Cleared","703673","SIBP",,,,,,,,,,,,,,,,,,
"FY09 1526","2009","Local","Avella","Bay Terrace Community Alliance, Inc.","113541266","Cleared","5000","DYCD",,"P.O. Box 604076",,"Bay Terrace","NY","11360","Funding for community programming.",,,,,,,,,,,
