"record_id","certificate_number","business_name","inspection_date","inspection_result","industry","borough","building_number","street","street_2","unit_type","unit","description","city","state","zip","longitude","latitude"
"16005-2019-ENFO","05439358","STAY FRESH DELI & GRILL CORP.","2019-03-14T00:00:00.000","Violation Issued","Grocery-Retail - 808","Brooklyn","1695A","BROADWAY",,,,,"BROOKLYN","NY","11207","-73.91210318943877","40.68385099919841"
"62345-2018-ENFO","03090119","DOWNTOWN BRONX DELI CORP.","2018-12-07T00:00:00.000","Pass","Grocery-Retail - 808","Bronx","622","MELROSE AVE",,,,,"BRONX","NY","10455","-73.91695529015703","40.81784221938955"
"52836-2019-ENFO","09466854","SHIM, JAE TAEK","2019-10-04T00:00:00.000","Out of Business","Misc Non-Food Retail - 817","Queens","7952","ALBION AVE",,,,,"ELMHURST","NY","11373","-73.88438838883718","40.73925152076001"
"2078462-DCA","09444093","JZ CLEANERS 2 INC","2018-12-10T00:00:00.000","Warning","Laundries","Manhattan","365","E 62ND ST",,,,,"NEW YORK","NY","10065","-73.96127770301152","40.761782524350295"
"23282-2020-ENFO","A0006625","OFFICE SUPERSTORE EAST LLC","2020-09-22T00:00:00.000","No Warning Issued","Misc Non-Food Retail - 817","Manhattan","641","6TH AVE",,,,,"NEW YORK","NY","10011","-77.51985459193568","40.112489624577165"
"60128-2018-ENFO","50101072","ROSARIO BROTHERS DELI GROCERY CORP.","2018-12-06T00:00:00.000","No Violation Issued","Tobacco Retail Dealer","Bronx","1082","OLMSTEAD AVE",,,,,"BRONX","NY","10472","-73.85350721590417","40.829037908183906"
"60754-2019-ENFO","70052046","MJB SERVICE STATION INC.","2019-12-07T00:00:00.000","Violation Issued","Tobacco Retail Dealer","Brooklyn","321","MCGUINNESS BLVD",,,,,"BROOKLYN","NY","11222","-73.95215809293443","40.733384669627895"
"60884-2019-ENFO","09484455","K POP FASHION INC","2019-12-05T00:00:00.000","No Violation Issued","Misc Non-Food Retail - 817","Brooklyn","5502","8TH AVE",,"STE","D",,"BROOKLYN","NY","11220","-74.00672701288931","40.63822771337692"
"2082025-2-DCA","09454909","GEORGIA DELI CORP","2019-03-15T00:00:00.000","Warning","Tobacco Retail Dealer","Brooklyn","591","SUTTER AVE",,,,,"BROOKLYN","NY","11207","-73.89696808690633","40.669120952355776"
"60661-2019-ENFO","03086458","681 TIMES SQUARE FOOD CORP.","2019-12-06T00:00:00.000","Pass","Grocery-Retail - 808","Manhattan","681","8TH AVE",,,,,"NEW YORK","NY","10036","-73.98923980425543","40.75800627254191"
