"system","company_name","provider_security_id","ticker","primary_isin","record_date","country","primary_sedol","meeting_type","meeting_date","ballot_cutoff_date","quick_code","proposal_number","proposal_text","proponent","vote_instruction","vote_against_management"
"City","Conyers Park Acquisition Corp.","212894208","CPAA","US82900L1026","2017-05-26T00:00:00.000","USA","BF27XF9","Special","2017-07-05T00:00:00.000","2017-07-03T00:00:00.000",,"1","Approve SPAC Transaction","Management","For","No"
"City","Conyers Park Acquisition Corp.","212894208","CPAA","US82900L1026","2017-05-26T00:00:00.000","USA","BF27XF9","Special","2017-07-05T00:00:00.000","2017-07-03T00:00:00.000",,"A1","If you wish to Exercise your Redemption Rights, you should vote FOR this proposal. If you wish not to Exercise your Redemption Rights, you should vote AGAINST","Management","Against","No"
"City","Conyers Park Acquisition Corp.","212894208","CPAA","US82900L1026","2017-05-26T00:00:00.000","USA","BF27XF9","Special","2017-07-05T00:00:00.000","2017-07-03T00:00:00.000",,"A2","If you Certify that you are Not Acting in Concert, or as a Group, in Connection with the Proposed Business Combination, you should vote FOR this proposal. If you are Acting in Concert, vote AGAINST","Management","For","No"
"City","Conyers Park Acquisition Corp.","212894208","CPAA","US82900L1026","2017-05-26T00:00:00.000","USA","BF27XF9","Special","2017-07-05T00:00:00.000","2017-07-03T00:00:00.000",,"2","Adjourn Meeting","Management","For","No"
"City","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1","Ratify the 2011 Share Increase Amendment","Management","For","No"
"City","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"2","Ratify the 2013 Share Increase Amendment","Management","For","No"
"City","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"3","Ratify the 2015 Share Increase Amendment","Management","For","No"
"City","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"4","Ratify the 2016 Share Increase Amendment","Management","For","No"
"City","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"5","Ratify the Reverse Stock Split Amendment","Management","For","No"
"City","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"6","Adjourn Meeting","Management","For","No"
"Teachers","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1","Ratify the 2011 Share Increase Amendment","Management","For","No"
"Teachers","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"2","Ratify the 2013 Share Increase Amendment","Management","For","No"
"Teachers","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"3","Ratify the 2015 Share Increase Amendment","Management","For","No"
"Teachers","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"4","Ratify the 2016 Share Increase Amendment","Management","For","No"
"Teachers","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"5","Ratify the Reverse Stock Split Amendment","Management","For","No"
"Teachers","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"6","Adjourn Meeting","Management","For","No"
"Group Trust","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1","Ratify the 2011 Share Increase Amendment","Management","For","No"
"Group Trust","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"2","Ratify the 2013 Share Increase Amendment","Management","For","No"
"Group Trust","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"3","Ratify the 2015 Share Increase Amendment","Management","For","No"
"Group Trust","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"4","Ratify the 2016 Share Increase Amendment","Management","For","No"
"Group Trust","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"5","Ratify the Reverse Stock Split Amendment","Management","For","No"
"Group Trust","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"6","Adjourn Meeting","Management","For","No"
"Police","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1","Ratify the 2011 Share Increase Amendment","Management","For","No"
"Police","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"2","Ratify the 2013 Share Increase Amendment","Management","For","No"
"Police","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"3","Ratify the 2015 Share Increase Amendment","Management","For","No"
"Police","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"4","Ratify the 2016 Share Increase Amendment","Management","For","No"
"Police","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"5","Ratify the Reverse Stock Split Amendment","Management","For","No"
"Police","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"6","Adjourn Meeting","Management","For","No"
"Fire","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"1","Ratify the 2011 Share Increase Amendment","Management","For","No"
"Fire","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"2","Ratify the 2013 Share Increase Amendment","Management","For","No"
"Fire","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"3","Ratify the 2015 Share Increase Amendment","Management","For","No"
"Fire","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"4","Ratify the 2016 Share Increase Amendment","Management","For","No"
"Fire","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"5","Ratify the Reverse Stock Split Amendment","Management","For","No"
"Fire","Galena Biopharma, Inc.","363256504","GALE","US81642T1007","2017-06-01T00:00:00.000","USA","BDTMGW1","Special","2017-07-06T00:00:00.000","2017-07-05T00:00:00.000",,"6","Adjourn Meeting","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"1","Accept Financial Statements and Statutory Reports","Management","Abstain","Yes"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"2","Approve Final Dividend","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"3","Approve Remuneration Report","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"4","Approve Remuneration Policy","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"5","Re-elect Toby Courtauld as Director","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"6","Re-elect Nick Sanderson as Director","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"7","Re-elect Martin Scicluna as Director","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"8","Re-elect Charles Philipps as Director","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"9","Re-elect Jonathan Short as Director","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"10","Elect Wendy Becker as Director","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"11","Elect Nick Hampton as Director","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"12","Elect Richard Mully as Director","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"13","Reappoint Deloitte LLP as Auditors","Management","Against","Yes"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"14","Authorise Audit Committee to Fix Remuneration of Auditors","Management","Against","Yes"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"15","Amend 2010 Long-Term Incentive Plan","Management","For","No"
"Group Trust","Great Portland Estates plc","G40712203","GPOR","GB00BZ0XJR39","2017-07-04T00:00:00.000","United Kingdom","BZ0XJR3","Annual","2017-07-06T00:00:00.000","2017-06-30T00:00:00.000",,"16","Authorise Issue of Equity with Pre-emptive Rights","Management","For","No"
