"year","disease","gender","borough","year_of_birth_category","case_count"
"2016","Chronic Hepatitis C","Female","BRONX","1900-1944","92"
"2016","Chronic Hepatitis C","Female","BRONX","1945-1965","534"
"2016","Chronic Hepatitis C","Female","BRONX","1966-1983","332"
"2016","Chronic Hepatitis C","Female","BRONX","1984-2016","227"
"2016","Chronic Hepatitis C","Female","BROOKLYN","1900-1944","173"
"2016","Chronic Hepatitis C","Female","BROOKLYN","1945-1965","654"
"2016","Chronic Hepatitis C","Female","BROOKLYN","1966-1983","500"
"2016","Chronic Hepatitis C","Female","BROOKLYN","1984-2016","391"
"2016","Chronic Hepatitis C","Female","MANHATTAN","1900-1944","81"
"2016","Chronic Hepatitis C","Female","MANHATTAN","1945-1965","380"
"2016","Chronic Hepatitis C","Female","MANHATTAN","1966-1983","281"
"2016","Chronic Hepatitis C","Female","MANHATTAN","1984-2016","242"
"2016","Chronic Hepatitis C","Female","QUEENS","1900-1944","125"
"2016","Chronic Hepatitis C","Female","QUEENS","1945-1965","509"
"2016","Chronic Hepatitis C","Female","QUEENS","1966-1983","323"
"2016","Chronic Hepatitis C","Female","QUEENS","1984-2016","229"
"2016","Chronic Hepatitis C","Female","STATEN ISLAND","1900-1944","16"
"2016","Chronic Hepatitis C","Female","STATEN ISLAND","1945-1965","83"
"2016","Chronic Hepatitis C","Female","STATEN ISLAND","1966-1983","65"
"2016","Chronic Hepatitis C","Female","STATEN ISLAND","1984-2016","54"
"2016","Chronic Hepatitis C","Female","UNKNOWN","1900-1944","3"
"2016","Chronic Hepatitis C","Female","UNKNOWN","1945-1965","34"
"2016","Chronic Hepatitis C","Female","UNKNOWN","1966-1983","27"
"2016","Chronic Hepatitis C","Female","UNKNOWN","1984-2016","20"
"2016","Chronic Hepatitis C","Male","BRONX","1900-1944","95"
"2016","Chronic Hepatitis C","Male","BRONX","1945-1965","696"
"2016","Chronic Hepatitis C","Male","BRONX","1966-1983","486"
"2016","Chronic Hepatitis C","Male","BRONX","1984-2016","244"
"2016","Chronic Hepatitis C","Male","BROOKLYN","1900-1944","106"
"2016","Chronic Hepatitis C","Male","BROOKLYN","1945-1965","805"
"2016","Chronic Hepatitis C","Male","BROOKLYN","1966-1983","616"
"2016","Chronic Hepatitis C","Male","BROOKLYN","1984-2016","309"
"2016","Chronic Hepatitis C","Male","MANHATTAN","1900-1944","111"
"2016","Chronic Hepatitis C","Male","MANHATTAN","1945-1965","624"
"2016","Chronic Hepatitis C","Male","MANHATTAN","1966-1983","443"
"2016","Chronic Hepatitis C","Male","MANHATTAN","1984-2016","234"
"2016","Chronic Hepatitis C","Male","QUEENS","1900-1944","94"
"2016","Chronic Hepatitis C","Male","QUEENS","1945-1965","575"
"2016","Chronic Hepatitis C","Male","QUEENS","1966-1983","333"
"2016","Chronic Hepatitis C","Male","QUEENS","1984-2016","223"
"2016","Chronic Hepatitis C","Male","STATEN ISLAND","1900-1944","17"
"2016","Chronic Hepatitis C","Male","STATEN ISLAND","1945-1965","119"
"2016","Chronic Hepatitis C","Male","STATEN ISLAND","1966-1983","81"
"2016","Chronic Hepatitis C","Male","STATEN ISLAND","1984-2016","71"
"2016","Chronic Hepatitis C","Male","UNKNOWN","1900-1944","8"
"2016","Chronic Hepatitis C","Male","UNKNOWN","1945-1965","81"
"2016","Chronic Hepatitis C","Male","UNKNOWN","1966-1983","68"
"2016","Chronic Hepatitis C","Male","UNKNOWN","1984-2016","31"
"2016","Chronic Hepatitis C","UNKNOWN","BRONX","1900-1944","0"
"2016","Chronic Hepatitis C","UNKNOWN","BRONX","1945-1965","0"
"2016","Chronic Hepatitis C","UNKNOWN","BRONX","1966-1983","0"
"2016","Chronic Hepatitis C","UNKNOWN","BRONX","1984-2016","0"
"2016","Chronic Hepatitis C","UNKNOWN","BROOKLYN","1900-1944","0"
"2016","Chronic Hepatitis C","UNKNOWN","BROOKLYN","1945-1965","0"
"2016","Chronic Hepatitis C","UNKNOWN","BROOKLYN","1966-1983","0"
"2016","Chronic Hepatitis C","UNKNOWN","BROOKLYN","1984-2016","1"
"2016","Chronic Hepatitis C","UNKNOWN","MANHATTAN","1900-1944","0"
"2016","Chronic Hepatitis C","UNKNOWN","MANHATTAN","1945-1965","0"
"2016","Chronic Hepatitis C","UNKNOWN","MANHATTAN","1966-1983","0"
"2016","Chronic Hepatitis C","UNKNOWN","MANHATTAN","1984-2016","0"
"2016","Chronic Hepatitis C","UNKNOWN","QUEENS","1900-1944","0"
"2016","Chronic Hepatitis C","UNKNOWN","QUEENS","1945-1965","0"
"2016","Chronic Hepatitis C","UNKNOWN","QUEENS","1966-1983","1"
"2016","Chronic Hepatitis C","UNKNOWN","QUEENS","1984-2016","0"
"2016","Chronic Hepatitis C","UNKNOWN","STATEN ISLAND","1900-1944","0"
"2016","Chronic Hepatitis C","UNKNOWN","STATEN ISLAND","1945-1965","0"
"2016","Chronic Hepatitis C","UNKNOWN","STATEN ISLAND","1966-1983","0"
"2016","Chronic Hepatitis C","UNKNOWN","STATEN ISLAND","1984-2016","0"
"2016","Chronic Hepatitis C","UNKNOWN","UNKNOWN","1900-1944","0"
"2016","Chronic Hepatitis C","UNKNOWN","UNKNOWN","1945-1965","0"
"2016","Chronic Hepatitis C","UNKNOWN","UNKNOWN","1966-1983","0"
"2016","Chronic Hepatitis C","UNKNOWN","UNKNOWN","1984-2016","0"
"2019","Chronic Hepatitis C","FEMALE","BRONX","3-19","8"
"2019","Chronic Hepatitis C","FEMALE","BRONX","20-29","68"
"2019","Chronic Hepatitis C","FEMALE","BRONX","30-39","77"
"2019","Chronic Hepatitis C","FEMALE","BRONX","40-49","80"
"2019","Chronic Hepatitis C","FEMALE","BRONX","50-59","76"
"2019","Chronic Hepatitis C","FEMALE","BRONX","60-69","72"
"2019","Chronic Hepatitis C","FEMALE","BRONX","70+","51"
"2019","Chronic Hepatitis C","FEMALE","BROOKLYN","3-19","5"
"2019","Chronic Hepatitis C","FEMALE","BROOKLYN","20-29","55"
"2019","Chronic Hepatitis C","FEMALE","BROOKLYN","30-39","71"
"2019","Chronic Hepatitis C","FEMALE","BROOKLYN","40-49","62"
"2019","Chronic Hepatitis C","FEMALE","BROOKLYN","50-59","101"
"2019","Chronic Hepatitis C","FEMALE","BROOKLYN","60-69","82"
"2019","Chronic Hepatitis C","FEMALE","BROOKLYN","70+","64"
"2019","Chronic Hepatitis C","FEMALE","MANHATTAN","3-19","5"
"2019","Chronic Hepatitis C","FEMALE","MANHATTAN","20-29","55"
"2019","Chronic Hepatitis C","FEMALE","MANHATTAN","30-39","58"
"2019","Chronic Hepatitis C","FEMALE","MANHATTAN","40-49","52"
"2019","Chronic Hepatitis C","FEMALE","MANHATTAN","50-59","48"
"2019","Chronic Hepatitis C","FEMALE","MANHATTAN","60-69","47"
"2019","Chronic Hepatitis C","FEMALE","MANHATTAN","70+","39"
"2019","Chronic Hepatitis C","FEMALE","QUEENS","3-19","6"
"2019","Chronic Hepatitis C","FEMALE","QUEENS","20-29","53"
"2019","Chronic Hepatitis C","FEMALE","QUEENS","30-39","65"
"2019","Chronic Hepatitis C","FEMALE","QUEENS","40-49","51"
"2019","Chronic Hepatitis C","FEMALE","QUEENS","50-59","68"
"2019","Chronic Hepatitis C","FEMALE","QUEENS","60-69","69"
"2019","Chronic Hepatitis C","FEMALE","QUEENS","70+","47"
"2019","Chronic Hepatitis C","FEMALE","STATEN ISLAND","20-29","15"
"2019","Chronic Hepatitis C","FEMALE","STATEN ISLAND","30-39","14"
"2019","Chronic Hepatitis C","FEMALE","STATEN ISLAND","40-49","8"
"2019","Chronic Hepatitis C","FEMALE","STATEN ISLAND","50-59","7"
"2019","Chronic Hepatitis C","FEMALE","STATEN ISLAND","60-69","20"
"2019","Chronic Hepatitis C","FEMALE","STATEN ISLAND","70+","10"
"2019","Chronic Hepatitis C","FEMALE","UNKNOWN","3-19","1"
"2019","Chronic Hepatitis C","FEMALE","UNKNOWN","20-29","3"
"2019","Chronic Hepatitis C","FEMALE","UNKNOWN","30-39","6"
"2019","Chronic Hepatitis C","FEMALE","UNKNOWN","40-49","7"
"2019","Chronic Hepatitis C","FEMALE","UNKNOWN","50-59","9"
"2019","Chronic Hepatitis C","FEMALE","UNKNOWN","60-69","11"
"2019","Chronic Hepatitis C","FEMALE","UNKNOWN","70+","7"
"2019","Chronic Hepatitis C","MALE","BRONX","3-19","6"
"2019","Chronic Hepatitis C","MALE","BRONX","20-29","78"
"2019","Chronic Hepatitis C","MALE","BRONX","30-39","149"
"2019","Chronic Hepatitis C","MALE","BRONX","40-49","115"
"2019","Chronic Hepatitis C","MALE","BRONX","50-59","107"
"2019","Chronic Hepatitis C","MALE","BRONX","60-69","100"
"2019","Chronic Hepatitis C","MALE","BRONX","70+","52"
"2019","Chronic Hepatitis C","MALE","BROOKLYN","3-19","8"
"2019","Chronic Hepatitis C","MALE","BROOKLYN","20-29","89"
"2019","Chronic Hepatitis C","MALE","BROOKLYN","30-39","148"
"2019","Chronic Hepatitis C","MALE","BROOKLYN","40-49","142"
"2019","Chronic Hepatitis C","MALE","BROOKLYN","50-59","126"
"2019","Chronic Hepatitis C","MALE","BROOKLYN","60-69","120"
"2019","Chronic Hepatitis C","MALE","BROOKLYN","70+","51"
"2019","Chronic Hepatitis C","MALE","MANHATTAN","3-19","5"
"2019","Chronic Hepatitis C","MALE","MANHATTAN","20-29","81"
"2019","Chronic Hepatitis C","MALE","MANHATTAN","30-39","163"
"2019","Chronic Hepatitis C","MALE","MANHATTAN","40-49","162"
"2019","Chronic Hepatitis C","MALE","MANHATTAN","50-59","123"
"2019","Chronic Hepatitis C","MALE","MANHATTAN","60-69","99"
"2019","Chronic Hepatitis C","MALE","MANHATTAN","70+","36"
"2019","Chronic Hepatitis C","MALE","QUEENS","3-19","12"
"2019","Chronic Hepatitis C","MALE","QUEENS","20-29","57"
"2019","Chronic Hepatitis C","MALE","QUEENS","30-39","99"
"2019","Chronic Hepatitis C","MALE","QUEENS","40-49","100"
"2019","Chronic Hepatitis C","MALE","QUEENS","50-59","83"
"2019","Chronic Hepatitis C","MALE","QUEENS","60-69","98"
"2019","Chronic Hepatitis C","MALE","QUEENS","70+","44"
"2019","Chronic Hepatitis C","MALE","STATEN ISLAND","3-19","2"
"2019","Chronic Hepatitis C","MALE","STATEN ISLAND","20-29","20"
"2019","Chronic Hepatitis C","MALE","STATEN ISLAND","30-39","22"
"2019","Chronic Hepatitis C","MALE","STATEN ISLAND","40-49","11"
"2019","Chronic Hepatitis C","MALE","STATEN ISLAND","50-59","18"
"2019","Chronic Hepatitis C","MALE","STATEN ISLAND","60-69","24"
"2019","Chronic Hepatitis C","MALE","STATEN ISLAND","70+","8"
"2019","Chronic Hepatitis C","MALE","UNKNOWN","3-19","1"
"2019","Chronic Hepatitis C","MALE","UNKNOWN","20-29","4"
"2019","Chronic Hepatitis C","MALE","UNKNOWN","30-39","22"
"2019","Chronic Hepatitis C","MALE","UNKNOWN","40-49","20"
"2019","Chronic Hepatitis C","MALE","UNKNOWN","50-59","25"
"2019","Chronic Hepatitis C","MALE","UNKNOWN","60-69","81"
"2019","Chronic Hepatitis C","MALE","UNKNOWN","70+","44"
