"property_id","property_name","parent_property_id","parent_property_name","year_ending","nyc_borough_block_and_lot","nyc_building_identification","address_1","address_2","city","postcode","primary_property_type_self","primary_property_type","national_median_reference","list_of_all_property_use","largest_property_use_type","largest_property_use_type_1","_2nd_largest_property_use","_2nd_largest_property_use_1","_3rd_largest_property_use","_3rd_largest_property_use_1","year_built","construction_status","number_of_buildings","occupancy","metered_areas_energy","metered_areas_water","energy_star_score","national_median_energy_star","energy_star_certification","energy_star_certification_1","energy_star_certification_2","site_eui_kbtu_ft","weather_normalized_site_eui","national_median_site_eui","difference_from_national","site_energy_use_kbtu","weather_normalized_site_energy","weather_normalized_site","weather_normalized_site_1","source_eui_kbtu_ft","weather_normalized_source","national_median_source_eui","difference_from_national_1","source_energy_use_kbtu","weather_normalized_source_1","fuel_oil_1_use_kbtu","fuel_oil_2_use_kbtu","fuel_oil_4_use_kbtu","fuel_oil_5_6_use_kbtu","diesel_2_use_kbtu","kerosene_use_kbtu","propane_use_kbtu","district_steam_use_kbtu","district_hot_water_use_kbtu","district_chilled_water_use","natural_gas_use_kbtu","natural_gas_use_therms","weather_normalized_site_2","electricity_use_grid_purchase","electricity_use_grid_purchase_1","weather_normalized_site_3","electricity_use_grid_purchase_2","electricity_use_grid_purchase_3","electricity_use_generated","electricity_use_generated_1","electricity_use_generated_2","electricity_use_generated_3","annual_maximum_demand_kw","annual_maximum_demand_mm","annual_maximum_demand_meter","green_power_onsite_kwh","green_power_offsite_kwh","green_power_onsite_and_offsite","total_ghg_emissions_metric","direct_ghg_emissions_metric","total_ghg_emissions_intensity","direct_ghg_emissions_intensity","indirect_ghg_emissions_metric","net_emissions_metric_tons","indirect_ghg_emissions","national_median_total_ghg","egrid_output_emissions_rate","avoided_emissions_onsite","avoided_emissions_offsite","avoided_emissions_onsite_1","percent_of_electricity_that","percent_of_recs_retained","percent_of_total_electricity","costar_property_id","leed_us_project_id","adult_education_gross_floor","ambulatory_surgical_center","automobile_dealership_gross","bank_branch_gross_floor_area","barracks_gross_floor_area","college_university_gross","convention_center_gross_floor","courthouse_gross_floor_area","data_center_gross_floor_area","data_center_ups_system","data_center_cooling_equipment","data_center_it_energy","data_center_energy_estimates","data_center_ups_output_meter","data_center_pdu_input_meter","data_center_pdu_output_meter","data_center_it_equipment","data_center_it_site_energy","data_center_it_source_energy","data_center_pue","data_center_national_median","distribution_center_gross","enclosed_mall_gross_floor","energy_power_station_gross","financial_office_gross_floor","financial_office_number_of","financial_office_weekly","financial_office_number_of_1","fitness_center_health_club","food_sales_gross_floor_area","food_service_gross_floor","hospital_general_medical","hospital_general_medical_1","hospital_general_medical_2","hospital_general_medical_3","hospital_general_medical_4","hospital_general_medical_5","hospital_general_medical_6","hospital_general_medical_7","hospital_general_medical_8","hospital_general_medical_9","hospital_general_medical_10","hospital_general_medical_11","hospital_general_medical_12","medical_office_gross_floor","medical_office_number_of","medical_office_number_of_1","medical_office_number_of_2","medical_office_percent_that","medical_office_percent_that_1","medical_office_weekly","outpatient_rehabilitation","urgent_care_clinic_other","hotel_gross_floor_area_ft","hotel_gym_fitness_center","k_12_school_gross_floor_area","pre_school_daycare_gross","laboratory_gross_floor_area","mailing_center_post_office","movie_theater_gross_floor","manufacturing_industrial","multifamily_housing_government","multifamily_housing_gross","multifamily_housing_number","multifamily_housing_number_1","multifamily_housing_number_2","multifamily_housing_number_3","multifamily_housing_number_4","multifamily_housing_total","multifamily_housing_total_1","multifamily_housing_number_5","multifamily_housing_number_6","multifamily_housing_number_7","multifamily_housing_percent","multifamily_housing_percent_1","multifamily_housing_resident","residence_hall_dormitory","non_refrigerated_warehouse","office_gross_floor_area_ft","office_number_of_computers","office_number_of_workers","office_percent_that_can_be","office_percent_that_can_be_1","office_weekly_operating_hours","office_worker_density_number","other_gross_floor_area_ft","museum_gross_floor_area_ft","performing_arts_gross_floor","parking_gross_floor_area","parking_completely_enclosed","parking_open_parking_lot","parking_partially_enclosed","refrigerated_warehouse_gross","restaurant_gross_floor_area","restaurant_weekly_operating","restaurant_worker_density","retail_store_gross_floor","retail_store_number_of_walk","retail_store_number_of_open","retail_store_percent_that","self_storage_facility_gross","senior_care_community_gross","senior_care_community_living","social_meeting_hall_gross","supermarket_grocery_gross","supermarket_grocery_number","supermarket_grocery_number_1","wholesale_club_supercenter","wastewater_treatment_plant","wholesale_club_supercenter_1","worship_facility_gross_floor","estimated_data_flag","estimated_data_flag_natural","estimated_data_flag_fuel","estimated_data_flag_fuel_1","estimated_data_flag_fuel_2","estimated_data_flag_fuel_3","estimated_data_flag_district","estimated_data_flag_1","estimated_values_energy","estimated_values_water","alert_data_center_issue_with","alert_gross_floor_area_is","alert_property_has_no_uses","alert_energy_meter_has_less","alert_energy_meter_has_gaps","alert_energy_meter_has","alert_energy_no_meters","alert_energy_meter_has_single","alert_water_meter_has_less","default_values","temporary_values","data_quality_checker_date","property_gfa_self_reported","property_gfa_calculated","property_gfa_calculated_1","property_gfa_calculated_2","water_use_all_water_sources","indoor_water_use_all_water","indoor_water_use_intensity","outdoor_water_use_all_water","municipally_supplied_potable","municipally_supplied_potable_1","municipally_supplied_potable_2","municipally_supplied_potable_3","water_use_intensity_all_water","third_party_certification","third_party_certification_1","third_party_certification_2","last_modified_date_property","last_modified_date_electric","last_modified_date_gas_meters","last_modified_date_non","last_modified_date_water","generation_date","release_date","borough","latitude","longitude","community_board","council_district","census_tract","nta"
"7365","1155","Not Applicable: Standalone Property","Not Applicable: Standalone Property","2019-12-31T00:00:00.000","1009970029","1022631","1155  Avenue  of  the  Americas","Not Available","Manhattan","10036","Office","Office","CBECS - Office & Bank/Financial","Bank Branch, Office","Office","679759","Bank Branch","5227","Not Available","Not Available","1982","Existing","1","55","Whole Property","Not Available","80","50","2017, 2015, 2010, 2008, 2006, 2005, 2003, 2002, 2001","10/04/2017","Yes","50.1","49.9","81.1","-38.2","34344218.3","34173207.4","10.9","Not Available","119.8","119.5","193.8","-38.2","82068339.9","81862606.8","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","8826445.8","Not Available","Not Available","Not Available","Not Available","Not Available","25517772.4","7478830.4","7478830.4","25517771.4","7478831","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","2747.2","0","4","0","2747.2","2747.2","4","4443.8","84.7","Not Available","0","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","5227","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","679759","2320","1266","100","100","50.94","1.86242","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","No","Not Available","No","Unable to Check (not enough data)","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Unable to Check (not enough data)","No","No","Not Available","686838","684986","684986","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","05/26/2020 06:19 AM EDT","04/29/2020 01:07 PM EDT","Not Available","05/18/2020 05:46 AM EDT","Not Available","2020-05-28T04:27:22.000","2020-05-28T11:31:28.000","MANHATTAN","40.756631","-73.982826","105","4","119","Midtown-Midtown South"
"8139","200","Not Applicable: Standalone Property","Not Applicable: Standalone Property","2019-12-31T00:00:00.000","1013150001","1037545","200  East  42nd  St.","Not Available","Manhattan","10017","Office","Office","CBECS - Office & Bank/Financial","Bank Branch, Office, Retail Store","Office","366528","Retail Store","15789","Bank Branch","2115","1956","Existing","1","100","Whole Property","Whole Property","68","50","2018, 2017, 2015, 2010, 2008, 2001","07/02/2018","No","95.2","93.7","123.1","-22.6","36613879.7","36038018.3","13.3","Not Available","187.5","185.5","242.3","-22.6","72082693.1","71307872.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","19058831","Not Available","Not Available","Not Available","Not Available","Not Available","17555048.6","5145089.8","5130034.1","17555047.1","5145090","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","2752.2","0","7.2","0","2752.2","2752.2","7.2","3555.9","84.7","Not Available","0","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2115","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","366528","1670","1518","100","100","65","4.14157","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","15789","0","0","100","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","No","Not Available","No","No","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","No","No","Not Available","384432","384432","384432","Not Available","7310.6","7310.6","19.02","Not Available","Not Available","7310.6","7310.6","Not Available","19.02","Not Available","Not Available","Not Available","05/26/2020 06:31 AM EDT","04/29/2020 01:07 PM EDT","Not Available","05/26/2020 06:31 AM EDT","03/03/2020 05:46 PM EST","2020-05-28T04:27:23.000","2020-05-28T11:31:28.000","MANHATTAN","40.750698","-73.974306","106","4","88","Turtle Bay-East Midtown"
"8604","114","Not Applicable: Standalone Property","Not Applicable: Standalone Property","2019-12-31T00:00:00.000","1009990019","1022667","114  West  47th  st","Not Available","Manhattan","10036","Financial Office","Financial Office","CBECS - Office & Bank/Financial","Financial Office","Financial Office","577534","Not Available","Not Available","Not Available","Not Available","1989","Existing","1","95","Whole Property","Not Available","72","50","2018, 2016, 2015, 2010, 2008, 2006, 2005, 2003, 2002, 2001","05/02/2018","No","67.4","67.2","93.2","-27.6","38939555.8","38830837.3","12.9","0","151.2","150.8","208.9","-27.6","87318063.7","87106583.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","12554187.8","Not Available","Not Available","950954.5","9509.545329","9509.5","25434413.5","7454399.3","7439591","25434412.8","7454400","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","3038.1","50.5","5.3","0.1","2987.6","3038.1","5.2","4198.1","84.7","Not Available","0","0","0","Not Available","Not Available","Not Available","1000074571","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","577534","1280","90","1280","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","No","Not Available","Not Available","Not Available","Not Available","No","Not Available","No","Unable to Check (not enough data)","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Unable to Check (not enough data)","No","No","Not Available","577534","577534","577534","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","05/18/2020 05:34 AM EDT","04/29/2020 01:05 PM EDT","04/29/2020 01:07 PM EDT","05/18/2020 05:34 AM EDT","Not Available","2020-05-28T04:27:23.000","2020-05-28T11:31:28.000","MANHATTAN","40.75831","-73.982504","105","4","125","Midtown-Midtown South"
"8841","733","Not Applicable: Standalone Property","Not Applicable: Standalone Property","2019-12-31T00:00:00.000","1013190047","1037596","733  Third  Avenue","Not Available","Manhattan","10017","Office","Office","CBECS - Office & Bank/Financial","Office","Office","394646","Not Available","Not Available","Not Available","Not Available","1961","Existing","1","100","Whole Property","Not Available","63","50","2018, 2017, 2015, 2010, 2008, 2006, 2005, 2003, 2001","05/02/2018","No","99.4","97.2","119.4","-16.8","39212617","38367983.1","13.7","0.1","193.6","191","232.7","-16.8","76385587.2","75369458","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","18573478.8","Not Available","Not Available","2142090.3","21420.90327","21420.9","18497047.9","5421174","5421174","18497049.1","5421175","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","2913.5","113.8","7.4","0.3","2799.8","2913.5","7.1","3502.3","84.7","Not Available","0","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","394646","1810","1239","100","100","71.44","3.13952","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","No","Not Available","Not Available","Not Available","Not Available","No","Not Available","No","Unable to Check (not enough data)","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Unable to Check (not enough data)","No","No","Not Available","390878","394646","394646","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","05/18/2020 05:50 AM EDT","04/29/2020 01:07 PM EDT","04/29/2020 01:05 PM EDT","05/18/2020 05:50 AM EDT","Not Available","2020-05-28T04:27:24.000","2020-05-28T11:31:28.000","MANHATTAN","40.753074","-73.972753","106","4","90","Turtle Bay-East Midtown"
"11809","Conde Nast Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","2019-12-31T00:00:00.000","1009950005","1085682","4 Times Square","Not Available","Manhattan","10036","Office","Office","CBECS - Office & Bank/Financial","Office, Retail Store","Office","1539113","Retail Store","62864","Not Available","Not Available","1999","Existing","1","100","Whole Property","Not Available","46","50","2010, 2008, 2006, 2005, 2003, 2002, 2001","03/22/2011","No","100.2","100.1","96.3","4.1","160549289.2","160382459.6","20.3","0.2","227.6","227.5","218.7","4.1","364574864","364396738.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","11624187.2","Not Available","Not Available","37942740.9","379427.409","377952.2","110982361.2","32527065.5","32527065.5","110982362.8","32527070","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","12186.2","2015.3","7.6","1.3","10170.9","12186.2","6.3","11711.2","84.7","Not Available","0","0","0","Not Available","Not Available","Not Available","1000098026","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","1539113","4008","4727","100","100","78.4","3.07125","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","62864","2","5","100","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","No","Not Available","Not Available","Not Available","Not Available","No","Not Available","No","Unable to Check (not enough data)","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Unable to Check (not enough data)","No","No","Not Available","1601977","1601977","1601977","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","05/26/2020 07:00 AM EDT","05/26/2020 07:00 AM EDT","04/29/2020 01:05 PM EDT","05/18/2020 05:53 AM EDT","Not Available","2020-05-28T04:27:25.000","2020-05-28T11:31:28.000","MANHATTAN","40.756181","-73.986244","105","4","119","Midtown-Midtown South"
"28400","NYP Columbia (West Campus)","28400","NYP Columbia (West Campus)","2019-12-31T00:00:00.000","1-02138-0040; 1-02138-0030; 1-02139-0001; 1-02139-0085; 1-02136-0245","1084198; 1084387;1084385; 1084386; 1084388; 1084389; 1807867; 1809824; 1063380; 1087281; 1076746; 1813204; 1063403; 1063347","622 168th Street","Not Available","New York","10032","Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)","ASHE Survey","Hospital (General Medical & Surgical), Parking","Hospital (General Medical & Surgical)","3813938","Parking","211980","Not Available","Not Available","1969","Existing","5","100","Whole Property","Whole Property","74","50","Not Available","Not Available","No","247.4","249.1","281.1","-12","943574609.7","949952055","25.1","2.5","394.1","395.8","447.9","-12","1503131641","1509572861","Not Available","40826393","Not Available","Not Available","Not Available","Not Available","Not Available","-371372805.3","Not Available","Not Available","947922932","9479229.32","9479229.3","326198090","95603180","95603180","326198084.3","95603190","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","54640.6","53378.4","14.3","14","1262.2","54640.6","0.3","62092.6","79.5","Not Available","0","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","12687","3813938","100% Yes","3868.12","12","0.00315","1786","0.46828","7399.87","1.94022","3.32648","100","100","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","211980","211980","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","No","Not Available","No","Not Available","No","No","Not Available","No","No","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Yes","Yes","2020-07-28","3813938","4025918","3813938","211980","285.3","285.3","0.07","Not Available","Not Available","285.3","285.3","Not Available","0.07","Not Available","Not Available","Not Available","09/14/2020 11:56 AM EDT","02/26/2020 05:18 PM EST","02/26/2020 05:25 PM EST","02/26/2020 05:31 PM EST","05/01/2019 12:48 PM EDT","2020-09-14T12:04:04.000","2020-09-14T12:07:42.000",,,,,,,
"28402","NYP Cornell (East Campus)","28402","NYP Cornell (East Campus)","2019-12-31T00:00:00.000","1-01480-0001; 1-01482-0040","1084781; 1084780; 1081252","525 East 68th Street","Not Available","New York","10021","Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)","ASHE Survey","Hospital (General Medical & Surgical), Other","Hospital (General Medical & Surgical)","2405480","Other","396315","Not Available","Not Available","1932","Existing","2","100","Whole Property","Whole Property","75","50","2011","07/19/2011","Yes","340.1","342.4","387","-12.1","952786624.9","959338652.2","8.7","5.4","371.3","373.5","422.6","-12.1","1040438229","1046432888","Not Available","36123199.8","Not Available","Not Available","Not Available","Not Available","Not Available","-683661240.9","Not Available","Not Available","1516847257","15168472.57","15168472.6","83477409.1","24465826.2","24363838.4","83477412","24465830","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","44487","83247.7","15.9","29.7","-38760.7","44487","-13.8","50625.5","79.5","Not Available","0","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","7599.4","2405480","100% Yes","2050.6","5","0.00208","843","0.35045","3922.9","1.63082","3.1592","100","100","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","396315","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","No","Not Available","No","Not Available","Not Available","No","Not Available","No","No","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Possible Issue","No","No","2020-07-31","2801796","2801795","2801795","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","09/14/2020 11:58 AM EDT","02/27/2020 02:06 PM EST","02/27/2020 02:20 PM EST","02/27/2020 02:36 PM EST","Not Available","2020-09-14T12:04:05.000","2020-09-14T12:07:42.000","MANHATTAN","40.764149","-73.955251","108","5","116","Lenox Hill-Roosevelt Island"
"28404","The Allen Hospital","Not Applicable: Standalone Property","Not Applicable: Standalone Property","2019-12-31T00:00:00.000","1-02244-0100","1065045","5141 Broadway","Not Available","New York","10034","Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)","ASHE Survey","Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)","308789","Not Available","Not Available","Not Available","Not Available","1991","Existing","1","100","Whole Property","Whole Property","38","50","2014, 2006, 2005","02/19/2014","No","270.3","269","256","5.6","83473186.4","83068653.2","31.4","1.6","473.4","469.8","448.3","5.6","146188034.2","145055341","Not Available","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","50021078.7","500210.7874","500210.8","33452107.7","9804250.8","9685688.9","33452107.8","9804252","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","5315.1","2656.9","17.2","8.6","2658.2","5315.1","8.6","5033.3","79.5","Not Available","0","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","800","308789","100% Yes","206.9","1","0.00324","206","0.66712","395.8","1.28178","2.59077","100","100","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","No","No","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","No","No","Not Available","308789","308789","308789","Not Available","24665.5","24665.5","79.88","Not Available","Not Available","24665.5","24665.5","Not Available","79.88","Not Available","Not Available","Not Available","09/14/2020 11:58 AM EDT","02/26/2020 05:46 PM EST","02/26/2020 05:52 PM EST","02/26/2020 05:49 PM EST","07/22/2020 01:53 PM EDT","2020-09-14T12:04:06.000","2020-09-14T12:07:42.000","MANHATTAN","40.872385","-73.912668","112","10","297","park-cemetery-etc-Manhattan"
