"pub_date","agency_cd","agency_name","init_type","init_grp","record_id","init_nm","init_desc","init_sav_type","init_sav_grp_nm","funding","fiscal_year","num_yrs_prsnt","fy1_amt","fy2_amt","fy3_amt","fy4_amt","fy5_amt"
"20190619","056","Police Department","BAS","Baseline Per April 2019 Plan",,,,,,"C","2019","5","5311555","5245790","5243013","5247129","5247055"
"20190619","056","Police Department","CIS","Council Initiatives",,,,,,"C","2019","5","-7","85","0","0","0"
"20190619","056","Police Department","EIRS","Expenditure Increases/Re-estimates",,,,,,"C","2019","5","9608","9641","5672","5718","5771"
"20190619","056","Police Department","CI","Council Initiatives","ADPC056Q340006","Local Initiative Reallocations",,,,"C","2019","5","-7","0","0","0","0"
"20190619","056","Police Department","CI","Council Initiatives","ADPC056Q340007","Local Initiatives",,,,"C","2019","5","0","73","0","0","0"
"20190619","056","Police Department","CI","Council Initiatives","ADPC056Q240008","City Council Enhancements",,,,"C","2019","5","0","12","0","0","0"
"20190619","056","Police Department","EIR","Expenditure Increases/Re-estimates","ADPB056A340000","Additional Traffic Enforcement Agents (TEAs)",,,,"C","2019","5","0","6485","4775","4821","4874"
"20190619","056","Police Department","EIR","Expenditure Increases/Re-estimates","ADPB056A340001","Terminal Leave",,,,"C","2019","5","10000","0","0","0","0"
"20190619","056","Police Department","EIR","Expenditure Increases/Re-estimates","ADPC056C140002","DC37 Labor Funding Adjustment",,,,"C","2019","5","392","864","897","897","897"
"20190619","056","Police Department","EIR","Expenditure Increases/Re-estimates","ADPC056N140003","Technical Adjustment",,,,"C","2019","5","-2292","2292","0","0","0"
"20190619","056","Police Department","EIR","Expenditure Increases/Re-estimates","ADPC056C140005","08-010 Lump Sum",,,,"C","2019","5","1508","0","0","0","0"
"20190619","057","Fire Department","BAS","Baseline Per April 2019 Plan",,,,,,"C","2019","5","1822343","1819717","1827519","1813127","1813296"
"20190619","057","Fire Department","CIS","Council Initiatives",,,,,,"C","2019","5","0","364","0","0","0"
"20190619","057","Fire Department","CSP","Citywide Savings Program",,,,,,"C","2019","5","0","-1686","-1686","-1686","-1686"
"20190619","057","Fire Department","EIRS","Expenditure Increases/Re-estimates",,,,,,"C","2019","5","32462","3496","1827","1827","349"
"20190619","057","Fire Department","CI","Council Initiatives","ADPC057Q340006","Local Initiatives",,,,"C","2019","5","0","294","0","0","0"
"20190619","057","Fire Department","CI","Council Initiatives","ADPC057Q240007","City Council Enhancements",,,,"C","2019","5","0","70","0","0","0"
"20190619","057","Fire Department","SAV","Citywide Savings Program","ADPC057M640008","Vacancy Reductions",,"Efficiency","People and Space: Staffing","C","2019","5","0","-1686","-1686","-1686","-1686"
"20190619","057","Fire Department","EIR","Expenditure Increases/Re-estimates","ADPC057C140001","CB- DC 37 Local 1087",,,,"C","2019","5","155","349","349","349","349"
"20190619","057","Fire Department","EIR","Expenditure Increases/Re-estimates","ADPB057A340000","EMS Revenue Shortfall",,,,"C","2019","5","31421","0","0","0","0"
"20190619","057","Fire Department","EIR","Expenditure Increases/Re-estimates","ADPC057N140002","OTPS Rolls",,,,"C","2019","5","-669","669","0","0","0"
"20190619","057","Fire Department","EIR","Expenditure Increases/Re-estimates","ADPB057A340001","Rumblers",,,,"C","2019","5","0","1478","1478","1478","0"
"20190619","057","Fire Department","EIR","Expenditure Increases/Re-estimates","ADPC057V540003","Get Alarmed NYC",,,,"C","2019","5","0","1000","0","0","0"
"20190619","057","Fire Department","EIR","Expenditure Increases/Re-estimates","ADPC057C140004","CB - Backpay Adjustment",,,,"C","2019","5","1280","0","0","0","0"
"20190619","057","Fire Department","EIR","Expenditure Increases/Re-estimates","ADPC057X340000","Motor Fuel",,,,"C","2019","5","275","0","0","0","0"
"20190619","072","Department of Correction","BAS","Baseline Per April 2019 Plan",,,,,,"C","2019","5","1367603","1350995","1398641","1396089","1396084"
"20190619","072","Department of Correction","CIS","Council Initiatives",,,,,,"C","2019","5","0","550","0","0","0"
"20190619","072","Department of Correction","CSP","Citywide Savings Program",,,,,,"C","2019","5","0","-2525","-2525","-2525","-2525"
"20190619","072","Department of Correction","EIRS","Expenditure Increases/Re-estimates",,,,,,"C","2019","5","53","92","95","95","95"
"20190619","072","Department of Correction","CI","Council Initiatives","ADPC072Q240001","Discharge Planning",,,,"C","2019","5","0","550","0","0","0"
"20190619","072","Department of Correction","SAV","Citywide Savings Program","ADPC072M640002","Vacancy Reductions",,"Efficiency","People and Space: Staffing","C","2019","5","0","-2525","-2525","-2525","-2525"
"20190619","072","Department of Correction","EIR","Expenditure Increases/Re-estimates","ADPB072A140000","Investigation Division (ID) Resources",,,,"C","2019","5","0","4915","4915","4915","4915"
