"site_id","provider_id","program_id","contract_id","agency_name","bbl","bin","community_district","council_district","latitude","longitude","nta","census_tract","catchment_type","catchment_zone","catchment_intersection_1","catchment_intersection_2","fixed_address","address_1","address_2","borough","city","state","zip","site_name","site_budget","notes","accepts_dropins","language_taxonomy","service_taxonomy","population_taxonomy","service_setting_taxonomy","bp_category","bp_population","capacity","capacity_units","serves_food","catchment_description","state_senate_district","state_assembly_district"
"26","31","120","3111","DSS","3015480019","3042090","303","41","40.678793","-73.920384","BK79","301",,,,,"true","1958 FULTON STREET","2nd floor","brooklyn","brooklyn","NY","11233","CAMBA INC_Brooklyn","4964641.7",,"true",,"[""preventive services""]",,"[""office""]","[""housing""]",,,,"false",,"25","55"
"27","31","120","3111","DSS","3013900044","3259314","308","35","40.668837","-73.931675","BK61","351",,,,,"true","1117 EASTERN PARKWAY",,"brooklyn","brooklyn","NY","11213","CAMBA INC_Brooklyn","0",,"true",,"[""preventive services""]",,"[""office""]","[""housing""]",,,,"false",,"20","56"
"28","31","120","3099","DSS","3051030042","3117228","314","40","40.650423","-73.957825","BK95","794",,,,,"true","2244 CHURCH AVENUE","4th floor","brooklyn","brooklyn","NY","11226","CAMBA INC_Brooklyn","2786303.17",,"true",,"[""preventive services""]",,"[""office""]","[""housing""]",,,,"false",,"21","42"
"52","728","179","3436","DOHMH","5001340053","5003448","501","49","40.634691","-74.105857","SI35","67",,,,,"true","690 CASTLETON AVENUE","1ST FLOOR","staten is","staten island","NY","10310","RICHMOND MEDICAL CENTER_Staten Island",,,"false",,,,,,,,,"false",,"24","61"
"53","671","179","3264","DOHMH","1021400050","1085495","112","10","40.842399","-73.944074","MN36","255",,,,,"true","1051 RIVERSIDE DRIVE",,"manhattan","new york","NY","10032","RESEARCH FOUNDATION FOR MENTAL HYGIENE INC_Manhattan",,,"false",,,,,,,,,"false",,"31","71"
"54","512","183","3431","DOHMH","5000050065","5000027","501","49","40.641112","-74.076825","SI22","3",,,,,"true","25 CENTRAL AVENUE",,"staten is","staten island","NY","10301","PROJECT HOSPITALITY INC_Staten Island",,,"false",,,,,,,,,"false",,"23","61"
"60","162","181","3258","DOHMH","2033280025","2017792","207","11","40.883971","-73.880267","BX43","431",,,,,"true","3550 JEROME AVENUE",,"bronx","bronx","NY","10467","MONTEFIORE MEDICAL CENTER_Bronx",,,"false",,,,,,,,,"false",,"36","81"
"61","162","181","3258","DOHMH","2031790004","2127653","205","14","40.854218","-73.906958","BX41","241",,,,,"true","2058 JEROME AVENUE",,"bronx","bronx","NY","10453","MONTEFIORE MEDICAL CENTER_Bronx",,,"false",,,,,,,,,"false",,"33","86"
"62","162","181","3258","DOHMH","2042260130","2115332","211","13","40.846147","-73.841824","BX37","284",,,,,"true","1510 WATERS PLACE",,"bronx","bronx","NY","10461","MONTEFIORE MEDICAL CENTER_Bronx",,,"false",,,,,,,,,"false",,"34","82"
"63","162","181","3258","DOHMH","2024430100","2002457","204","16","40.825685","-73.918817","BX14","61",,,,,"true","260 EAST 161 STREET",,"bronx","bronx","NY","10451","MONTEFIORE MEDICAL CENTER_Bronx",,,"false",,,,,,,,,"false",,"32","79"
