"objectid","a","service_category","service_type","walk_in","insurance","children","facility_name","address","city","borough","latitude","longitude","zip_code","phone","website","monday","tuesday","wednesday","thursday","friday","saturday","sunday","more_information","dohmh_website","location"
"646","748","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Newtown Pharmacy","28-04 31st Street","Astoria","QUEENS","40.768322759999997","-73.920096029999996","11102","(718) 728-9100",,,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","28-04 31st Street
Astoria,  
(40.76832276, -73.92009603)"
"70","224","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Walgreens Drug Store","84-20  Broadway","Queens","Queens","40.739637680000001","-73.878190669999995","11373","(800) 358-9950","https://www.walgreens.com/",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","84-20 Broadway
Queens,  
(40.73963768, -73.87819067)"
"810","840","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","Yes","Homecrest Clinic","1601 AVENUE S ","BROOKLYN","BROOKLYN","40.603598169999998","-73.956209020000003","11229","718-616-4594","http://www.nychealthandhospitals.org/hhc/html/home/home.shtml",,,,,,,,"Call location for hours and information. Insurance not required.","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","1601 AVENUE S
BROOKLYN,  
(40.60359817, -73.95620902)"
"630","659","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Medcare Health Inc.","260 Kings Highway","Brooklyn","BROOKLYN","40.605257330000001","-73.981053450000005","11223","(718) 513-3322",,,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","260 Kings Highway
Brooklyn,  
(40.60525733, -73.98105345)"
"366","182","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Duane Reade","949 3RD AVE","NEW YORK","Manhattan","40.760122760000002","-73.96758174","10022","212-223-1765","https://www.walgreens.com/topic/duane-reade/duane-reade.jsp",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","949 3RD AVE
NEW YORK,  
(40.76012276, -73.96758174)"
"139","127","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Duane Reade","10309 LIBERTY AVE","OZONE PARK","Queens","40.681857000000001","-73.837319359999995","11417","718-659-9621","https://www.walgreens.com/topic/duane-reade/duane-reade.jsp",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","10309 LIBERTY AVE
OZONE PARK,  
(40.681857, -73.83731936)"
"761","767","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Drugs Care Pharmacy","1001 Church Avenue","Brooklyn","BROOKLYN","40.646657339999997","-73.970176899999998","11218","(718) 856-2976",,,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","1001 Church Avenue
Brooklyn,  
(40.64665734, -73.9701769)"
"102","30","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Duane Reade","22 W 48TH ST","NEW YORK","Manhattan","40.757784829999999","-73.979431259999998","10036","212-730-4914","https://www.walgreens.com/topic/duane-reade/duane-reade.jsp",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","22 W 48TH ST
NEW YORK,  
(40.75778483, -73.97943126)"
"480","620","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Kmart Pharamcy","66-26 metropolitan Avenue ","Middle Village","QUEENS","40.712364219999998","-73.892027729999995","11379","(718) 386-0989",,,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","66-26 metropolitan Avenue
Middle Village,  
(40.71236422, -73.89202773)"
"348","286","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Walgreens Drug Store","1511 86th Street","Brooklyn","Brooklyn","40.611233069999997","-74.009136920000003","11228","(800) 358-9950","https://www.walgreens.com/",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","1511 86th Street
Brooklyn,  
(40.61123307, -74.00913692)"
"847","854","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Washington Hts HC *Special Event*","600 West 168th Street","MANHATTAN","MANHATTAN","40.841257460000001","-73.940222019999993","10032","(212) 491-1661",,,,,,,,,"Special Event Hours:  Tuesday, November 1st, 10:00 am -12:00 pm & Monday, November 14th, 10:00 am -12:00 pm on 1st Floor (Former HHC Child Clinic)","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","600 West 168th Street
MANHATTAN,  
(40.84125746, -73.94022202)"
"334","87","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Duane Reade","253 W 72ND ST","NEW YORK","Manhattan","40.77953694","-73.983760009999997","10023","212-580-0497","https://www.walgreens.com/topic/duane-reade/duane-reade.jsp",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","253 W 72ND ST
NEW YORK,  
(40.77953694, -73.98376001)"
"629","477","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Rite Aid Pharmacy","32-14  31st Street","Queens","Queens","40.761330340000001","-73.926004980000002","11106","(718) 728-9080","https://www.riteaid.com/",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","32-14 31st Street
Queens,  
(40.76133034, -73.92600498)"
"250","373","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Rite Aid Pharmacy","81 1st Avenue","Manhattan","Manhattan","40.725735319999998","-73.986704000000003","10003","(212) 388-9348","https://www.riteaid.com/",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","81 1st Avenue
Manhattan,  
(40.72573532, -73.986704)"
"519","439","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Rite Aid Pharmacy","153-65 Cross Island Pkwy","Queens","Queens","40.786984699999998","-73.808747350000004","11357","(718) 767-6000","https://www.riteaid.com/",,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","153-65 Cross Island Pkwy
Queens,  
(40.7869847, -73.80874735)"
"469","713","Vaccines","Flu Vaccine (Influenza)","Yes","Yes","No","Tower Chemists","1292 1st Avenue","Manhattan","MANHATTAN","40.766138560000002","-73.957199200000005","10021","(212) 628-1900",,,,,,,,,"Call location for hours","http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page","1292 1st Avenue
Manhattan,  
(40.76613856, -73.9571992)"
