"created","bic_number","account_name","trade_name","address","city","state","postcode","phone","email","market","application_type","disposition_date","effective_date","expiration_date","renewal","export_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","boro"
"2022-08-25T15:30:25.000","HPM-506330","MC MEATS CORP.",,"7 ABBEVILLE LANE","WHITE PLAINS","NY","10607","(917) 846-9533","asa_gui@hotmail.com","Hunts Point Meat Market","Public Wholesale Market","2021-06-21","2021-07-01","2024-06-30","false","2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:30:25.000","HPP-128","PAN-HELLENIC FOOD OF N.Y. CORP.",,"440-444 HUNTS POINT TERMINAL MARKET","BRONX","NY","10474","(718) 328-8701","panhellenicfood@yahoo.com","Hunts Point Produce Market","Public Wholesale Market","2020-01-17","2019-09-01","2022-08-31","true","2022-08-25T00:00:00.000","40.813160","-73.876872","2","17"," 117  ","2109499","2027700001","Hunts Point","BRONX"
"2022-08-25T15:30:25.000","FFM-495335","UNITED FOOD AND COMMERCIAL WORKER UNION LOCAL 342, AFLCIO",,"166 EAST JERICHO TURNPIKE","MINEOLA","NY","11501","(516) 747-5980","loleary@ufcw342.org","Hunts Point New Fulton Fish Market","Union","2022-03-02","2021-07-01","2024-06-30","true","2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:30:25.000","HPP-28","FIERMAN PRODUCE EXCHANGE, INC.",,"247-257 NYC TERMINAL MARKET","BRONX","NY","10474","(718) 893-1640","joel@fiermanproduce.com","Hunts Point Produce Market","Public Wholesale Market",,"2022-04-01","2025-03-31","true","2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:30:25.000","HPP-164","ESKAY TRUCKING CORP.",,"B229 NYC TERMINAL MARKET","BRONX","NY","10474","(718) 991-2101","lbdproduce@aol.com","Hunts Point Produce Market","Public Wholesale Market","2020-09-08","2021-03-01","2023-02-28","true","2022-08-25T00:00:00.000",,,,,,,,,
"2022-08-25T15:30:25.000","HPM-60","R & W PROVISIONS CO. INC.",,"355 FOOD CENTER DRIVE, UNIT E-7","BRONX","NY","10474","(718) 617-6061","franmigliore@gmail.com","Hunts Point Meat Market","Public Wholesale Market","2022-01-12","2021-05-01","2024-04-30","true","2022-08-25T00:00:00.000","40.807629","-73.871471","2","17"," 117  ","2109483","2027810500","Hunts Point","BRONX"
"2022-08-25T15:30:25.000","HPP-494848","INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL NO. 202",,"101 FOOD CENTER DRIVE #12A","BRONX","NY","10474","(718) 328-7000","local202@aol.com","Hunts Point Produce Market","Union",,"2021-06-01","2024-05-31","true","2022-08-25T00:00:00.000","40.809540","-73.879437","2","17"," 117  ","2109488","2027700001","Hunts Point","BRONX"
"2022-08-25T15:30:25.000","HPA-490701","VAL'S OCEAN PACIFIC SEA FOOD INC.",,"624 WORTHEN ST","BRONX","NY","10474","(718) 589-0500","allen@valsop.com","Adjacent to Hunts Point Market","Wholesale Seafood","2022-05-20","2022-12-01","2024-11-30","true","2022-08-25T00:00:00.000","40.812195","-73.891696","2","17","  93  ","2095385","2027650042","Hunts Point","BRONX"
"2022-08-25T15:30:25.000","HPA-76","THE LOBSTER PLACE INC.",,"405 BARRETTO STREET","BRONX","NY","10474","(718) 328-2691","ianm@lobsterplace.com","Adjacent to Hunts Point Market","Wholesale Seafood","2020-05-11","2019-12-01","2022-11-30","true","2022-08-25T00:00:00.000","40.808587","-73.887815","2","17","  93  ","2006876","2027710181","Hunts Point","BRONX"
"2022-08-25T15:30:25.000","HPA-507585","MANDATO ENTERPRISE LLC",,"240 EAST 3RD STREET","BROOKLYN","NY","11218","718-851-4485","jlazaro@mandatoenterprise.com","Adjacent to Hunts Point Market","Public Wholesale Market","2021-10-20","2021-11-01","2024-10-31","false","2022-08-25T00:00:00.000","40.646202","-73.977950","12","39"," 498  ","3124166","3053250030","Kensington-Ocean Parkway","BROOKLYN"
