"survey_year","id","district","survey_language","information","gender","ethnicity","ethnicity_other","education","income","preferred_language","preferred_language_other","age","ballot","voted_recently"
"2017","103000008","D03","en","COMMUNITY","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"35-44","DIGITAL",
"2017","103000027","D03","en","NEWS","Male",,,"Bachelor’s degree","$100,000 or more","English",,"55-64","DIGITAL",
"2017","103000028","D03","en","SCHOOL","Female","White",,"Some college, no degree","$50,000-$74,999","English",,"45-54","DIGITAL",
"2017","103000033","D03","en","COUNCIL","Female","White",,"Graduate or Professional degree","$50,000-$74,999","English",,"25-34","DIGITAL",
"2017","103000034","D03","en","ONLINE","Male","White",,"Bachelor’s degree","$75,000-$99,999","English",,"25-34","DIGITAL",
"2017","103000036","D03","en","ONLINE","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"65+","DIGITAL",
"2017","103000038","D03","en","ONLINE","Male","Asian",,"Graduate or Professional degree","$100,000 or more","English",,"25-34","DIGITAL",
"2017","103000039","D03","en","COUNCIL","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"55-64","DIGITAL",
"2017","103000040","D03","en","COUNCIL","Female","White",,"Bachelor’s degree","$10,000-$24,999","English",,"65+","DIGITAL",
"2017","103000041","D03","en",,"Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"55-64","DIGITAL",
"2017","103000042","D03","en","ONLINE","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"25-34","DIGITAL",
"2017","103000043","D03","en","ONLINE","Male","White",,"Bachelor’s degree","$75,000-$99,999","English",,"25-34","DIGITAL",
"2017","103000045","D03","en","CHILD","Female","Other",,"High school diploma, GED or equivalent","$25,000-$49,999","English",,"35-44","DIGITAL",
"2017","103000046","D03","en","COUNCIL;ONLINE","Female","White",,"Bachelor’s degree",,"English",,"65+","DIGITAL",
"2017","103000047","D03","en","TENANT","Female","White",,"Associate’s degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000049","D03","en","COMMUNITY;COUNCIL;ONLINE;TENANT","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000050","D03","en","COUNCIL","Female","White",,"Graduate or Professional degree","$75,000-$99,999","English",,"45-54","DIGITAL",
"2017","103000052","D03","en","COMMUNITY","Female","White",,"Bachelor’s degree","$75,000-$99,999","English",,"55-64","DIGITAL",
"2017","103000053","D03","en","COUNCIL","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"65+","DIGITAL",
"2017","103000054","D03","en","COMMUNITY","Female","Latino/a",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000055","D03","en","ONLINE","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"65+","DIGITAL",
"2017","103000056","D03","en","COMMUNITY;ONLINE","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"55-64","DIGITAL",
"2017","103000058","D03","en","COUNCIL;ONLINE;TENANT","Male","White",,"Some college, no degree","$100,000 or more","English",,"65+","DIGITAL",
"2017","103000059","D03","en","COMMUNITY;ONLINE","Female",,,"Bachelor’s degree",,"English",,"25-34","DIGITAL",
"2017","103000064","D03","en","COUNCIL","Female",,,,,,,,"DIGITAL",
"2017","103000071","D03","en","CHILD","Female","White",,"Bachelor’s degree","$100,000 or more","English",,"35-44","DIGITAL",
"2017","103000072","D03","en","COUNCIL","Male","White",,"Graduate or Professional degree","$50,000-$74,999","English",,"65+","DIGITAL",
"2017","103000073","D03","en","SCHOOL","Male","Latino/a",,"Graduate or Professional degree","$100,000 or more","Other","Portuguese","45-54","DIGITAL",
"2017","103000075","D03","en","COMMUNITY","Female","White",,"Graduate or Professional degree","$25,000-$49,999","English",,"55-64","DIGITAL",
"2017","103000076","D03","en","ONLINE","Female","Other",,"Graduate or Professional degree","$100,000 or more","English",,"25-34","DIGITAL",
"2017","103000077","D03","en","COMMUNITY","Male","White",,"Some college, no degree","$50,000-$74,999","English",,"55-64","DIGITAL",
"2017","103000078","D03","en","ONLINE","Female","White",,"Bachelor’s degree","$25,000-$49,999","English",,"65+","DIGITAL",
"2017","103000079","D03","en","SCHOOL","Female","White",,"Bachelor’s degree","I don't know","English",,"45-54","DIGITAL",
"2017","103000083","D03","en","TENANT","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000084","D03","en","ONLINE","Female","White",,"Bachelor’s degree","$75,000-$99,999","English",,"35-44","DIGITAL",
"2017","103000085","D03","en","COMMUNITY","Female","White",,"Bachelor’s degree","$25,000-$49,999","English",,"65+","DIGITAL",
"2017","103000086","D03","en","COMMUNITY","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000087","D03","en",,"Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"65+","DIGITAL",
"2017","103000089","D03","en","ONLINE","Female",,,"Graduate or Professional degree","$50,000-$74,999","English",,"55-64","DIGITAL",
"2017","103000090","D03","en","CHILD","Female","Asian",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000091","D03","en","COUNCIL","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000092","D03","en","CHILD;NEWS","Female","White",,"Bachelor’s degree","$100,000 or more","English",,"35-44","DIGITAL",
"2017","103000094","D03","en","COUNCIL",,,,,,,,,"DIGITAL",
"2017","103000112","D03","en","CHILD","Female",,,"Bachelor’s degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000119","D03","en","COUNCIL","Female","Black or African American",,"Graduate or Professional degree",,"English",,"55-64","DIGITAL",
"2017","103000120","D03","en","COUNCIL","Female","White",,"Graduate or Professional degree","$75,000-$99,999","English",,"65+","DIGITAL",
"2017","103000121","D03","en","ONLINE","Male","Other","Latino Caucasian","Graduate or Professional degree",,"English",,"65+","DIGITAL",
"2017","103000129","D03","en","SCHOOL","Female","White",,"Bachelor’s degree","I don't know","Polish",,"35-44","DIGITAL",
"2017","103000141","D03","en","CHILD","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000142","D03","en","MAIL","Female","White",,"Bachelor’s degree","$100,000 or more","English",,"65+","DIGITAL",
"2017","103000144","D03","en","COMMUNITY","Female","White",,"Graduate or Professional degree",,"English",,"45-54","DIGITAL",
"2017","103000147","D03","en","COUNCIL","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"55-64","DIGITAL",
"2017","103000148","D03","en","COUNCIL;SCHOOL","Female","White",,"Bachelor’s degree","$100,000 or more","English",,"35-44","DIGITAL",
"2017","103000149","D03","en","ONLINE","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000150","D03","en","ONLINE","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"35-44","DIGITAL",
"2017","103000154","D03","en","COUNCIL","Female","White",,"Some college, no degree",,,,"55-64","DIGITAL",
"2017","103000155","D03","en",,"Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"65+","DIGITAL",
"2017","103000157","D03","en","TENANT","Female","White",,"Graduate or Professional degree",,"English",,"55-64","DIGITAL",
"2017","103000158","D03","en",,"Male","White",,"Graduate or Professional degree",,"English",,"35-44","DIGITAL",
"2017","103000159","D03","en","COUNCIL","Male","White",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000160","D03","en","TENANT","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000162","D03","en","ONLINE","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"25-34","DIGITAL",
"2017","103000164","D03","en","COMMUNITY","Female","White",,"Graduate or Professional degree",,"English",,"65+","DIGITAL",
"2017","103000167","D03","en","ONLINE","Female","White",,"Bachelor’s degree","$100,000 or more","English",,"25-34","DIGITAL",
"2017","103000174","D03","en","COMMUNITY;COUNCIL","Male","White",,"Bachelor’s degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000176","D03","en","MAIL","Male","White",,"Graduate or Professional degree","$100,000 or more","French",,"35-44","DIGITAL",
"2017","103000177","D03","en","COMMUNITY;COUNCIL;NEWS;ONLINE;TEXT","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"55-64","DIGITAL",
"2017","103000198","D03","en","COUNCIL","Male","Asian",,"Graduate or Professional degree","$100,000 or more","English",,"25-34","DIGITAL",
"2017","103000199","D03","en","SCHOOL","Female","Latino/a",,"Graduate or Professional degree","$100,000 or more","English",,"45-54","DIGITAL",
"2017","103000200","D03","en","ONLINE","Female","White",,"Graduate or Professional degree","$100,000 or more","English",,"25-34","DIGITAL",
"2017","103000201","D03","en","ONLINE","Male","White",,"Bachelor’s degree","$75,000-$99,999","English",,"25-34","DIGITAL",
