"district","schooldbn","printedschoolname","overview","neighborhood","address","sharedbuilding","accessibility","telephone","independentwebsite","subway","bus","code_prog1","name_prog1","admissionsmethod_prog1","geapps_prog1","swdapps_prog1","geappsperseat_prog1","swdappsperseat_prog1","swdseats_prog1","geseats_prog1","gefilled_prog1","swdfilled_prog1","eligibility_prog1","priority1_prog1","priority2_prog1","priority3_prog1","priority4_prog1","priority5_prog1","priority6_prog1","priority7_prog1","prefnote_prog1","lowestpriority_prog1","selectioncriteria1_prog1","selectioncriteria2_prog1","selectioncriteria3_prog1","selectioncriteria4_prog1","selectioncriteria5_prog1","selectioncriteria6_prog1","selectioncriteria7_prog1","selectioncriteria8_prog1","selectioncriteria9_prog1","selectioncriteria10_prog1","selectioncriteria11_prog1","selectioncriteria12_prog1","revealed_prog1","code_prog2","name_prog2","admissionsmethod_prog2","geapps_prog2","swdapps_prog2","geappsperseat_prog2","swdappsperseat_prog2","swdseats_prog2","geseats_prog2","gefilled_prog2","swdfilled_prog2","eligibility_prog2","priority1_prog2","priority2_prog2","priority3_prog2","priority4_prog2","priority5_prog2","priority6_prog2","priority7_prog2","prefnote_prog2","lowestpriority_prog2","selectioncriteria1_prog2","selectioncriteria2_prog2","selectioncriteria3_prog2","selectioncriteria4_prog2","selectioncriteria5_prog2","selectioncriteria6_prog2","selectioncriteria7_prog2","selectioncriteria8_prog2","selectioncriteria9_prog2","selectioncriteria10_prog2","selectioncriteria11_prog2","selectioncriteria12_prog2","revealed_prog2","code_prog3","name_prog3","admissionsmethod_prog3","geapps_prog3","swdapps_prog3","geappsperseat_prog3","swdappsperseat_prog3","swdseats_prog3","geseats_prog3","gefilled_prog3","swdfilled_prog3","eligibility_prog3","priority1_prog3","priority2_prog3","priority3_prog3","priority4_prog3","priority5_prog3","priority6_prog3","priority7_prog3","prefnote_prog3","lowestpriority_prog3","selectioncriteria1_prog3","selectioncriteria2_prog3","selectioncriteria3_prog3","selectioncriteria4_prog3","selectioncriteria5_prog3","selectioncriteria6_prog3","selectioncriteria7_prog3","selectioncriteria8_prog3","selectioncriteria9_prog3","selectioncriteria10_prog3","selectioncriteria11_prog3","selectioncriteria12_prog3","revealed_prog3","code_prog4","name_prog4","admissionsmethod_prog4","geapps_prog4","swdapps_prog4","geappsperseat_prog4","swdappsperseat_prog4","swdseats_prog4","geseats_prog4","gefilled_prog4","swdfilled_prog4","eligibility_prog4","priority1_prog4","priority2_prog4","priority3_prog4","priority4_prog4","priority5_prog4","priority6_prog4","priority7_prog4","prefnote_prog4","lowestpriority_prog4","selectioncriteria1_prog4","selectioncriteria2_prog4","selectioncriteria3_prog4","selectioncriteria4_prog4","selectioncriteria5_prog4","selectioncriteria6_prog4","selectioncriteria7_prog4","selectioncriteria8_prog4","selectioncriteria9_prog4","selectioncriteria10_prog4","selectioncriteria11_prog4","selectioncriteria12_prog4","revealed_prog4","code_prog5","name_prog5","admissionsmethod_prog5","geapps_prog5","swdapps_prog5","geappsperseat_prog5","swdappsperseat_prog5","swdseats_prog5","geseats_prog5","gefilled_prog5","swdfilled_prog5","eligibility_prog5","priority1_prog5","priority2_prog5","priority3_prog5","priority4_prog5","priority5_prog5","priority6_prog5","priority7_prog5","prefnote_prog5","lowestpriority_prog5","selectioncriteria1_prog5","selectioncriteria2_prog5","selectioncriteria3_prog5","selectioncriteria4_prog5","selectioncriteria5_prog5","selectioncriteria6_prog5","selectioncriteria7_prog5","selectioncriteria8_prog5","selectioncriteria9_prog5","selectioncriteria10_prog5","selectioncriteria11_prog5","selectioncriteria12_prog5","revealed_prog5","code_prog6","name_prog6","admissionsmethod_prog6","geapps_prog6","swdapps_prog6","geappsperseat_prog6","swdappsperseat_prog6","swdseats_prog6","geseats_prog6","gefilled_prog6","swdfilled_prog6","eligibility_prog6","priority1_prog6","priority2_prog6","priority3_prog6","priority4_prog6","priority5_prog6","priority6_prog6","priority7_prog6","prefnote_prog6","lowestpriority_prog6","selectioncriteria1_prog6","selectioncriteria2_prog6","selectioncriteria3_prog6","selectioncriteria4_prog6","selectioncriteria5_prog6","selectioncriteria6_prog6","selectioncriteria7_prog6","selectioncriteria8_prog6","selectioncriteria9_prog6","selectioncriteria10_prog6","selectioncriteria11_prog6","selectioncriteria12_prog6","revealed_prog6","coursepassrate","elaprof","mathprof","tophs1","tophs2","tophs3","surveysafety","totalstudents","gradespan","communityschool","schoolday","uniform","ellprograms","communityservice","extendedday","summersession","weekendprogram","languageclasses","acceleratedclasses","electiveclasses","activities","champsboys","champsgirls","champscoed","othersports","postcode","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"6","06M018","Park Terrace (P.S. 18)","Our school is a close-knit learning community where teachers create a family-type environment focused on technology and the arts. We focus on the individual student and foster an environment that encourages students to take risks. Our focus on transitional bilingual courses, monolingual courses, and dual language education in Spanish and English supports academic excellence across all content areas. We engage our parents in school-wide events and gatherings focused on building community. Our parents are at the heart of our efforts. Parents appreciate our non-negotiable uniform policy, excellent discipline and communication protocol, and our administration's open door policy. Many of our students are new arrivals from the Dominican Republic. Our school engages in a variety of programs celebrating literacy and the arts as well as STEM across grades.","Inwood","4124 9th Avenue, Manhattan NY 10034","No","Accessible","917-521-2220","schools.nyc.gov/schoolportals/06/m018","A to Inwood - 207th St; 1 to Marble Hill - 225th St","Bx12, Bx12-SBS, Bx20, Bx3, Bx32, Bx7, Bx9, BxM1, BxM18, BxM2, BxM3, M100","M018U","Park Terrace (P.S. 18)","Unscreened","112","30","2","3","10","45","Y","Y","Open to students and residents of District 6","Priority to continuing 5th grade students","Then to students residing in the elementary school zone","Then to students and residents of District 6. Last year, this program admitted students from all priority groups.",,,,,,,"Students who apply to this program will be randomly selected in the order of the priority groups listed above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87","12","17","The College Academy","Manhattan Village Academy",,"89","139","GR K-8","No","8am-2:20pm","Yes","English as a New Language, Dual Language: Spanish, Transitional Bilingual Education: Spanish","Yes–31-50 hours expected by graduation","Yes","No","No",,"Algebra I","Group tutoring sessions in preparation for Specialized High Schools","CHALK ; CHAMPS Basketball and Volleyball ; Chess ; Chorus ; Computers ; East Side House Settlement-After-School ; Inquiry-Based Learning ; LINC Parent Program ; Literacy Inc. (school-wide tutoring) ; Mental Health and Wellness ; Move to Improve ; Parent Cooking Classes ; Robotics ; Rosie's Theatre Grade Five ; School Band ; School Wellness ; SEA Theatre ; STEM Program ; Waterford Early Learning K-2 ; Yoga","Basketball League","Volleyball",,"Flag Football","10034","MANHATTAN","40.871278","-73.911516","12","10","299","1082045","1022150824","Marble Hill-Inwood                                                         "
"6","06M052","I.S. 52 (Inwood Intermediate School 52)","Our teacher-designed curriculum is tailored to both challenge and support the needs of our students. As an Apple ConnectED school, every student is given an iPad and every classroom has the technology necessary to engage in feature rich, interactive activities. Our school offers a variety of after-school programs in partnership with the Inwood Community Center. We offer a one-to-one tutoring program, Saturday Enrichment, and a Saturday Academy for students who require additional support in ELA and math. Our school also has a student advisory/ambassador program designed to teach students the skills they need to become leaders in their community. Our school offers art and music and we have the only middle school marching band in NYC, the Tiger Band! We are also an Urban Advantage school. Urban Advantage is a program for middle school students to take field trips to educational institutions such as the Bronx Zoo, and Hall of Science, to enrich Science instruction. I.S. 52 is also a participant of the Games 4 Change student challenge, where students learn how to create and publish their own video games around an important social theme. Starting in the 2017-2018 school year, we will also be offering instruction in Computer Science.","Inwood","650 Academy Street, Manhattan NY 10034","Yes–06M052, 06M211, 06M423","Not Accessible","212-567-9162","inwood52.com","A to Dyckman St-200th St; 1 to Dyckman St","Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100, M3, M4","M052U","I.S. 52 (Inwood Intermediate School General Admission)","Unscreened","201","44","2","2","20","100","N","N","Open to students and residents of District 6",,,,,,,,,,"Students who apply to this program will be randomly selected",,,,,,,,,,,,,"M052Z","Inwood I.S. 52 Zoned Program","Zoned",,,,,,,,,"Open to students residing in the zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98","20","12","High School for Environmental Studies","High School for Law and Public Service","The College Academy","80","332","GR 6-8","No","8am-2:20pm","Yes–Official uniform must be purchased","English as a New Language, Transitional Bilingual Education: Spanish","Yes–Expected","Yes","Yes–Academic support for certain students.","Yes–Saturday program for certain students","French, Spanish","Algebra I, French, Spanish","Arts, Band, Computer Science, ELA Saturday Academy, French, Graphic Design, Math Saturday Academy, One to One Tutoring, Spanish, Specialized High School Test Preparation, Title III Programs to Support English Language Development","After-School Band ; Band ; Computer Science ; Film and New Media ; Guitar Club ; iBook Creation ; Robotics ; Stop Motion Animation ; Tiger Advisory ; Tiger Tech Team ; Urban Advantage ; Video Game Design ; Yearbook ; Young Ambassador Program",,,"Developmental Basketball, Fitness Club, Flag Football","Soccer, Track and Field, Volleyball","10034","MANHATTAN","40.866053","-73.924835","12","10","291","1076776","1022330020","Marble Hill-Inwood                                                         "
"6","06M143","Eleanor Roosevelt Intermediate School (I.S. 143)","We provide students with a curriculum and skills that promote personal growth and high standards. We believe that a love of learning flourishes in our diverse community that respects truth, curiosity, creativity, humor, and independent thinking. We are dedicated to fostering academic excellence and promoting dignity and respect for all individuals in our school community.","Washington Heights","511 West 182nd Street, Manhattan NY 10033","Yes–06M143, 06M348","Accessible","212-927-7739","is143.org","1, A to 181st St","Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98","M143U","Eleanor Roosevelt Intermediate School (I.S. 143)","Unscreened","163","49","2","2","20","100","N","Y","Open to students and residents of District 6","Priority to 5th grade students in P.S. 115, P.S. 132, P.S. 189, and to students residing in the zone","Then to students and residents of District 6. Last year, this program admitted students from all priority groups.",,,,,,,,"Students who apply to this program will be randomly selected in the order of the priority groups listed above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83","13","7","High School for Law and Public Service","A. Philip Randolph Campus High School","High School for Environmental Studies","67","316","GR 6-8","No","8am-2:20pm","Yes","English as a New Language, Transitional Bilingual Education: Spanish","Yes–10-30 hours expected by graduation","Yes","Yes–Academic support for certain students.","Yes–Saturday program for academic support and enrichment","Spanish","Algebra I, Living Environment","Art, Coding, Robotics","Academic After-School Program ; Books and Movies Club ; Girl Talk Club ; Jewelry Club ; Mixed Media Club ; Morning Tutoring Program ; Robotics Club",,,"Developmental Basketball, Fitness Club, Flag Football","Basketball, Fitness, Soccer, Volleyball, Wiffle Ball","10033","MANHATTAN","40.848908","-73.930948","12","10","269","1063703","1021550035","Washington Heights North                                                   "
"6","06M187","Hudson Cliffs School (P.S./I.S. 187)","""We are now at a point where we must educate our children in what no one knew yesterday, and prepare our schools for what no one knows yet.""- Margaret Mead. Hudson Cliffs School is a pre-K-8 neighborhood school which thrives on its diversity and strong parental involvement. Students enjoy being part of this community while parents appreciate the stable and secure environment.","Washington Heights","349 Cabrini Boulevard, Manhattan NY 10040","No","Not Accessible","212-927-8218","187hudsoncliffs.org","A to 190th St; 1 to 191st St","Bx11, Bx13, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M98","M187U","Hudson Cliffs School (P.S./I.S. 187)","Unscreened","363","66","5","4","15","76","Y","Y","Open to students and residents of District 6","Priority to continuing 5th grade students","Then to students residing in the zone","Then to students and residents of District 6. Last year, this program admitted students from all priority groups.",,,,,,,"Students who apply to this program will be randomly selected in the order of the priority groups listed above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99","42","42","Art and Design High School","Harvest Collegiate High School","The High School of Fashion Industries","97","294","GR K-8","No","8am-2:20pm","No","English as a New Language","Yes–31-50 hours expected by graduation","No","No","Yes–Saturday program","Spanish","Algebra I","Advisory, Art, Instrumental Music, Spanish","Art Club ; Choir ; Concert Band; High School Prep ; High School Test Prep ; Intramural sports ; LEGO Club ; Musical ; Role Playing Games ; School Dances ; TACHs Prep ; Talent Show",,,,"Basketball, Track and Field","10040","MANHATTAN","40.856693","-73.937093","12","10","273","1064371","1021790365","Washington Heights North                                                   "
"6","06M209","Hamilton Grange Middle School","""The most dangerous criminal may be the man gifted with reason, but with no morals...the complete education gives one not only power of concentration, but worthy objectives upon which to concentrate."" -Martin Luther King, Jr. Hamilton Grange is founded on the desire to build intelligence and character in our students, because in the words of Dr. King, ""that is the goal of a true education."" We teach argumentative writing throughout all content areas. It is the foundation of each of our classes because we have found that it is the most effective means of supporting college readiness and enabling our students to, in Dr. King's words, ""sift and weigh evidence, to discern the true from the false, the real from the unreal, and the facts from the fiction."" This combination of skills and knowledge will prepare students for both college and active citizenship. We also champion character development and equip students with the skills and behaviors necessary for academic and social success.","Manhattanville","500 West 138th Street, Manhattan NY 10031","Yes–06M192, 06M209","Accessible","212-775-9600","thehamiltongrangeschool.org","B, C to 135th St; A, D to 145th St; 1 to 137th St - City College","Bx15, Bx19, Bx33, M10, M100, M101, M104, M11, M3, M4, M5","M209L","Hamilton Grange Middle School","Limited Unscreened","193","50","3","3","16","77","Y","Y","Open to students and residents of District 6","Priority to students zoned to or attending P.S. 192 or P.S. 325 who sign in at an event","Then to students zoned to or attending P.S. 192 or P.S. 325","Then to students and residents of District 6 who sign in at an event","Then to students and residents of District 6. Last year, this program admitted students from all priority groups.",,,,,,"Students who apply to this program will be randomly selected in the order of the priority groups listed above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90","15","19",,,,"91","246","GR 6-8","No","8:40am-3pm","Yes","English as a New Language","No","Yes–After-School","Yes","Yes","Spanish","Algebra I, Living Environment","Art, Music, Physical Education, Regents Algebra, Regents Living Environment, Spanish","After-School All Stars (comprehensive after-school program) ; America Scores New York ; Choir ; CITYarts ; Cooking ; Creative Art Works ; DJ Club ; Google Computer Science ; Homework Help Club and Study Hall ; Martial Arts ; Orchestra ; Student Council",,,"Baseball, Fitness Club, Soccer","Baseball, Boxing Club, Cheerleading, Golf Club, Softball","10031","MANHATTAN","40.820953","-73.951145","9","7","22301","1084132","1019880166","Manhattanville                                                             "
"6","06M210","The Twenty-First Century Academy for Community Leadership (P.S./I.S. 210)","P.S./I.S. 210 is a warm and nurturing environment with a focus on hands-on learning and a dual language learning experience. Our students benefit from our commitment to music, fine arts, theater, and sports. Parents appreciate that our staff is very personable and respectful in the way they treat both parents and students. Our teachers are hardworking and knowledgeable about how students learn. Parents also enjoy participating in fun activities for themselves, such as the book club, cooking club, and jewelry-making club. We provide workshops to help parents assess their children’s progress, as well as to learn strategies for helping their children. We are a New Visions School that was founded in January of 1997. We are located in a brand-new state-of the-art building with specialty rooms for art, music, and science.","Hamilton Heights","501-503 West 152nd Street, Manhattan NY 10031","No","Accessible","212-283-0012","schools.nyc.gov/schoolportals/06/m210","C to 155th St; A, B, D to 145th St; 1 to 157th St","Bx19, Bx6, M10, M100, M101, M11, M2, M3, M4, M5","M210M","Spanish Dual Language Program","Screened: Language","133","30","3","3","12","45","N","Y","Open to students and residents of District 6","Priority to continuing 5th grade students","Then to students and residents of District 6.",,,,,,"Preference is given to the following students: English Language Learners (ELLs), Heritage Language Speakers of the target language, participants of elementary school-level Dual Language and Transitional Bilingual Education programs in the target language.",,"Academic and Personal Behaviors","Attendance","Final 4th Grade Report Card","Dual Language Entrance Exam","Punctuality","4th Grade New York State ELA and Math Exams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93","25","23","Urban Assembly Gateway School for Technology","A. Philip Randolph Campus High School",,"87","161","GR PK-8","No","8:15am-2:35pm","Yes–Top and bottom, specific colors or styles","English as a New Language, Dual Language: Spanish","Yes–Expected","Yes","No","No","Spanish","Algebra I, Living Environment, Spanish",,"Buddy Club (Reading and Writing) ; Chess Club ; Midori Violin and Cello Program ; Science Program ; Student Tutors",,,"Developmental Basketball, Flag Football, Volleyball","Baseball, Kickball, Wiffle Ball","10031","MANHATTAN","40.829832","-73.944789","9","7","237","1087824","1020840129","Hamilton Heights                                                           "
"6","06M218","The Salome Ureña de Henriquez School (I.S. 218)","We pride ourselves on small group instruction through an extensive Academic Intervention Services (AIS) program that works to help students achieve. We build positive social and emotional ties with each student. Our goal is to ensure that students receive a balanced, challenging, and supportive instructional program. We promote the professional development of our instructional team by providing a range of engaging and high-caliber opportunities.","Washington Heights","4600 Broadway, Manhattan NY 10040","Yes–06M218, 06M293, 06M322","Accessible","212-567-2322","thesalomeurenaschool.org","A to 190th St; 1 to Dyckman St","Bx7, BxM1, M100, M101, M3, M4, M98","M218U","The Salome Ureña De Henriquez School (I.S. 218)","Unscreened","206","49","3","3","15","75","N","Y","Open to students and residents of District 6","Priority to 5th grade students in P.S. 5, P.S. 48, P.S. 152, and to students residing in the zone","Then to students and residents of District 6. Last year, this program admitted students from all priority groups.",,,,,,,,"Students who apply to this program will be randomly selected in the order of the priority groups listed above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98","13","4","High School for Health Careers and Sciences","Inwood Early College for Health and Information Technologies","Business Of Sports School","86","198","GR 6-8","No","8:10am-2:30pm","Yes","English as a New Language, Transitional Bilingual Education: Spanish","No","Yes","Yes","Yes","Spanish",,,"Annual Visits to Philadelphia and Washington, DC ; Book Club ; Cheerleading ; Chess Club ; Computer Graphics ; Dance ; Expeditionary Learning for Literacy ; Leadership Training through Student Government ; Project-Based Science Instruction ; Visual Arts ; Yoga",,,,"Basketball, Swimming, Track and Field","10040","MANHATTAN","40.86079","-73.930672","12","10","285","1076756","1021720016","Washington Heights North                                                   "
"6","06M223","The Mott Hall School","The Mott Hall School is dedicated to the academic and personal development of its students who will become tomorrow's leaders. Our mission is to develop future leaders in Mathematics, Science, and Technology by providing a world-class education that prepares students for college and higher learning. The academically rigorous education that is provided includes many enriched and intellectual learning experiences inside and outside the school building. Students are asked to question, anticipate, and solve problems, assume personal responsibility, emerge as enthusiastic lifelong learners and independent thinkers motivated by the pursuit of academic excellence and social responsibility. What makes the Mott Hall School special is: A Personalized Learning Environment with a Home Away from Home Atmosphere; Math, Science, and Technology Focus with Career Exposure and Guidance; Whole Grade Acceleration and Advanced Curriculum with Extended Learning Opportunities and School Without Walls Philosophy that Stresses Extended Off-Campus Learning Experiences.","Manhattanville","71-111 Convent Avenue, Manhattan NY 10027","No","Accessible","212-281-5028","themotthall.org","B, C to 135th St; 1, A, D to 125th St","Bx15, Bx33, M10, M100, M101, M104, M11, M2, M3, M4, M5, M60-SBS","M223S","The Mott Hall School","Screened","393","54","4","3","19","93","Y","Y","Open to students and residents of District 6",,,,,,,,,,"Attendance","4th Grade New York State ELA and Math Exams","Final 4th Grade Report Card","Admissions Test","Attendance to Open House or Tour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97","69","54","The Facing History School","A. Philip Randolph Campus High School","Beacon High School","96","286","GR 6-8","No","7:45am-2:05pm","Yes","English as a New Language","Yes–31-50 hours expected by graduation","No","Yes–Academic support and enrichment.","Yes–Saturday program for academic support and enrichment","French, Latin","Algebra I, Living Environment","Chorus, College Access for All, High School Prep, Instrumental Music (Multicultural Music Group Symphonic Youth Program), Math Counts, Mural Painting, National Dance Institute (NDI), Poetry in the Classroom (CUNY), Regents Prep, Service Learning, Theatre Program (TBTB Company), Technology-Coding","The City College of New York (CCNY): Science Collaboration ; Film Program at Aaron Davis Hall ; Math Counts (math coaching program) ; Poetry in the Classroom ; Free After-School Sponsored by Sports & Arts in Schools Foundation (SASF) Enrichment After-School Programs include: 3-D Printing ; Art ; Chess ; Chorus ; Coding ; Debate ; Instrumental Music (Orchestra) ; Leadership Development ; National Dance Institute (NDI) ; STEM Association ; Service Learning Program ; Sports ; Street Project Program ; Technology",,,"Cross Country, Track and Field, Volleyball","Basketball, Flag Football, Soccer, Track, Volleyball","10027","MANHATTAN","40.815458","-73.952908","9","9","21703","1084067","1019570001","Manhattanville                                                             "
"6","06M278","Paula Hedbavny School (P.S./M.S. 278)","Students appreciate that our teachers know them by name and are available to give them extra help whenever they need it. Students also like the weekly enrichment clusters offered once a week during the school day. Parents like our uniform policy, discipline system, and the administration’s open door policy. All students participate in a Walk-A-Thon each Fall to support pediatric cancer research. We believe in using field trips as an extension of our student’s education. We are a Salvadori Globe School.","Inwood","421 West 219th Street, Manhattan NY 10034","No","Accessible","917-521-2060","psms278.org","A to Inwood - 207th St; 1 to 215th St","Bx12, Bx12-SBS, Bx20, Bx3, Bx32, Bx7, Bx9, BxM1, BxM18, BxM2, BxM3, M100","M278S","Paula Hedbavny School (P.S./M.S. 278)","Screened","230","44","4","4","11","54","Y","Y","Open to students and residents of District 6","Priority to continuing 5th grade students","Then to students residing in the elementary school zone","Then to students and residents of District 6. Last year, this program admitted students from all priority groups.",,,,,,,"Attendance and Punctuality","Final 4th Grade Report Card","4th Grade New York State ELA and Math Exams","Essay/Writing Sample",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88","53","63","Manhattan Business Academy",,,"97","202","GR K-8","No","8am-2:20pm","Yes","English as a New Language","No","Yes","No","No","Spanish",,"Weekly Enrichment Clusters (based on student interest)","After-School Program ; Chorus ; Competitive Debate Team ; Portfolio Art","Basketball League, Flag Football","Dance, Volleyball League",,,"10034","MANHATTAN","40.871245","-73.912141","12","10","299","1064704","1022150831","Marble Hill-Inwood                                                         "
"6","06M293","City College Academy of The Arts","We are a secondary school where middle school students may choose to continue on through high school. Our program provides academic support that will allow students to begin taking college courses in the 9th grade so they can graduate high school with 60 college credits from The City College of New York (CCNY). Additionally, the arts are used to support instruction across subject areas. Eighth graders take college seminars at CCNY.","Washington Heights N.","4600 Broadway, Manhattan NY 10040","Yes–06M218, 06M293, 06M322","Accessible","212-567-3164","schools.nyc.gov/schoolportals/06/m293","A to 190th St; 1 to Dyckman St","Bx7, BxM1, M100, M101, M3, M4, M98","M293L","City College Academy Of The Arts","Limited Unscreened","579","82","9","6","14","67","Y","Y","Open to students and residents of District 6","Open to students and residents of District 6 who sign in at an event","Then to students and residents of District 6. Last year, this program admitted students from all priority groups.",,,,,,,,"Students who apply to this program will be randomly selected in the order of the priority groups listed above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98","48","44","City College Academy of the Arts",,,"87","256","GR 6-12","No","8:15am-4pm","Yes–Top and bottom, specific colors or styles","English as a New Language","No","Yes","Yes","Yes–Saturday program for academic support and enrichment","Spanish","Algebra I, Living Environment, Spanish, US History",,"Arts Exploration ; Chess ; Cooking ; Dance ; Drama ; Fitness ; Magazine ; Music ; Rock Band ; Singing ; Student Council ; Technology ; Tutoring ; Yearbook","Cross Country, Track and Field","Cross Country, Track and Field",,"Baseball, Basketball, Softball, Volleyball","10040","MANHATTAN","40.86079","-73.930672","12","10","285","1076756","1021720016","Washington Heights North                                                   "
