"district","dbn","school_type","school_name","address","phone","grades","accessibility","dual_language","g_t_in_kindergarten","x_coordinate","y_coordinate","postcode","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"01","01M015","Non-Zoned School","P.S. 015 Roberto Clemente","333 East 4th Street","212-228-8730","PK-5","Partially Accessible",,"Y","990141","202349","10009","MANHATTAN","40.721791","-73.978986","103","2","2601","1004415","1003740020","Lower East Side"
"01","01M019","Non-Zoned School","P.S. 019 Asher Levy","185 1st Avenue","212-533-5340","PK-5","Not Accessible",,,"988547","205239","10003","MANHATTAN","40.729636","-73.983818","103","2","40","1006478","1004530034","East Village"
"01","01M020","Non-Zoned School","P.S. 020 Anna Silver","166 Essex Street","212-254-9577","PK-5","Partially Accessible","Chinese, Spanish",,"988044","202068","10002","MANHATTAN","40.72154","-73.986648","103","1","3001","1004325","1003550001","Chinatown"
"01","01M034","Non-Zoned School","P.S. 034 Franklin D. Roosevelt","730 East 12th Street","212-228-4433","PK-8","Not Accessible",,,"991163","203782","10009","MANHATTAN","40.726473","-73.975181","103","2","28","1004564","1003810038","Lower East Side"
"01","01M063","Non-Zoned School","The STAR Academy - P.S.63","121 East 3rd Street","212-674-3180","PK-5","Not Accessible",,,"988071","203210","10009","MANHATTAN","40.724117","-73.986381","103","2","32","1005760","1004310014","East Village"
"01","01M064","Non-Zoned School","P.S. 064 Robert Simon","600 East 6th Street","212-673-6510","PK-5","Not Accessible",,,"989351","202733","10009","MANHATTAN","40.724435","-73.981521","103","2","2601","1004627","1003870001","Lower East Side"
"01","01M110","Non-Zoned School","P.S. 110 Florence Nightingale","285 Delancy Street","212-674-2690","PK-5","Not Accessible",,"Y","989846","200153","10002","MANHATTAN","40.715915","-73.979893","103","1","12","1004066","1003310140","Lower East Side"
"01","01M134","Non-Zoned School","P.S. 134 Henrietta Szold","293 East Broadway","212-673-4470","PK-5","Fully Accessible",,,"988726","199497","10002","MANHATTAN","40.71457","-73.983724","103","1","202","1003736","1002880015","Lower East Side"
"01","01M140","Non-Zoned School","P.S. 140 Nathan Straus","123 Ridge Street","212-677-4680","PK-8","Not Accessible",,,"988749","201282","10002","MANHATTAN","40.71925","-73.983056","103","1","2201","1004091","1003440001","Lower East Side"
"01","01M142","Non-Zoned School","P.S. 142 Amalia Castro","100 Attorney Street","212-598-3800","PK-5","Partially Accessible",,,"988653","200908","10002","MANHATTAN","40.718383","-73.984452","103","1","1402","1004080","1003430001","Lower East Side"
"01","01M184","Non-Zoned School","P.S. 184m Shuang Wen","327 Cherry Street","212-602-9700","PK-8","Partially Accessible","Chinese",,"988287","198359","10002","MANHATTAN","40.711549","-73.986542","103","1","201","1003143","1002450007","Lower East Side"
"01","01M188","Non-Zoned School","P.S. 188 The Island School","442 East Houston Street","212-677-5710","PK-8","Fully Accessible","Spanish",,"990520","201552","10002","MANHATTAN","40.719598","-73.977904","103","2","20","1004349","1003560100","Lower East Side"
"01","01M315","Non-Zoned School","The East Village Community School","610 East 12th Street","212-982-0682","PK-5","Not Accessible",,,"990277","204339","10009","MANHATTAN","40.727892","-73.978525","103","2","28","1079053","1003940012","Lower East Side"
"01","01M361","Non-Zoned School","The Children's Workshop School","610 East 12th Street","212-614-9531","PK-5","Not Accessible",,,"990277","204339","10009","MANHATTAN","40.727892","-73.978525","103","2","28","1079053","1003940012","Lower East Side"
"01","01M363","Non-Zoned School","Neighborhood School","121 East 3rd Street","212-387-0195","PK-5","Not Accessible",,,"988071","203210","10009","MANHATTAN","40.724117","-73.986381","103","2","32","1005760","1004310014","East Village"
"01","01M364","Non-Zoned School","Earth School","600 East 6th Street","212-477-1735","PK-5","Not Accessible",,,"989351","202733","10009","MANHATTAN","40.724435","-73.981521","103","2","2601","1004627","1003870001","Lower East Side"
"02","02M001","Zoned School","P.S. 001 Alfred E. Smith","8 Henry Street","212-267-4133","PK-5","Not Accessible","Chinese",,"984949","198878","10038","MANHATTAN","40.71276","-73.997489","103","1","27","1003375","1002790040","Chinatown"
"02","02M002","Zoned School","P.S. 002 Meyer London","122 Henry Street","212-964-0350","PK-5","Not Accessible",,,"986600","199008","10002","MANHATTAN","40.713273","-73.991339","103","1","6","1003248","1002730001","Lower East Side"
"02","02M003","Zoned School","P.S. 003 Charrette School","490 Hudson Street","212-691-1183","PK-5","Not Accessible",,,"982601","206184","10014","MANHATTAN","40.732593","-74.006466","102","3","73","1009872","1005850041","West Village"
"02","02M006","Zoned School","P.S. 006 Lillie D. Blake","45 East 81st Street","212-452-6650","PK-5","Not Accessible",,,"995210","222630","10028","MANHATTAN","40.777455","-73.960713","108","4","142","1046668","1014930021","Upper East Side-Carnegie Hill"
"02","02M011","Zoned School","P.S. 011 William T. Harris","320 West 21st Street","212-929-1743","PK-5","Not Accessible",,"Y","984044","210404","10011","MANHATTAN","40.744349","-74.000253","104","3","89","1013260","1007440024","Hudson Yards-Chelsea-Flatiron-Union Square"
"02","02M033","Zoned School","P.S. 033 Chelsea Prep","281 9th Avenue","212-244-6426","PK-5","Fully Accessible",,"Y","984184","212163","10001","MANHATTAN","40.748977","-73.999531","104","3","97","1012829","1007240023","Hudson Yards-Chelsea-Flatiron-Union Square"
"02","02M040","Zoned School","P.S. 040 Augustus Saint-Gaudens","320 East 20th Street","212-475-5500","PK-5","Not Accessible",,,"989367","207177","10003","MANHATTAN","40.735751","-73.981655","106","2","64","1020513","1009250012","Gramercy"
"02","02M041","Zoned School","P.S. 041 Greenwich Village","116 West 11st Street","212-675-2756","PK-5","Not Accessible",,,"984501","207221","10011","MANHATTAN","40.735692","-73.999026","102","3","71","1010543","1006060049","West Village"
"02","02M042","Zoned School","P.S. 042 Benjamin Altman","71 Hester Street","212-226-8410","PK-5","Not Accessible",,,"986793","200181","10002","MANHATTAN","40.715905","-73.990895","103","1","16","1003998","1003090001","Chinatown"
"02","02M051","Zoned School","P.S. 051 Elias Howe","525 West 44th Street","212-315-7160","PK-5","Fully Accessible",,,"985501","216735","10036","MANHATTAN","40.761479","-73.995823","104","3","129","1089418","1010730014","Clinton"
"02","02M059","Zoned School","P.S. 059 Beekman Hill International","231-249 East 56th Street","212-888-7870","PK-5","Fully Accessible",,,"993533","215912","10022","MANHATTAN","40.75924","-73.967203","106","4","108","1088892","1013300013","Turtle Bay-East Midtown"
"02","02M089","Zoned School","P.S. 89","201 Warren Street","212-571-5659","PK-5","Fully Accessible",,,"980378","200503","10282","MANHATTAN","40.716668","-74.013542","101","1","31703","1085568","1000160220","Battery Park City-Lower Manhattan"
"02","02M111","Zoned School","P.S. 111 Adolph S. Ochs","440 West 53rd Street","212-582-7420","PK-5","Not Accessible",,"Y","987082","218308","10019","MANHATTAN","40.765878","-73.988823","104","3","133","1026740","1010620003","Clinton"
"02","02M116","Zoned School","P.S. 116 Mary Lindley Murray","210 East 33rd Street","212-685-4366","PK-5","Not Accessible",,,"990372","210523","10016","MANHATTAN","40.744838","-73.978116","106","2","70","1020080","1009130007","Murray Hill-Kips Bay"
"02","02M124","Zoned School","P.S. 124 Yung Wing","40 Division Street","212-966-7237","PK-5","Partially Accessible",,"Y","985354","199806","10002","MANHATTAN","40.714201","-73.995087","103","1","16","1075787","1002890001","Chinatown"
"02","02M126","Zoned School","P.S. 126 Jacob August Riis","80 Catherine Street","212-962-2188","PK-8","Not Accessible",,,"984965","198186","10038","MANHATTAN","40.710729","-73.996631","103","1","25","1083357","1001110160","Chinatown"
"02","02M130","Zoned School","P.S. 130 Hernando De Soto","143 Baxter Street","212-226-8072","PK-5","Fully Accessible",,"Y","984714","201104","10013","MANHATTAN","40.718903","-73.998438","102","1","41","1003086","1002360038","SoHo-TriBeCa-Civic Center-Little Italy"
"02","02M150","Non-Zoned School","P.S. 150","334 Greenwich Street","212-732-4392","PK-5","Not Accessible",,,"981234","201421","10013","MANHATTAN","40.718219","-74.010519","101","1","39","1083240","1001420025","SoHo-TriBeCa-Civic Center-Little Italy"
"02","02M151","Zoned School","Yorkville Community School","421 East 88th Street","212-722-5240","PK-5","Not Accessible",,,"998849","222709","10128","MANHATTAN","40.777911","-73.947757","108","5","14402","1050618","1015680008","Yorkville"
"02","02M158","Zoned School","P.S. 158 Bayard Taylor","1458 York Avenue","212-744-6562","PK-5","Partially Accessible",,,"997893","219891","10075","MANHATTAN","40.770419","-73.951135","108","5","132","1046411","1014890001","Lenox Hill-Roosevelt Island"
"02","02M183","Zoned School","P.S. 183 Robert L. Stevenson","419 East 66th Street","212-734-7719","PK-5","Not Accessible",,,"995959","217554","10065","MANHATTAN","40.763736","-73.95815","108","5","116","1045569","1014610007","Lenox Hill-Roosevelt Island"
"02","02M198","Zoned School","P.S. 198 Isador E. Ida Straus","1700 3rd Avenue","212-289-3702","PK-5","Not Accessible",,"Y","997980","225284","10128","MANHATTAN","40.784826","-73.949611","108","5","15801","1048492","1015240023","Upper East Side-Carnegie Hill"
"02","02M212","Non-Zoned School","P.S. 212 Midtown West","328 West 48th Street","212-247-0208","PK-5","Not Accessible",,,"987390","216649","10036","MANHATTAN","40.761448","-73.988019","104","3","127","1025092","1010380014","Clinton"
"02","02M217","Zoned School","P.S./I.S. 217 Roosevelt Island","645 Main Street","212-980-0294","PK-8","Fully Accessible",,"Y","996320","213836","10044","MANHATTAN","40.763894","-73.947916","108","5","23802","1084848","1013730001","Lenox Hill-Roosevelt Island"
"02","02M225","Non-Zoned School","Ella Baker School","317 East 67th Street","212-717-8809","PK-8","Partially Accessible",,,"995392","218222","10065","MANHATTAN","40.765359","-73.960059","108","5","118","1083343","1014420001","Lenox Hill-Roosevelt Island"
"02","02M234","Zoned School","P.S. 234 Independence School","292 Greenwich Street","212-233-6034","K-5","Partially Accessible",,,"981234","201421","10007","MANHATTAN","40.716017","-74.011038","101","1","21","1001533","1001420001","SoHo-TriBeCa-Civic Center-Little Italy"
"02","02M267","Zoned School","East Side Elementary School, PS 267","213 East 63rd Street","212-888-7848","K-5","Fully Accessible",,,"994261","217582","10065","MANHATTAN","40.763842","-73.964222","108","4","110","1087680","1014180007","Lenox Hill-Roosevelt Island"
