"fiscal_year","agency","industry","count","contract_value","percent_awarded_to_worker"
"2019","DOI","Human Services","0","$   - 0","0.00"
"2019","ACS","Architecture/Engineering","0","$   - 0","0.00"
"2019","ACS","Construction Services","0","$   - 0","0.00"
"2019","ACS","Goods","0","$   - 0","0.00"
"2019","ACS","Human Services","0","$   - 0","0.00"
"2019","ACS","Professional Services","0","$   - 0","0.00"
"2019","ACS","Standardized Services","0","$   - 0","0.00"
"2019","BIC","Architecture/Engineering","0","$   - 0","0.00"
"2019","BIC","Construction Services","0","$   - 0","0.00"
"2019","BIC","Goods","0","$   - 0","0.00"
"2019","BIC","Human Services","0","$   - 0","0.00"
"2019","BIC","Professional Services","0","$   - 0","0.00"
"2019","BIC","Standardized Services","0","$   - 0","0.00"
"2019","CCHR","Architecture/Engineering","0","$   - 0","0.00"
"2019","CCHR","Construction Services","0","$   - 0","0.00"
"2019","CCHR","Goods","0","$   - 0","0.00"
"2019","CCHR","Human Services","0","$   - 0","0.00"
"2019","CCHR","Professional Services","0","$   - 0","0.00"
"2019","CCHR","Standardized Services","0","$   - 0","0.00"
"2019","CCRB","Architecture/Engineering","0","$   - 0","0.00"
"2019","CCRB","Construction Services","0","$   - 0","0.00"
"2019","CCRB","Goods","0","$   - 0","0.00"
"2019","CCRB","Human Services","0","$   - 0","0.00"
"2019","CCRB","Professional Services","0","$   - 0","0.00"
"2019","CCRB","Standardized Services","0","$   - 0","0.00"
"2019","DCA","Architecture/Engineering","0","$   - 0","0.00"
"2019","DCA","Construction Services","0","$   - 0","0.00"
"2019","DCA","Goods","0","$   - 0","0.00"
"2019","DCA","Human Services","0","$   - 0","0.00"
"2019","DCA","Professional Services","0","$   - 0","0.00"
"2019","DCA","Standardized Services","0","$   - 0","0.00"
"2019","DCAS","Architecture/Engineering","0","$   - 0","0.00"
"2019","DCAS","Construction Services","0","$   - 0","0.00"
"2019","DCAS","Goods","0","$   - 0","0.00"
"2019","DCAS","Human Services","0","$   - 0","0.00"
"2019","DCAS","Professional Services","0","$   - 0","0.00"
"2019","DCAS","Standardized Services","0","$   - 0","0.00"
"2019","DCLA","Architecture/Engineering","0","$   - 0","0.00"
"2019","DCLA","Construction Services","0","$   - 0","0.00"
"2019","DCLA","Goods","0","$   - 0","0.00"
"2019","DCLA","Human Services","0","$   - 0","0.00"
"2019","DCLA","Professional Services","0","$   - 0","0.00"
"2019","DCLA","Standardized Services","0","$   - 0","0.00"
"2019","DCP","Architecture/Engineering","0","$   - 0","0.00"
"2019","DCP","Construction Services","0","$   - 0","0.00"
