"created","bic_number","account_name","trade_name","address","city","state","postcode","phone","email","application_type","disposition_date","effective_date","expiration_date","renewal","export_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","boro"
"2022-08-29T15:32:09.000","BIC-4140","SILVER OAK ENVIRONMENTAL WASTE SERVICES, INC.",,"658 HENRY STREET","BROOKLYN","NY","11231","(718) 644-2355","fmigliaccio@silveroakenv.com","CL2 - Broker","2022-06-29","2021-07-01","2023-06-30","true","2022-08-29T00:00:00.000","40.678738","-74.002015","6","39","  63  ","3005443","3003720029","Carroll Gardens-Columbia Street-Red Hook","BROOKLYN"
"2022-08-29T15:32:09.000","BIC-4651","RELIABLE RESOURCES",,"P.O. BOX 691","SAINT JAMES","NY","11780","(516) 650-1044","reliableamys@aol.com","CL2 - Broker",,"2021-06-01","2023-05-31","true","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-490057","RWS FACILITY SERVICES",,"3 DICKINSON DRIVE","CHADDS FORD","PA","19317","(610) 358-3400","jroney@rwsfacilityservices.com","CL2 - Broker",,"2020-12-01","2022-11-30","true","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-483181","PREMIER FACILITY MANAGEMENT CORP.",,"264 LACKAWANNA AVENUE","WOODLAND PARK","NJ","07424","(973) 305-6646","bob@pfmgreen.com","CL2 - Broker","2022-07-15","2021-03-01","2023-02-28","true","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-504576","REFUSE SPECIALISTS, LLC",,"400 W Ventura Boulevard Ste 105","Camarillo","CA","93010-9141","(805) 482-5895","bscott@refusespecialists.com","CL2 - Broker","2020-07-14","2020-08-01","2022-07-31","false","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-508377","UNIVERSAL ENVIRONMENTAL CONSULTING INC.",,"266 BANGOR STREET","LINDENHURST","NY","11757","(516) 489-3708","lgiaquinto@uecny.com","CL2 - Broker","2021-12-22","2022-01-01","2023-12-31","false","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-494175","NJE TRANSPORTATION CO., LLC",,"107 OAK HAVEN LANE","FRANKLIN LAKES","NJ","07417","(201) 891-7173","waxenba@aol.com","CL2 - Broker",,"2022-01-01","2023-12-31","true","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-493994","P. PARK NJ LLC",,"100 PLANTEN AVENUE","PROSEPECT PARK","NJ","07508","(917) 947-4488","accounting@pparknj.com","CL2 - Broker",,"2021-11-01","2023-10-31","true","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-493051","ORACLE TRUCKING INC.",,"P.O. BOX 664","NEW MONMOUTH","NJ","07748","(201) 355-8946","mrodrigues@oracletruckinginc.com","CL2 - Broker","2022-07-11","2022-06-01","2024-05-31","true","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-4301","THE ASTOR COMPANY",,"230 W. MONROE ST., STE. 1460","CHICAGO","IL","60606","(312) 364-1005","kflood@astorcompany.com","CL2 - Broker",,"2022-05-01","2024-04-30","true","2022-08-29T00:00:00.000",,,,,,,,,
"2022-08-29T15:32:09.000","BIC-1710","S.L.M. WASTE AND RECYCLING SERVICES, INC.",,"5000 COMMERCE DRIVE","GREEN LANE","PA","18054","(215) 258-3822","nancy.phillips@slmwaste.com","CL2 - Broker",,"2021-12-01","2023-11-30","true","2022-08-29T00:00:00.000",,,,,,,,,
