"ceqr","project_name","block","lot","community_district","house_number","street_name","zip_code"
"82-270M","46-50 Ganesvoort Street Project","643","43","MN03",,,
"82-270M","46-50 Ganesvoort Street Project","643","43","MN02",,,
"82-270M","46-50 Ganesvoort Street Project","643","49","MN03",,,
"82-270M","46-50 Ganesvoort Street Project","643","49","MN02",,,
"82-270M","46-50 Ganesvoort Street Project","643","54","MN03",,"46-50 GANESVOORT STREET",
"82-270M","46-50 Ganesvoort Street Project","643","54","MN02",,"46-50 GANESVOORT STREET",
"86-082M","7th Avenue Rezoning","798","7","MN04",,,
"86-082M","7th Avenue Rezoning","772","52","MN04",,,
"86-082M","7th Avenue Rezoning","772","47","MN04",,,
"86-082M","7th Avenue Rezoning","800","79","MN04",,,
"86-082M","7th Avenue Rezoning","800","78","MN04",,,
"86-082M","7th Avenue Rezoning","800","77","MN04",,,
"86-082M","7th Avenue Rezoning","800","76","MN04",,,
"86-082M","7th Avenue Rezoning","800","74","MN04",,,
"86-082M","7th Avenue Rezoning","800","7","MN04",,,
"86-082M","7th Avenue Rezoning","800","5","MN04",,,
"86-082M","7th Avenue Rezoning","800","1","MN04",,,
"86-082M","7th Avenue Rezoning","799","6","MN04",,,
"86-082M","7th Avenue Rezoning","799","3","MN04",,,
"86-082M","7th Avenue Rezoning","799","1","MN04",,,
"86-082M","7th Avenue Rezoning","774","35","MN04",,,
"86-082M","7th Avenue Rezoning","773","48","MN04",,,
"86-082M","7th Avenue Rezoning","773","46","MN04",,,
"86-082M","7th Avenue Rezoning","773","45","MN04",,,
"86-082M","7th Avenue Rezoning","773","44","MN04",,,
"86-082M","7th Avenue Rezoning","773","43","MN04",,,
"86-082M","7th Avenue Rezoning","773","42","MN04",,,
"86-082M","7th Avenue Rezoning","773","41","MN04",,,
"86-082M","7th Avenue Rezoning","773","40","MN04",,,
"86-082M","7th Avenue Rezoning","773","38","MN04",,,
"86-082M","7th Avenue Rezoning","773","34","MN04",,,
"87-296Q","Touro College/Estates at Kew Gardens Hills","6810","12","QN08",,,
"87-296Q","Touro College/Estates at Kew Gardens Hills","6810","1","QN08",,,
"87-296Q","Touro College/Estates at Kew Gardens Hills","6809","12","QN08",,,
"87-296Q","Touro College/Estates at Kew Gardens Hills","6809","1","QN08",,,
"87-296Q","Touro College/Estates at Kew Gardens Hills","6808","2","QN08",,,
"87-296Q","Touro College/Estates at Kew Gardens Hills","6706","1","QN08",,,
"87-296Q","Touro College/Estates at Kew Gardens Hills","6705","1","QN08",,"150 STREET",
"88-270K","Nehmiah Homes","3593","1","BK16",,,
"88-270K","Nehmiah Homes","3617","40","BK16",,,
"88-270K","Nehmiah Homes","3617","36","BK16",,,
"88-270K","Nehmiah Homes","3617","33","BK16",,,
"88-270K","Nehmiah Homes","3617","29","BK16",,,
"88-270K","Nehmiah Homes","3617","25","BK16",,,
"88-270K","Nehmiah Homes","3617","13","BK16",,,
"88-270K","Nehmiah Homes","3743","36","BK16",,,
"88-270K","Nehmiah Homes","3743","35","BK16",,,
"88-270K","Nehmiah Homes","3743","19","BK16",,,
"88-270K","Nehmiah Homes","3743","18","BK16",,,
"88-270K","Nehmiah Homes","3593","1","BK16",,,
"88-270K","Nehmiah Homes","3605",,"BK16",,,
"88-270K","Nehmiah Homes","3605","10","BK16",,,
"88-270K","Nehmiah Homes","3650","29","BK16",,,
"88-270K","Nehmiah Homes","3605","1","BK16",,,
"89-116K","21-59 Lorimer Street","2240","71","BK01",,,
"89-116K","21-59 Lorimer Street","2240","70","BK01",,,
"89-116K","21-59 Lorimer Street","2240","60","BK01",,,
"89-116K","21-59 Lorimer Street","2240","50","BK01",,,
"89-116K","21-59 Lorimer Street","2240","40","BK01",,,
"89-116K","21-59 Lorimer Street","2240","30","BK01",,,
"89-116K","21-59 Lorimer Street","2240","20","BK01",,,
"89-116K","21-59 Lorimer Street","2240","19","BK01",,,
"89-116K","21-59 Lorimer Street","2240","18","BK01",,,
"89-116K","21-59 Lorimer Street","2240","17","BK01",,,
"89-116K","21-59 Lorimer Street","2240","16","BK01",,,
"89-116K","21-59 Lorimer Street","2240","15","BK01",,,
"89-116K","21-59 Lorimer Street","2240","14","BK01",,,
"89-116K","21-59 Lorimer Street","2240","13","BK01",,,
"89-116K","21-59 Lorimer Street","2240","12","BK01",,,
"89-116K","21-59 Lorimer Street","2240","11","BK01",,,
"89-317M","Upper Park Avenue Rezoning","1769","1","MN11",,,
"89-317M","Upper Park Avenue Rezoning","1768","170","MN11",,,
"89-317M","Upper Park Avenue Rezoning","1768","169","MN11",,,
"89-317M","Upper Park Avenue Rezoning","1768","71","MN11",,,
"89-317M","Upper Park Avenue Rezoning","1768","70","MN11",,,
"89-317M","Upper Park Avenue Rezoning","1768","69","MN11",,,
"90-015M","Hospital for Special Surgery","1482","9020","MN08",,,
"90-015M","Hospital for Special Surgery","1482","20","MN08",,,
"90-153M","Pier 36","241","13","MN03",,,
"90-219K","Everit Store Townhouse","200","13","BK02",,,
"90-254K","Park Slope North Rezoning","934","6","BK06",,,
"90-254K","Park Slope North Rezoning","407","26","BK06",,,
"90-254K","Park Slope North Rezoning","389","10","BK06",,,
"90-254K","Park Slope North Rezoning","198","48","BK06",,,
"90-254K","Park Slope North Rezoning","198","47","BK06",,,
"91-094Q","North Conduit Rezoning","11552","124","QN10",,,
"91-094Q","North Conduit Rezoning","11562","119","QN10",,,
"91-094Q","North Conduit Rezoning","11562","113","QN10",,,
"91-094Q","North Conduit Rezoning","11562","111","QN10",,,
"91-094Q","North Conduit Rezoning","11562","106","QN10",,,
"91-095Q","St Saviors M-1 Rezoning","2680",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2678",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2677",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2676",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2675",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2675",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2674",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2673",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2672",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2671",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2669",,"QN05",,,
"91-095Q","St Saviors M-1 Rezoning","2668",,"QN05",,,
"91-152Q","Lindenwood Commons Rezoning","11377",,"QN10",,,
"91-152Q","Lindenwood Commons Rezoning","11376",,"QN10",,,
"91-152Q","Lindenwood Commons Rezoning","11359",,"QN10",,,
"91-152Q","Lindenwood Commons Rezoning","11358",,"QN10",,"LINDEN AND SAPHIRE STREET",
"91-155X","Dock Street White Castle","3860","23","BX06",,,
"91-155X","Dock Street White Castle","3860","1","BX06",,,
"91-166Q","USTA National Tennis Center","2018","4","QN08",,,
"91-166Q","USTA National Tennis Center","2018","4","QN07",,,
"91-166Q","USTA National Tennis Center","2018","4","QN06",,,
"91-166Q","USTA National Tennis Center","2018","4","QN04",,,
"91-166Q","USTA National Tennis Center","2018","4","QN03",,,
"91-166Q","USTA National Tennis Center","2018","5","QN08",,,
"91-166Q","USTA National Tennis Center","2018","5","QN07",,,
"91-166Q","USTA National Tennis Center","2018","5","QN06",,,
"91-166Q","USTA National Tennis Center","2018","5","QN04",,,
"91-166Q","USTA National Tennis Center","2018","5","QN03",,,
"91-166Q","USTA National Tennis Center","2018","8","QN08",,,
"91-166Q","USTA National Tennis Center","2018","8","QN07",,,
"91-166Q","USTA National Tennis Center","2018","8","QN06",,,
"91-166Q","USTA National Tennis Center","2018","8","QN04",,,
"91-166Q","USTA National Tennis Center","2018","8","QN03",,,
"91-166Q","USTA National Tennis Center","2018","14","QN08",,,
"91-166Q","USTA National Tennis Center","2018","14","QN07",,,
"91-166Q","USTA National Tennis Center","2018","14","QN06",,,
"91-166Q","USTA National Tennis Center","2018","14","QN04",,,
"91-166Q","USTA National Tennis Center","2018","14","QN03",,,
"91-166Q","USTA National Tennis Center","2018","15","QN08",,,
"91-166Q","USTA National Tennis Center","2018","15","QN07",,,
"91-166Q","USTA National Tennis Center","2018","15","QN06",,,
"91-166Q","USTA National Tennis Center","2018","15","QN04",,,
"91-166Q","USTA National Tennis Center","2018","15","QN03",,,
"91-166Q","USTA National Tennis Center","2018","28","QN08",,,
"91-166Q","USTA National Tennis Center","2018","28","QN07",,,
"91-166Q","USTA National Tennis Center","2018","28","QN06",,,
"91-166Q","USTA National Tennis Center","2018","28","QN04",,,
"91-166Q","USTA National Tennis Center","2018","28","QN03",,,
"91-166Q","USTA National Tennis Center","2018","21","QN08",,,
"91-166Q","USTA National Tennis Center","2018","21","QN07",,,
"91-166Q","USTA National Tennis Center","2018","21","QN06",,,
"91-166Q","USTA National Tennis Center","2018","21","QN04",,,
"91-166Q","USTA National Tennis Center","2018","21","QN03",,,
"91-166Q","USTA National Tennis Center","2018","35","QN08",,,
"91-166Q","USTA National Tennis Center","2018","35","QN07",,,
"91-166Q","USTA National Tennis Center","2018","35","QN06",,,
"91-166Q","USTA National Tennis Center","2018","35","QN04",,,
"91-166Q","USTA National Tennis Center","2018","35","QN03",,,
"91-194Q","Philips Funeral Home Rezoning","12406","320","QN12",,,
"91-221M","Millbank Frawley Circle URA","1599","145","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","140","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","132","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","41","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","40","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","38","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","37","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","36","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","35","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","33","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","28","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","27","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","26","MN09",,,
"91-221M","Millbank Frawley Circle URA","1599","24","MN09",,"FIFTH AVENUE",
"92-001K","Young Israel","6710","1","BK12",,,
"92-004R","1911 Richmond Avenue","2030","16","SI02",,,
"92-031R","Slosson Avenue Medical Center","690","245","SI02",,,
"92-036X","Crosstown Diner","5531","1","BX10",,,
"92BSA002K","Emmons Avenue Project",,,"BK15",,"EMMONS AVENUE",
"92BSA008Q","71-17 Roosevelt Avenue","1282","160","QN03",,,
"92BSA012K","Flatlands Avenue Mixed Use Building","7781","18","BK18",,,
"22OOM004M","BBE Phase 3","73","17","MN01",,,
"22BSA024M","337 East 64th Street","1439","19","MN08",,,
"92BSA022M","Joyce Funeral Home","1942","36","MN10",,"2332 ADAM CLAYTON POWELL BOULEVA",
"92BSA023Q","VFW Housing for the Elderly and Post #1896","10197","24","QN12",,"110-02 MERICK BOULEVARD",
"92BSA027M","New York Sports Club","140","1133","MN01",,,
"92BSA027M","New York Sports Club","140","1181","MN01",,,
"92BSA027M","New York Sports Club","140","1180","MN01",,,
"92BSA027M","New York Sports Club","140","1179","MN01",,,
"92BSA027M","New York Sports Club","140","1178","MN01",,,
"92BSA027M","New York Sports Club","140","1177","MN01",,,
"92BSA027M","New York Sports Club","140","1176","MN01",,,
"92BSA027M","New York Sports Club","140","1175","MN01",,,
"92BSA027M","New York Sports Club","140","1174","MN01",,,
"92BSA027M","New York Sports Club","140","1173","MN01",,,
"92BSA027M","New York Sports Club","140","1172","MN01",,,
"92BSA027M","New York Sports Club","140","1171","MN01",,,
"92BSA027M","New York Sports Club","140","1170","MN01",,,
"92BSA027M","New York Sports Club","140","1169","MN01",,,
"92BSA027M","New York Sports Club","140","1168","MN01",,,
"92BSA027M","New York Sports Club","140","1167","MN01",,,
"92BSA027M","New York Sports Club","140","1166","MN01",,,
"92BSA027M","New York Sports Club","140","1165","MN01",,,
"92BSA027M","New York Sports Club","140","1164","MN01",,,
"92BSA027M","New York Sports Club","140","1163","MN01",,,
"92BSA027M","New York Sports Club","140","1162","MN01",,,
"92BSA027M","New York Sports Club","140","1161","MN01",,,
"92BSA027M","New York Sports Club","140","1160","MN01",,,
"92BSA027M","New York Sports Club","140","1159","MN01",,,
"92BSA027M","New York Sports Club","140","1158","MN01",,,
"92BSA027M","New York Sports Club","140","1157","MN01",,,
"92BSA027M","New York Sports Club","140","1156","MN01",,,
"92BSA027M","New York Sports Club","140","1155","MN01",,,
"92BSA027M","New York Sports Club","140","1154","MN01",,,
"92BSA027M","New York Sports Club","140","1153","MN01",,,
"92BSA027M","New York Sports Club","140","1152","MN01",,,
"92BSA027M","New York Sports Club","140","1151","MN01",,,
"92BSA027M","New York Sports Club","140","1150","MN01",,,
"92BSA027M","New York Sports Club","140","1149","MN01",,,
"92BSA027M","New York Sports Club","140","1148","MN01",,,
"92BSA027M","New York Sports Club","140","1147","MN01",,,
"92BSA027M","New York Sports Club","140","1146","MN01",,,
"92BSA027M","New York Sports Club","140","1145","MN01",,,
"92BSA027M","New York Sports Club","140","1144","MN01",,,
"92BSA027M","New York Sports Club","140","1143","MN01",,,
"92BSA027M","New York Sports Club","140","1142","MN01",,,
"92BSA027M","New York Sports Club","140","1141","MN01",,,
"92BSA027M","New York Sports Club","140","1140","MN01",,,
"92BSA027M","New York Sports Club","140","1139","MN01",,,
"92BSA027M","New York Sports Club","140","1138","MN01",,,
"92BSA027M","New York Sports Club","140","1137","MN01",,,
"92BSA027M","New York Sports Club","140","1136","MN01",,,
"92BSA027M","New York Sports Club","140","1135","MN01",,,
"92BSA027M","New York Sports Club","140","1134","MN01",,,
"92BSA027M","New York Sports Club","140","1132","MN01",,,
