"objectid","wotype","wostatus","wopriority","boroughcode","communityboard","buildingnumber","streetname","locationdetails","actualfinishdate","wocontract","parkname","parkzone","cancelreason","wocategory","sanitationassigneddate","sanitationremovaldate","sanitationupdateddate","wowoodremains","woequipment","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","crossstreet1","crossstreet2","plantingspaceglobalid","treepointglobalid","inspectionglobalid","globalid","sidewalkdamage","wowireconflict","crewglobalid","geometry","closeddate","canceldate","createddate","updateddate","woentity","projstartdate","woproject","recommendedspecies","latitude","longitude","census_tract","bin","bbl","nta","location"
"10828374","Tree and Sidewalk Repair","Pending",,"Bronx","202","1050","PROSPECT AVENUE",,,,,,,"Tree and Sidewalk Repair",,,,"No Wood Debris",,"10459","17","32","79","15",,"36384","EAST  166 STREET","EAST  165 STREET",,,"34AC0C34-BC24-41D5-B134-554F116CC91B","544A40B1-6DE4-4597-A59F-2DF76D28E3FD",,"No Util Conflict Present",,"POINT (1012112.967916891 239822.27562518418)",,,"2019-12-17T22:06:00.000",,"Capital",,"T&S - 5,500 Commitments",,"40.824542","-73.899589","131","2005243","2026910015","Longwood","
,  
(40.82488834805127, -73.89932492534915)"
"2870515","Tree Plant-Street Tree","Closed",,"Manhattan","108","1011","LEXINGTON AVENUE","1 F EPW/R 51X33/NPW/R 84X48 SR 8-12' REMOVE DEBRIS  TG-D PERENNIALS  SEDUM GLTR 2.5-3'","04/20/2016 04:00:00","MG-214M",,,,"Tree Planting",,,,"No Wood Debris",,"10021","4","28","73","12",,"3385","EAST  73 STREET","EAST  72 STREET",,,"B86B461B-5DB5-4EB4-96C0-5FCDFE76E891","9B05E01A-83B4-4B87-A179-5B6091AA8AF6",,"No Util Conflict Present",,"POINT (994826.457083568 220094.79729184508)","2020-02-03T20:05:00.000",,"2016-02-25T02:37:00.000","2020-02-03T20:05:00.000","Capital","2016-03-15T00:00:00.000",,"Gymnocladus dioicus - Kentucky coffeetree","40.770821","-73.961908","128","1042858","1014070051","Upper East Side-Carnegie Hill","
,  
(40.77077940999285, -73.96181597467262)"
"8376155","Misc Work","Closed",,"Manhattan","107","200","WEST 109 STREET",,"02/21/2020 05:00:00",,,,,"Misc Work",,,,"No Wood Debris",,"10025","7","31","69","10",,"164225","BROADWAY","AMSTERDAM AVENUE",,,"E707A7CD-A38F-4850-87B5-0FAE179895DB","9F137A96-2646-4C41-87B8-DC6FCCC42503",,"No Util Conflict Present","4C41BC66-1766-4D70-9017-2B57C097CAA7","POINT (994012.08875022829 231647.84145851433)","2020-02-24T15:33:00.000",,"2018-06-14T15:28:00.000","2020-02-24T15:33:00.000","In-House",,,,"40.802395","-73.964375","195","1075380","1018807501","Morningside Heights","
,  
(40.80249036187423, -73.96473928666114)"
"10896209","Block Pruning","Closed",,"Bronx","207","/","/",,"01/29/2020 05:00:00","BP-X20","Mosholu Parkway","X033-ZN04",,"Block Pruning",,,,"No Wood Debris",,,,,,,,,,,,,"7DA4EFAB-32B5-4C53-8A33-9C12F91DE143","B18F2E87-6D8C-4CDC-8F1A-3B7B9F247DC3",,"No Util Conflict Present",,"POINT (1016897.9589585662 256974.47062517703)","2020-02-16T18:51:00.000",,"2020-01-02T15:48:00.000","2020-02-16T18:51:00.000","Expense",,"Block Pruning",,,,,,,,"
,  
(40.871949627093954, -73.88195219395236)"
"11110637","Limb Down","Closed","10","Brooklyn","311","273","VAN SICKLEN STREET","1F and 1X","02/09/2020 05:00:00",,,,,"Post-Failure Tree/Debris Removal",,,,"No Wood Debris",,"11223","47","22","47","11",,"62721","AVENUE U","AVENUE T",,,"BDC441E8-019D-4865-A832-2394D125BD30","A9E48C41-D91B-433E-91DF-B9EAA6C25546","1","No Util Conflict Present","1730C4BD-947E-44E4-A4E6-087A09829A64","POINT (991233.08750022948 157011.2943751812)","2020-02-10T16:01:00.000",,"2020-02-08T15:04:00.000","2020-02-10T16:01:00.000","In-House",,"Storm",,"40.597641","-73.974905","400","3191392","3071020062","Bensonhurst East","
,  
(40.597633232818076, -73.97485443989596)"
"16545175","Block Pruning","Open",,"Queens","405","60-48","60 PLACE","1S",,"BP-Q22",,,,"Block Pruning",,,,"No Wood Debris",,"11378","30","15","37","6",,,"60 DR","60 PL",,,"17FDFCBF-049B-445B-A650-3B164099F565","8BF948FD-FE33-4A76-A680-D098E830EDD8",,"Electric Utility Open",,"POINT (1010827.7779168934 199843.37270851433)",,,"2022-02-08T17:05:03.000",,"Expense",,,,"40.714523","-73.904004","601",,,"Maspeth","
,  
(40.71516071221199, -73.9041266979448)"
"5600463","Block Pruning","Closed",,"Manhattan","106","*","*","104Z","01/19/2017 04:00:00","BP-M17","Bellevue South Park",,"dead","Block Pruning",,,,"No Wood Debris",,,,,,,,,,,,,"E4C6AB34-2433-4AA6-9367-3FE5FC8AC8C1","A89B5DA0-702A-4692-ACBF-8B99E26F2FCE",,"No Util Conflict Present",,"POINT (990339.62437522411 208759.85312518477)","2017-02-15T09:20:51.000","02/15/2017 14:45:00","2017-01-04T10:09:00.000","2019-11-08T21:25:08.000","Expense",,"Block Pruning",,,,,,,,"
,  
(40.73967210268171, -73.97802498493888)"
"10508444","Block Pruning","Closed",,"Bronx","207","/","Mosholu Parkway",,"01/27/2020 05:00:00","BP-X20","Mosholu Parkway","X033-ZN03",,"Block Pruning",,,,"No Wood Debris",,,,,,,,,,,,,"331F58E2-AE34-4BE5-9B43-5C054AD83639","0E4D8F8D-E7DD-41AD-93C3-D4449E7DE02D",,"No Util Conflict Present",,"POINT (1016869.3345835656 258325.40229184926)","2020-02-13T12:32:00.000",,"2019-11-06T18:01:00.000","2020-02-13T12:32:00.000","Expense",,"Block Pruning",,,,,,,,"
,  
(40.87565762161201, -73.88204911597026)"
"11201627","Block Pruning","Open",,"Queens","401","31-082","47 STREET","1x",,"BP-Q20",,,,"Block Pruning",,,,"No Wood Debris",,"11103","26","12","36","14",,"29040","BROADWAY","NEWTOWN ROAD",,,"DE286EDA-A657-4131-9AB4-F4C6527546B4","A030803D-73A9-4BB4-8E20-AAD5B16535A1",,"No Util Conflict Present",,"POINT (1008351.1433335692 214974.46583351493)",,,"2020-02-26T15:56:00.000",,"Expense",,"Block Pruning",,"40.75672","-73.913112","153","4013177","4007240034","Astoria","
,  
(40.75669889952543, -73.91300638311002)"
"9179206","Pruning","Cancel","8","Queens","413","73-74","260 STREET","Across from 73-74 260 Street",,,,,"BLOCK PRUNED AS PER JOE B. ON 2-13-20","Risk Mitigation",,,,"All Wood Removed","Bucket, Loader & Chipper","11004","23","11","24","3",,"70296","74 AVENUE","BEND",,,"64F8BF85-62D0-42BE-B1D3-F97EA2438CC6","A9571544-389B-4549-9FD4-6FE046A7572D",,"No Util Conflict Present",,"POINT (1062852.382083565 212418.22291685641)","2020-02-20T13:16:00.000","02/20/2020 13:16:00","2018-11-15T12:02:00.000","2020-02-20T13:16:50.000","In-House",,,,"40.749223","-73.716254","155102","4461021","4084410001","Glen Oaks-Floral Park-New Hyde Park","
,  
(40.749366162216475, -73.71631372059062)"
