"unique_id","facilityname","service_type","address","address_2","borough","state","zipcode","website","email","phone","latitude","longitude","community_board","city_council_district","_2010_census_tract","bin","bbl","nta"
"000001","African Services Committee, Inc.","Legal Services","429 West 127th Street",,"MANHATTAN","NY","10027","http://www.africanservices.org","kimn@africanservices.org","212-222-3882","40.812995652745","-73.953848960606","109","7","21303","1084104","1019670060","MN06"
"000002","African Services Committee, Inc.","Supportive Counseling Services","429 West 127th Street",,"MANHATTAN","NY","10027","http://www.africanservices.org","kimn@africanservices.org","212-222-3882","40.812995652745","-73.953848960606","109","7","21303","1084104","1019670060","MN06"
"000003","After Hours Project","Supportive Counseling Services","1204 Broadway",,"BROOKLYN","NY","11221","http://www.afterhoursproject.org","fsoto@afterhoursproject.org","718-249-0755","40.692099498968","-73.926656947232","303","41","38700","3399422","3016130019","BK35"
"000004","After Hours Project","Transitional & Short-term Housing Services","1204 Broadway",,"BROOKLYN","NY","11221","http://www.afterhoursproject.org","fsoto@afterhoursproject.org","718-249-0755","40.692099498968","-73.926656947232","303","41","38700","3399422","3016130019","BK35"
"000005","AIDS Center of Queens County, Inc.","Care Coordination","161-21 Jamaica Avenue","6th Floor","QUEENS","NY","11432","http://www.acqc.org","rlopez@acqc.org",,"40.704241467553","-73.797920623078","412","24","44601","4208875","4097607501","QN61"
"000006","AIDS Center of Queens County, Inc.","Food and Nutrition","161-21 Jamaica Avenue","6th Floor","QUEENS","NY","11432","http://www.acqc.org","rlopez@acqc.org","718-896-2500","40.704241467553","-73.797920623078","412","24","44601","4208875","4097607501","QN61"
"000007","AIDS Center of Queens County, Inc.","Harm Reduction Services","161-21 Jamaica Avenue","6th Floor","QUEENS","NY","11432","http://www.acqc.org","rlopez@acqc.org","718-896-2500","40.704241467553","-73.797920623078","412","24","44601","4208875","4097607501","QN61"
"000008","AIDS Center of Queens County, Inc.","Housing Placement Services","161-21 Jamaica Avenue","6th Floor","QUEENS","NY","11432","http://www.acqc.org","rlopez@acqc.org",,"40.704241467553","-73.797920623078","412","24","44601","4208875","4097607501","QN61"
"000009","AIDS Center of Queens County, Inc.","Legal Services","161-21 Jamaica Avenue","6th Floor","QUEENS","NY","11432","http://www.acqc.org","rlopez@acqc.org",,"40.704241467553","-73.797920623078","412","24","44601","4208875","4097607501","QN61"
"000010","AIDS Center of Queens County, Inc.","Mental Health Services","161-21 Jamaica Avenue","6th Floor","QUEENS","NY","11432","http://www.acqc.org","rlopez@acqc.org",,"40.704241467553","-73.797920623078","412","24","44601","4208875","4097607501","QN61"
"000011","AIDS Center of Queens County, Inc.","Non-Medical Case Management","161-21 Jamaica Avenue","6th Floor","QUEENS","NY","11432","http://www.acqc.org","rlopez@acqc.org","718-896-2500","40.704241467553","-73.797920623078","412","24","44601","4208875","4097607501","QN61"
