"event_id","title","date","start_time","end_time","location_description","description","snippet","phone","email","cost_free","cost_description","must_see","url","notice"
"173635","Central Park Tour: Iconic Views of Central Park","2018-10-21T00:00:00.000","11:00","12:30","Mid-park between 64th and 65th Streets. Enter the Park at 60th Street and Fifth Avenue, and follow the path adjacent to the drive (road) north; the Dairy will be on your left.","<p>Take our signature tour, and let Central Park Conservancy guides give you an insider&#39;s look at some of the most iconic features of the world&#39;s greatest urban park. Learn how rocky, swampy land was built into the living work of art that is Central Park today.&nbsp;Highlights of this tour include: the Dairy, Sheep Meadow, Cherry Hill, The Lake, Bow Bridge, Bethesda Terrace, The Mall, and Literary Walk.</p><p>Audio enhancement equipment will be used for this tour. A limited number of hearing loops are available and can be requested with ticket purchase.</p><p><strong>Details</strong></p><p><strong>Meet</strong>:&nbsp;Dairy Visitor Center &amp; Gift Shop&nbsp;(mid-Park between 64th and 65th Streets). Enter the Park at 60th Street and Fifth Avenue, and follow the path adjacent to the drive (road) north; the Dairy will be on your left.&nbsp;&nbsp;Please note&nbsp;Google Maps does not recognize this location.<a href=""http://assets.centralparknyc.org/images/tours/maps/Dairy_Start_Map.jpg?utm_medium=referral&amp;utm_source=cpc-engagement&amp;utm_campaign=2018_spring_tours&amp;utm_content=nycparks&amp;s_src=2018_spring_tours&amp;s_subsrc=nycparks"">Map of start location</a></p><p><strong>Terrain: </strong>A few inclines and some stairs.</p><p><strong>Length of Tour:</strong> Approximately 90 minutes</p><p><strong>Cost: </strong>Tickets $15 (Members $10). <a href=""http://www.centralparknyc.org/events/parent-events/iconic-views-tour.html?utm_medium=referral&amp;utm_source=cpc-engagement&amp;utm_campaign=2018_spring_tours&amp;utm_content=nycparks&amp;s_src=2018_spring_tours&amp;s_subsrc=nycparks"">Purchase tickets online</a>!&nbsp;</p><p>For weather cancellation and other ticket policies, please review our&nbsp;<a href=""http://www.centralparknyc.org/tours/tour-faq.html?utm_medium=referral&amp;utm_source=cpc-engagement&amp;utm_campaign=2018_spring_tours&amp;utm_content=nycparks&amp;s_src=2018_spring_tours&amp;s_subsrc=nycparks"">Tours Frequently Asked Questions</a>&nbsp;(FAQ).</p><p>Groups of seven or more must schedule a group tour three weeks in advance at&nbsp;<a href=""mailto:tours@centralparknyc.org?subject=Tour%20Inquiry%20from%20NYC%20Parks"">tours@centralparknyc.org</a>.</p>","Some of New York’s most iconic sights are found in Central Park, including the fountain at Bethesda Terrace and Bow Bridge. Join Central Park Conservancy guides for an insider’s look.","(212) 310-6600","tours@centralparknyc.org","0","Tickets: $15 per person. Central Park Conservancy members: $10 per person.","0","central-park-tour-iconic-views-of-central-park","0"
"156947","Birding Jamaica Bay","2017-12-23T00:00:00.000","13:00","14:30","Meet inside the park at B32 Street and Beach Channel Drive","<p>New York City is home to an amazing abundance of wildlife. Our Urban Park Rangers will guide you to the best wildlife viewing spots in the urban jungle. We offer birding&nbsp;programs throughout the year. Birding programs are appropriate for all skill levels and beginners are welcome.</p><p>To enhance your experience we encourage you to bring binoculars and field guides, or ask a Ranger to borrow a pair.</p>","Our Rangers will guide you t the best wildlife viewing spots in the urban jungle. Birding programs are appropriate for all skill levels and beginners are welcome.","(718) 352-1769",,"1",,"1","birding-jamaica-bay","0"
"120964","Halloweenie Lunch","2015-10-30T00:00:00.000","12:00","14:00",,"<p>Enjoy a Halloween-themed lunch, music and dancing!&nbsp; Recreation Center members are invited to attend.</p><p>For more information, please call (718) 829-0156.</p>","Enjoy a Halloween-themed lunch, music and dancing!","(718) 829-0156",,"0","Recreation Center membership is required.","0","halloweenie-lunch","0"
"162675","Summer on the Hudson: Locomotive Lawn Live","2018-06-07T00:00:00.000","10:30","11:15",,"<p><a href=""http://moosikikids.com/index.htm"">Moosiki Kids Musical Storytime</a> fosters a love of reading at a young age with musical stories and sing-along encouragement on our comfy and danceable turf lawn by the big locomotive.&nbsp;</p><p>This event is great for kids aged 5 years and under! Wear sunscreen or bring shade.&nbsp;</p>","Moosiki Kids Musical Storytime fosters a love of reading at a young age with musical stories and sing-along encouragement on our comfy and danceable turf lawn by the big locomotive.","311","summeronthehudson@gmail.com","1",,"0","summer-on-the-hudson-locomotive-lawn-live","0"
"163976","Stargazing","2018-04-17T00:00:00.000","18:45","21:30",,"<p>Head to the High Line each Tuesday night for a romantic walk along the park and a chance to take a closer look at the stars. Peer through high-powered telescopes provided by the knowledgeable members of the&nbsp;Amateur Astronomers Association of New York&nbsp;to see rare celestial sights.</p><p>Stargazing at the High Line takes place every Tuesday, beginning at dusk, between Tuesday, April 3, and Tuesday, October 30.</p><p>In the event of rain, Stargazing on the High Line will be cancelled. Check back or follow @highlinenyc on&nbsp;<a href=""http://twitter.com/highlinenyc"">Twitter</a>&nbsp;for updates every Tuesday by 3pm.</p><p><strong>Partners</strong><br />Stargazing at the High Line is presented by Friends of the High Line in partnership with the&nbsp;Amateur Astronomers Association.</p><p><strong>Support</strong><br />High Line Programs are supported, in part, with public funds from the New York City Council, under the leadership of Speaker Corey Johnson.&nbsp;</p>","Peer through high-powered telescopes provided by the knowledgeable members of the Amateur Astronomers Association of New York to see rare celestial sights.","(212)206-9922","info@thehighline.org","1",,"0","stargazing","0"
"125371","Nature Storytelling","2016-04-17T00:00:00.000","11:00","12:30",,"<p>Bring the kids to this free nature storytelling event with our Urban Park&nbsp;Rangers. Ranger programs are&nbsp;the perfect additions to your family&rsquo;s weekend.&nbsp; All supplies are provided.&nbsp;</p>","A free Ranger program is the perfect addition to your family’s weekend. All supplies are provided.","(718) 352-1769",,"1",,"0","nature-storytelling","0"
"161258","School's Out Festival","2018-06-26T00:00:00.000","12:00","16:00",,"<p>Celebrate the start of summer fun at Parks at our fun-filled&nbsp;School&#39;s Out Festival&nbsp;with inflatables, games, face painting, music, popcorn, and more!</p><p>Sponsored by Councilman Donovan Richards.</p>","Celebrate the start of summer fun at Parks at our fun-filled School's Out Festival with inflatables, games, face painting, music, popcorn, and more!","(718) 393-7370","queens.recreation@parks.nyc.gov","1",,"0","schools-out-festival","0"
"101442","Adapted Swim Program for People with Disabilities at Roy Wilkins Recreation Center","2015-01-23T00:00:00.000","13:00","14:00",,"<p>The Adapted Aquatics program offers aquatic exercise therapy that ranges from gentle water walking to aerobic-type exercise which improves range of motion, flexibility, mobility, muscle tone, coordination, focus and strength.&nbsp;It also offers swim instruction that focuses on becoming comfortable in the water and learning basic swimming and safety skills.</p>","The Adapted Aquatics program offers aquatic exercise therapy that ranges from gentle water walking to aerobic-type exercise which improves range of motion, flexibility, mobility, muscle…","(718) 760-6969 ext. 0",,"0","All participants must be members of NYC Parks Recreation Centers. Membership is $150 per year for adults ages 25-61, $25 a year for those 62 and up, $25 for young adults 18-24, and free for all under the age of 18.","0","adapted-swim-program-for-people-with-disabilities4","0"
"119657","3 to 6 Club","2016-02-03T00:00:00.000","15:00","18:00",,"<p>Walker Park is offering various activities at the 3 to 6 Club, open to&nbsp;children ages 7 through 12 years,&nbsp;including&nbsp;art, literacy and sports.</p><p>Registration began September 8th and is ongoing. However, space is limited and on a first come, first serve basis.</p><p>For more information please contact Rich Costello at (718) 816-6172</p>","Walker Park is offering various activities at the 3 to 6 Club, open to children ages 7 through 12 years, including art, literacy and sports.","(718) 816-6172",,"1",,"0","3-to-6-club","0"
"138693","Family Art Project: Cornhusk Dolls","2016-11-19T00:00:00.000","10:00","13:00",,"<p>Celebrate corn and harvest time! Listen to Native American tales, and hear about the power of a talking stick.&nbsp;Then tie, weave,&nbsp;and shape our dried husks into a single, cornhusk doll or corny doll family. Storytelling at noon.&nbsp;</p><p>Free, and admission to the grounds is free until noon.</p>","Listen to Native American tales, and hear about the power of a talking stick. Then tie, weave, and shape our dried husks into a single, cornhusk doll or corny doll family.",,,"1",,"0","family-art-project-cornhusk-dolls","0"
"174413","The Old Stone House: Witness to War","2018-12-22T00:00:00.000","11:00","16:00",,"<p>A permanent <a href=""http://theoldstonehouse.org/exhibitions/"">exhibit</a> exploring the Battle of Brooklyn and the Occupation, 1776-1783</p><p><em>Old Stone House: Witness to War</em>&nbsp;is a self-directed exhibit that takes visitors on a journey through the Revolutionary Era in Brooklyn from 1776 until 1783. Ten themed areas allow visitors to explore this history and consider how war impacted the community, what choices citizens had to make at the time, battle strategies, and what makes these issues relevant in today&rsquo;s world.</p><p><strong>Historians</strong></p><p>Patricia Bonomi<br />Edwin Burrows<br />Barnet Schecter</p><p><strong>Content Development</strong></p><p>Ellen Snyder Grenier<br />Janet Rassweiler</p><p><strong>Exhibit Designers &amp; Fabricators</strong></p><p>May &amp; Watkins</p><p><strong>Interactives</strong></p><p>Panoramic Studios</p>","Ten themed areas at this exhibit allow visitors to explore this history and consider how war impacted the community and what makes these issues relevant in today’s world.",,,"1",,"0","the-old-stone-house-witness-to-war","0"
"115935","Bronx Sports Extravaganza: Flag Football and Softball","2015-07-24T00:00:00.000","14:00","15:30",,"<p>Kids ages 6-12 are invited for free sports instruction at Hunts Point Recreation Center!&nbsp; Learn the basics&nbsp;of flag football and softball, including lots of game play.&nbsp; No registration required!&nbsp; Drop in anytime.&nbsp; The program will take place both&nbsp;inside the center and outside in the field.</p><p>Instructional clinics are taking place until September at Hunts Point and St. James Recreation Centers in the Bronx.&nbsp; The season will culminate in a Sports Festival on Saturday, September 19, 11:00 a.m. - 3:00 p.m. at Hunts Point Recreation Center.</p><p>The Bronx Sports Extravaganza is sponsored by&nbsp;the National Recreation and Park Association (NRPA) and ESPN.&nbsp; Their Access to Sports&nbsp;Grant&nbsp;was provided to NYC Parks to expand youth sports opportunities through programming, infrastructure improvements and the supply of equipment.</p>","Kids ages 6-12 are invited for free sports instruction at Hunts Point Recreation Center!","(718) 860-5544","victor.campbell@parks.nyc.gov","1",,"0","bronx-sports-extravaganza-flag-football-and-softball","0"
