"pub_dt","schld_no","schld_nm","sctn_no","sctn_nm","ln_no","ln_dscrp","fisc_yr","fisc_yr_1","fisc_yr_2","fisc_yr_3","fisc_yr_4","num_unt","ftnts"
"20180426","A","Debt Incurring Power","NA","NA","1","Total City Debt- Incurring Power under General Debt Limit","2019","106275","113977","119539","126833","$ in millions",
"20180426","A","Debt Incurring Power","NA","NA","2","Gross Debt-Funded","2019","40283","42074","44405","46980","$ in millions",
"20180426","A","Debt Incurring Power","NA","NA","3","Less: Excluded Debt","2019","-27","-23","-15","-12","$ in millions",
"20180426","A","Debt Incurring Power","NA","NA","4",,"2019","40257","42051","44390","46968","$ in millions",
"20180426","A","Debt Incurring Power","NA","NA","5","Contracts and Other Liabilities, Net of Prior Financings Thereof","2019","18280","22977","25529","26024","$ in millions",
"20180426","A","Debt Incurring Power","NA","NA","6","Total City Indebtedness","2019","58537","65028","69919","72992","$ in millions",
"20180426","A","Debt Incurring Power","NA","NA","7","TFA Debt Outstanding above $13.5 billion","2019","20423","23425","26923","30546","$ in millions",
"20180426","A","Debt Incurring Power","NA","NA","8","Combined Debt-Incurring Power of NYC and TFA","2019","27316","25524","22697","23295","$ in millions",
"20180426","B","Sources of Funds","NA","NA","1","City General Obligation Bonds","2019","4000","4270","4850","5070","$ in millions",
"20180426","B","Sources of Funds","NA","NA","2","TFA Future Tax Secured Bonds","2019","2800","4270","4850","5070","$ in millions",
"20180426","B","Sources of Funds","NA","NA","3","TFA Building Aid Revenue Bonds","2019","500","78","168","104","$ in millions",
"20180426","B","Sources of Funds","NA","NA","4","Water Authority Bonds","2019","1479","1641","1695","2089","$ in millions",
"20180426","B","Sources of Funds","NA","NA","5","Total","2019","8779","10259","11563","12333","$ in millions","Note: includes new money bonds and notes for capital purposes and, with respect to the Water Authority, reserve amounts."
"20180426","C","Debt Outstanding & Debt Service Ratios","I","Debt Service of NYC GO, Conduit Debt & TFA","1","[l.1] NYC General Obligation Debt Service*","2019","4012","4345","4506","4851","$ in millions","*   Does not reflect prepayments."
"20180426","C","Debt Outstanding & Debt Service Ratios","I","Debt Service of NYC GO, Conduit Debt & TFA","2","[l.2] Conduit Debt Debt Service","2019","148","150","150","149","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","I","Debt Service of NYC GO, Conduit Debt & TFA","3","[l.3] Transitional Finance Authority Debt Service*","2019","2802","3015","3247","3607","$ in millions","*   Does not reflect prepayments."
"20180426","C","Debt Outstanding & Debt Service Ratios","I","Debt Service of NYC GO, Conduit Debt & TFA","4","[l.4] Total Debt Service (NYC GO, Conduit Debt & TFA)= [l.1] + [l.2] + [l.3]","2019","6962","7511","7903","8608","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","II","Debt Outstanding: NYC GO, Conduit Debt & TFA as of 6/30","1","[l.5] NYC General Obligation Debt Outstanding","2019","40552","42560","45138","47769","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","II","Debt Outstanding: NYC GO, Conduit Debt & TFA as of 6/30","2","[l.6] Conduit Debt Debt Outstanding","2019","1206","1121","1033","939","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","II","Debt Outstanding: NYC GO, Conduit Debt & TFA as of 6/30","3","[l.7] Transitional Finance Authority Debt Outstanding","2019","36784","39656","43018","46498","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","II","Debt Outstanding: NYC GO, Conduit Debt & TFA as of 6/30","4","[l.8] Total Debt Outstanding (NYC GO, Conduit Debt & TFA ) [l.5]+[l.6]+[l.7]","2019","78542","83337","89188","95207","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","NA","NA","1","a. Total Revenue","2019","89063","91332","94078","96251","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","NA","NA","2","b. Total Taxes","2019","60076","62349","64762","66495","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","NA","NA","3","c. PIT Required to Support TFA DS***","2019","802","3015","3247","3607","$ in millions","*** Reflects prepayment in FY 2018."
"20180426","C","Debt Outstanding & Debt Service Ratios","NA","NA","4","d. Total NYC Personal Income","2019","603360","630290","657090","682980","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","NA","NA","5","e. Real Property Tax Revenue","2019","27789","29295","30711","31702","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","NA","NA","6","f. Full Value of Taxable Real Estate","2019","1062753","1139769","1195392","1268334","$ in millions",
"20180426","C","Debt Outstanding & Debt Service Ratios","NA","NA","7","g. Population","2019","8622698","8622698","8622698","8622698","in persons",
"20190506","B","Sources of Funds","NA","NA","5","Total","2020","10035","10998","12390","13018","$ in millions","Note: includes new money bonds and notes for capital purposes and, with respect to the Water Authority, reserve amounts."
"20190506","A","Debt Incurring Power","NA","NA","1","Total City Debt- Incurring Power under General Debt Limit","2020","116305","123262","131371","139576","$ in millions",
"20190506","C","Debt Outstanding & Debt Service Ratios","NA","NA","6","f. Full Value of Taxable Real Estate","2020","1163046","1232622","1313712","1395757","$ in millions",
"20190506","B","Sources of Funds","NA","NA","2","TFA Future Tax Secured Bonds","2020","4040","4650","5280","5500","$ in millions",
"20190506","C","Debt Outstanding & Debt Service Ratios","I","Debt Service of NYC GO, Conduit Debt & TFA","2","[l.2] Conduit Debt Debt Service","2020","126","126","126","147","$ in millions",
"20190506","A","Debt Incurring Power","NA","NA","4",,"2020","38978","41218","43895","46678","$ in millions",
"20190506","C","Debt Outstanding & Debt Service Ratios","NA","NA","3","c. PIT Required to Support TFA DS***","2020","711","3308","3666","4038","$ in millions","*** Reflects prepayment in FY 2018."
"20190506","A","Debt Incurring Power","NA","NA","2","Gross Debt-Funded","2020","39014","41245","43920","46694","$ in millions",
"20190506","C","Debt Outstanding & Debt Service Ratios","II","Debt Outstanding: NYC GO, Conduit Debt & TFA as of 6/30","2","[l.6] Conduit Debt Debt Outstanding","2020","1057","994","928","837","$ in millions",
"20190506","A","Debt Incurring Power","NA","NA","7","TFA Debt Outstanding above $13.5 billion","2020","27229","30472","34250","38159","$ in millions",
"20190506","C","Debt Outstanding & Debt Service Ratios","NA","NA","2","b. Total Taxes","2020","63125","65021","67229","69120","$ in millions",
"20190506","C","Debt Outstanding & Debt Service Ratios","II","Debt Outstanding: NYC GO, Conduit Debt & TFA as of 6/30","1","[l.5] NYC General Obligation Debt Outstanding","2020","39341","41809","44750","47749","$ in millions",
"20190506","C","Debt Outstanding & Debt Service Ratios","NA","NA","4","d. Total NYC Personal Income","2020","673390","695900","718360","740580","$ in millions",
"20190506","A","Debt Incurring Power","NA","NA","3","Less: Excluded Debt","2020","-36","-27","-25","-16","$ in millions",
