"program_lst_id","program_code","program_name","active_flag","agency_name","description","borough","prog_contact_last_name","prog_contact_first_name","prog_contact_phone_no","prog_contact_fax_no","prog_contact_extension","prog_contact_email","program_address_1","program_address_2","program_city","program_zip","office_mon_from_time","office_mon_to_time","office_tues_from_time","office_tues_to_time","office_wed_from_time","office_wed_to_time","office_thurs_from_time","office_thurs_to_time","office_fri_from_time","office_fri_to_time","office_sat_from_time","office_sat_to_time","office_sun_from_time","office_sun_to_time","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"163","00A385PR","Family Support Center Inc. - G.P. - Brooklyn ","Y","Arab-American Family Support Center","General Preventive","Brooklyn","Alhusseini","Lena","7186438000","7186438167",,"lena@aafscny.org","150 Court Street",,"Brooklyn","11201","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.688806","-73.992806","6","39","45","3003069","3002920026","Carroll Gardens-Columbia Street-Red Hook                                   "
"643","00A680PR","Family Support Center-Astoria","Y","Arab-American Family Support Center","General Preventive","Queens","Alhusseini","Lena","7186438000",,,,"37-10 30th Street",,"Long Island City","11101","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.755135","-73.932042","1","26","51","4004523","4003710027","Queensbridge-Ravenswood-Long Island City                                   "
"644","00A681PR","Family Support Center-Jackson Heights","Y","Arab-American Family Support Center","General Preventive","Queens","Alhusseini","Lena","7186438000",,,,"37-10 30th Street",,"Long Island City","11101","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.755135","-73.932042","1","26","51","4004523","4003710027","Queensbridge-Ravenswood-Long Island City                                   "
"169","00A415PR","All Childrens House Preventive Svcs. - G.P. - Man.","Y","Association to Benefit Children","General Preventive","Manhattan","Horchak-Andino","Kathy","6464596099","6464596087",,"Khorchak-andino@a-b-c.org","1841 Park Avenue","3rd Floor","New York","10035","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.80582","-73.938463","11","9","242","1054495","1017750001","East Harlem North                                                          "
"167","00A017PR","Astor Family Services - General Preventive - Bronx","Y","Astor Home for Children","General Preventive","Bronx","Weber","Ronna","7182313400","7186553503",,,"750 Tilden Street",,"Bronx","10467","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.87684","-73.862601","12","12","380","2057708","2046580015","Williamsbridge-Olinville                                                   "
"510","00A661PR","Astor Family Support Services-FT/R","Y","Astor Home for Children","Family Treatment and Rehabilitation","Bronx","Weber","Ronna","7182313400","7186553503",,,"750 Tilden Street",,"New York","10467",,,,,,,,,,,,,,,"40.87684","-73.862601","12","12","380","2057708","2046580015","Williamsbridge-Olinville                                                   "
"640","00A673PR","General Preventive","Y","BoysTown","General Preventive","Brooklyn","Madlangbayan","Elaine","3473818181","3473818185",,"elaine.madlangbayan@boystown.org","1360 Fulton Street","Bldg B,Siute #511","Kings","11216","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.680186","-73.94593","3","36","247","3329709","3018620001","Crown Heights North                                                        "
"318","00A409PR","Family Enrichment Program - G.P. - Bronx","Y","Bronx Works ","General Preventive","Bronx","Morgenstern","Jonathan","7185083160","7182931946",,"jmorgenstern@bronxworks.org","1130 Grand Concourse",,"Bronx","10456","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.832331","-73.91959","4","16","18102","2002833","2024620042","East Concourse-Concourse Village                                           "
"513","00A649PR","Bedford Stuyvesant Family Center -FT/R","Y","Brooklyn Community Services","Family Treatment and Rehabilitation","Brooklyn","Querbach","Jodi","7186229400",,,,"20 New York Avenue","2nd Floor","Kings County","11216","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.679602","-73.946817","3","36","247","3053759","3018610037","Crown Heights North                                                        "
"171","00A037PR","Bedford Stuyvesant Family Ctr.- Gen. Prev. - Bklyn","Y","Brooklyn Community Services","General Preventive","Brooklyn","Querbach","Jodi","7186229400",,,,"20 New York Avenue","2nd Floor","Brooklyn","11216","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,"40.679602","-73.946817","3","36","247","3053759","3018610037","Crown Heights North                                                        "
