"violationid","buildingid","registrationid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","apartment","story","block","lot","class","inspectiondate","approveddate","originalcertifybydate","originalcorrectbydate","newcertifybydate","newcorrectbydate","certifieddate","ordernumber","novid","novdescription","novissueddate","currentstatusid","currentstatus","currentstatusdate","novtype","violationstatus","rentimpairing","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"10000197","74898","205177","2","BRONX","231","231","231","ECHO PLACE","29920","10457",,"1","2810","45","A","2013-10-08T00:00:00.000","2013-10-12T00:00:00.000","2014-02-01T00:00:00.000","2014-01-18T00:00:00.000",,,,"506","4707797","SECTION 27-2005 ADM CODE REPLACE WITH NEW THE MISSING HANDRAIL AT EAST AND WEST SECTION AT NORTH AND SOUTH WALL AT PUBLIC HALL, 1st STORY","2013-10-15T00:00:00.000","21","NOT COMPLIED WITH","2020-10-15T00:00:00.000","Original","Open","N","40.849718","-73.904550","5","15","23502","2007730","2028100045","Mount Hope"
"10000355","96334","218008","2","BRONX","2913","2913","2913","MIDDLETOWN ROAD","50920","10461","3C","3","4165","3","C","2013-10-08T00:00:00.000","2013-10-12T00:00:00.000","2013-10-20T00:00:00.000","2013-10-09T00:00:00.000",,,"2013-10-19T00:00:00.000","670","4708192","SECTION 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST","2013-10-15T00:00:00.000","9","VIOLATION DISMISSED","2013-12-30T00:00:00.000","Original","Close","Y","40.843576","-73.832520","10","13","26602","2045974","2041650003","Pelham Bay-Country Club-City Island"
"10000419","63911","208491","2","BRONX","109","109","109","EAST 153 STREET","26250","10451","31F","5","2482","1","C","2013-10-08T00:00:00.000","2013-10-09T00:00:00.000","2013-11-12T00:00:00.000","2013-11-07T00:00:00.000",,,,"616","4705603","SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) 1st RISER FROM SOUTH AT WEST WALL IN THE BATHROOM LOCATED AT APT 31F, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST","2013-10-10T00:00:00.000","19","VIOLATION CLOSED","2020-08-26T00:00:00.000","Original","Close","N","40.823932","-73.928033","4","8","63","2002968","2024820001","West Concourse"
"12838207","115654","205456","2","BRONX","1565","1565","1565","TOWNSEND AVENUE","69320","10452",,"1","2846","41","B","2019-01-03T00:00:00.000","2019-01-04T00:00:00.000","2019-02-25T00:00:00.000","2019-02-11T00:00:00.000",,,"2019-02-23T00:00:00.000","530","6354790","SECTION 27-2005, 2007, 204.1 HMC CODE: ARRANGE AND MAKE SELF-CLOSING THE DOORS AT BUILDING ENTRANCE AT PUBLIC HALL, 1st STORY","2019-01-07T00:00:00.000","19","VIOLATION CLOSED","2019-04-30T00:00:00.000","Original","Close","N","40.843427","-73.914263","4","14","209","2008141","2028460041","West Concourse"
"10000695","94086","207860","2","BRONX","1064","1064","1064","MANOR AVENUE","49020","10472","2E","2","3717","32","A","2013-10-09T00:00:00.000","2013-10-10T00:00:00.000","2014-01-28T00:00:00.000","2014-01-14T00:00:00.000",,,,"529","4706495","SECTION 27-2005 ADM CODE REFIT ENTRANCE DOOR IN THE BATHROOM LOCATED AT APT 2E, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST","2013-10-11T00:00:00.000","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","2020-10-14T00:00:00.000","Original","Open","N","40.825543","-73.875585","9","18","48","2023565","2037170032","Soundview-Bruckner"
"10000927","81720","208238","2","BRONX","1750","1750","1750","GRAND CONCOURSE","36420","10457","3A","3","2825","10","C","2013-10-09T00:00:00.000","2013-10-09T00:00:00.000","2013-10-23T00:00:00.000","2013-10-18T00:00:00.000",,,,"510","4705670","SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF DEFECTIVE REFRIGERATOR IN THE KITCHEN LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-10T00:00:00.000","19","VIOLATION CLOSED","2013-10-30T00:00:00.000","Original","Close","N","40.845765","-73.910292","5","15","22901","2007875","2028250010","Mount Hope"
"10000932","81720","208238","2","BRONX","1750","1750","1750","GRAND CONCOURSE","36420","10457","3A","3","2825","10","B","2013-10-09T00:00:00.000","2013-10-09T00:00:00.000","2013-11-28T00:00:00.000","2013-11-14T00:00:00.000",,,,"702","4705669","SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-10T00:00:00.000","19","VIOLATION CLOSED","2014-06-23T00:00:00.000","Original","Close","N","40.845765","-73.910292","5","15","22901","2007875","2028250010","Mount Hope"
"10000660","108543","200889","2","BRONX","2875","2875","2875","SEDGWICK AVENUE","63820","10468","B6","2","3253","255","C","2013-10-09T00:00:00.000","2013-10-10T00:00:00.000","2013-10-24T00:00:00.000","2013-10-19T00:00:00.000",,,,"502","4706524","SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CEMENT AND TILE FLOOR IN THE BATHROOM LOCATED AT APT B6, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-11T00:00:00.000","19","VIOLATION CLOSED","2014-09-12T00:00:00.000","Original","Close","N","40.874492","-73.901495","8","14","273","2015580","2032530255","Van Cortlandt Village"
"10000933","81720","208238","2","BRONX","1750","1750","1750","GRAND CONCOURSE","36420","10457","3A","3","2825","10","B","2013-10-09T00:00:00.000","2013-10-09T00:00:00.000","2013-11-28T00:00:00.000","2013-11-14T00:00:00.000",,,,"1502","4705669","SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-10T00:00:00.000","19","VIOLATION CLOSED","2014-06-23T00:00:00.000","Original","Close","N","40.845765","-73.910292","5","15","22901","2007875","2028250010","Mount Hope"
"10000935","81720","208238","2","BRONX","1750","1750","1750","GRAND CONCOURSE","36420","10457","3A","3","2825","10","B","2013-10-09T00:00:00.000","2013-10-09T00:00:00.000","2013-11-28T00:00:00.000","2013-11-14T00:00:00.000",,,,"550","4705669","SECTION 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-10T00:00:00.000","19","VIOLATION CLOSED","2014-06-23T00:00:00.000","Original","Close","N","40.845765","-73.910292","5","15","22901","2007875","2028250010","Mount Hope"
