"fiscal_year","agency","construction_count","construction_contract_value","project_labor_agreement_count","project_labor_agreement","apprenticeship_program","apprenticeship_program_1"
"2020","DCAS","6","118829600","4","110221000.00","0","0.00"
"2020","DDC","66","775637000","13","55339800.00","44","687521300.00"
"2020","DEP","45","553679900","36","352577900.00","2","12558000.00"
"2020","DHS","2","9258600","1","8297000.00","0","0.00"
"2020","DOB","1","6571600","1","6571600.00","0","0.00"
"2020","DOC","2","7550200","1","7184500.00","0","0.00"
"2020","DOE","15","176640400","0","0.00","0","0.00"
"2020","DOT","23","505217700","0","0.00","21","471595300.00"
"2020","DPR","123","446348900","17","75725000.00","32","170143900.00"
"2020","DSNY","3","25685200","3","25685200.00","0","0.00"
"2020","FDNY","10","52224800","10","52224700.00","0","0.00"
"2020","HPD","43","22941500","0","0.00","0","0.00"
"2020","HRA","2","6904400","2","6904400.00","0","0.00"
"2020","NYPD","5","12171000","4","11149600.00","0","0.00"
"2019","ACS","1","2497100.00","0","0.00","0","0.00"
"2019","DCAS","1","2875000.00","1","2875000.00","0","0.00"
"2019","DDC","94","1158410500.00","27","237207200.00","51","895215000.00"
"2019","DEP","52","436202400.00","28","196351900.00","8","211870200.00"
"2019","DHS","4","13720700.00","2","7922500.00","0","0.00"
"2019","DOC","6","48847600.00","5","43766600.00","1","5081000.00"
"2019","DOT","25","477498000.00","0","0.00","20","465258300.00"
"2019","DPR","130","367766700.00","14","27142500.00","36","225713600.00"
"2019","DSNY","8","237474900.00","6","221692700.00","1","4325100.00"
"2019","FDNY","1","7384100.00","1","7384100.00","0","0.00"
"2019","HPD","45","24922400.00","0","0.00","0","0.00"
"2019","HRA","2","5641800.00","1","3000000.00","0","0.00"
"2019","NYPD","3","2568100.00","1","1488000.00","0","0.00"
"2018","ACS","3","236400.00","0","0.00","0","0.00"
"2018","DCAS","1","4500.00","0","0.00","0","0.00"
"2018","DCAS","6","55888000.00","6","55888000.00","0","0.00"
"2018","DDC","109","1312784700.00","17","116104200.00","78","1152159700.00"
"2018","DEP","57","633631800.00","27","507565800.00","19","118133700.00"
"2018","DFTA","1","58400.00","0","0.00","0","0.00"
"2018","DHS","7","13987300.00","7","13987300.00","0","0.00"
"2018","DOC","5","12482000.00","3","6634400.00","1","5847000.00"
"2018","DOF","1","35000.00","0","0.00","0","0.00"
"2018","DOHMH","24","38527600.00","4","37536500.00","0","0.00"
"2018","DORIS","1","29000.00","0","0.00","0","0.00"
"2018","DOT","31","845609700.00","0","0.00","26","833476500.00"
"2018","DPR","185","294125500.00","21","47517900.00","33","138513100.00"
"2018","DSNY","10","22603600.00","3","5284600.00","2","11773700.00"
"2018","FDNY","4","27050100.00","1","23570200.00","0","0.00"
"2018","HPD","8552","19070100.00","0","0.00","0","0.00"
"2018","HRA","4","4619900.00","3","4573700.00","0","0.00"
"2018","LPC","3","93100.00","0","0.00","0","0.00"
"2018","NYCEM","2","41800.00","0","0.00","0","0.00"
"2018","NYPD","14","44714500.00","4","37945200.00","0","0.00"
"2018","SBS","1","1900.00","0","0.00","0","0.00"
"2018","TLC","1","6000.00","0","0.00","0","0.00"
