"pub_dt","dept","mnth","fisc_yr","curr_mnth_actl","ytd_actl","fisc_yr_pln","fnd"
"20200928","TRANSIT","JULY","2021","2.60","2.60","499.00","(C)"
"20200928","TRANSIT","JULY","2021","0.00","0.00","0.00","(N)"
"20200928","HIGHWAY AND STREETS","JULY","2021","25.60","25.60","435.50","(C)"
"20200928","HIGHWAY AND STREETS","JULY","2021","5.70","5.70","104.40","(N)"
"20200928","HIGHWAY BRIDGES","JULY","2021","10.70","10.70","277.30","(C)"
"20200928","HIGHWAY BRIDGES","JULY","2021","14.90","14.90","4.60","(N)"
"20200928","WATERWAY BRIDGES","JULY","2021","7.20","7.20","186.20","(C)"
"20200928","WATERWAY BRIDGES","JULY","2021","5.70","5.70","21.50","(N)"
"20200928","WATER SUPPLY","JULY","2021","17.90","17.90","310.70","(C)"
"20200928","WATER SUPPLY","JULY","2021","0.00","0.00","0.00","(N)"
"20200928","WATER MAINS, SOURCES & TREATMENT","JULY","2021","33.60","33.60","480.90","(C)"
"20200928","WATER MAINS, SOURCES & TREATMENT","JULY","2021","0.03","0.03","1.40","(N)"
"20200928","SEWERS","JULY","2021","43.40","43.40","423.80","(C)"
"20200928","SEWERS","JULY","2021","2.10","2.10","13.30","(N)"
"20200928","WATER POLLUTION CONTROL","JULY","2021","36.50","36.50","729.10","(C)"
"20200928","WATER POLLUTION CONTROL","JULY","2021","0.50","0.50","83.70","(N)"
"20200928","ECONOMIC DEVELOPMENT","JULY","2021","21.70","21.70","238.00","(C)"
"20200928","ECONOMIC DEVELOPMENT","JULY","2021","0.60","0.60","129.90","(N)"
"20200928","EDUCATION","JULY","2021","100.00","100.00","1629.00","(C)"
"20200928","EDUCATION","JULY","2021","0.00","0.00","237.80","(N)"
"20200928","CORRECTION","JULY","2021","1.70","1.70","190.50","(C)"
"20200928","CORRECTION","JULY","2021","1.20","1.20","28.60","(N)"
"20200928","SANITATION","JULY","2021","15.40","15.40","229.70","(C)"
"20200928","SANITATION","JULY","2021","0.10","0.10","5.20","(N)"
"20200928","POLICE","JULY","2021","19.90","19.90","177.50","(C)"
"20200928","POLICE","JULY","2021","0.00","0.00","24.30","(N)"
"20200928","FIRE","JULY","2021","7.30","7.30","92.70","(C)"
"20200928","FIRE","JULY","2021","0.40","0.40","33.40","(N)"
"20200928","HOUSING","JULY","2021","14.90","14.90","745.30","(C)"
"20200928","HOUSING","JULY","2021","0.00","0.00","11.00","(N)"
"20200928","HOSPITALS","JULY","2021","18.50","18.50","105.40","(C)"
"20200928","HOSPITALS","JULY","2021","9.40","9.40","400.60","(N)"
"20200928","PUBLIC BUILDINGS","JULY","2021","5.90","5.90","107.80","(C)"
"20200928","PUBLIC BUILDINGS","JULY","2021","0.00","0.00","0.00","(N)"
"20200928","PARKS","JULY","2021","24.80","24.80","370.00","(C)"
"20200928","PARKS","JULY","2021","2.10","2.10","51.30","(N)"
"20200928","ALL OTHER DEPARTMENTS","JULY","2021","95.00","95.00","903.30","(C)"
"20200928","ALL OTHER DEPARTMENTS","JULY","2021","8.50","8.50","261.80","(N)"
"20201020","TRANSIT","AUGUST","2021","2.40","5.00","499.00","(C)"
"20201020","TRANSIT","AUGUST","2021","0.00","0.00","0.00","(N)"
"20201020","HIGHWAY AND STREETS","AUGUST","2021","37.30","62.90","435.50","(C)"
"20201020","HIGHWAY AND STREETS","AUGUST","2021","3.50","9.20","104.40","(N)"
"20201020","HIGHWAY BRIDGES","AUGUST","2021","17.20","27.90","277.30","(C)"
"20201020","HIGHWAY BRIDGES","AUGUST","2021","14.40","29.30","4.60","(N)"
"20201020","WATERWAY BRIDGES","AUGUST","2021","9.60","16.80","186.20","(C)"
"20201020","WATERWAY BRIDGES","AUGUST","2021","9.40","15.10","21.50","(N)"
"20201020","WATER SUPPLY","AUGUST","2021","7.20","25.10","310.70","(C)"
"20201020","WATER SUPPLY","AUGUST","2021","0.00","0.00","0.00","(N)"
"20201020","WATER MAINS, SOURCES & TREATMENT","AUGUST","2021","47.60","81.20","480.90","(C)"
"20201020","WATER MAINS, SOURCES & TREATMENT","AUGUST","2021","0.10","0.40","1.40","(N)"
"20201020","SEWERS","AUGUST","2021","41.90","85.30","423.80","(C)"
"20201020","SEWERS","AUGUST","2021","0.40","2.50","13.30","(N)"
"20201020","WATER POLLUTION CONTROL","AUGUST","2021","40.30","76.80","729.10","(C)"
"20201020","WATER POLLUTION CONTROL","AUGUST","2021","0.10","0.60","83.70","(N)"
"20201020","ECONOMIC DEVELOPMENT","AUGUST","2021","58.90","80.60","238.00","(C)"
"20201020","ECONOMIC DEVELOPMENT","AUGUST","2021","0.70","1.30","129.90","(N)"
"20201020","EDUCATION","AUGUST","2021","124.30","224.30","1629.00","(C)"
"20201020","EDUCATION","AUGUST","2021","35.70","35.70","237.80","(N)"
"20201020","CORRECTION","AUGUST","2021","4.00","5.70","190.50","(C)"
"20201020","CORRECTION","AUGUST","2021","1.40","2.50","28.60","(N)"
"20201020","SANITATION","AUGUST","2021","24.30","39.70","229.70","(C)"
"20201020","SANITATION","AUGUST","2021","0.00","0.10","5.20","(N)"
"20201020","POLICE","AUGUST","2021","13.40","33.30","177.50","(C)"
"20201020","POLICE","AUGUST","2021","0.00","0.00","24.30","(N)"
"20201020","FIRE","AUGUST","2021","7.20","14.50","92.70","(C)"
"20201020","FIRE","AUGUST","2021","0.40","0.70","33.40","(N)"
"20201020","HOUSING","AUGUST","2021","12.90","27.80","745.30","(C)"
"20201020","HOUSING","AUGUST","2021","0.80","0.80","11.00","(N)"
"20201020","HOSPITALS","AUGUST","2021","10.20","28.60","105.40","(C)"
"20201020","HOSPITALS","AUGUST","2021","10.70","20.00","400.60","(N)"
"20201020","PUBLIC BUILDINGS","AUGUST","2021","5.60","11.50","107.80","(C)"
"20201020","PUBLIC BUILDINGS","AUGUST","2021","0.00","0.00","0.00","(N)"
"20201020","PARKS","AUGUST","2021","31.20","56.10","370.00","(C)"
"20201020","PARKS","AUGUST","2021","3.40","5.50","51.30","(N)"
"20201020","ALL OTHER DEPARTMENTS","AUGUST","2021","60.20","155.20","903.30","(C)"
"20201020","ALL OTHER DEPARTMENTS","AUGUST","2021","13.10","21.60","261.80","(N)"
"20201113","TRANSIT","September","2021","2.60","7.70","499.00","(C)"
"20201113","TRANSIT","September","2021","0.00","0.00","0.00","(N)"
