"record_id","certificate_number","business_name","violation_date","industry","borough","charge","charge_count","outcome","counts_settled","counts_guilty","counts_not_guilty","building_number","street","street_2","unit_type","unit","description","city","state","zip","longitude","latitude"
"50883-2014-ENFO","05339686","J D AVENUE C FOOD CORP.","2014-08-27T00:00:00.000","Supermarket - 819","Manhattan","NYC Admin Code § 20-708.1(d) - SCANNER PRICE EXCEEDED ITEM/SHELF/SALE/ADVERTISED PRICE.","1","Pleaded","1",,,"42","AVENUE C",,,,,"NEW YORK","NY","10009","-73.98041413055347","40.7219253501397"
"40482-2017-ENFO","80028332","ADEN DELI & GROCERY, INC.","2017-06-13T00:00:00.000","Cigarette Retail Dealer - 127","Brooklyn","NYC Admin Code § 17-704(b) - SOLD OR OFFERED FOR SALE A CIGAR FOR $3 OR LESS (INCLUDING SALES TAX) THAT WAS NOT IN A PACKAGE OF AT LEAST 4 CIGARS","1","Default Decision",,"1",,"1649","BEDFORD AVE",,,,,"BROOKLYN","NY","11225","-73.95665434756515","40.6662631833785"
"61332-2017-ENFO","70043611","HALSEY GOURMET AND DELI INC","2017-10-02T00:00:00.000","Cigarette Retail Dealer - 127","Brooklyn","NYC Admin Code § 17-715(a) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL FLAVORED TOBACCO PRODUCT","1","Default Decision",,"1",,"437","TOMPKINS AVE",,,,,"BROOKLYN","NY","11216","-73.94371093003785","40.68239685907483"
"6381-2014-ENFO","05335481","J S M DIGITAL INC","2014-01-23T00:00:00.000","Electronic Store - 001","Manhattan","6 RCNY § 1-05 - LICENSE NUMBER NOT ON BUSINESS CARDS","1","Settlement (Pre-Hearing)","1",,,"1234","BROADWAY",,,,,"NEW YORK","NY","10001","-73.98833927908684","40.74730716246257"
"20574-2021-ENFO","05447728","JM PRO CLEANER INC","2021-06-11T00:00:00.000","Laundries","Queens","NYC Admin Code § 20-297.5(f) - Vehicles used for delivery do not display licensee's name, business address, business telephone number and/or license number in lettering at least two inches in height","1","Pleaded","1",,,"1964","42ND ST",,,,,"ASTORIA","NY","11105","-73.89934793907081","40.77615495803337"
"36026-2021-ENFO","21T02047","CIGARILLIS 3 CORP","2021-10-05T00:00:00.000","Electronic Cigarette Dealer","Queens","NYC Admin Code § 17-715(b) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL OR OFFER FOR SALE FLAVORED ELECTRONIC CIGARETTE OR E-LIQUID","60","Default Decision",,"60",,"2706","QUEENS PLZ S",,,,"GROUND FLOOR","LONG ISLAND CITY","NY","11101","-77.51985434060639","40.11248894584765"
"14851-2015-ENFO","80014152","A&A GOURMET DELI CORP","2015-03-19T00:00:00.000","Cigarette Retail Dealer - 127","Manhattan","NYC Admin Code § 17-704(b) - SOLD OR OFFERED FOR SALE A CIGAR FOR $3 OR LESS (INCLUDING SALES TAX) THAT WAS NOT IN A PACKAGE OF AT LEAST 4 CIGARS","1","Settlement (Pre-Hearing)","1",,,"1917","A C POWELL BLVD",,,,,"NEW YORK","NY","10026","-73.95255583292985","40.80316437386991"
"35102-2018-ENFO","05428261","NuCare Pharmacy Inc.","2018-07-12T00:00:00.000","Drug Store Retail - 810","Manhattan","6 RCNY § 5-41 - Business engaged in deceptive trade practice by collecting sales tax on a non-taxable good or service.","1","Pleaded","1",,,"1789","1ST AVE",,,,,"NEW YORK","NY","10128","-73.9463320475527","40.781058326795204"
"22006-2021-ENFO","21T01226","SELWYN DELI GROCERY CORP","2021-07-08T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 17-176.1(c)(4) - SOLD, OFFERED FOR SALE, OR OTHERWISE PROVIDED TOBACCO PRODUCTS FOR LESS THAN THE LISTED PRICE","1","Default Decision",,"1",,"261","E 172ND ST",,,,,"BRONX","NY","10457","-77.5198542493097","40.11248919651065"
"42113-2021-ENFO","21Q00945","IRFAN ULLAH","2021-11-19T00:00:00.000","Tobacco Retail Dealer","Queens","NYC Admin Code § 17-706(c) - FAILED TO POST AGE RESTRICTION SIGN IN A CONSPICUOUS PLACE","1","Pleaded","1",,,"9707","QUEENS BLVD",,,,,"REGO PARK","NY","11374","-77.5198540571538","40.11248889856985"
"64354-2014-ENFO","70025254","ALAHERI, QAHTAN","2014-11-16T00:00:00.000","Cigarette Retail Dealer - 127","Brooklyn","NYC Admin Code § 17-704(b) - SOLD OR OFFERED FOR SALE A CIGAR FOR $3 OR LESS (INCLUDING SALES TAX) THAT WAS NOT IN A PACKAGE OF AT LEAST 4 CIGARS","1","Hearing Decision",,"1",,"2034","BEDFORD AVE",,,,,"BROOKLYN","NY","11226","-73.9563263795762","40.655171403941004"
