version,title2,description3,url,latitude,longitude,ns1:field2209,description4,ns1:field2210,description5,ns1:field2211,description6,ns1:field2206,description7,ns1:field2207,description8,ns1:field2208,description9,ns1:field2212,description10,ns1:field2213,description11,ns1:field2214,description12,ns1:field2215,description13,ns1:field2216,description14
2,Tuin 't Zand,<table><tr><td>Oppervlakte (m2):</td><td>1150</td></tr><tr><td>Huidig gebruik:</td><td>Educatieve tuin</td></tr><tr><td>Beschikbare periode:</td><td>nvt</td></tr><tr><td>Volgnummer:</td><td>114</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_c</td></tr><tr><td>Locatie:</td><td>Tuin 't Zand</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Bestaande locatie</td></tr><tr><td>Contact:</td><td></td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=231992</td></tr><tr><td>Toekomstige bestemming:</td><td>nvt</td></tr></table>,,52.1000735850,5.0476890740,1150,Oppervlakte (m2),Educatieve tuin,Huidig gebruik,nvt,Beschikbare periode,114,Volgnummer,09 Leidsche Rijn_c,Locatiecode,Tuin 't Zand,Locatie,Gemeente Utrecht,Eigenaar,Bestaande locatie,Stadslandbouw,,Contact,http://www.utrecht.nl/smartsite.dws?id=231992,Link,nvt,Toekomstige bestemming
2,Castellum Hoge Woerd,"<table><tr><td>Oppervlakte (m2):</td><td>1150</td></tr><tr><td>Huidig gebruik:</td><td>Castellum Hoge Woerd, educatieve tuin en boomgaard</td></tr><tr><td>Beschikbare periode:</td><td>nvt</td></tr><tr><td>Volgnummer:</td><td>113</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_b</td></tr><tr><td>Locatie:</td><td>Castellum Hoge Woerd</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Bestaande locatie</td></tr><tr><td>Contact:</td><td></td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=370734</td></tr><tr><td>Toekomstige bestemming:</td><td>nvt</td></tr></table>",,52.0859743585,5.0425582574,1150,Oppervlakte (m2),"Castellum Hoge Woerd, educatieve tuin en boomgaard",Huidig gebruik,nvt,Beschikbare periode,113,Volgnummer,09 Leidsche Rijn_b,Locatiecode,Castellum Hoge Woerd,Locatie,Gemeente Utrecht,Eigenaar,Bestaande locatie,Stadslandbouw,,Contact,http://www.utrecht.nl/smartsite.dws?id=370734,Link,nvt,Toekomstige bestemming
2,weitje Oude Vleutenseweg,<table><tr><td>Oppervlakte (m2):</td><td>2402</td></tr><tr><td>Huidig gebruik:</td><td></td></tr><tr><td>Beschikbare periode:</td><td>vanaf 2012</td></tr><tr><td>Volgnummer:</td><td>111</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_22</td></tr><tr><td>Locatie:</td><td>weitje Oude Vleutenseweg</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Mogelijke locatie</td></tr><tr><td>Contact:</td><td>projectbureau Leidsche Rijn </td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=369781</td></tr><tr><td>Toekomstige bestemming:</td><td>Gemengd</td></tr></table>,,52.0969248337,5.0759370854,2402,Oppervlakte (m2),,Huidig gebruik,vanaf 2012,Beschikbare periode,111,Volgnummer,09 Leidsche Rijn_22,Locatiecode,weitje Oude Vleutenseweg,Locatie,Gemeente Utrecht,Eigenaar,Mogelijke locatie,Stadslandbouw,projectbureau Leidsche Rijn,Contact,http://www.utrecht.nl/smartsite.dws?id=369781,Link,Gemengd,Toekomstige bestemming
2,weitje Oude Vleutenseweg,<table><tr><td>Oppervlakte (m2):</td><td>2581</td></tr><tr><td>Huidig gebruik:</td><td></td></tr><tr><td>Beschikbare periode:</td><td>vanaf 2012</td></tr><tr><td>Volgnummer:</td><td>110</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_21</td></tr><tr><td>Locatie:</td><td>weitje Oude Vleutenseweg</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Mogelijke locatie</td></tr><tr><td>Contact:</td><td>projectbureau Leidsche Rijn </td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=369781</td></tr><tr><td>Toekomstige bestemming:</td><td>Gemengd</td></tr></table>,,52.0969400306,5.0748862376,2581,Oppervlakte (m2),,Huidig gebruik,vanaf 2012,Beschikbare periode,110,Volgnummer,09 Leidsche Rijn_21,Locatiecode,weitje Oude Vleutenseweg,Locatie,Gemeente Utrecht,Eigenaar,Mogelijke locatie,Stadslandbouw,projectbureau Leidsche Rijn,Contact,http://www.utrecht.nl/smartsite.dws?id=369781,Link,Gemengd,Toekomstige bestemming
2,tussen Groenedijk 55-57,<table><tr><td>Oppervlakte (m2):</td><td>2386</td></tr><tr><td>Huidig gebruik:</td><td></td></tr><tr><td>Beschikbare periode:</td><td>2012-medio2013</td></tr><tr><td>Volgnummer:</td><td>109</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_28</td></tr><tr><td>Locatie:</td><td>tussen Groenedijk 55-57</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Mogelijke locatie</td></tr><tr><td>Contact:</td><td>projectbureau Leidsche Rijn </td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=369781</td></tr><tr><td>Toekomstige bestemming:</td><td>Vrije kavels</td></tr></table>,,52.0867699252,5.0631974486,2386,Oppervlakte (m2),,Huidig gebruik,2012-medio2013,Beschikbare periode,109,Volgnummer,09 Leidsche Rijn_28,Locatiecode,tussen Groenedijk 55-57,Locatie,Gemeente Utrecht,Eigenaar,Mogelijke locatie,Stadslandbouw,projectbureau Leidsche Rijn,Contact,http://www.utrecht.nl/smartsite.dws?id=369781,Link,Vrije kavels,Toekomstige bestemming
2,Strijkviertel,<table><tr><td>Oppervlakte (m2):</td><td>310797</td></tr><tr><td>Huidig gebruik:</td><td>deels kleidepot</td></tr><tr><td>Beschikbare periode:</td><td>onbekend</td></tr><tr><td>Volgnummer:</td><td>108</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_52</td></tr><tr><td>Locatie:</td><td>Strijkviertel</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Mogelijke locatie</td></tr><tr><td>Contact:</td><td>projectbureau Leidsche Rijn </td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=369781</td></tr><tr><td>Toekomstige bestemming:</td><td>Bedrijventerrein / leisure</td></tr></table>,,52.0713742529,5.0635422882,310797,Oppervlakte (m2),deels kleidepot,Huidig gebruik,onbekend,Beschikbare periode,108,Volgnummer,09 Leidsche Rijn_52,Locatiecode,Strijkviertel,Locatie,Gemeente Utrecht,Eigenaar,Mogelijke locatie,Stadslandbouw,projectbureau Leidsche Rijn,Contact,http://www.utrecht.nl/smartsite.dws?id=369781,Link,Bedrijventerrein / leisure,Toekomstige bestemming
2,Stationsomgeving 3.1,<table><tr><td>Oppervlakte (m2):</td><td>3323</td></tr><tr><td>Huidig gebruik:</td><td></td></tr><tr><td>Beschikbare periode:</td><td>2014-2015</td></tr><tr><td>Volgnummer:</td><td>107</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_15</td></tr><tr><td>Locatie:</td><td>Stationsomgeving 3.1</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Mogelijke locatie</td></tr><tr><td>Contact:</td><td>projectbureau Leidsche Rijn </td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=369781</td></tr><tr><td>Toekomstige bestemming:</td><td>Appartementen</td></tr></table>,,52.0992347756,5.0435798205,3323,Oppervlakte (m2),,Huidig gebruik,2014-2015,Beschikbare periode,107,Volgnummer,09 Leidsche Rijn_15,Locatiecode,Stationsomgeving 3.1,Locatie,Gemeente Utrecht,Eigenaar,Mogelijke locatie,Stadslandbouw,projectbureau Leidsche Rijn,Contact,http://www.utrecht.nl/smartsite.dws?id=369781,Link,Appartementen,Toekomstige bestemming
2,Leeuwesteyn zuid,<table><tr><td>Oppervlakte (m2):</td><td>41114</td></tr><tr><td>Huidig gebruik:</td><td>reeds in gebruik bij veehouder</td></tr><tr><td>Beschikbare periode:</td><td>vanaf 2012</td></tr><tr><td>Volgnummer:</td><td>106</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_44</td></tr><tr><td>Locatie:</td><td>Leeuwesteyn zuid</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Mogelijke locatie</td></tr><tr><td>Contact:</td><td>projectbureau Leidsche Rijn </td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=369781</td></tr><tr><td>Toekomstige bestemming:</td><td>Woningbouw</td></tr></table>,,52.0734155896,5.0807389614,41114,Oppervlakte (m2),reeds in gebruik bij veehouder,Huidig gebruik,vanaf 2012,Beschikbare periode,106,Volgnummer,09 Leidsche Rijn_44,Locatiecode,Leeuwesteyn zuid,Locatie,Gemeente Utrecht,Eigenaar,Mogelijke locatie,Stadslandbouw,projectbureau Leidsche Rijn,Contact,http://www.utrecht.nl/smartsite.dws?id=369781,Link,Woningbouw,Toekomstige bestemming
2,La Sabbia,<table><tr><td>Oppervlakte (m2):</td><td>876</td></tr><tr><td>Huidig gebruik:</td><td></td></tr><tr><td>Beschikbare periode:</td><td>onbekend</td></tr><tr><td>Volgnummer:</td><td>105</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_32</td></tr><tr><td>Locatie:</td><td>La Sabbia</td></tr><tr><td>Eigenaar:</td><td>HSB</td></tr><tr><td>Stadslandbouw:</td><td>Mogelijke locatie</td></tr><tr><td>Contact:</td><td>projectbureau Leidsche Rijn </td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=369781</td></tr><tr><td>Toekomstige bestemming:</td><td>Appartementen en voorzieningen</td></tr></table>,,52.0949246184,5.0481075847,876,Oppervlakte (m2),,Huidig gebruik,onbekend,Beschikbare periode,105,Volgnummer,09 Leidsche Rijn_32,Locatiecode,La Sabbia,Locatie,HSB,Eigenaar,Mogelijke locatie,Stadslandbouw,projectbureau Leidsche Rijn,Contact,http://www.utrecht.nl/smartsite.dws?id=369781,Link,Appartementen en voorzieningen,Toekomstige bestemming
2,Kop Amaliapark,<table><tr><td>Oppervlakte (m2):</td><td>5285</td></tr><tr><td>Huidig gebruik:</td><td>ingericht als park</td></tr><tr><td>Beschikbare periode:</td><td>2012-2013</td></tr><tr><td>Volgnummer:</td><td>104</td></tr><tr><td>Locatiecode:</td><td>09 Leidsche Rijn_33</td></tr><tr><td>Locatie:</td><td>Kop Amaliapark</td></tr><tr><td>Eigenaar:</td><td>Gemeente Utrecht</td></tr><tr><td>Stadslandbouw:</td><td>Mogelijke locatie</td></tr><tr><td>Contact:</td><td>projectbureau Leidsche Rijn </td></tr><tr><td>Link:</td><td>http://www.utrecht.nl/smartsite.dws?id=369781</td></tr><tr><td>Toekomstige bestemming:</td><td>Bedrijfsverzamelgebouw+kinderdagverblijf</td></tr></table>,,52.0891739389,5.0518427380,5285,Oppervlakte (m2),ingericht als park,Huidig gebruik,2012-2013,Beschikbare periode,104,Volgnummer,09 Leidsche Rijn_33,Locatiecode,Kop Amaliapark,Locatie,Gemeente Utrecht,Eigenaar,Mogelijke locatie,Stadslandbouw,projectbureau Leidsche Rijn,Contact,http://www.utrecht.nl/smartsite.dws?id=369781,Link,Bedrijfsverzamelgebouw+kinderdagverblijf,Toekomstige bestemming
