JAAR;PERIODE;BELEIDSPROGRAMMA;ORGANISATIE;SUBSIDIE_BESCHIKT;BEKOSTIGD_UIT_RIJKSINKOMSTEN;WETTELIJKE_TAAK;GLOB_OVERZ_GESUB_ACTIVITEITEN;INLEES_DATUM;GEMEENTE;GEMEENTE_CODE;LAND_CODE
2019;Q3;Programma Kunst en Cultuur;CJV Vlaardingen;16.500,00 ;Nee;Nee;Culturele activiteit Intocht Sinterklaas 2019.;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Kunst en Cultuur;Stichting Nationale Gedenkdagen Vlaardingen;20.000,00 ;Nee;Nee;Culturele activiteit;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Kunst en Cultuur;Stichting Stadshart Vlaardingen;29.000,00 ;Nee;Nee;Culturele activiteit: Kerstmarkt 2019.;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Kunst en Cultuur;Stichting Centrum Kunsteducatie Kade 40;30.000,00 ;Nee;Nee;Culturele activiteit;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Kunst en Cultuur;Stichting Halen en Brengen;50.000,00 ;Nee;Nee;Culturele activiteit Haring en Bierfeest 2019.;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Kunst en Cultuur;Stichting Vlaardingen 1018;50.000,00 ;Nee;Nee;Culturele activiteit;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Kunst en Cultuur;Stichting Stadspodia en Jongeren Cultuurcentrum Vlaardingen;70.000,00 ;;;Fusie en overeenkomst KADE40;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Kunst en Cultuur;Stichting Federatie Broekpolder;70.000,00 ;Nee;Nee;Bouwen twee vol-middeleeuwse huizen.;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Kunst en Cultuur;Stichting Zomerterras;72.000,00 ;Nee;Nee;Culturele activiteit;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Kiddoozz Kinderopvang;3.640,00 ;Ja;Ja;Subsidie voor doelgroepkinderen in de HEDO.;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Stichting Aanzet;3.725,00 ;Ja;Ja;Cumminicatie ten behoeve van de opvoedportal voor 10 uur per maand;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Stichting Aanzet;6.743,00 ;Ja;Ja;het bieden van ouderbijeenkomsten voor het vergroten van ouderbetrokkenheid;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Stichting Aanzet;8.250,00 ;Ja;Nee;Zomerschool. ;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Stichting Aanzet;9.975,00 ;Ja;Nee;Nazorg Globe. ;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Stichting Aanzet;13.910,00 ;Ja;;Ik en mijn kind;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Stichting Aanzet;20.000,00 ;Ja;Ja;uitvoering boekfiets;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Lentiz Onderwijsgroep;70.000,00 ;Nee;Nee;Gezamenlijk met andere partijen het opzetten van een Try & Tase / Meetingpoint Food Innovation Academy volgens ingediend projectplan. Wordt betaald vanuit ontvangen subsidie MRDH.;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Royal Steensma B.V. ;160.000,00 ;Nee;Nee;;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Onderwijs, economie en haven;Stichting Wijzer in Opvang;454.896,00 ;Ja;Ja;Peuterspeelzaalwerk;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Sociaal domein;Platform Ander Vlaardingen;1.000,00 ;Nee;Nee;Welzijnssubsidie: Diverse activiteiten zoals: Deelname vredesweek, deelname aan geuzenmaand, verspreiden Anne Frank krant op scholen, deelname Amnesty Estafette.;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Sociaal domein;Stichting Vlaardingen in Beweging;1.200,00 ;Nee;Nee;Inrichten van vier gezonde wachtkamers met beweegopties bij de volgende partijen die hun deelname hebben toegezegd: huisartsenpraktijk Harris, Paramedisch Centrum Vlaardingen, Hoofdkantoor Minters, Beweeg- en gezondheidscentrum Vlaardingen. Zij betalen zelf ook de helft van de kosten. ;21-10-2019;Vlaardingen;0622;NL
2019;Q3;Programma Sociaal domein;Dag Zonder Drempels;2.500,00 ;Nee;Nee;organiseren van de dag zonder drempels tijdens het Zomerterras;21-10-2019;Vlaardingen;0622;NL
