JAAR,PERIODE,BELEIDSPROGRAMMA,ORGANISATIE,SUBSIDIE_BESCHIKT,BEKOSTIGD_UIT_RIJKSINKOMSTEN,WETTELIJKE_TAAK,GLOB_OVERZ_GESUB_ACTIVITEITEN,INLEES_DATUM,GEMEENTE,GEMEENTE_CODE,LAND_CODE
2017,Q4,Programma Groen en Milieu,Stichting Platform Ander Vlaardingen,"4,000.00",Nee,Nee,"Activiteiten op het gebied van duurzaamheid, te weten Fair Trade / Maatschappelijk Verantwoord Ondernemen.",07/02/2018,Vlaardingen,0622,NL
2017,Q4,Programma Kunst en Cultuur,Stichting Erfgoed Vlaardingen,"2,500.00",Nee,Nee,UItvoeren Open Monumentendag 2017.,07/02/2018,Vlaardingen,0622,NL
2017,Q4,Programma Kunst en Cultuur,Stichting tot Exploitatie van de Grote Kerk  te Vlaardingen,"15,000.00",Nee,Nee,Bijdrage in de exploitatie van de Grote Kerk in Vlaardingen en het uitvoeren van activiteiten in de kerk ten behoeve van de instandhouding van het kerkgebouw.,07/02/2018,Vlaardingen,0622,NL
2017,Q4,Programma Kunst en Cultuur,Stichting Lokale Omroep Vlaardingen,"45,202.00",Ja,Ja,"Het programma-aanbod bestaat voor ten minste 50% uit onderdelen die van informatieve, culturele en educatieve aard zijn(in casu 56 uur van de in totaal 112 uur zendtijd per week). Dit is een wettelijke verplichting die voortvloeit uit artikel 2:70 van de Mediawet.",07/02/2018,Vlaardingen,0622,NL
2017,Q4,Programma Kunst en Cultuur,"Stichting Jongeren Cultuurcentrum Vlaardingen ""De Kroepoekfabriek""","120,000.00",Nee,Nee,"1. aanbieden van jongerencultuurprogramma, 2. organiseren van culturele evenementen, 3. aanbieden van cultuureducatie en talentcoaching.",07/02/2018,Vlaardingen,0622,NL
2017,Q4,Programma Kunst en Cultuur,Museum Vlaardingen,"415,985.00",Nee,Nee,"1. beheren en behouden van de collectie erfgoederen, 2. het presenteren van de collectie voor een breed publiek tentoonstellingen en presentaties, 3. het organiseren van cultuureducatieve activiteiten die de collectie actief en receptief verklaren, 4. het verzorgen van een toeristeninformatiefunctie.",07/02/2018,Vlaardingen,0622,NL
2017,Q4,Programma Kunst en Cultuur,Stichting Centrum Kunsteducatie Kade 40,"612,765.00",Nee,Nee,"1a. de organisatie en coördinatie van Vlaardingse schatten voor leerlingen in het primair onderwijs, 1b. maatwerk activiteiten voor leerlingen in het primair en voortgezet onderwijs, 2 de coördinatie van en het plaatsbieden aan een cursusaanbod, 3a. de organisatie van de kunstuitleen, 3b. de organisatie van de tentoonstellingsfunctie en overige activiteiten in de exploitatie van het pand._x000D_
",07/02/2018,Vlaardingen,0622,NL
2017,Q4,"Programma Onderwijs, economie en haven",Stichting Aanzet,"17,030.00",Ja,Ja,VVE scholingstraject.,07/02/2018,Vlaardingen,0622,NL
2017,Q4,"Programma Onderwijs, economie en haven",Stichting Aanzet,"26,750.00",Ja,Ja,Pilot samen leren,07/02/2018,Vlaardingen,0622,NL
2017,Q4,"Programma Onderwijs, economie en haven",Stichting Aanzet,"27,750.00",Ja,Ja,Het bieden van nazorg aan leerlingen van de Globe.,07/02/2018,Vlaardingen,0622,NL
2017,Q4,"Programma Onderwijs, economie en haven",Stichting TechNet Nieuwe Waterweg Noord,"32,000.00",Nee,Nee,"Het verrichten van activiteiten op het gebied van onderwijs en techniek, zoals een teckniekweek voor het basisonderwijs, leerlingen in het VMBO, ouderbijeenkomsten techniek, docentendag techniek, beroepenmanifestatie.",07/02/2018,Vlaardingen,0622,NL
2017,Q4,"Programma Onderwijs, economie en haven",Stichting Zorg voor Onderwijs Nieuwe Waterweg Noord,"82,290.00",Ja,Ja,Activiteiten ter voorkoming van voortijdig schoolverlaten.,07/02/2018,Vlaardingen,0622,NL
2017,Q4,"Programma Onderwijs, economie en haven",Stichting Aanzet,"593,594.00",Ja,Ja,Toeleidingsactiviteiten.,07/02/2018,Vlaardingen,0622,NL
