X,Y,OBJECTID,KMLINT1,KMLINT1_OMSCHRIJVING,KM_KMLINT1,KMLINT2,KMLINT2_OMSCHRIJVING,KM_KMLINT2,OFFSET_KMLINT1_KMLINT2,OFFSET_KMLINT2_KMLINT1,TEKEN,GELDIG_VANAF,PUBLICATIEDATUM
4.26076580763358,51.8801591964451,1,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",21.039,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",20.5,0.539,-0.539,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.25857833645887,51.8827447713679,2,Bottha-Botbh,Botlek Theemsweg Aansl. - Botlek Brittanniëhaven ,200,Bot-Bottha,"Rotterdam, Botlek - Botlek Theemsweg Aansl. ",101.797,98.2028032,-98.2028032,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.45524843615772,51.8717439512322,3,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",6.1,Brda-Whz,"Barendrecht Aansl. - Rotterdam, Emplacement Waalhaven Zuid ",206.115,200.01499999,-200.01499999,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.26076580763358,51.8801591964451,4,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",20.5,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",21.039,0.539,-0.539,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.35425238330411,51.8763172829463,5,Ps-Bot,"Rotterdam, Emplacement Pernis - Rotterdam, Botlek ",813.184,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",13.186,799.99812551,-799.99812551,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.31062439878199,51.8693972771323,6,Ps-Bot,"Rotterdam, Emplacement Pernis - Rotterdam, Botlek ",816.3,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",16.306,799.99396374,-799.99396374,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.32209587710019,51.8707296666368,7,Bot-Odma,"Rotterdam, Botlek - Oude Maas ",100.1,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",15.503,-115.6030822,84.59691779,-1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.33849587474447,51.8741066225448,8,Boto-Pstw,"Botlektunnel Oost - Rotterdam, Emplacement Pernis Tankweg ",600,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",14.287,585.71326267,-585.71326267,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.26271075934693,51.8902845467007,9,Botwg-Slhvn,Botlekweg - Sint Laurenshaven ,350.12,Bot-Qbst,"Rotterdam, Botlek - Quebeckstraat ",303.442,46.67753795,-46.67753795,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.27920772814967,51.869401123108,10,Bot-Qbst,"Rotterdam, Botlek - Quebeckstraat ",300.4,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",200.382,100.01797489,-100.01797489,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.27632317838559,51.8698143335366,11,Bot-Botch2,"Rotterdam, Botlek - Botlek Chemiehaven 2 ",450,Bot-Qbst,"Rotterdam, Botlek - Quebeckstraat ",300.604,149.39612611,-149.39612611,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.27693569416127,51.8779070472927,12,Bot-Botch2,"Rotterdam, Botlek - Botlek Chemiehaven 2 ",450.97,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",201.264,249.70637015,-249.70637015,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.270811676741,51.869485426884,13,Bot-Bottha,"Rotterdam, Botlek - Botlek Theemsweg Aansl. ",100,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",19.085,80.91510458,-80.91510458,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.27752721215707,51.8977550128604,14,Bot-Vopk,"Rotterdam, Botlek - VOPAK ",375,Bot-Qbst,"Rotterdam, Botlek - Quebeckstraat ",305.31,69.69017193,-69.69017193,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.26659207056426,51.8727041184729,15,Bot-Botch1,"Rotterdam, Botlek - Botlek Chemiehaven 1 ",310,Bot-Qbst,"Rotterdam, Botlek - Quebeckstraat ",301.378,8.6217283,-8.6217283,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.261715839774,51.8831355943702,16,Botwg-Botmw,Botlekweg - Botlek Montrealweg ,320.12,Bot-Qbst,"Rotterdam, Botlek - Quebeckstraat ",302.585,17.53473612,-17.53473612,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.25521140051737,51.8831994244269,17,Bottha-Botsh,Botlek Theemsweg Aansl. - Botlek Seinehaven ,250.1,Bottha-Botbh,Botlek Theemsweg Aansl. - Botlek Brittanniëhaven ,200.236,-450.33610507,49.86389492,-1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.1067473939558,52.4992013596806,18,Zl-Lw,Zwolle - Leeuwarden ,74.65,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,4.049,70.60125582,-70.60125582,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
5.77705376451026,53.1941536421019,19,Zl-Lw,Zwolle - Leeuwarden ,165.9,Hlg-Nscg,Harlingen - Nieuweschans Grens ,25.191,140.70921347,-140.70921347,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.14444615594246,52.5077281511535,20,Hea-Emn,Herfte Aansl. - Emmen ,4.21,Zl-Lw,Zwolle - Leeuwarden ,77.527,73.317286,-73.317286,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.10790520410163,52.4986254094322,21,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,4.149,Zl-Wdn,Zwolle - Wierden ,1.4,2.749,-2.749,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.10790520410163,52.4986254094322,22,Zl-Wdn,Zwolle - Wierden ,1.4,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,4.149,2.749,-2.749,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.58385752910191,52.36110734876,23,Zl-Wdn,Zwolle - Wierden ,39.4,Dv-Aml,Deventer - Almelo ,33.222,6.1775821,-6.1775821,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
5.93001975051694,51.983348510303,24,Ah-Zl,Arnhem - Zwolle ,0.3,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,93.942,93.64151533,-93.64151533,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.1074583077744,52.498475093536,25,Ah-Zl,Arnhem - Zwolle ,72.2,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,4.135,-76.33469734,68.06530265,-1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
5.47781005076415,52.5362872318111,26,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,3.195,Wp-Llso,Weesp - Lelystad Opstel. ,43.2,40.00497973,-40.00497973,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.0803543293572,52.5061561365578,27,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,48.428,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.001,46.4272891,-46.4272891,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.17077749042329,51.3651570856399,28,Vl-Ehv,Venlo - Eindhoven ,0,Mt-Vl,Maastricht - Venlo ,69.95,69.95,-69.95,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
5.47947613439249,51.4429478403908,29,Vl-Ehv,Venlo - Eindhoven ,51.595,Bd-Ehv,Breda - Eindhoven ,58.9,-110.495,-7.30499999,-1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
6.12743079273516,51.3855008945283,30,Vl-Vltp,Venlo - Venlo Tradeport ,100.063,Vl-Ehv,Venlo - Eindhoven ,3.785,96.27867719,-96.27867719,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
4.91755511762289,52.3464589399682,31,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,1.458,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,105.854,104.396,-104.396,1,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
