FID,group_,rdx,rdy,name,folder,urlbig,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2010_07.1,a4_steenbergen,79088.4197,395680.4428,jvh100706-1188,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a4_steenbergen/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a4_steenbergen/2010-07/jvh100706-1188.jpg,,,POINT (79088.42000000179 395680.44299999997)
zn_helicopterfotos_2010_07.2,a4_steenbergen,79092.0053,395808.3469,jvh100706-1189,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a4_steenbergen/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a4_steenbergen/2010-07/jvh100706-1189.jpg,,,POINT (79092.00499999896 395808.34699999914)
zn_helicopterfotos_2010_07.3,a4_steenbergen,79092.8942,395830.5871,jvh100706-1190,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a4_steenbergen/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a4_steenbergen/2010-07/jvh100706-1190.jpg,,,POINT (79092.89400000125 395830.5870000012)
zn_helicopterfotos_2010_07.4,a58_ekkersrijt-oirschot,159614.5724,389499.9634,jvh100706-0330,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07/jvh100706-0330.jpg,,,POINT (159614.57200000063 389499.9629999995)
zn_helicopterfotos_2010_07.5,a58_ekkersrijt-oirschot,159573.1199,389493.2506,jvh100706-0331,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07/jvh100706-0331.jpg,,,POINT (159573.12000000104 389493.2509999983)
zn_helicopterfotos_2010_07.6,a58_ekkersrijt-oirschot,159508.3378,389482.0671,jvh100706-0332,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07/jvh100706-0332.jpg,,,POINT (159508.33799999952 389482.06700000167)
zn_helicopterfotos_2010_07.7,a58_ekkersrijt-oirschot,159371.6921,389456.3589,jvh100706-0333,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07/jvh100706-0333.jpg,,,POINT (159371.69200000167 389456.3590000011)
zn_helicopterfotos_2010_07.8,a58_ekkersrijt-oirschot,159280.3189,389436.2552,jvh100706-0334,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07/jvh100706-0334.jpg,,,POINT (159280.31899999827 389436.25499999896)
zn_helicopterfotos_2010_07.9,a58_ekkersrijt-oirschot,159114.4459,389396.0665,jvh100706-0335,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07/jvh100706-0335.jpg,,,POINT (159114.4459999986 389396.06700000167)
zn_helicopterfotos_2010_07.10,a58_ekkersrijt-oirschot,158922.1299,389331.3872,jvh100706-0340,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07/jvh100706-0340.jpg,,,POINT (158922.12999999896 389331.38699999824)
zn_helicopterfotos_2010_07.11,a58_ekkersrijt-oirschot,158897.8303,389322.4682,jvh100706-0341,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a58_ekkersrijt-oirschot/2010-07/jvh100706-0341.jpg,,,POINT (158897.8299999982 389322.4679999985)
zn_helicopterfotos_2010_07.12,a2_rondweg_denbosch,148060.1052,410446.9648,jvh100706-1105,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1105.jpg,,,POINT (148060.10500000045 410446.96499999985)
zn_helicopterfotos_2010_07.13,a2_rondweg_denbosch,148083.4038,410441.3701,jvh100706-1106,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1106.jpg,,,POINT (148083.40399999917 410441.37000000104)
zn_helicopterfotos_2010_07.14,a2_rondweg_denbosch,148106.77,410434.6628,jvh100706-1107,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1107.jpg,,,POINT (148106.76999999955 410434.6629999988)
zn_helicopterfotos_2010_07.15,a2_rondweg_denbosch,148106.77,410434.6628,jvh100706-1108,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1108.jpg,,,POINT (148106.76999999955 410434.6629999988)
zn_helicopterfotos_2010_07.16,a2_rondweg_denbosch,148129.8582,410426.8436,jvh100706-1109,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1109.jpg,,,POINT (148129.85799999908 410426.8440000005)
zn_helicopterfotos_2010_07.17,a2_rondweg_denbosch,148152.5299,410417.9125,jvh100706-1110,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1110.jpg,,,POINT (148152.5300000012 410417.9129999988)
zn_helicopterfotos_2010_07.18,a2_rondweg_denbosch,148174.7146,410406.757,jvh100706-1111,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1111.jpg,,,POINT (148174.71499999985 410406.7569999993)
zn_helicopterfotos_2010_07.19,a2_rondweg_denbosch,148298.4207,410288.6624,jvh100706-1112,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1112.jpg,,,POINT (148298.4210000001 410288.6620000005)
zn_helicopterfotos_2010_07.20,a2_rondweg_denbosch,148311.4639,410267.507,jvh100706-1113,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1113.jpg,,,POINT (148311.46400000155 410267.5069999993)
zn_helicopterfotos_2010_07.21,a2_rondweg_denbosch,148358.1291,410096.115,jvh100706-1114,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1114.jpg,,,POINT (148358.12900000066 410096.11499999836)
zn_helicopterfotos_2010_07.22,a2_rondweg_denbosch,148506.0169,409357.2,jvh100706-1031,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1031.jpg,,,POINT (148506.01700000092 409357.19999999925)
zn_helicopterfotos_2010_07.23,a2_rondweg_denbosch,148482.4692,409388.3813,jvh100706-1032,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1032.jpg,,,POINT (148482.4690000005 409388.381000001)
zn_helicopterfotos_2010_07.24,a2_rondweg_denbosch,148469.8323,409405.0857,jvh100706-1033,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1033.jpg,,,POINT (148469.83199999854 409405.0859999992)
zn_helicopterfotos_2010_07.25,a2_rondweg_denbosch,148443.9404,409441.8329,jvh100706-1034,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1034.jpg,,,POINT (148443.94000000134 409441.83300000057)
zn_helicopterfotos_2010_07.26,a2_rondweg_denbosch,148418.5361,409480.8046,jvh100706-1035,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-07_trace_vucht/jvh100706-1035.jpg,,,POINT (148418.53599999845 409480.8049999997)
zn_helicopterfotos_2010_07.27,zuidwillemsvaart,153232.2209,413701.1129,jvh100706-0709,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2010-07/jvh100706-0709.jpg,,,POINT (153232.22100000083 413701.11300000176)
zn_helicopterfotos_2010_07.28,zuidwillemsvaart,153224.1281,413682.2026,jvh100706-0710,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2010-07,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2010-07/jvh100706-0710.jpg,,,POINT (153224.12799999863 413682.2030000016)
