Nummer;Totaal van;Jaar;Soort verzoek;Land van aanvraag;Aantal ontvangen reisdocumenten
1;Jaar;2016;*Alle*;*Alle*;240
2;Jaar, Soort verzoek;2016;LP;*Alle*;240
3;Jaar, Land van aanvraag;2016;*Alle*;Algerije;10
3;Jaar, Land van aanvraag;2016;*Alle*;Armenië;40
3;Jaar, Land van aanvraag;2016;*Alle*;Colombia;10
3;Jaar, Land van aanvraag;2016;*Alle*;Democratische Republiek Congo;20
3;Jaar, Land van aanvraag;2016;*Alle*;Guinee;10
3;Jaar, Land van aanvraag;2016;*Alle*;India;20
3;Jaar, Land van aanvraag;2016;*Alle*;Marokko;10
3;Jaar, Land van aanvraag;2016;*Alle*;Mongolië;30
3;Jaar, Land van aanvraag;2016;*Alle*;Nigeria;30
3;Jaar, Land van aanvraag;2016;*Alle*;Sierra Leone;10
3;Jaar, Land van aanvraag;2016;*Alle*;Suriname;10
3;Jaar, Land van aanvraag;2016;*Alle*;Vietnam;20
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Algerije;10
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Armenië;40
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Colombia;10
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Democratische Republiek Congo;20
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Guinee;10
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;India;20
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Marokko;10
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Mongolië;30
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Nigeria;30
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Sierra Leone;10
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Suriname;10
4;Jaar, Soort verzoek, Land van aanvraag;2016;LP;Vietnam;20
