FID,folder,name,latitude,longitude,group_,urlbig,rdx,rdy,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2008_11.1,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17048,51.75046,"5,291322",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17048.jpg,148379.12,417977.3,,,POINT (148379.12200000137 417977.2989999987)
zn_helicopterfotos_2008_11.2,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17049,51.75245,"5,289129",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17049.jpg,148227.98,418198.9,,,POINT (148227.9840000011 418198.89499999955)
zn_helicopterfotos_2008_11.3,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17050,51.75303,"5,288514",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17050.jpg,148185.6,418263.48,,,POINT (148185.60500000045 418263.48000000045)
zn_helicopterfotos_2008_11.4,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17051,51.75475,"5,286647",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17051.jpg,148056.95,418455.01,,,POINT (148056.95199999958 418455.01300000027)
zn_helicopterfotos_2008_11.5,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17052,51.75591,"5,285343",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17052.jpg,147967.09,418584.19,,,POINT (147967.0940000005 418584.19200000167)
zn_helicopterfotos_2008_11.6,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17053,51.75742,"5,283484",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17053.jpg,147838.98,418752.37,,,POINT (147838.97700000182 418752.3660000004)
zn_helicopterfotos_2008_11.7,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17054,51.75911,"5,281552",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17054.jpg,147705.86,418940.58,,,POINT (147705.85799999908 418940.5769999996)
zn_helicopterfotos_2008_11.8,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17055,51.7603,"5,280199",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17055.jpg,147612.64,419073.11,,,POINT (147612.6400000006 419073.10500000045)
zn_helicopterfotos_2008_11.9,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17056,51.76203,"5,278099",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17056.jpg,147467.95,419265.79,,,POINT (147467.9459999986 419265.7890000008)
zn_helicopterfotos_2008_11.10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10,jvh17057,51.76341,"5,276286",a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-10/jvh17057.jpg,147343.02,419419.51,,,POINT (147343.01700000092 419419.5080000013)
