FID,urlbig,folder,filename,rdx,rdy,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2014_10.1,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-631.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-631.jpg,156193.3435,407912.0305,,,POINT (156193.3434999995 407912.0304999985)
zn_helicopterfotos_2014_10.2,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-632.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-632.jpg,156159.4197,407946.8261,,,POINT (156159.4197999984 407946.82609999925)
zn_helicopterfotos_2014_10.3,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-633.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-633.jpg,156057.3516,408049.935,,,POINT (156057.35159999877 408049.93499999866)
zn_helicopterfotos_2014_10.4,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-634.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-634.jpg,155814.7893,408287.1365,,,POINT (155814.78929999843 408287.13650000095)
zn_helicopterfotos_2014_10.5,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-635.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-635.jpg,155674.7829,408419.0988,,,POINT (155674.78290000185 408419.0987999998)
zn_helicopterfotos_2014_10.6,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-636.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-636.jpg,155468.9375,408622.7793,,,POINT (155468.9375 408622.7793000005)
zn_helicopterfotos_2014_10.7,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-637.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-637.jpg,155296.4322,408795.0783,,,POINT (155296.43230000138 408795.07829999924)
zn_helicopterfotos_2014_10.8,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-638.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-638.jpg,155227.71,408865.0898,,,POINT (155227.7100000009 408865.0898000002)
zn_helicopterfotos_2014_10.9,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-639.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-639.jpg,155159.5663,408933.8415,,,POINT (155159.566300001 408933.84149999917)
zn_helicopterfotos_2014_10.10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/2014-10-02-640.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/zuidwillemsvaart/2014-10/,2014-10-02-640.jpg,155024.6795,409071.3476,,,POINT (155024.6794999987 409071.34760000184)
