Jaar;Ketennationaliteit;Aantal unieke vreemdelingen
2019;Algerijnse;534
2019;Syrische;526
2019;Marokkaanse;526
2019;Iraanse;269
2019;Nigeriaanse;237
2019;Eritrese;209
2019;Libische;206
2019;Iraakse;191
2019;Afghaanse;148
2019;Tunesische;126
2019;Gambiaanse;110
2019;Onbekend;101
2019;Jemenitische;84
2019;Georgische;65
2019;Moldavische;64
2019;Turkse;57
2019;Somalische;51
2019;Soedanese;49
2019;Guinese;48
2019;Pakistaanse;43
2019;Egyptische;38
2019;Russische;37
2019;Staatloos;34
2019;Belarussische;30
2019;Servische;26
2019;Armeense;23
2019;Sierra Leoonse;23
2019;Jordaanse;22
2019;Ugandese;20
2019;Burger van de Republiek Noord-Macedonië;19
2019;Azerbeidzjaanse;18
2019;Ethiopische;15
2019;Libanese;15
2019;Oekraïense;15
2019;Malinese;14
2019;Venezolaanse;14
2019;Palestijnse;13
2019;Albanese;12
2019;Senegalese;12
2019;Chinese;11
2019;Ivoriaanse;10
2019;Cubaanse;10
2019;Kameroense;9
2019;Ghanese;9
2019;Colombiaanse;8
2019;Burger van Trinidad en Tobago;8
2019;Burger van Bosnië-Herzegovina;8
2019;Tadzjiekse;6
2019;Guinee-Bissause;6
2019;Burundese;6
2019;Angolese;5
2019;Liberiaanse;5
2019;Zimbabwaanse;4
2019;Burkinese;4
2019;Myanmarese;4
2019;Nicaraguaanse;4
2019;Tsjadische;4
2019;Kazachse;3
2019;Mongolische;3
2019;Sri Lankaanse;3
2019;Kenyaanse;3
2019;Burger van Congo;3
2019;Bengalese;3
2019;Mauritaanse;3
2019;Burger van Democratische Republiek Congo;3
2019;Nepalese;3
2019;Surinaamse;2
2019;Argentijnse;2
2019;Nigerese;2
2019;Zuid-Afrikaanse;2
2019;Beninse;2
2019;Bahreinse;2
2019;Tanzaniaanse;2
2019;Kosovaarse;2
2019;Braziliaanse;2
2019;Bahamaanse;2
2019;Saoedi-Arabische;1
2019;Joegoslavische;1
2019;Filipijnse;1
2019;Amerikaans burger;1
2019;Kirgizische;1
2019;Mexicaanse;1
2019;Jamaicaanse;1
2019;Chileense;1
2019;Indonesische;1
2019;Noord-Koreaanse;1
2019;Guyaanse;1
2019;Taiwanese;1
2019;Haïtiaanse;1
2019;Zambiaanse;1
2019;Burger van de Verenigde Arabische Emirat;1
2019;Israëlische;1
2019;Rwandese;1
2019;Oezbeekse;1
2019;Vietnamese;1
2019;Togolese;1
2019;Guatemalaanse;1
2019;Gabonese;1
2018;Syrische;448
2018;Algerijnse;423
2018;Marokkaanse;393
2018;Eritrese;294
2018;Afghaanse;211
2018;Iraakse;202
2018;Iraanse;180
2018;Libische;164
2018;Tunesische;140
2018;Nigeriaanse;67
2018;Staatloos;66
2018;Gambiaanse;60
2018;Soedanese;52
2018;Turkse;43
2018;Cubaanse;40
2018;Onbekend;37
2018;Guinese;36
2018;Russische;33
2018;Oekraïense;29
2018;Belarussische;28
2018;Jemenitische;28
2018;Somalische;28
2018;Egyptische;27
2018;Moldavische;25
2018;Georgische;24
2018;Sierra Leoonse;18
2018;Albanese;17
2018;Pakistaanse;15
2018;Armeense;15
2018;Palestijnse;15
2018;Ethiopische;14
2018;Burger van Trinidad en Tobago;14
2018;Libanese;13
2018;Azerbeidzjaanse;13
2018;Senegalese;12
2018;Ugandese;10
2018;Jordaanse;10
2018;Mauritaanse;9
2018;Venezolaanse;9
2018;Burger van Congo;8
2018;Ivoriaanse;7
2018;Malinese;7
2018;Chinese;6
2018;Burundese;6
2018;Ghanese;5
2018;Colombiaanse;4
2018;Burger van Democratische Republiek Congo;4
2018;Kameroense;4
2018;Tadzjiekse;4
2018;Jamaicaanse;4
2018;Myanmarese;4
2018;Guinee-Bissause;4
2018;Bengalese;3
2018;Mongolische;3
2018;Burger van Bosnië-Herzegovina;3
2018;Sri Lankaanse;3
2018;Bahreinse;3
2018;Burger van de Republiek Noord-Macedonië;3
2018;Israëlische;3
2018;Nepalese;2
2018;Kazachse;2
2018;Kosovaarse;2
2018;Nigerese;2
2018;Liberiaanse;2
2018;Togolese;2
2018;Zimbabwaanse;2
2018;Servische;2
2018;Angolese;2
2018;Beninse;2
2018;Zuid-Afrikaanse;2
2018;Tsjadische;2
2018;Italiaanse;1
2018;Montenegrijnse;1
2018;Zuid-Soedanese;1
2018;Kenyaanse;1
2018;Malawische;1
2018;Amerikaans burger;1
2018;Panamese;1
2018;Centraal-Afrikaanse;1
2018;Saoedi-Arabische;1
2018;Oezbeekse;1
2018;Spaanse;1
2018;#N/B;1
2018;Djiboutiaanse;1
2018;Indonesische;1
2018;Letse;1
2018;Maldivische;1
