Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Nationaliteit;Beslissing;Aantal beslissingen
1;Jaar;2021;*Alle*;*Alle*;*Alle*;*Alle*;*Alle*;91930
2;Jaar, Maand;2021;01;*Alle*;*Alle*;*Alle*;*Alle*;6010
2;Jaar, Maand;2021;02;*Alle*;*Alle*;*Alle*;*Alle*;5500
2;Jaar, Maand;2021;03;*Alle*;*Alle*;*Alle*;*Alle*;6360
2;Jaar, Maand;2021;04;*Alle*;*Alle*;*Alle*;*Alle*;5080
2;Jaar, Maand;2021;05;*Alle*;*Alle*;*Alle*;*Alle*;5250
2;Jaar, Maand;2021;06;*Alle*;*Alle*;*Alle*;*Alle*;12780
2;Jaar, Maand;2021;07;*Alle*;*Alle*;*Alle*;*Alle*;12960
2;Jaar, Maand;2021;08;*Alle*;*Alle*;*Alle*;*Alle*;7500
2;Jaar, Maand;2021;09;*Alle*;*Alle*;*Alle*;*Alle*;5970
2;Jaar, Maand;2021;10;*Alle*;*Alle*;*Alle*;*Alle*;5390
2;Jaar, Maand;2021;11;*Alle*;*Alle*;*Alle*;*Alle*;9280
2;Jaar, Maand;2021;12;*Alle*;*Alle*;*Alle*;*Alle*;9840
3;Jaar, Procedure categorie;2021;*Alle*;TEV;*Alle*;*Alle*;*Alle*;61200
3;Jaar, Procedure categorie;2021;*Alle*;VVR;*Alle*;*Alle*;*Alle*;30720
4;Jaar, Maand, Procedure categorie;2021;01;TEV;*Alle*;*Alle*;*Alle*;3160
4;Jaar, Maand, Procedure categorie;2021;01;VVR;*Alle*;*Alle*;*Alle*;2850
4;Jaar, Maand, Procedure categorie;2021;02;TEV;*Alle*;*Alle*;*Alle*;2960
4;Jaar, Maand, Procedure categorie;2021;02;VVR;*Alle*;*Alle*;*Alle*;2540
4;Jaar, Maand, Procedure categorie;2021;03;TEV;*Alle*;*Alle*;*Alle*;3670
4;Jaar, Maand, Procedure categorie;2021;03;VVR;*Alle*;*Alle*;*Alle*;2690
4;Jaar, Maand, Procedure categorie;2021;04;TEV;*Alle*;*Alle*;*Alle*;3190
4;Jaar, Maand, Procedure categorie;2021;04;VVR;*Alle*;*Alle*;*Alle*;1900
4;Jaar, Maand, Procedure categorie;2021;05;TEV;*Alle*;*Alle*;*Alle*;3490
4;Jaar, Maand, Procedure categorie;2021;05;VVR;*Alle*;*Alle*;*Alle*;1760
4;Jaar, Maand, Procedure categorie;2021;06;TEV;*Alle*;*Alle*;*Alle*;9380
4;Jaar, Maand, Procedure categorie;2021;06;VVR;*Alle*;*Alle*;*Alle*;3400
4;Jaar, Maand, Procedure categorie;2021;07;TEV;*Alle*;*Alle*;*Alle*;9180
4;Jaar, Maand, Procedure categorie;2021;07;VVR;*Alle*;*Alle*;*Alle*;3780
4;Jaar, Maand, Procedure categorie;2021;08;TEV;*Alle*;*Alle*;*Alle*;5120
4;Jaar, Maand, Procedure categorie;2021;08;VVR;*Alle*;*Alle*;*Alle*;2380
4;Jaar, Maand, Procedure categorie;2021;09;TEV;*Alle*;*Alle*;*Alle*;4090
4;Jaar, Maand, Procedure categorie;2021;09;VVR;*Alle*;*Alle*;*Alle*;1880
4;Jaar, Maand, Procedure categorie;2021;10;TEV;*Alle*;*Alle*;*Alle*;3630
4;Jaar, Maand, Procedure categorie;2021;10;VVR;*Alle*;*Alle*;*Alle*;1760
4;Jaar, Maand, Procedure categorie;2021;11;TEV;*Alle*;*Alle*;*Alle*;6530
4;Jaar, Maand, Procedure categorie;2021;11;VVR;*Alle*;*Alle*;*Alle*;2750
4;Jaar, Maand, Procedure categorie;2021;12;TEV;*Alle*;*Alle*;*Alle*;6800
4;Jaar, Maand, Procedure categorie;2021;12;VVR;*Alle*;*Alle*;*Alle*;3030
5;Jaar, Verblijfscluster;2021;*Alle*;*Alle*;Arbeid regulier;*Alle*;*Alle*;2230
