Nummer;Totaal van;Jaar;Soort verzoek;Land van aanvraag;Aantal ontvangen reisdocumenten
1;Jaar;2018;*Alle*;*Alle*;240
2;Jaar, Soort verzoek;2018;LP;*Alle*;240
3;Jaar, Land van aanvraag;2018;*Alle*;Algerije;10
3;Jaar, Land van aanvraag;2018;*Alle*;Armenië;10
3;Jaar, Land van aanvraag;2018;*Alle*;Democratische Republiek Congo;10
3;Jaar, Land van aanvraag;2018;*Alle*;Egypte;10
3;Jaar, Land van aanvraag;2018;*Alle*;Guinee;10
3;Jaar, Land van aanvraag;2018;*Alle*;India;10
3;Jaar, Land van aanvraag;2018;*Alle*;Libië;10
3;Jaar, Land van aanvraag;2018;*Alle*;Marokko;30
3;Jaar, Land van aanvraag;2018;*Alle*;Mongolië;10
3;Jaar, Land van aanvraag;2018;*Alle*;Nigeria;10
3;Jaar, Land van aanvraag;2018;*Alle*;Polen;30
3;Jaar, Land van aanvraag;2018;*Alle*;Sierra Leone;10
3;Jaar, Land van aanvraag;2018;*Alle*;Soedan;10
3;Jaar, Land van aanvraag;2018;*Alle*;Suriname;10
3;Jaar, Land van aanvraag;2018;*Alle*;Tunesië;10
3;Jaar, Land van aanvraag;2018;*Alle*;Vietnam;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Algerije;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Armenië;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Democratische Republiek Congo;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Egypte;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Guinee;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;India;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Libië;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Marokko;30
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Mongolië;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Nigeria;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Polen;30
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Sierra Leone;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Soedan;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Suriname;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Tunesië;10
4;Jaar, Soort verzoek, Land van aanvraag;2018;LP;Vietnam;10
