FID,name,rdy,rdx,group_,urlbig,folder,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2008_09.1,jvh10643,419868.7402,146786.436,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10643.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146786.4360000007 419868.73999999836)
zn_helicopterfotos_2008_09.2,jvh10644,419908.8726,146737.0088,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10644.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146737.0089999996 419908.8729999997)
zn_helicopterfotos_2008_09.3,jvh10645,419950.1182,146687.5151,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10645.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146687.5150000006 419950.1180000007)
zn_helicopterfotos_2008_09.4,jvh10646,420050.4562,146561.7782,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10646.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146561.77800000086 420050.45600000024)
zn_helicopterfotos_2008_09.5,jvh10647,420071.6374,146536.2744,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10647.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146536.2740000002 420071.63699999824)
zn_helicopterfotos_2008_09.6,jvh10648,420218.7851,146364.3089,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10648.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146364.30900000036 420218.78500000015)
zn_helicopterfotos_2008_09.7,jvh10649,420290.0987,146299.8955,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10649.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146299.89600000158 420290.09899999946)
zn_helicopterfotos_2008_09.8,jvh10650,420392.5837,146224.4259,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10650.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146224.42599999905 420392.58399999887)
zn_helicopterfotos_2008_09.9,jvh10651,420525.1141,146145.6994,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10651.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146145.69900000095 420525.11400000006)
zn_helicopterfotos_2008_09.10,jvh10652,420659.8446,146081.7507,a2_denbosch-zaltbommel,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/jvh10652.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_denbosch-zaltbommel/2008-08/,,,POINT (146081.7509999983 420659.8449999988)
