objectid;categorie;adres;aanduiding;naam;complex;bouwjaar;architect;aanwijsdatum;object_nummer;link_pdf;shape_area;shape_len;geo_shape;geo_point_2d
1147;Gemeentelijk monument;Hulstlaan 55;Arbeiderswoning;;Philipsdorp;1910-1916;L.J.P. Kooken, C. Smit;4-1-1994;GM0136;https://beeldmateriaal.eindhoven.nl/monumenten/GM0136.pdf;57.3095225;37.794454369681404;"{""coordinates"": [[[5.463796668776535, 51.44051108812476], [5.4638634356003015, 51.44052910239234], [5.463908846920853, 51.440463374262656], [5.463880355936878, 51.440455689751424], [5.4639138583882785, 51.440407200750634], [5.4639023900598795, 51.44040410721976], [5.463875568277154, 51.44039687104046], [5.463796668776535, 51.44051108812476]]], ""type"": ""Polygon""}";51.44046911216409, 5.463860249832423
1149;Gemeentelijk monument;Hulstlaan 51;Arbeiderswoning;;Philipsdorp;1910-1916;L.J.P. Kooken, C. Smit;4-1-1994;GM0136;https://beeldmateriaal.eindhoven.nl/monumenten/GM0136.pdf;58.2290205;38.0940975931628;"{""coordinates"": [[[5.463928648416008, 51.44054669517891], [5.463995444109745, 51.44056470935179], [5.464023939067908, 51.440523450516494], [5.4640410274155755, 51.44049871139723], [5.464013442915779, 51.440491269014046], [5.464047605242461, 51.44044181775151], [5.464008422927477, 51.440431245980214], [5.463928648416008, 51.44054669517891]]], ""type"": ""Polygon""}";51.44050393905804, 5.463992808859211
1156;Gemeentelijk monument;Hulstlaan 49;Arbeiderswoning;;Philipsdorp;1910-1916;L.J.P. Kooken, C. Smit;4-1-1994;GM0134;https://beeldmateriaal.eindhoven.nl/monumenten/GM0134.pdf;60.037459;38.320956511536494;"{""coordinates"": [[[5.464076298992566, 51.440586902918824], [5.464086787752602, 51.44057198378239], [5.464157411063139, 51.44047160554238], [5.464115911649611, 51.44046019939333], [5.464080815224304, 51.44051008274921], [5.464054525547022, 51.44050286423689], [5.464037450800805, 51.44052713593822], [5.464008509786571, 51.44056827821849], [5.464022151083434, 51.44057202647716], [5.464076298992566, 51.440586902918824]]], ""type"": ""Polygon""}";51.44052768279236, 5.464082503709072
1158;Gemeentelijk monument;Hulstlaan 45;Arbeiderswoning;;Philipsdorp;1910-1916;L.J.P. Kooken, C. Smit;4-1-1994;GM0134;https://beeldmateriaal.eindhoven.nl/monumenten/GM0134.pdf;58.7014135;37.9409162022288;"{""coordinates"": [[[5.464142505408159, 51.44060509717011], [5.46420872624428, 51.44062328238552], [5.4642448843847635, 51.440571879203105], [5.464289421928855, 51.44050856945699], [5.4642479944084865, 51.44049719027342], [5.464212926819442, 51.440547046683704], [5.464188133601118, 51.440540231701284], [5.464165836068786, 51.440571931519536], [5.464142505408159, 51.44060509717011]]], ""type"": ""Polygon""}";51.440564240122875, 5.464215555314702
1164;Gemeentelijk monument;Johannastraat 8;Arbeiderswoning;;Philipsdorp;1910-1916;L.J.P. Kooken, C. Smit;4-1-1994;GM0141;https://beeldmateriaal.eindhoven.nl/monumenten/GM0141.pdf;71.374933;41.0113565878454;"{""coordinates"": [[[5.466011799922904, 51.44064158048669], [5.466032856118905, 51.44064967400436], [5.465985375109929, 51.44069792139428], [5.466031287160516, 51.44071556202581], [5.466144598100864, 51.44060041223819], [5.466077629930123, 51.44057466915654], [5.466011799922904, 51.44064158048669]]], ""type"": ""Polygon""}";51.44064137971717, 5.466062938360437
1169;Gemeentelijk monument;Frederiklaan 11;Arbeiderswoning;;Philipsdorp;1910-1916;L.J.P. Kooken, C. Smit;4-1-1994;GM0084;https://beeldmateriaal.eindhoven.nl/monumenten/GM0084.pdf;115.8268155;44.0121881576208;"{""coordinates"": [[[5.466380103529451, 51.44084058232122], [5.466475351224889, 51.440892310192666], [5.466588117104307, 51.440811434168054], [5.4664945800976765, 51.440759174891014], [5.466492870651995, 51.440760398515025], [5.466478819622249, 51.440752767717626], [5.466398260423371, 51.44081063769537], [5.466411620463288, 51.44081791841381], [5.466380103529451, 51.44084058232122]]], ""type"": ""Polygon""}";51.44082206626404, 5.466480749194316
1176;Gemeentelijk monument;Hulstlaan 37;Arbeiderswoning;;Philipsdorp;1910-1916;L.J.P. Kooken, C. Smit;4-1-1994;GM0132;https://beeldmateriaal.eindhoven.nl/monumenten/GM0132.pdf;58.5165155;37.917101106687696;"{""coordinates"": [[[5.464488148606428, 51.44070294347953], [5.464537937010384, 51.44064040317692], [5.464576558946758, 51.440591757776446], [5.464536567830612, 51.44057935303174], [5.464497386147324, 51.44062871788462], [5.4644712671493245, 51.44062044767851], [5.464453958147307, 51.44064217580206], [5.464421995517452, 51.44068243031217], [5.464488148606428, 51.44070294347953]]], ""type"": ""Polygon""}";51.44064499608553, 5.464498298084676
1180;Gemeentelijk monument;Hulstlaan 29;Arbeiderswoning;;Philipsdorp;1910-1916;L.J.P. Kooken, C. Smit;4-1-1994;GM0132;https://beeldmateriaal.eindhoven.nl/monumenten/GM0132.pdf;57.763813;38.073159978916195;"{""coordinates"": [[[5.464681988847797, 51.44076303865577], [5.464748156544099, 51.4407835516626], [5.464796494826622, 51.4407226661354], [5.464768807446731, 51.44071408243851], [5.464809338043817, 51.44066303571363], [5.464770857817008, 51.440651106441216], [5.464681988847797, 51.44076303865577]]], ""type"": ""Polygon""}";51.44072310187894, 5.464749268918076
1182;Gemeentelijk monument;Frans Halsstraat 50;Woonhuis;;Woningbouw Lakerlopen;1920;L.J.P. Kooken;4-1-1994;GM0082;https://beeldmateriaal.eindhoven.nl/monumenten/GM0082.pdf;68.2616725;36.6746369832074;"{""coordinates"": [[[5.498579474112014, 51.440674582491326], [5.498705467852958, 51.44058600440124], [5.498649686672428, 51.440554849130066], [5.49860099744257, 51.44058890885075], [5.498524758692044, 51.440644019393616], [5.498579474112014, 51.440674582491326]]], ""type"": ""Polygon""}";51.44061462912506, 5.498614934118151
1183;Gemeentelijk monument;Frans Halsstraat 48;Woonhuis;;Woningbouw Lakerlopen;1920;L.J.P. Kooken;4-1-1994;GM0082;https://beeldmateriaal.eindhoven.nl/monumenten/GM0082.pdf;66.949821;36.6103058383508;"{""coordinates"": [[[5.498579474112014, 51.440674582491326], [5.498630214471982, 51.440702920176335], [5.498645578054437, 51.44069220895521], [5.498649495546089, 51.44069438945337], [5.498732286412519, 51.440636647862036], [5.498760644192653, 51.44061681865556], [5.498705467852958, 51.44058600440124], [5.498579474112014, 51.440674582491326]]], ""type"": ""Polygon""}";51.44064509709549, 5.498670303195094
