ID,TITEL,OMSCHRIJVING,STRAATNAAM,JAAR_VAN_PLAATSING,NAAM_KUNSTENAAR,MATERIAAL,HYPERLINK,X_COORD,Y_COORD,longitude,latitude
48,"ReNESsance-fontein (Nes 45, op plein voor Vlaams Cultureel Centrum, Theater De Brakke Grond)",Waterplastiek: een halfronde vorm met treden waaruit water stroomt naar een in de bestrating uitgeholde granieten goot.,"Nes 45, op plein voor Vlaams Cultureel Centrum, Theater De Brakke Grond",1991,"Colton, Adam",Gezaagd graniet,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"121383,211582372","487156,319892935",4.89358713598022,52.371249084437
49,"Bredero-monument (Nieuwmarkt, b/d Geldersekade)",,"Nieuwmarkt, b/d Geldersekade",1968,"Esser, Piet",Gegoten brons,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"121878,282986666","487370,588015721",4.90083521129604,52.3732047875577
50,Woutertje Pieterse (Noordermarkt),Tekst: Multatuli: Woutertje Pieterse en Femke,Noordermarkt,1976,"Sieger, Frits",Hardsteen,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"120972,926915769","488130,050450944",4.88746444806557,52.379974893187
52,"Volkern-plaquette (Noordermarkt 48, gevel Noorderkerk)",Deze plaquette is aangebracht ten behoeve van de leesbaarheid voor kinderen. De plaquettes van Ezechiel van Hoek en van Leonard de Vries hangen te hoog.,"Noordermarkt 48, gevel Noorderkerk",1989,Onbekend,Brons,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"120929,238022903","488092,555204193",4.88682663377453,52.379635213071
53,Jordaanoproer (Noordermarkt tegenover Boomstraat),Monument ter herdenking aan het oproer in de week van 4 juli 1934 en de slachtoffers die hierbij vielen: zes doden en vele tientallen gewonden. Twee vrouwen en een man verbonden door een brede hand. Hiermee wordt de solidariteit onder de mensen en de belangrijke rol die de vrouwen hebben gespeeld gesymboliseerd. Als voorbeeld van het vrouwfiguur werd gesteld de vrouw die op de avond van 4 juli 1934 op de tafel ging staan en zei: Ik krijg nu zeven gulden minder. Uitgehakt aan de voorzijde sokkel tekst: Eenheid sterkste keten Jordaanoproer 1934.,Noordermarkt tegenover Boomstraat,1987,"Hupkens, Sofie",Gegoten brons,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"120895,50749827","488072,351073751",4.88633332198154,52.3794515447018
55,Twee sfinxen (Plantage Middenlaan aan weerskanten toegangshek tot Wertheimpark),Dit zijn de zinken sfinxen die oorspronkelijk deel uitmaakten van het in empirestijl geornamenteerde hekwerk rond het Wertheimpark. De lantaarns op de sfinxen zijn 1 meter hoog.,Plantage Middenlaan aan weerskanten toegangshek tot Wertheimpark,1982,"Mannetje, Hans  het",Carrara marmer,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"122439,587899198","486733,868202426",4.90913884988098,52.367516005947
56,Twee silhouetten (Plantage Muidergracht / hoek Sarphatistraat),Plastiek dat 30 cm. is verzonken in een betonnen plateau en staat in een aflopend grastalud. Het bestaat uit twee delen die zijn opgebouwd uit losse delen welke door middel van roestvrij stalen veren met elkaar verbonden zijn en daarna gelijmd. De naden zijn vrijwel onzichtbaar.,Plantage Muidergracht / hoek Sarphatistraat,1986,"Fens, Huib",Hardsteen,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"123205,079312439","486395,895689867",4.92040960635004,52.3645233739793
57,Monument Gerrit van der Veen (Plantsoen plantage Westermanlaan),"Monument voor het kunstenaarsverzet onder leiderschap van Gerrit van der Veen. Op het voetstuk aan de lange kant staat links de tekst: Kunstenaarsverzet 1940-1945 En rechts de tekst: Wat doe jij, nu je land wordt getrapt en geknecht... Gerrit van der Veen",Plantsoen plantage Westermanlaan,1973,"Kneulman, Carel",Gegoten brons,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,122744.152840729,"486513,734580532",4.9136315183243,52.3655555737531
58,Amphitrite (Prins Hendrikkade (bij IJ-tunnel) in water t/o Scheepvaartmuseum),"Fontein. De bronzen groep omvat de zeegodin Amphitrite, gezeten op een uit de golven oprijzend zeepaard. In een zwerfkei is een gedicht van A. Roland Holst gehakt, dat luidt: Dochter van Nereus, Amphitrite, hoog te paard, hoe raast de branding, waar uw zoon de zeehoorn blaast! Luidt weer een eeuw hij in voor onze schepen? Uw wild hart bleef hun harten steeds het naast. De beeldengroep werd in 1956 door het personeel van de KNSM geschonken ter gelegenheid van het 100-jarig bestaan van de Maatschappij.",Prins Hendrikkade (bij IJ-tunnel) in water t/o Scheepvaartmuseum,1989,"Termote, Albert",Gegoten brons,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"122676,3016896","487198,368000188",4.91256963864873,52.3717045097542
60,"Borstbeeld Prins Hendrik de zeevaarder (Prins Hendrikkade, hoek Oosterdokskade)",Tekst op sokkel: Prins Hendrik der Nederlanden 1820-1884. Het beeld is in 1979 verplaatst naar de huidige locatie.,"Prins Hendrikkade, hoek Oosterdokskade",,"Stracke, Franz",Brons,http://www.kunstwacht.nl/publiek/amsterdam/kunstwerk,"122118,892681811","487569,326415041",4.90434883600431,52.3750053209267
