FID,rdy,rdx,urlbig,folder,group_,name,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2010_04.1,410572.8324,147951.1498,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1590.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1590,,,POINT (147951.1499999985 410572.83199999854)
zn_helicopterfotos_2010_04.2,410560.5567,147978.242,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1591.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1591,,,POINT (147978.2419999987 410560.55700000003)
zn_helicopterfotos_2010_04.3,410560.5567,147978.242,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1592.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1592,,,POINT (147978.2419999987 410560.55700000003)
zn_helicopterfotos_2010_04.4,410548.2812,148005.2651,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1593.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1593,,,POINT (148005.2650000006 410548.2809999995)
zn_helicopterfotos_2010_04.5,410536.0063,148032.0117,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1594.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1594,,,POINT (148032.01199999824 410536.006000001)
zn_helicopterfotos_2010_04.6,410521.5066,148058.6171,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1595.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1595,,,POINT (148058.6169999987 410521.5069999993)
zn_helicopterfotos_2010_04.7,410459.0636,148161.8529,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1596.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1596,,,POINT (148161.85300000012 410459.0639999993)
zn_helicopterfotos_2010_04.8,410382.1785,148251.0327,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1597.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1597,,,POINT (148251.03299999982 410382.1779999994)
zn_helicopterfotos_2010_04.9,410359.9037,148269.1226,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1598.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1598,,,POINT (148269.12299999967 410359.90399999917)
zn_helicopterfotos_2010_04.10,410309.7997,148299.0712,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht/jvh100426-1599.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a2_rondweg_denbosch/2010-04_trace_vucht,a2_rondweg_denbosch,jvh100426-1599,,,POINT (148299.0709999986 410309.80000000075)
