objectid;categorie;soort;naam;opdrachtgever;ontwerper;eigenaar;jaaraanleg;jaaraanlegonzekerheid;jaarverdwijnen;jaarverdwijnenonzekerheid;bron;bijzonderheden;shape_area;shape_len;geo_shape;geo_point_2d
46;Overig;Park;Gebr. Hornemannplantsoen;Gemeente Eindhoven;F.Fontaine;Gemeente Eindhoven;1952;0;;;G.M.Andela, 2005;;13525.64401386;527.35329568769;"{""coordinates"": [[[5.478878098588113, 51.43120801076379], [5.478878062730937, 51.43119017365722], [5.479067902296272, 51.430993818193116], [5.479162743533815, 51.43085699313037], [5.479200369844385, 51.43064886558282], [5.47920965413597, 51.43053589121784], [5.479114238527748, 51.430387325303165], [5.478856781095731, 51.43006646347], [5.478732785177506, 51.42989413659286], [5.478484952303006, 51.42962677776975], [5.478231473074146, 51.42938915019449], [5.477835526703428, 51.42925151979729], [5.4777214948075175, 51.42930393074467], [5.47779017473373, 51.429403764019405], [5.4778817389797325, 51.42953211848562], [5.477965686117706, 51.4296557229085], [5.477981178436284, 51.429793649310675], [5.477951034801111, 51.42994112491847], [5.477875265643727, 51.43010290559854], [5.477761428569058, 51.430255203133115], [5.477678048493275, 51.430416989603394], [5.477685922456885, 51.43055016604988], [5.47786147406927, 51.430821151384364], [5.478240349124046, 51.43097663126978], [5.478878098588113, 51.43120801076379]]], ""type"": ""Polygon""}";51.43033954627791, 5.478411701787806
48;Overig;Park;Dommelplantsoen;Gemeente Eindhoven;F.J.Fontaine;Gemeente Eindhoven;1953;0;;;G.M.Andela, 2005;;25501.553486335;1161.06642053176;"{""coordinates"": [[[5.477812387704848, 51.42909457298481], [5.477957063741555, 51.429146781576826], [5.478253967925392, 51.42922265415364], [5.478314736714644, 51.429170285290425], [5.47807837275594, 51.42892788716711], [5.4774154102266355, 51.42843372525302], [5.476158452332115, 51.42767364898248], [5.475427528966426, 51.42742686649706], [5.474057100532301, 51.42698078408193], [5.473166292972121, 51.42666751575711], [5.472427544085326, 51.42628753671779], [5.47209266191461, 51.42623070333833], [5.472130934422068, 51.42635434529624], [5.472443375476153, 51.42661572526637], [5.472725304758463, 51.42683431822416], [5.473509834259247, 51.42727609545943], [5.47384540353676, 51.427689663435174], [5.474255898290804, 51.42748958368009], [5.474537277001314, 51.42741326840962], [5.474712461569389, 51.42750826762775], [5.475817443153143, 51.42838738745811], [5.476198399857881, 51.42864870514073], [5.476792262272916, 51.428833753427085], [5.477012933015153, 51.42883834016928], [5.477264160873704, 51.42890473778337], [5.477812387704848, 51.42909457298481]]], ""type"": ""Polygon""}";51.42780678274897, 5.475392846775484
54;Overig;Park;Dommelplantsoen;Gemeente Eindhoven;D.F.Tersteeg;Gemeente Eindhoven;1928;0;;;G.M.Andela, 2005;Ingrijpend veranderd naar een ontwerp van Piet Oudolf;3721.58512595;301.01404573209;"{""coordinates"": [[[5.481683188078298, 51.434801640348155], [5.481821114317778, 51.43475180296483], [5.481587328273805, 51.434477146017606], [5.482091395078154, 51.43431080525716], [5.482363398871019, 51.43417710946468], [5.481958679784511, 51.4340922907845], [5.481568534490558, 51.43395681578621], [5.480971070371946, 51.434321187176565], [5.481683188078298, 51.434801640348155]]], ""type"": ""Polygon""}";51.43431291379251, 5.481598468532462
62;Defensie;Wal;;;;;1583;25;1583;0;"Arts, 1994 (79, 137); kaart Hogenberg";Om deze wal was een gracht aanwezig;34476.25229127;3607.00275397664;"{""coordinates"": [[[5.478365913749476, 51.44094474790002], [5.478715352434687, 51.440611517168215], [5.4784673705268965, 51.440615675855504], [5.478441282205533, 51.44057368055568], [5.480354852739443, 51.43904413470193], [5.481219713006679, 51.43862724407291], [5.481557836990167, 51.43866858986154], [5.481648929507686, 51.438554359838236], [5.481268241434753, 51.438478563668745], [5.480979233625257, 51.43857392756988], [5.480188465104222, 51.438936056685826], [5.478229159949997, 51.440431547849904], [5.475742410981232, 51.43853680476081], [5.477281788296746, 51.437637831346954], [5.4783716260633915, 51.43682203371184], [5.4800333250747375, 51.43531647193568], [5.481090520197445, 51.43594586230342], [5.481874088939078, 51.43642127600104], [5.481894669556427, 51.43717041046417], [5.4817702131066435, 51.438014397132896], [5.481998628786137, 51.43806177582229], [5.4821515323378875, 51.43717614635062], [5.482245088816798, 51.43642097369036], [5.482406694982351, 51.436367330256296], [5.48271125435553, 51.43643842838837], [5.482633254095652, 51.43613724680081], [5.481959123330513, 51.436141761494376], [5.482130576273837, 51.436248642768945], [5.48199747184344, 51.436284425488196], [5.481247527141105, 51.43581493146461], [5.480092598467318, 51.43515034269393], [5.480082941489418, 51.43507900278883], [5.480439372008455, 51.435092590961744], [5.47994913628516, 51.43476993589504], [5.479483409848078, 51.43496056664371], [5.479778491837837, 51.43505546218271], [5.479778660768734, 51.43513870167668], [5.478296343528206, 51.43659734702926], [5.478183407384474, 51.43657286032122], [5.478326365594007, 51.4363880366279], [5.4776980516233875, 51.43647216193048], [5.47774894977653, 51.436873651821735], [5.478002959406255, 51.43672164153745], [5.478114074637822, 51.4367877501008], [5.477019705958936, 51.437559155563676], [5.475513897261702, 51.43843590252956], [5.475285716062453, 51.43850742302207], [5.475123841793111, 51.438430252708336], [5.474924807532825, 51.43881686907623], [5.475562304280682, 51.43886989824807], [5.475466848696758, 51.43870349236001], [5.475599976855626, 51.43867366309434], [5.478077296025243, 51.44061003591626], [5.478067889783961, 51.44066355372293], [5.4778326894852905, 51.44071685114169], [5.478365913749476, 51.44094474790002]]], ""type"": ""Polygon""}";51.43777988316099, 5.478949787323485
66;;Park;Karpendonk;Gemeente Einhoven;;;1963;0;;0;G.Andela, Licht op Groen blz 56;zandwinplaats;374391.92437778;3327.26712473519;"{""coordinates"": [[[5.500162209798697, 51.45772933980045], [5.5022558318881964, 51.45765594322072], [5.504691698087719, 51.45743946937066], [5.504577124248724, 51.4572968889363], [5.504119141107383, 51.45684548127867], [5.503888842512752, 51.45610845297796], [5.50373499142909, 51.45549026058234], [5.503733957822795, 51.45508595866629], [5.5037326810406695, 51.45458652544535], [5.503769895520178, 51.45425353276794], [5.50906446734935, 51.45550859031453], [5.509672009331582, 51.454937171133786], [5.504186914415002, 51.45358720289539], [5.503806318595655, 51.453611367618336], [5.504522589410493, 51.450899436440295], [5.499496287079463, 51.45011956597483], [5.496264423162038, 51.45157337292112], [5.495504047282456, 51.45195460416397], [5.499768177143961, 51.45654447971964], [5.499932854435221, 51.45734904132922], [5.500162209798697, 51.45772933980045]]], ""type"": ""Polygon""}";51.45371907659007, 5.501249165751782
67;;Landgoed;Wielewaal;;;Anton Philips;1914;;;0;G.Andela. Licht op groen, blz 12 en 13;Tot 1914 Landgoed het Witte huis.De oorspronkelijke begrenzing liep tot 1920 tot het spoor;1726042.93024419;5903.0810863672305;"{""coordinates"": [[[5.4217801809274295, 51.46225182261613], [5.424825099572242, 51.46115093144616], [5.445374883627288, 51.45403741795527], [5.44240421599109, 51.451208743430115], [5.435708339550801, 51.44717464335748], [5.420583669957187, 51.45303643761429], [5.41796739354622, 51.454077649837146], [5.414590035491908, 51.45574327788954], [5.412592193405662, 51.45699231834176], [5.416636462095613, 51.456218425744986], [5.41806510900573, 51.45785310326069], [5.4217801809274295, 51.46225182261613]]], ""type"": ""Polygon""}";51.45457401391329, 5.429878642832686
70;Religie;Begraafplaats;Trudo, Strijpsestraat 131;;;;;0;;0;www.uitvaart-eindhoven.nl;;6258.8517307150005;365.835395337838;"{""coordinates"": [[[5.454398682486448, 51.44037533053142], [5.45481740759548, 51.44045832663076], [5.454618225937573, 51.440868691462285], [5.454789491508945, 51.440880483207366], [5.454827440278931, 51.440809113590724], [5.455141314578017, 51.44075542027992], [5.455274515176943, 51.440761287530755], [5.455568105333562, 51.43986926923672], [5.4546451505487195, 51.43977467721214], [5.454398682486448, 51.44037533053142]]], ""type"": ""Polygon""}";51.44025908284686, 5.454991326708975
74;Defensie;Legerplaats;;;;;;0;;0;;;67589.16959065;1186.18945060118;"{""coordinates"": [[[5.397242706271349, 51.46968867989266], [5.396430592336441, 51.468404836572354], [5.396222138515663, 51.468448250718026], [5.395703549292082, 51.46759322715125], [5.394989904255253, 51.467755636670525], [5.394925186905088, 51.46783650132728], [5.394517774467987, 51.467936416125994], [5.393655435291757, 51.46813868824998], [5.393275919240269, 51.46751400699402], [5.393163638545827, 51.468010639159985], [5.392984367106445, 51.46933593006477], [5.3929388526629936, 51.47075931768082], [5.39475889029374, 51.4702988626898], [5.397242706271349, 51.46968867989266]]], ""type"": ""Polygon""}";51.4691508425338, 5.394751315355797
78;Religie;Begraafplaats;Joodse begraafplaats;;;;1750;80;1950;0;;De begraafplaats was begin 1800 al buiten gebruik;1179.056742865;158.64345093480202;"{""coordinates"": [[[5.510027581885812, 51.450065658502524], [5.510175263435183, 51.44950042917697], [5.5098131053744055, 51.4495731094555], [5.509789994441895, 51.450037369730566], [5.510027581885812, 51.450065658502524]]], ""type"": ""Polygon""}";51.449778193067296, 5.509958586304978
80;Religie;Begraafplaats;Grote Beek;;;;1918;0;;0;BROUWER & GOUDSMIT, 2004, p. 32;niet meer in gebruik, begraafplaats psychiatrisch ziekenhuis Grote Beek;5889.64300117;308.683419479086;"{""coordinates"": [[[5.4436647411768595, 51.46959194026041], [5.444700986175189, 51.46998463618822], [5.445239359470314, 51.469464323795314], [5.444181949764981, 51.46905895912566], [5.4436647411768595, 51.46959194026041]]], ""type"": ""Polygon""}";51.46952372743581, 5.444447237088591
