Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Beslissing;Nationaliteit;Aantal beslissingen
1;Jaar, Procedure categorie;2020;*Alle*;EU-document;*Alle*;*Alle*;*Alle*;5710
2;Jaar, Maand, Procedure categorie;2020;01;EU-document;*Alle*;*Alle*;*Alle*;650
2;Jaar, Maand, Procedure categorie;2020;02;EU-document;*Alle*;*Alle*;*Alle*;550
2;Jaar, Maand, Procedure categorie;2020;03;EU-document;*Alle*;*Alle*;*Alle*;570
2;Jaar, Maand, Procedure categorie;2020;04;EU-document;*Alle*;*Alle*;*Alle*;570
2;Jaar, Maand, Procedure categorie;2020;05;EU-document;*Alle*;*Alle*;*Alle*;490
2;Jaar, Maand, Procedure categorie;2020;06;EU-document;*Alle*;*Alle*;*Alle*;530
2;Jaar, Maand, Procedure categorie;2020;07;EU-document;*Alle*;*Alle*;*Alle*;350
2;Jaar, Maand, Procedure categorie;2020;08;EU-document;*Alle*;*Alle*;*Alle*;330
2;Jaar, Maand, Procedure categorie;2020;09;EU-document;*Alle*;*Alle*;*Alle*;340
2;Jaar, Maand, Procedure categorie;2020;10;EU-document;*Alle*;*Alle*;*Alle*;360
2;Jaar, Maand, Procedure categorie;2020;11;EU-document;*Alle*;*Alle*;*Alle*;550
2;Jaar, Maand, Procedure categorie;2020;12;EU-document;*Alle*;*Alle*;*Alle*;430
3;Jaar, Procedure categorie, Verblijfscluster;2020;*Alle*;EU-document;Derdelanders;*Alle*;*Alle*;5710
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;01;EU-document;Derdelanders;*Alle*;*Alle*;650
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;02;EU-document;Derdelanders;*Alle*;*Alle*;550
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;03;EU-document;Derdelanders;*Alle*;*Alle*;570
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;04;EU-document;Derdelanders;*Alle*;*Alle*;570
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;05;EU-document;Derdelanders;*Alle*;*Alle*;480
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;06;EU-document;Derdelanders;*Alle*;*Alle*;530
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;07;EU-document;Derdelanders;*Alle*;*Alle*;350
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;08;EU-document;Derdelanders;*Alle*;*Alle*;330
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;09;EU-document;Derdelanders;*Alle*;*Alle*;340
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;10;EU-document;Derdelanders;*Alle*;*Alle*;360
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;11;EU-document;Derdelanders;*Alle*;*Alle*;550
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2020;12;EU-document;Derdelanders;*Alle*;*Alle*;430
5;Jaar, Procedure categorie, Beslissing;2020;*Alle*;EU-document;*Alle*;Afwijzing;*Alle*;1200
5;Jaar, Procedure categorie, Beslissing;2020;*Alle*;EU-document;*Alle*;Inwilliging;*Alle*;4300
5;Jaar, Procedure categorie, Beslissing;2020;*Alle*;EU-document;*Alle*;Overig;*Alle*;210
