Nummer;Totaal van;Jaar;Maand;Opvangvorm;Verblijfsduur;Vergunninghouder;Land van herkomst;Aantal bezetting opvang
1;Jaar, Maand;2017;1;*Alle*;*Alle*;*Alle*;*Alle*;25560
1;Jaar, Maand;2017;2;*Alle*;*Alle*;*Alle*;*Alle*;25070
1;Jaar, Maand;2017;3;*Alle*;*Alle*;*Alle*;*Alle*;24060
1;Jaar, Maand;2017;4;*Alle*;*Alle*;*Alle*;*Alle*;23730
1;Jaar, Maand;2017;5;*Alle*;*Alle*;*Alle*;*Alle*;23010
1;Jaar, Maand;2017;6;*Alle*;*Alle*;*Alle*;*Alle*;22650
1;Jaar, Maand;2017;7;*Alle*;*Alle*;*Alle*;*Alle*;22010
1;Jaar, Maand;2017;8;*Alle*;*Alle*;*Alle*;*Alle*;21650
1;Jaar, Maand;2017;9;*Alle*;*Alle*;*Alle*;*Alle*;22000
1;Jaar, Maand;2017;10;*Alle*;*Alle*;*Alle*;*Alle*;21890
1;Jaar, Maand;2017;11;*Alle*;*Alle*;*Alle*;*Alle*;21450
1;Jaar, Maand;2017;12;*Alle*;*Alle*;*Alle*;*Alle*;20960
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;<3 mnd;Geen Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;>= 10 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;1-2 jaar;Geen Vergunninghouder;*Alle*;280
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;1-2 jaar;Vergunninghouder;*Alle*;40
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;2-3 jaar;Geen Vergunninghouder;*Alle*;240
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;2-3 jaar;Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;3-4 jaar;Geen Vergunninghouder;*Alle*;150
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;3-4 jaar;Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;3-6 mnd;Geen Vergunninghouder;*Alle*;50
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;4-5 jaar;Geen Vergunninghouder;*Alle*;150
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;4-5 jaar;Vergunninghouder;*Alle*;30
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;5-6 jaar ;Geen Vergunninghouder;*Alle*;150
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;5-6 jaar ;Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;6-12 mnd;Geen Vergunninghouder;*Alle*;90
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;6-12 mnd;Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;6-7 jaar;Geen Vergunninghouder;*Alle*;220
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;6-7 jaar;Vergunninghouder;*Alle*;30
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;7-8 jaar;Geen Vergunninghouder;*Alle*;100
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;7-8 jaar;Vergunninghouder;*Alle*;20
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;8-9 jaar;Geen Vergunninghouder;*Alle*;60
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Gezinslocaties;8-9 jaar;Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Opvang excl. onderdaklocaties;<3 mnd;Geen Vergunninghouder;*Alle*;2240
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Opvang excl. onderdaklocaties;<3 mnd;Vergunninghouder;*Alle*;5120
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Opvang excl. onderdaklocaties;>= 10 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2017;1;Opvang excl. onderdaklocaties;>= 10 jaar;Vergunninghouder;*Alle*;10
