;;ALBLASSERDAM;;;;;;;;;;;;;
;;;;;Gemeentehuis;Openbare Bibliotheek;Stichting De Poort;Woonzorgcentrum De Waard;Sportcentrum Blokweer;School De Twijn (De Loopplank);Ds. Joannes Beukelmanschool;School 't Nokkenwiel;Multifunctioneel Centrum Maasplein;Het Kompas;Sportpark Molenzicht
;;;Totaal;totaal %;1;2;3;4;5;6;7;8;9;10;11
;;TOTAAL 1 VVD;1.907;15,4;409;195;122;180;211;154;28;282;109;124;93
;;TOTAAL 2 Partij van de Arbeid (P.v.d.A.);684;5,5;88;84;36;76;73;72;25;87;51;39;53
;;TOTAAL 3 PVV (Partij voor de Vrijheid);1.728;14,0;227;249;82;213;167;176;48;212;182;100;72
;;TOTAAL 4 SP (Socialistische Partij);916;7,4;98;135;41;123;87;104;29;97;102;53;47
;;TOTAAL 5 CDA;1.467;11,9;239;193;99;172;142;153;55;128;107;93;86
;;TOTAAL 6 Democraten 66 (D66);797;6,5;118;92;36;80;98;77;25;119;55;40;57
;;TOTAAL 7 ChristenUnie;1.112;9,0;154;119;141;111;77;99;53;79;82;132;65
;;TOTAAL 8 GROENLINKS;618;5,0;100;79;34;59;58;70;20;79;60;27;32
;;TOTAAL 9 Staatkundig Gereformeerde Partij (SGP);1.955;15,8;304;196;221;248;136;137;209;78;158;174;94
;;TOTAAL 10 Partij voor de Dieren;245;2,0;33;31;15;19;29;12;5;47;29;12;13
;;TOTAAL 11 50PLUS;350;2,8;56;43;17;53;34;41;12;36;32;16;10
;;TOTAAL 12 OndernemersPartij;5;0,0;1;0;0;1;1;0;0;1;1;0;0
;;TOTAAL 13 VNL (VoorNederland);51;0,4;7;7;3;2;10;3;0;7;4;7;1
;;TOTAAL 14 DENK;210;1,7;32;47;3;15;31;11;15;27;8;3;18
;;TOTAAL 15 NIEUWE WEGEN;15;0,1;2;1;0;4;0;0;0;2;2;2;2
;;TOTAAL 16 Forum voor Democratie;212;1,7;41;26;19;9;26;19;8;24;12;16;12
;;TOTAAL 17 De Burger Beweging;4;0,0;0;0;2;0;0;0;0;1;1;0;0
;;TOTAAL 18 Vrijzinnige Partij;1;0,0;0;1;0;0;0;0;0;0;0;0;0
;;TOTAAL 19 GeenPeil;1;0,0;1;0;0;0;0;0;0;0;0;0;0
;;TOTAAL 20 Piratenpartij;28;0,2;2;3;2;1;2;0;0;5;10;0;3
;;TOTAAL 21 Artikel 1;3;0,0;0;1;0;1;0;0;0;1;0;0;0
;;TOTAAL 22 Niet Stemmers;2;0,0;0;0;0;0;0;1;0;1;0;0;0
;;TOTAAL 23 Libertarische Partij (LP);1;0,0;0;0;0;0;0;0;0;0;1;0;0
;;TOTAAL 24 Lokaal in de Kamer;9;0,1;2;0;0;1;1;1;0;1;3;0;0
;;TOTAAL 25 JEZUS LEEFT;28;0,2;7;3;4;2;1;2;1;2;0;5;1
;;TOTAAL 26 StemNL;0;0,0;0;0;0;0;0;0;0;0;0;0;0
;;Totaal per bureau;12.349;100;1.921;1.505;877;1.370;1.184;1.132;533;1.316;1.009;843;659
;;Blanco;14; --;3;2;0;2;2;0;0;2;1;0;2
;;Ongeldig;29; --;4;3;2;4;2;0;3;5;1;3;2
;;Totaal uitgebracht;12.392; --;;;;;;;;;;;
;;Kiesgerechtigden;14.828;;;;;;;;;;;;
;;Opkomst %;;83,28;;;;;;;;;;;
