Nummer;Totaal van;Jaar;Maand;Aanleverende organisatie;Nationaliteit;Aantal instroom
1;Jaar;2017;;;;19860
2;Jaar, Maand;2017;1;;;1950
2;Jaar, Maand;2017;2;;;1750
2;Jaar, Maand;2017;3;;;1880
2;Jaar, Maand;2017;4;;;1540
2;Jaar, Maand;2017;5;;;1810
2;Jaar, Maand;2017;6;;;1740
2;Jaar, Maand;2017;7;;;1560
2;Jaar, Maand;2017;8;;;1560
2;Jaar, Maand;2017;9;;;1510
2;Jaar, Maand;2017;10;;;1680
2;Jaar, Maand;2017;11;;;1560
2;Jaar, Maand;2017;12;;;1310
3;Jaar, Maand, Aanleverende organisatie;2017;1;Immigratie- en Naturalisatiedienst;;1450
3;Jaar, Maand, Aanleverende organisatie;2017;1;Koninklijke Marechaussee;;100
3;Jaar, Maand, Aanleverende organisatie;2017;1;Overige;;120
3;Jaar, Maand, Aanleverende organisatie;2017;1;Vreemdelingenpolitie;;270
3;Jaar, Maand, Aanleverende organisatie;2017;2;Immigratie- en Naturalisatiedienst;;1300
3;Jaar, Maand, Aanleverende organisatie;2017;2;Koninklijke Marechaussee;;100
3;Jaar, Maand, Aanleverende organisatie;2017;2;Overige;;140
3;Jaar, Maand, Aanleverende organisatie;2017;2;Vreemdelingenpolitie;;210
3;Jaar, Maand, Aanleverende organisatie;2017;3;Immigratie- en Naturalisatiedienst;;1400
3;Jaar, Maand, Aanleverende organisatie;2017;3;Koninklijke Marechaussee;;90
3;Jaar, Maand, Aanleverende organisatie;2017;3;Overige;;140
3;Jaar, Maand, Aanleverende organisatie;2017;3;Vreemdelingenpolitie;;250
3;Jaar, Maand, Aanleverende organisatie;2017;4;Immigratie- en Naturalisatiedienst;;1150
3;Jaar, Maand, Aanleverende organisatie;2017;4;Koninklijke Marechaussee;;80
3;Jaar, Maand, Aanleverende organisatie;2017;4;Overige;;130
3;Jaar, Maand, Aanleverende organisatie;2017;4;Vreemdelingenpolitie;;180
3;Jaar, Maand, Aanleverende organisatie;2017;5;Immigratie- en Naturalisatiedienst;;1380
3;Jaar, Maand, Aanleverende organisatie;2017;5;Koninklijke Marechaussee;;90
3;Jaar, Maand, Aanleverende organisatie;2017;5;Overige;;130
3;Jaar, Maand, Aanleverende organisatie;2017;5;Vreemdelingenpolitie;;210
3;Jaar, Maand, Aanleverende organisatie;2017;6;Immigratie- en Naturalisatiedienst;;1330
