Dag;Van tot datum;Tijden Van;Tijden tot;Weeknummer;Evenement;locatie
vrijdag;08-01-2016;18:00;23:00;01;Nieuwjaarsfeest DAS;Euclideslaan
zondag;10-01-2016;12:00;18:00;01;Culturele Zondag: Nieuwjaarsduik;Korte Minrebroederstraat
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Korte Minrebroederstraat
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Domstraat
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Domplein
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Trans
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Achter de Dom
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Voetiusstraat
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Pieterstraat
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Muntstraat
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Nobelstraat
dinsdag;12-01-2016;22:30;23:30;02;Fakkeltocht Unitas S.R. opening lustrum;Lucasbolwerk
zondag;17-01-2016;16:30;21:30;02;Glow in the Park;Noorderpark
zondag;17-01-2016;;;02;Hellas7loop;Atletiekbaan Maarschalkerweerd
vrijdag;22-01-2016;17:00;20:30;03;Winter lichtjes optocht;Gangesdreef
zaterdag;30-01-2016;14:00;23:00;04;Sneeuwbal festival;Park Transwijk
zaterdag;06-02-2016;10:00;15:00;05;Carnavalsfestijn 2016;Oudegracht
zaterdag;13-02-2016;14:00;01:00;06;Soenda Indoor Festival;Westkanaaldijk 7
maandag;15-02-2016 t/m 16-02-2016;08:00;14:30;07;ANWB Streetwise, Hallo Auto;Gessel
zondag;21-02-2016;;;07;Hellas7loop;Atletiekbaan Maarschalkerweerd
donderdag;25-02-2016;09:00;23:00;08;Hacking Habitat;Wolvenplein
zaterdag;27-02-2016;21:00;06:00;08;A State Of Trance Festival Utrecht;Jaarbeurs 
zondag;06-03-2016;11:00;18:00;09;De Streekmarkt;Korte Minrebroederstraat
zaterdag;19-03-2016 t/m 28-03-2016;12:00;23:00;11;Kermis griftpark;Griftpark
dinsdag;15-03-2015;13:00;00:00;11;Filmopnamen De Maatschap;Moreelsepark
dinsdag;15-03-2015;13:00;00:00;11;Filmopnamen De Maatschap;Mariaplaats
vrijdag;18-03-2016;12:00;15:15;11;Sponsorloop Jenaplan Wittevrouwen;Bladstraat
zondag;20-03-2016;08:00;18:00;11;Utrecht Science Park Marathon;Cambridgelaan
donderdag;24-03-2016 t/m 28-03-2016;12:00;01:00;12;Schaft! Foodfestival;Tractieweg
zaterdag;26-03-2016;11:00;18:00;12;Braderie WKC Plantage;Plantage
zaterdag;26-03-2016 t/m 28-03-2016;12:00;17:00;12;Vier Pasen op het Castellum;Hoge Woerd
zaterdag;26-03-2016;15:30;18:00;12;Zwemloop Het Lint;t Lint
zondag;27-03-2016;09:00;18:00;12;Braderie Vasco da Gamalaan;Vasco da Gamalaan
zondag;03-04-2016;12:00;19:00;13;Culturele Zondag Science in the City;Domplein
vrijdag;01-04-2016 t/m 17-04-2016;10:00;02:00;13;Tweetakt;Neude
maandag;28-03-2016;09:00;17:00;13;Kasteelloop halve van de haar;Brink
maandag;28-03-2016;11:00;16:00;13;Albert Heijn Boeren Lentefeesten;Jenalaan
woensdag;30-03-2016;10:00;10:45;13;Meet the Professor;Domplein
vrijdag;01-04-2016 t/m 03-04-2016;14:00;01:00;13;Lentebock Festival;Tolsteegbarrière
zondag;03-04-2016 t/m 05-06-2016;10:00;18:00;13;Me And My Family;Domplein
zaterdag;02-04-2016;10:00;18:00;13;Le Bazarre bij Molen de Ster;Molenerf de Ster
zondag;03-04-2016;11:00;18:00;13;De Streekmarkt;Korte Minrebroederstraat
zondag;03-04-2016;12:30;16:00;13;SVU inline-skatetocht;Meerndijk
zondag;03-04-2016;12:30;16:00;13;SVU inline-skatetocht;Castellumlaan
zondag;03-04-2016;12:30;16:00;13;SVU inline-skatetocht;t Lint
zondag;03-04-2016;12:30;16:00;13;SVU inline-skatetocht;Thematerweg
zondag;03-04-2016;12:30;16:00;13;SVU inline-skatetocht;Bochtdijk
zondag;03-04-2016;12:30;16:00;13;SVU inline-skatetocht;Rijndijk
zaterdag;09-04-2016;09:00;18:00;14;Braderie Marco Pololaan;Marco Pololaan
zaterdag;09-04-2016 t/m 10-04-2016;09:00;00:00;14;Frozen Cherries;Sportpark Vechtzoom
zaterdag;09-04-2016;09:00;23:30;14;Grachtenrace RonDom;Veilinghaven
zaterdag;09-04-2016;09:00;23:30;14;Grachtenrace RonDom;Kromme Rijn
zaterdag;09-04-2016;09:00;23:30;14;Grachtenrace RonDom;Rhijnauwen
zaterdag;09-04-2016;10:00;14:00;14;Rommelmarkt Scouting Hoograven;Verlengde Hoogravenseweg
zondag;10-04-2016;13:00;18:00;14;Swan Market;Vredenburg
maandag;11-04-2016 t/m 12-04-2016;09:00;15:00;15;Shell VVN Verkeerspleinen;Meerndijk
zaterdag;16-04-2016;21:30;02:00;15;Tentfeest IDUNA De Meern;Meerndijk
donderdag;14-04-2016;10:00;20:00;15;Platen en CD Beurs;Vredenburg
zaterdag;16-04-2016;21:00;23:30;15;Linie in Lichterlaaie 2016;Houtensepad
zaterdag;16-04-2016 t/m 17-04-2016;13:00;21:00;15;Ouderdagen C.S. Veritas;Kromme Nieuwegracht
zondag;17-04-2016;10:00;17:00;15;Braderie Tiberdreef;Tiberdreef
zondag;17-04-2016;07:00;17:00;15;Rommelmarkt Verdomhoekje;J.J.A. Goeverneurstraat
zaterdag;23-04-2016 t/m 24-04-2016;10:00;01:00;16;Elfia;Kasteel de Haar
zondag;17-04-2016;;;16;Hellas7loop;Atletiekbaan Maarschalkerweerd
dinsdag;19-04-2016;19:30;21:30;16;Zomeravondcup 2016;Atletiekbaan Maarschalkerweerd
donderdag;21-04-2016;06:00;21:00;16;Filmopnamen RTL 4;Ledig Erf
donderdag;21-04-2016;06:00;21:00;16;Filmopnamen RTL 4;Oosterkade 
donderdag;21-04-2016;06:00;21:00;16;Filmopnamen RTL 4;Uithof
donderdag;21-04-2016;06:00;21:00;16;Filmopnamen RTL 4;Janskerkhof
donderdag;21-04-2016;06:00;21:00;16;Filmopnamen RTL 4;Lange Viestraat
zaterdag;23-04-2016;06:00;18:00;16;Rivierenwijkfeest 2016;Merwedekade 
zaterdag;23-04-2016;10:00;16:00;16;Wijkfeest Rivierenwijk;Dommelstraat
zondag;24-04-2016;09:00;13:00;16;Máximapark Seizoenslopen;Maximapark
zondag;24-04-2016;08:00;14:00;16;Orientatieloop Utrecht;Lepelenburg
zondag;24-04-2016;11:00;17:00;16;Platen en CD Beurs;Janskerkhof
dinsdag;26-04-2016 t/m 27-04-2016;18:00;01:00;17;Evenementenplein Neude;Neude
woensdag;27-04-2016;12:00;22:00;17;Kingshouse;Jaarbeurs
dinsdag;26-04-2016 t/m 27-04-2016;19:00;01:00;17;Evenementenplein Domplein;Domplein
dinsdag;26-04-2016 t/m 27-04-2016;12:00;01:00;17;Evenementenplein Janskerkhof;Janskerkhof
dinsdag;26-04-2016 t/m 27-04-2016;10:00;01:00;17;Evenementenplein Kingsmarket;Tolsteegbarrière
dinsdag;26-04-2016 t/m 27-04-2016;12:00;01:00;17;Evenementenplein Korte Minrebroederstraat;Korte Minrebroederstraat
dinsdag;26-04-2016 t/m 27-04-2016;12:00;01:00;17;Evenementenplein Stadhuisplein;Korte Minrebroederstraat
dinsdag;26-04-2016 t/m 27-04-2016;12:00;01:00;17;Beatrix;Janskerkhof
dinsdag;26-04-2016;18:00;01:00;17;DutchKings Night;Vredenburg
dinsdag;26-04-2016 t/m 27-04-2016;18:00;00:00;17;Evenementenplein Breedstraat;Breedstraat
dinsdag;26-04-2016 t/m 27-04-2016;13:00;01:00;17;Evenementenplein Koningsdag 2016 Ouwe Dikke Dries Waterstraat;Waterstraat
dinsdag;26-04-2016 t/m 27-04-2016;12:00;01:00;17;Evenementenplein Lucasbolwerk;Lucasbolwerk
dinsdag;26-04-2016 t/m 27-04-2016;11:00;01:00;17;Evenementenplein Mariaplaats;Mariaplaats
dinsdag;26-04-2016 t/m 27-04-2016;12:00;01:00;17;Evenementenplein Oudkerkhof Nieuwe Dikke Dries;Oudkerkhof
dinsdag;26-04-2016 t/m 27-04-2016;13:00;01:00;17;Evenementenplein Rozenstraat;Rozenstraat 
dinsdag;26-04-2016 t/m 27-04-2016;11:00;01:00;17;K-Night;Jacobskerkhof
woensdag;27-04-2016;08:00;18:00;17;Koningsdag Julianapark;Julianapark
woensdag;27-04-2016;05:00;20:00;17;Koningsdag Vleuten;Dorpsplein
dinsdag;26-04-2016 t/m 27-04-2016;16:00;01:00;17;Koningsdag WWG;Van Asch van Wijcksplein
woensdag;27-04-2016;09:00;16:00;17;Kindervrijmarkt Nicolaaskerkhof;Nicolaaskerkhof
woensdag;27-04-2016;20:00;23:00;17;Koningsdag 2016 Hoograven;Tolsteegplantsoen
woensdag;27-04-2016;12:00;19:00;17;Koningsdag Café De Binnenstad;Voor Clarenburg
woensdag;27-04-2016;08:00;19:00;17;Koningsdag De Meern;Castellumlaan
woensdag;27-04-2016;09:00;18:00;17;Koningsdag Oog in Al;Händelstraat 
woensdag;27-04-2016;10:00;18:00;17;Koningsdag Rijnsweerd;Jan Muschlaan
woensdag;27-04-2016;12:00;18:00;17;Koningsdag 't Zand ;Aldo van Eijckplantsoen
woensdag;27-04-2016;10:00;18:00;17;Koningsdag Tuindorp 2016;Willem de Zwijgerplantsoen
woensdag;27-04-2016;09:00;13:00;17;Koningsdag Vleuterweide;WKC Vleuterweide
woensdag;27-04-2016;10:00;17:00;17;Koningsdagmarkt Lombok;Kanaalstraat
woensdag;27-04-2016;10:00;17:00;17;Koningsdagmarkt Lombok;Damstraat
woensdag;27-04-2016;10:00;17:00;17;Koningsdagmarkt Lombok;Moskeeplein
woensdag;27-04-2016;09:00;14:00;17;Koningsdagspelen;Ab Harrewijnstraat
woensdag;27-04-2016;09:00;19:00;17;Koningskinderen;Lepelenburg
woensdag;27-04-2016;12:00;18:00;17;Play offs Landskampioenschap Hockey (Heren);Laan van Maarschalkerweerd
woensdag;27-04-2016;12:30;18:00;17;Seizoenopening De Klanksteen;Tolsteegplantsoen
zaterdag;30-04-2016 t/m 01-05-2016;10:00;21:00;17;#DYTG2016;Jaarbeurs
donderdag;28-04-20106;20:30;23:00;17;Las Nueve Open Air Tango;Korte Minrebroederstraat
zondag;01-05-2016;12:00;18:00;17;Meivakantie;Bankaplein
donderdag;05-05-2016;11:00;23:00;17;Bevrijdings Festival ;Park Transwijk
vrijdag;29-04-2016 t/m 01-05-2016;;;17;Meet en Greet met bbq;Paardenveldplantsoen
zaterdag;30-04-2016;09:00;18:00;17;Braderie Admiraal Helfrichlaan;Admiraal Helfrichlaan
zondag;01-05-2016;12:00;19:30;17;Culturele Zondag: Bestemming Bereikt;Korte Minrebroederstraat
zaterdag;30-04-2016;10:00;18:00;17;Ouderdag Unitas S.R.;Lucasbolwerk
zaterdag;30-04-2016;12:00;18:00;17;Play offs Landskampioenschap Hockey (Heren);Laan van Maarschalkerweerd
zaterdag;30-04-2016;10:00;00:00;17;Terraswarming;Hamburgerstraat
zondag;01-05-2016;11:00;18:00;17;De Streekmarkt;Domplein
zondag;01-05-2016;12:00;18:00;17;Play offs Landskampioenschap Hockey (Heren);Laan van Maarschalkerweerd
zondag;01-05-2016;11:45;16:00;17;Viering 25-jarig bestaan kinderdagverblijf Jolie;Karawanken
dinsdag;23-05-2016;17:00;23:00;18;Zes Uurs Loop;Wilhelminapark
woensdag;04-05-2016;19:30;20:30;18;4 mei Herdenking;Domplein
