Nummer;Totaal van;Jaar;Maand;Opvangvorm;Verblijfsduur;Vergunninghouder;Land van herkomst;Aantal bezetting opvang
1;Jaar, Maand;2018;1;*Alle*;*Alle*;*Alle*;*Alle*;20810
1;Jaar, Maand;2018;2;*Alle*;*Alle*;*Alle*;*Alle*;20860
1;Jaar, Maand;2018;3;*Alle*;*Alle*;*Alle*;*Alle*;20490
1;Jaar, Maand;2018;4;*Alle*;*Alle*;*Alle*;*Alle*;20330
1;Jaar, Maand;2018;5;*Alle*;*Alle*;*Alle*;*Alle*;20280
1;Jaar, Maand;2018;6;*Alle*;*Alle*;*Alle*;*Alle*;20010
1;Jaar, Maand;2018;7;*Alle*;*Alle*;*Alle*;*Alle*;20430
1;Jaar, Maand;2018;8;*Alle*;*Alle*;*Alle*;*Alle*;20920
1;Jaar, Maand;2018;9;*Alle*;*Alle*;*Alle*;*Alle*;22420
1;Jaar, Maand;2018;10;*Alle*;*Alle*;*Alle*;*Alle*;22890
1;Jaar, Maand;2018;11;*Alle*;*Alle*;*Alle*;*Alle*;22520
1;Jaar, Maand;2018;12;*Alle*;*Alle*;*Alle*;*Alle*;22500
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2018;1;Gezinslocaties;<3 mnd;Geen Vergunninghouder;*Alle*;70
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2018;1;Gezinslocaties;>= 10 jaar;Geen Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2018;1;Gezinslocaties;1-2 jaar;Geen Vergunninghouder;*Alle*;190
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2018;1;Gezinslocaties;1-2 jaar;Vergunninghouder;*Alle*;10
2;Jaar, Maand, Opvangvorm, Verblijfsduur, Vergunninghouder;2018;1;Gezinslocaties;2-3 jaar;Geen Vergunninghouder;*Alle*;370
