id_publicatie;tenderned_kenmerk;publicatiedatum;ad_officiele_benaming;nationale_identificatie_aansluitnummer;naam_aanbesteding;geimporteerd;tsender;aanbesteding_id;sluitingsdatum_aanmelding;sluitingsdatum_aanbesteding;aanvang_opdracht;voltooiing_opdracht;termijn_verkrijgen_documenten;verzending_uitnodigingen;tegen_betaling_documenten_verkrijgen;personen_aanwezig_opening_kluis;plaats_opening_kluis;nationaal_of_europees;korte_beschrijving_aanbesteding;publicatie_soort;juridisch_kader;type_opdracht;procedure;trefwoorden;referentienummer;digitaal;voorbehouden_voor_beroepsgroep;hoofd_cpv_definitie;hoofd_sub_cpv_1;hoofd_sub_cpv_2;opdracht_categorie;nutscode;aard_van_de_opdracht;gpa;inlichtingen_elektronische_veiling;ad_vestigingsadres;tweede_adresregel;ad_plaats;ad_postcode;ad_land;internetadres_aanbestedende_dienst;soort_aanbestedende_dienst;hoofdactiviteit;id_s_publicatie;id_perceel;naam_perceel;datum_gunning;aantal_inschrijvingen;aantal_elektronisch_ingediende_inschrijvingen;naam_gegunde_ondernemer;gegunde_ondernemer_postadres;gegunde_ondernemer_plaats;gegunde_ondernemer_postcode;gegunde_ondernemer_land;gegunde_ondernemer_internetadres;geraamde_waarde;btw_percentage_bij_geraamde_waarde;geraamde_waarde_incl_btw;laagste_waarde_ingediende_offertes;hoogste_waarde_ingediende_offertes;geraamde_waarde_heeft_betrekking_op_een_periode_van;definitieve_waarde;btw_percentage_bij_definitieve_waarde;definitieve_waarde_incl_btw;betreft_uitbesteding;waarde_van_de_uitbesteding;korte_omschrijving_uitbesteding
34190.0;38415.0;2014-04-22;Gemeente Eindhoven;261529808.0;Bio-energiecentrale Strijp te Eindhoven;Ja;Aanbestedingskalender.nl;38415.0;;;25-07-2014;01-10-2015;;;Nee;Nee;Den Haag,;Europees;Installatietechnische engineering en uitvoeringswerkzaamheden voor nieuwe (snoei)hout gestookte bio-energiecentrale op Strijp te Eindhoven (vermogen: ca. 5 - 8 MW warmte en ca. 1 tot 1,5 MW elektriciteit).;Aankondiging van een opdracht;Aanbestedingswet 2012;Werken;Niet-openbaar;;BSE1301;Nee;;45300000-0 Installatiewerkzaamheden in de bouw;;;;NL414;Overheidsopdracht;Nee;Nee;5611 EM 1;;Eindhoven;5611 EM;Nederland;;Regionale of plaatselijke instantie;Algemene overheidsdiensten;;;;;;;;;;;;;;;;;;;;;;;;
34462.0;38294.0;2014-04-25;Gemeente Eindhoven, Sector Realisatie & Beheer;261529808.0;Europese aanbesteding HOV2 Ongelijkvloerse kruising Montgomerylaan - Verleggen riolering Noordzijde;Nee;;38294.0;;06-06-2014;18-08-2014;10-10-2014;06-06-2014;;Nee;Nee;Eindhoven;Europees;Het werk bestaat in hoofdzaak uit het verrichten van grondwerk, het verwijderen en aanbrengen van riolering, fundering, kantopsluitingen, elementenverharding, asfaltverharding, openbare verlichting en bijkomende werkzaamheden.;Aankondiging van een opdracht;Aanbestedingswet 2012;Werken;Openbaar;Riolering Elementenverharding Asfaltverharding Openbare verlichting;379040201;Nee;;"45230000-8 Aanleggen van pijpleidingen, communicatielijnen en stroomleidingen, autowegen, wegen, vliegvelden en spoorlijnen; verhardingen";;;Uitvoering;NL414;Overheidsopdracht;Nee;Nee;Postbus 90150;;Eindhoven;5600 RB;Nederland;http://www.eindhoven.nl;Regionale of plaatselijke instantie;Algemene overheidsdiensten;;;;;;;;;;;;;;;;;;;;;;;;
34497.0;23454.0;2014-04-28;Gemeente Eindhoven;261529808.0;Verkoop pand Leenderweg 65 te Eindhoven;Nee;;23454.0;;25-10-2013;;;;;Nee;Nee;;Nationaal;"De gemeente Eindhoven heeft besloten het pand aan de Leenderweg 65 te Eindhoven te verkopen. In dit pand was tot voor kort Plaza Futura gevestigd, een theater annex filmhuis. 

De verkoop is onderworpen aan een biedprocedure.";Kennisgeving van aanvullende informatie, informatie over een onvolledige procedure of rectificatie;Anders;Diensten;Openbaar;verkoop onroerend goed Plaza Futura projectontwikkeling;3300160913;Nee;;92000000-1 Cultuur-, sport- en recreatiediensten;;;Overige diensten;NL414;Overheidsopdracht;Nee;Nee;Stadhuisplein 1;;Eindhoven;5611 EM;Nederland;http://www.eindhoven.nl/plazafutura;Regionale of plaatselijke instantie;Algemene overheidsdiensten;;;;;;;;;;;;;;;;;;;;;;;;
35695.0;40094.0;2014-05-16;Gemeente Eindhoven;261529808.0;"Nationale aanbesteding ""Licenties VMware Horizon View""";Nee;;40094.0;;12-06-2014;01-07-2014;30-06-2016;12-06-2014;;Nee;Nee;Eindhoven;Nationaal;Voor eind 2014 worden de toegang van het gemeentelijk netwerk voor medewerkers van de gemeente Eindhoven gemigreerd naar VDI. In dit kader dienen software licenties VDI voor deze werkplekken te worden ingekocht. Middels deze aanbesteding wordt voorzien in de levering van en de support op software licenties vMware (VDI).;Aankondiging van een opdracht;Anders;Leveringen;Openbaar;VMware licenties VDI;140516-2300;Ja;;48000000-8 Software en informatiesystemen, 48000000-8 Software en informatiesystemen;;;Aankoop, Aankoop;NL414, NL;Overheidsopdracht;Ja;Nee;Stadhuisplein 1;;Eindhoven;5611 EM;Nederland;http://www.eindhoven.nl;Regionale of plaatselijke instantie;Algemene overheidsdiensten;;;;;;;;;;;;;;;;;;;;;;;;
38845.0;44035.0;2014-11-07;Gemeente Eindhoven, namens gemeenten Zuidoost Brabant;261529808.0;Tweedelijns specialistische zorg regio Zuidoost brabant;Nee;;44035.0;;17-09-2014;01-01-2015;31-12-2016;17-09-2014;;Nee;Nee;;Europees;"De opdracht betreft het leveren van zorgproducten in het kader van de Jeugdwet 2015. Het betreft in dit bestek de producten in de hoofdcategorieën zoals hieronder benoemd.

Specialistische zorg aan kind en gezin: 
- AWBZ: zorg aan jeugd zonder verblijf
- Zvw: jeugd-GGZ eerste lijn (generalistische basis GGZ)
- Zvw: jeugd-GGZ tweede lijn zonder verblijf (specialistische GGZ)
- Provinciaal: vrijwillige/gedwongen ambulante zorg

(Dag)behandeling/ Begeleiding Groep
- AWBZ: zorg aan jeugd 
- Zvw: jeugd-GGZ tweede lijn 
- Provinciaal: verblijf deeltijd

De te leveren zorgcategorieën zijn onderverdeeld in een aantal producten. Niet al deze producten worden door alle gemeenten afgenomen, een overzicht van de gemeenten en de producten die zij verwachten te gaan afnemen vindt u in het inschrijfformulier (zie bijlage). Aanbieders kunnen aangeven welke producten zij in welke gemeenten (of wijk als het de gemeente Eindhoven betreft) aanbieden. Inschrijvers kunnen zowel op één als op meerdere gemeenten / wijken inschrijven en per gebied aangeven welke producten ze daar aanbieden. Inschrijven op een deel van een gemeente of wijk is niet toegestaan.";Aankondiging van een opdracht;Aanbestedingswet 2012;Diensten;Openbaar;Jeugdzorg Specialistische jeugdzorg;2014/3000;Ja;;85000000-9 Gezondheidszorg en maatschappelijk werk, 85000000-9 Gezondheidszorg en maatschappelijk werk;;;Gezondheidszorg en maatschappelijke dienstverlening, Gezondheidszorg en maatschappelijke dienstverlening;NL, NL414;Raamovereenkomst;Ja;Nee;Stadhuisplein 1;;Eindhoven;5611 EM;Nederland;http://www.eindhoven.nl;Publiekrechtelijke instelling;Algemene overheidsdiensten;38845, 50117, 40449, 42088, 41192, 39141;22440.0;De te leveren zorgcategorieën zijn onderverdeeld in een aantal producten. Niet al deze producten worden door alle gemeenten afgenomen, een overzicht van de gemeenten en de producten die zij verwachten te gaan afnemen vindt u in het inschrijfformulier. Aanbieders kunnen in dit inschrijfformulier aangeven welke producten zij in welke gemeenten (of wijk als het de gemeente Eindhoven betreft) aanbieden (onder de in het inschrijfformulier aangegeven maximumprijs). De maximunprijs wordt aan u in augustus bekendgemaakt. Publicatie daarvan vindt plaats via TenderNed. Inschrijvers kunnen zowel op één als op meerdere gemeenten / wijken inschrijven en per gebied aangeven welke producten ze daar aanbieden. Inschrijven op een deel van een gemeente of wijk is niet toegestaan.;20-01-2015;0.0;104.0;"Zie separaat geupload document: ""overzicht gecontracteerde partijen""";nvt -;-;-;NL;;;;Nee;;;;;;Nee;Nee;;
39403.0;44331.0;2014-07-22;Gemeente Eindhoven, Sector Realisatie & Beheer;261529808.0;"Europese aanbesteding ""Reiniging en inspectie riolering 2014-2015""";Nee;;44331.0;;02-09-2014;06-10-2014;27-11-2015;02-09-2014;;Nee;Nee;Eindhoven;Europees;Het werk bestaat in hoofdzaak uit het reinigen en inspecteren van riolering, het afvoeren van vrijgekomen rioolslib, het samenstellen van inspectie- en reinigingsrapportages, het toepassen van tijdelijke verkeersmaatregelen en bijkomende werkzaamheden.;Kennisgeving van aanvullende informatie, informatie over een onvolledige procedure of rectificatie;Aanbestedingswet 2012;Diensten;Openbaar;Inspecteren riolering Reinigen riolering;614061415;Nee;;90470000-2 Diensten voor rioolreiniging;;;Onderhoud en reparatie;NL414;Overheidsopdracht;Ja;Nee;Postbus 90150;;Eindhoven;5600 RB;Nederland;http://www.eindhoven.nl;Regionale of plaatselijke instantie;Algemene overheidsdiensten;45649, 39403, 39194;;;14-10-2014;5.0;0.0;Weijers Techniek B.V.;Hogelandseweg 9;Nijmegen;6545 AC;NL;http://www.weijersriooltechniek.nl;;;Nee;;;;EUR 499668.75;;Nee;Nee;;
42744.0;49387.0;2014-09-23;Gemeente Eindhoven;261529808.0;Van Werk naar Werk trajecten;Nee;;49387.0;;;;;;;Nee;Nee;;Nationaal;Het doel van deze aanbesteding is het contracteren van meerdere bureaus die in de behoefte aan VWNW-onderzoeken kunnen voorzien;Aankondiging van een gegunde opdracht;Aanbestedingswet 2012;Diensten;Afmelding ivm IIB dienst;;;Nee;;79630000-9 Personeelsdiensten, met uitzondering van plaatsing en 'outplacement';;;Arbeidsbemiddeling;NL;Raamovereenkomst;Ja;Nee;Stadhuisplein 1;;Eindhoven;5611 EM;Nederland;http://www.eindhoven.nl;Regionale of plaatselijke instantie;Algemene overheidsdiensten;42744;;;29-08-2014;11.0;0.0;BASICZ Psychologisch Advies;Schouwburgring 409;Tilburg;5038 TW;NL;;;;Nee;;;;;;Nee;Nee;;
45535.0;52841.0;2014-04-11;Gemeente Eindhoven;261529808.0;Aanbesteding Inburgering;Nee;;52841.0;;;;;;;Nee;Nee;;Europees;Het inkopen van inburgering en participatie diensten ten behoeve van inwoners van de gemeente Eindhoven;Aankondiging van een gegunde opdracht;Aanbestedingswet 2012;Diensten;Afmelding ivm IIB dienst;;2010/BI-WI/1802;Nee;;85320000-8 Sociale diensten, 85320000-8 Sociale diensten;;;Gezondheidszorg en maatschappelijke dienstverlening, Gezondheidszorg en maatschappelijke dienstverlening;NL, NL414;Overheidsopdracht;Ja;Nee;Stadhuisplein 1;;Eindhoven;5611 EM;Nederland;http://www.eindhoven.nl;Regionale of plaatselijke instantie;Algemene overheidsdiensten;45535;;;25-06-2010;11.0;0.0;IVIO integratie BV;Bolderweg 2;Almere;1332 AT;NL;;;;Nee;;;;;;Nee;Nee;;"Perceel 1 Trajecten naar staatsexamen progamma 1 centraal georganiseerd. Ontvangen 2 inschrijvingen, gegund aan Studiecentrum Talen Eindhoven BV
Perceel 2 Aanbod ten behoeve van gemiddeld/snelle leerder en de langzame leerder. Ontvangen 9 inschrijvingen, gegund aan Agens special products, Ivio integratie BV en Sagen Re-integratie BV"
45649.0;44331.0;2014-06-11;Gemeente Eindhoven, Sector Realisatie & Beheer;261529808.0;"Europese aanbesteding ""Reiniging en inspectie riolering 2014-2015""";Nee;;44331.0;;02-09-2014;06-10-2014;27-11-2015;02-09-2014;;Nee;Nee;Eindhoven;Europees;Het werk bestaat in hoofdzaak uit het reinigen en inspecteren van riolering, het afvoeren van vrijgekomen rioolslib, het samenstellen van inspectie- en reinigingsrapportages, het toepassen van tijdelijke verkeersmaatregelen en bijkomende werkzaamheden.;Aankondiging van een gegunde opdracht;Aanbestedingswet 2012;Diensten;Openbaar;Inspecteren riolering Reinigen riolering;614061415;Nee;;90470000-2 Diensten voor rioolreiniging;;;Onderhoud en reparatie;NL414;Overheidsopdracht;Ja;Nee;Postbus 90150;;Eindhoven;5600 RB;Nederland;http://www.eindhoven.nl;Regionale of plaatselijke instantie;Algemene overheidsdiensten;45649, 39403, 39194;;;14-10-2014;5.0;0.0;Weijers Techniek B.V.;Hogelandseweg 9;Nijmegen;6545 AC;NL;http://www.weijersriooltechniek.nl;;;Nee;;;;EUR 499668.75;;Nee;Nee;;
47537.0;54828.0;2014-05-12;Gemeente Eindhoven, Sector Realisatie & Beheer;261529808.0;"Europese aanbesteding ""HOV2 Montgomerylaan-Churchilllaan""";Nee;;54828.0;;03-02-2015;18-05-2015;29-07-2016;03-02-2015;;Nee;Nee;Eindhoven;Europees;"Het werk bestaat in hoofdzaak uit het reconstrueren van de Veldmaarschalk Montgomerylaan en de Winston Churchilllaan. Het werk is beschreven in de volgende vier werkomschrijvingen:
- Algemene werkzaamheden (379030401);
- Bushalte WCW (379020101);
- Civiel (379030101);
- Groenvoorziening (379030201).";Aankondiging van een opdracht;Aanbestedingswet 2012;Werken;Openbaar;Riolering Elementenverharding Asfalt- en betonverharding Staalconstructie Openbare verlichting;379030401;Nee;;"45230000-8 Aanleggen van pijpleidingen, communicatielijnen en stroomleidingen, autowegen, wegen, vliegvelden en spoorlijnen; verhardingen";;;Uitvoering;NL414;Overheidsopdracht;Ja;Nee;Postbus 90150;;Eindhoven;5600 RB;Nederland;http://www.eindhoven.nl;Regionale of plaatselijke instantie;Algemene overheidsdiensten;47537, 55985;28375.0;"Dit perceel bestaat uit de werkzaamheden als beschreven in de vier werkomschrijvingen:
- Algemene werkzaamheden (379030401); 
- Bushalte WCW (379020101); 
- Civiel (379030101); 
- Groenvoorziening (379030201). 
De vier werkomschrijvingen zijn nader omschreven in afdeling II.2.1 van deze aankondiging.";11-03-2015;0.0;0.0;Kroeze Infra BV;Parkweg 33;Beesd;4153 XK;NL;http://www.kroezeinfra.nl;;;Nee;;;;EUR 4555000;;Nee;Nee;;
