TYPE;OBJECTID;NUMMER;GlobalID;X;Y;LONG;LAT
Milieuzone diesel;1;1;847d8793-9ae8-4b81-8a45-60fbba2eaa1e;81348.16660000011;456285.99170000106;4.312503399755124;52.089927800126844
Milieuzone diesel;2;2;ef084e4e-b873-4828-9709-08ab17b88dc8;81207.74509999901;456587.5806999989;4.310389499866814;52.09261940005248
Milieuzone diesel;3;4;01473b66-def1-4425-ab76-a07c8c1123ca;80518.40370000154;457283.7674999982;4.3001798996565075;52.09878349956763
Milieuzone diesel;4;5;00491a9f-0aed-45a5-97e2-424dae5c1e7a;80164.05959999934;457180.8931999989;4.295031899389241;52.09781119996984
Milieuzone diesel;5;6;52f24958-4355-448b-99ab-2045f24045d1;79571.47040000185;456962.3854999989;4.286433399420727;52.09576709973675
Milieuzone diesel;6;7;75d74352-57d8-4c1a-b441-7d9daa137212;79459.59699999914;456708.11520000175;4.284857399266274;52.093466800048105
Milieuzone diesel;7;8;9d27bee3-4e5a-4fbd-9e61-b033af265f38;79383.67029999942;456520.6004000008;4.283791199436839;52.09177129993085
Milieuzone diesel;8;9;347b71b3-8fd5-4722-a337-1bc2afb60330;79331.75670000166;456247.0500999987;4.283094500683006;52.08930590012493
Milieuzone diesel;9;10;c29e42fa-7759-43a4-a91c-2d100365da40;79168.28060000017;456030.6149000004;4.280757700424618;52.08733850033667
Milieuzone diesel;10;11;ddeea3a2-713b-475d-84e3-622b729fda06;79285.91079999879;455854.9992999993;4.282512699957788;52.085776399998245
Milieuzone diesel;11;12;030703df-3fde-42e7-98a5-27d879109cc5;79355.05799999833;455772.02629999816;4.283539800374866;52.085040200271024
Milieuzone diesel;12;13;c917e446-0ecb-4b4d-b6eb-418bd41af4e0;79411.72590000182;455710.8423999995;4.2843800000826295;52.084498099549414
Milieuzone diesel;13;14;7927baa7-89b1-4cc5-b30d-d727ecadf402;79466.01469999924;455641.4164999984;4.285187300304328;52.08388159993174
Milieuzone diesel;14;15;440f23bc-0b50-4e23-9d96-0d247df417ab;79498.6185999997;455595.7659999989;4.285673000629934;52.08347580017412
Milieuzone diesel;15;16;d8a45990-8855-4a48-881b-dc6c132e5d75;79549.10810000077;455536.4913999997;4.286422599759316;52.08295000035314
Milieuzone diesel;16;17;bbe1ccb9-c4f2-41dd-ac81-41ba99df9fbe;79588.39380000159;455489.22679999843;4.287006100698991;52.082530600034254
Milieuzone diesel;17;18;e2ea0b12-3f29-4fb7-bded-f69972bbc2a9;79645.97949999943;455407.2122000009;4.287864199906051;52.08180139992638
Milieuzone diesel;18;19;98b872e6-09d2-483b-abdd-3cc824ddc700;81347.78889999911;453331.43989999965;4.313135599951161;52.06337589997053
Milieuzone diesel;19;20;3f9f179c-f535-488b-87bf-e242808486d2;81413.49340000004;453256.2928000018;4.314109799502749;52.06270930035684
Milieuzone diesel;20;21;7aba7e1d-9ef0-479c-a75f-d79ec3d06d74;81482.33700000122;453219.4120000005;4.315121500186057;52.06238700016583
Milieuzone diesel;21;22;0027d277-f387-42e3-b97a-9aee386a942d;81535.71609999985;453159.3482000008;4.3159126996925545;52.06185430013898
Milieuzone diesel;22;23;0b508a90-a536-4378-b9cc-57f7d3980cd6;82032.7023999989;453509.7980000004;4.323083899918896;52.06506940038484
Milieuzone diesel;23;24;5e23f963-9ab8-4da2-99a2-1a74ad73deec;82415.41869999841;453759.7223000005;4.328611200352998;52.06736570000935
Milieuzone diesel;24;25;2bd0a762-7f8e-4d88-af92-9be139b0e6c5;82793.20540000126;454289.8905000016;4.334007899401587;52.07217959960086
